POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA6253,8,0,7,51,66,117,0,0,0,3,0,3,0,0,0,35,40,75,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,6,4,6,0,6,3,0,0,0,3,7,7,0,3,7,7,11,13,0,0,0,103,138,238,0,0,0,10,0,5,6,0,5,0,6,6,0,0,0,3,0,4,3,4,10,173,165,340,0,0,0,4,0,5,176,169,345,36,22,53,0,0,3,333,333,669
POA6254,4,0,4,55,45,101,0,0,0,4,0,4,0,0,0,48,36,83,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,5,17,14,4,16,0,0,0,141,105,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,169,121,287,0,0,0,0,0,0,171,121,294,47,21,72,5,0,3,363,251,618
POA6255,14,28,45,293,369,659,0,0,0,36,33,63,0,0,0,241,294,535,8,7,7,5,3,8,3,11,14,3,0,0,8,9,15,0,0,0,6,3,7,6,6,12,23,28,48,0,0,0,7,14,12,36,53,92,67,87,151,0,0,0,734,905,1637,0,0,0,4,3,7,0,0,4,0,0,0,0,0,0,5,11,11,8,11,16,1082,1039,2125,10,5,16,6,10,17,1097,1060,2154,219,187,405,0,0,5,2078,2199,4277
POA6256,5,5,3,30,28,59,0,0,0,7,0,5,0,0,0,25,33,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,3,0,5,9,7,13,6,13,21,0,0,0,74,84,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,87,212,0,0,0,0,0,0,120,87,212,29,16,46,0,0,0,227,195,426
POA6258,6,24,34,337,380,719,0,0,0,47,55,106,0,0,0,489,550,1030,0,0,6,34,26,62,21,32,59,11,5,19,3,9,14,0,0,0,19,6,17,13,20,34,27,29,53,5,5,8,30,42,70,67,73,140,62,62,130,4,3,10,1162,1307,2468,10,4,10,47,27,73,5,6,5,0,0,0,0,0,3,3,22,27,4,22,28,1629,1478,3110,5,4,10,6,14,18,1648,1492,3133,268,263,534,19,3,23,3163,3142,6311
POA6260,0,3,6,68,89,151,0,0,0,16,16,29,0,0,0,164,166,334,0,0,0,4,0,8,3,0,7,0,0,0,0,0,0,0,0,0,4,9,6,0,0,0,16,10,27,0,5,0,0,0,0,18,16,34,17,14,35,0,0,0,310,328,634,0,0,0,8,5,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,354,327,684,0,4,3,0,0,0,357,329,681,123,105,227,18,12,26,811,782,1596
POA6262,5,0,5,41,35,77,0,0,0,4,0,5,0,0,0,24,41,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,7,0,0,5,0,5,4,0,0,0,0,0,0,9,11,19,5,5,16,0,0,0,98,105,197,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,5,190,182,368,3,4,3,0,0,0,194,180,376,43,48,93,0,0,0,342,342,682
POA6271,7,18,26,188,247,433,0,0,0,16,13,30,0,0,0,186,242,425,0,6,9,0,4,4,5,3,8,4,4,12,3,0,10,0,0,0,5,3,6,6,4,14,45,34,80,0,0,0,10,13,24,29,49,81,36,48,82,3,0,3,540,683,1220,3,0,0,0,6,10,0,0,0,0,0,0,0,0,3,3,12,9,4,5,16,886,862,1754,12,4,13,5,7,4,897,872,1767,112,124,237,0,0,0,1566,1711,3283
POA6275,3,12,14,111,114,226,0,0,0,6,9,14,0,0,0,77,82,157,0,0,0,0,0,0,3,3,8,0,0,3,0,0,0,0,0,0,7,9,12,0,4,4,11,4,17,0,3,3,0,0,0,14,24,40,13,10,28,0,0,0,247,262,505,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,10,384,351,732,0,0,3,0,6,7,387,361,740,118,112,228,0,0,4,755,751,1510
POA6280,89,183,270,1925,2526,4447,0,0,0,212,251,461,0,0,0,1942,2407,4350,87,102,195,24,28,56,105,158,261,21,26,44,27,48,76,0,0,0,50,66,111,79,85,166,154,197,346,10,27,35,66,64,124,319,486,804,410,491,905,12,12,21,5433,6975,12408,48,55,108,105,81,189,4,0,3,0,4,8,34,27,63,25,37,63,60,72,134,7365,7259,14624,43,22,64,18,34,54,7424,7316,14744,1067,1089,2154,17,15,40,14253,15794,30046
POA6281,44,55,97,492,630,1122,0,0,0,25,38,65,0,0,0,598,717,1312,4,10,9,15,14,26,19,19,45,5,3,8,10,5,19,0,0,0,11,12,23,19,25,44,38,45,80,0,0,3,0,4,4,68,99,164,71,83,156,5,0,4,1379,1706,3089,16,10,30,0,8,12,10,6,16,0,0,0,10,0,11,5,14,17,14,13,28,2183,2151,4327,11,4,20,5,16,21,2193,2169,4365,304,334,637,14,19,29,3983,4320,8302
POA6282,9,9,21,134,137,272,0,0,0,5,0,7,0,0,0,120,139,263,0,0,0,8,0,8,7,7,18,0,0,0,4,4,9,0,0,0,0,0,4,4,3,6,11,3,13,0,0,0,0,0,0,15,23,39,17,16,33,0,4,4,311,351,657,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,4,3,0,4,3,466,410,875,6,6,8,0,0,0,466,414,880,108,114,224,9,0,10,907,888,1801
POA6284,7,21,35,85,119,211,0,0,0,16,13,23,0,0,0,105,143,244,0,3,6,0,4,3,0,0,3,0,0,0,6,0,5,0,0,0,7,3,8,3,0,3,8,11,20,0,0,0,4,0,6,25,29,51,38,37,78,0,0,0,291,361,657,0,0,0,0,0,7,3,0,6,0,0,0,4,0,5,0,6,6,4,9,12,852,802,1654,4,0,4,0,0,0,857,804,1664,164,174,335,3,3,10,1341,1380,2722
POA6285,69,74,142,366,494,863,0,0,0,46,50,91,0,0,0,510,601,1109,7,7,13,16,16,36,42,43,89,0,3,8,7,17,22,0,0,0,9,14,19,18,14,31,44,50,86,0,0,0,0,6,9,43,77,121,69,87,162,0,7,4,1173,1474,2652,14,13,29,20,15,38,3,4,8,0,6,4,8,0,13,12,24,43,25,29,56,3233,3204,6435,18,20,40,7,17,29,3258,3243,6501,559,518,1073,54,15,67,5175,5387,10563
POA6286,4,3,9,38,35,76,0,0,0,3,8,12,0,0,0,31,35,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,5,0,14,0,0,0,0,0,0,0,8,13,11,15,30,0,0,0,92,108,204,0,5,5,4,7,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,266,244,516,0,0,0,0,4,3,269,247,517,40,47,84,3,0,7,417,413,830
POA6288,3,4,5,28,27,57,0,0,0,5,0,5,0,0,0,42,45,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,10,8,17,0,3,5,87,90,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,172,336,3,0,3,0,0,0,170,173,347,24,29,57,4,3,6,288,298,591
POA6290,6,12,20,166,170,335,0,0,0,8,13,21,0,0,0,100,108,204,0,0,0,4,5,6,0,0,3,0,0,0,5,6,8,0,0,0,6,5,7,0,0,8,7,13,22,0,0,0,0,0,0,25,47,72,28,32,58,0,0,0,343,397,746,0,3,0,0,0,3,4,0,4,0,0,0,0,0,0,7,6,8,7,6,8,443,426,874,0,0,4,0,0,0,445,428,878,80,79,160,13,0,13,894,926,1824
POA6302,3,12,14,299,347,649,0,0,0,14,24,33,0,0,0,177,222,402,13,23,33,10,13,24,10,17,24,0,0,0,3,9,18,5,0,4,9,7,13,3,6,8,26,24,55,10,19,28,6,5,13,64,61,127,34,36,73,0,0,0,674,822,1496,3,6,8,5,4,10,0,0,0,0,0,4,0,0,0,3,7,18,6,8,16,805,713,1517,9,6,12,6,5,5,816,721,1532,202,169,370,0,0,0,1709,1742,3450
POA6304,0,0,3,178,167,340,0,0,0,8,6,14,0,0,0,80,90,177,3,3,4,0,4,6,0,0,0,0,0,0,0,0,6,0,0,0,3,5,11,5,6,12,10,17,24,5,6,8,0,6,0,17,29,49,20,27,49,0,6,0,332,374,701,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,4,5,9,342,305,648,0,0,3,0,0,0,345,307,651,114,100,214,0,5,4,799,799,1589
POA6306,0,0,0,85,100,188,0,0,0,6,9,13,0,0,0,51,59,106,0,0,4,0,0,0,0,6,6,0,0,0,0,0,4,0,0,0,0,4,4,4,3,4,17,26,48,0,0,0,0,3,4,27,20,50,11,10,15,0,0,0,209,242,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,208,171,374,0,0,0,0,0,0,208,173,378,66,48,111,0,0,0,478,465,947
POA6308,3,5,4,120,115,236,0,0,0,36,26,59,0,0,0,74,93,166,0,0,0,0,0,0,6,19,24,0,0,0,0,4,4,0,0,0,3,0,4,3,7,10,7,9,18,0,0,0,0,5,5,23,24,45,27,28,53,0,0,0,301,333,632,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,4,3,4,8,361,305,660,0,0,4,0,0,3,359,306,664,101,83,188,0,0,0,775,727,1500
POA6309,0,0,0,16,18,39,0,0,0,10,13,27,0,0,0,16,17,24,4,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,9,13,0,0,3,0,0,0,0,0,0,4,0,0,3,13,14,0,0,0,55,65,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,48,123,0,0,0,0,0,0,77,48,123,20,12,28,0,0,0,146,130,276
POA6311,0,0,3,34,43,80,0,0,0,6,4,10,0,0,0,27,39,73,0,0,0,0,0,0,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,15,0,6,5,0,0,0,13,7,25,5,11,16,0,0,0,107,126,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,130,282,0,0,0,0,0,3,156,127,286,29,27,63,3,0,3,299,287,589
POA6312,8,15,27,267,324,588,0,0,0,77,97,178,0,0,0,349,428,776,4,0,4,4,3,6,25,44,62,7,9,11,11,13,25,0,0,0,5,3,11,6,14,17,30,27,59,7,16,21,12,12,27,77,101,185,59,74,140,0,6,8,948,1174,2123,10,14,23,12,8,20,0,3,3,0,0,0,9,6,13,4,7,19,13,14,26,979,850,1826,5,4,9,0,5,7,983,853,1844,282,246,532,9,0,8,2275,2328,4602
POA6313,0,0,0,18,18,38,0,0,0,0,0,0,0,0,0,17,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,4,6,7,14,0,0,0,47,58,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,46,100,0,0,0,0,0,0,56,46,100,16,10,21,0,0,0,118,113,234
POA6315,7,5,14,129,140,276,0,0,0,24,27,51,0,0,0,117,105,221,0,0,0,0,4,4,3,0,4,0,0,0,5,11,13,0,0,0,0,7,8,0,0,5,4,13,22,3,6,8,5,3,5,52,50,110,14,10,25,0,0,0,358,384,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,6,4,12,420,361,788,0,0,0,0,0,5,425,366,789,101,115,215,0,3,5,898,889,1779
POA6316,0,0,0,25,26,49,0,0,0,22,17,38,0,0,0,11,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,6,6,13,8,14,22,0,0,0,83,92,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,72,162,0,0,0,0,0,0,93,70,163,23,17,41,0,0,0,192,180,374
POA6317,35,36,68,168,179,343,0,0,0,194,204,399,0,0,0,243,262,504,0,0,4,0,0,9,23,22,44,7,9,15,20,20,45,3,0,3,8,13,24,10,14,23,34,17,50,3,3,3,15,6,24,27,41,71,71,77,145,0,0,3,827,863,1691,8,6,15,180,156,338,0,0,0,0,0,0,0,0,0,5,10,7,4,10,9,758,673,1427,6,0,12,0,4,4,764,676,1436,284,231,515,3,0,3,2105,1982,4085
POA6318,3,0,3,38,29,66,0,0,0,15,7,23,0,0,0,34,36,69,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,0,0,0,0,0,0,0,7,7,3,6,6,0,0,0,0,0,0,12,17,21,4,0,6,3,4,5,112,108,218,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,97,187,0,0,0,0,0,0,99,97,193,28,32,60,0,0,0,244,241,483
POA6320,0,0,0,24,22,46,0,0,0,37,39,77,0,0,0,38,37,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,24,24,47,7,12,14,0,0,0,140,142,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,95,76,172,0,0,0,0,0,0,92,76,175,37,34,75,0,0,0,274,258,530
POA6321,0,0,0,38,40,73,0,0,0,15,19,31,0,0,0,29,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,80,91,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,113,95,207,0,0,0,0,0,0,115,95,215,37,43,80,0,0,0,235,224,465
POA6322,0,0,0,29,17,42,0,0,0,12,11,22,0,0,0,11,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,4,6,6,0,0,0,53,50,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,48,95,0,0,0,0,0,0,46,48,95,9,15,25,0,0,0,119,117,236
POA6323,0,0,3,64,73,131,0,0,0,16,21,39,0,0,0,40,44,79,0,0,0,0,0,0,0,4,3,9,3,9,3,4,7,0,0,0,4,0,3,0,3,5,12,12,28,0,0,0,6,11,14,6,9,22,28,28,54,0,0,0,196,207,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,3,278,219,497,0,0,3,0,5,5,273,228,501,60,50,113,0,0,0,533,490,1024
POA6324,8,13,20,229,240,471,0,0,0,76,78,158,0,0,0,130,166,298,4,3,10,3,3,7,9,18,32,7,6,12,0,5,4,0,0,0,6,5,12,5,4,6,14,20,34,0,0,3,11,10,23,26,40,65,57,53,114,0,0,0,585,653,1240,4,0,5,63,48,108,0,0,0,0,0,0,0,0,0,14,12,22,14,12,22,876,814,1685,5,4,14,0,6,6,882,825,1704,304,229,534,5,3,9,1863,1783,3639
POA6326,0,0,0,34,35,67,0,0,0,0,7,8,0,0,3,22,21,42,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,4,7,3,0,7,0,0,0,7,4,8,10,11,22,0,0,0,83,98,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,119,254,0,0,0,0,0,0,139,123,260,22,29,50,0,0,0,241,248,492
POA6327,0,0,0,14,20,30,0,0,0,0,0,0,0,0,0,5,4,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,20,0,0,0,0,0,0,5,8,12,7,6,15,0,0,0,44,50,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,6,3,3,61,53,111,0,0,0,0,0,0,71,53,118,31,18,47,0,0,0,148,113,267
POA6328,0,0,0,21,24,48,0,0,0,0,0,3,0,0,0,19,18,44,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,4,0,9,0,0,0,0,0,0,5,0,5,13,10,19,0,0,0,73,70,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,108,223,0,0,0,0,0,0,115,109,224,23,27,50,0,0,0,214,199,419
POA6330,103,193,296,1878,2482,4355,0,0,0,570,590,1161,49,49,98,1799,2140,3941,91,104,192,38,38,71,67,111,182,28,34,64,44,75,119,4,0,4,92,132,223,128,159,290,411,488,894,29,43,73,83,80,168,393,565,954,798,977,1779,16,12,31,6513,8084,14594,64,52,112,49,61,109,9,8,23,0,0,0,18,15,28,58,116,181,82,130,217,9569,9233,18806,60,38,103,30,60,95,9664,9335,19000,1711,1283,2996,31,23,56,18232,19172,37401
POA6333,33,55,92,303,354,665,0,0,0,21,37,57,0,0,0,221,276,497,0,6,0,5,5,5,24,33,61,6,0,9,8,15,21,0,0,0,8,12,15,4,9,9,23,33,54,0,0,0,4,4,13,45,62,108,43,71,120,0,6,7,726,915,1635,6,3,9,0,6,9,5,8,15,0,0,0,0,0,0,7,34,38,7,34,38,1834,1816,3648,15,9,26,7,23,30,1856,1853,3707,420,408,827,5,7,4,3061,3281,6336
POA6335,5,3,7,48,55,99,0,0,0,31,38,68,45,34,79,45,28,74,4,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,9,13,0,0,0,0,0,9,0,0,0,0,0,0,0,8,12,5,9,18,0,0,0,190,184,374,6,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,126,282,0,0,0,0,0,0,155,131,288,40,48,83,0,0,0,397,365,758
POA6336,0,0,0,25,20,42,0,0,0,3,0,3,0,0,0,15,21,29,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,4,9,14,4,0,5,0,0,0,58,53,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,70,160,0,0,0,0,0,0,97,70,165,26,15,44,0,0,0,181,141,325
POA6337,0,0,0,31,32,59,0,0,0,0,5,3,0,0,0,34,20,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,3,14,24,12,31,0,0,0,90,76,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,116,283,0,0,0,0,0,0,166,118,284,46,43,89,6,0,5,313,234,543
POA6338,0,0,0,56,50,95,0,0,0,4,8,8,0,0,0,46,48,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,4,11,0,0,0,0,0,0,9,7,17,10,15,27,0,0,0,127,134,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,191,405,0,0,3,0,0,7,215,193,412,21,18,41,0,0,0,366,350,718
POA6341,0,0,0,20,18,30,0,0,0,4,4,7,0,0,0,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,14,8,7,15,0,0,0,46,43,88,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,66,142,0,0,0,0,0,0,76,66,142,18,8,23,0,0,0,141,116,253
POA6343,0,0,0,10,11,13,0,0,0,3,3,5,0,0,0,16,7,23,0,0,0,3,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,13,12,8,9,14,0,0,0,42,41,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,101,0,0,0,0,0,0,55,40,101,20,23,43,0,0,0,122,106,227
POA6346,5,3,10,67,39,109,0,0,0,9,8,14,0,0,0,125,52,175,0,0,0,4,0,4,0,0,4,0,0,0,5,4,6,0,0,0,8,5,11,8,0,8,16,6,28,0,0,0,3,0,3,19,16,38,22,9,31,0,0,0,283,143,422,3,0,3,11,3,16,0,0,0,0,0,0,3,3,10,0,0,0,3,3,10,441,225,663,5,3,3,4,0,3,447,224,673,179,45,226,8,3,14,942,430,1371
POA6348,0,5,0,56,76,133,0,0,0,10,15,27,0,0,0,59,59,116,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,5,7,12,0,0,0,16,7,20,0,0,3,0,0,0,13,18,27,19,22,47,5,0,5,199,209,401,0,0,0,0,3,5,0,3,3,0,0,0,0,0,0,5,6,10,5,6,10,294,240,530,4,0,4,3,4,6,297,241,539,72,55,123,0,0,0,575,520,1091
POA6350,0,0,0,23,22,42,0,0,0,0,0,0,0,0,0,13,12,25,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,12,0,0,0,0,0,0,4,3,10,0,6,7,0,0,0,55,56,104,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,75,152,0,0,0,0,0,0,74,75,150,29,26,54,0,0,0,162,161,319
POA6351,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,31,0,0,0,0,0,0,19,8,31,3,0,8,0,0,0,32,22,57
POA6352,0,0,0,11,8,17,0,0,0,0,7,3,0,0,0,13,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,4,7,3,0,3,6,0,3,33,28,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,3,6,37,28,56,0,0,0,0,0,0,34,28,62,44,19,60,0,0,0,117,72,190
POA6353,0,0,0,66,57,127,0,0,0,4,4,9,0,0,0,73,70,134,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,5,3,3,3,4,4,5,7,0,0,0,0,0,0,11,10,23,24,17,39,0,0,0,191,171,358,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,149,330,0,0,0,0,0,0,182,149,330,38,31,76,0,0,3,416,354,770
POA6355,0,0,0,39,26,62,0,0,0,0,0,0,0,0,0,34,32,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,0,0,0,0,0,0,10,7,22,3,6,16,0,0,0,97,80,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,87,203,0,0,0,0,0,0,112,87,203,34,21,53,0,0,0,244,189,435
POA6356,0,0,0,7,5,12,0,0,0,3,0,4,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,0,0,7,0,0,0,30,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,58,0,0,0,0,0,0,38,22,58,6,0,7,0,0,0,74,40,117
POA6357,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,4,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,11,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,19,0,0,0,0,0,0,9,15,22,6,6,8,0,0,0,26,33,53
POA6358,0,0,0,5,5,16,0,0,0,0,0,0,0,0,0,4,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,44,0,0,3,0,0,0,27,15,46,5,9,17,0,0,0,47,48,94
POA6359,3,0,4,65,36,101,0,0,0,5,3,3,0,0,0,65,39,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,5,5,0,10,6,6,14,0,0,0,4,0,7,13,15,32,7,0,10,0,0,0,184,102,286,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,72,304,0,0,4,3,0,3,230,76,305,69,36,104,3,0,3,484,217,704
POA6361,0,0,0,5,5,8,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,7,0,0,0,11,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,42,0,0,0,0,0,0,22,20,42,8,7,19,0,0,0,50,43,86
