LGA_CODE_2021,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650more,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R1_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650more,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R1_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650more,C11_Tot_R_NS,C11_Tot_R_Tot,C16_Neg_Ni_inc_R1_74,C16_Neg_Ni_inc_R75_99,C16_Neg_Ni_inc_R100_149,C16_Neg_Ni_inc_R150_199,C16_Neg_Ni_inc_R200_224,C16_Neg_Ni_inc_R225_274,C16_Neg_Ni_inc_R275_349,C16_Neg_Ni_inc_R350_449,C16_Neg_Ni_inc_R450_549,C16_Neg_Ni_inc_R550_649,C16_Neg_Ni_inc_R650more,C16_Neg_Ni_inc_R_NS,C16_Neg_Ni_inc_R_Tot,C16_1_149_R1_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_199,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650more,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R1_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R200_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650more,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R1_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650more,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R1_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650more,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R1_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650more,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R1_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650more,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R1_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650more,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R1_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650more,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R1_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650more,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R1_74,C16_1500_1999_R75_99,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650more,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R1_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650more,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R1_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649
LGA55110,147,307,198,35,9,9,14,817,12,22,18,31,17,28,29,17,0,0,0,40,217,151,219,517,716,687,1732,2428,1197,172,52,67,201,8143,0,0,11,9,4,21,37,33,14,0,4,15,142,6,0,5,6,3,10,8,14,4,0,0,0,64,7,8,34,33,19,35,56,20,7,3,3,14,240,4,15,91,89,33,70,85,49,4,0,4,17,466,6,18,99,117,69,122,181,90,10,0,4,13,736,4,8,39,66,39,106,275,136,10,0,0,12,689,0,4,30,72,58,136,268,175,18,0,4,7,789,0,8,17,22,42,94,250,171,19,4,6,11,637,0,0,13,33,20,97,277,231,33,8,3,22,749,0,0,10,16,20,53,227,250,33,0,4,11,627,4,0,5,12,15,52,255,370,57,14,9,0,801,0,0,4,7,17,34,142,321,71,3,6,10,622,0,0,0,0,8,10,41,156,43,10
LGA55180,9,12,0,0,0,0,0,59,4,0,14,3,0,0,0,0,0,0,0,0,25,38,88,236,219,89,82,66,11,0,5,13,39,875,0,0,6,0,0,0,0,0,0,0,0,4,15,0,3,3,4,0,0,0,0,0,0,0,0,14,4,3,11,12,4,0,0,0,0,0,0,0,45,0,0,34,18,11,12,4,0,0,0,0,0,78,0,0,28,19,6,15,9,0,0,0,0,0,78,0,0,8,26,3,11,14,0,0,0,0,4,64,0,0,10,19,4,13,10,0,0,0,0,8,60,0,4,11,25,9,14,5,4,0,0,0,4,74,0,0,11,14,10,17,17,7,0,0,0,4,77,0,0,9,7,13,17,19,4,0,0,0,5,78,0,0,3,7,3,17,30,8,0,0,0,0,76,0,0,4,5,4,15,19,0,0,0,0,4,51,0,0,0,0,3,4,8,3,0,0
LGA55250,0,0,0,0,0,0,0,6,3,5,8,0,0,0,0,0,0,0,0,4,19,32,29,46,24,5,3,0,0,0,0,0,22,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,10,0,5,0,8,0,0,0,0,0,0,0,0,10,0,4,6,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,4,3,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0
LGA55320,24,85,277,153,62,81,27,787,12,13,13,17,3,7,19,23,6,0,11,41,161,199,303,381,378,272,451,1445,2313,1004,372,553,257,7916,0,0,13,12,0,9,20,34,26,23,15,14,166,0,0,11,3,9,0,0,8,7,4,0,6,55,10,18,44,21,8,7,25,26,15,9,4,15,204,6,14,113,24,13,16,27,27,18,4,5,19,296,7,12,139,39,22,26,61,62,29,3,4,15,415,4,9,34,25,13,29,55,88,40,13,6,16,323,9,0,22,45,21,27,62,112,46,19,6,17,393,4,8,19,19,21,25,101,154,57,20,10,8,441,6,3,16,20,28,20,102,230,115,32,15,11,583,8,0,8,13,6,19,60,222,109,20,12,11,492,0,3,15,13,21,31,102,375,239,68,40,10,908,3,0,7,12,5,25,68,282,235,97,78,10,827,3,0,5,3,4,3,31,140,168,83
LGA55390,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,15,5,0,6,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA55460,0,0,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,11,40,36,90,65,29,22,12,18,3,0,0,34,359,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,7,0,0,0,0,0,0,0,0,17,0,3,15,6,0,0,0,0,0,0,0,0,33,0,3,7,8,7,6,0,0,0,0,0,0,26,0,0,3,8,5,0,0,0,0,0,0,0,17,4,0,7,3,3,5,0,0,0,0,0,0,22,0,0,9,9,3,5,0,0,0,0,0,3,39,0,0,0,3,3,7,5,0,0,0,0,4,28,0,3,4,12,5,14,5,5,0,0,0,9,49,0,0,3,11,5,10,4,6,0,0,0,11,46,0,0,0,8,0,4,0,0,0,0
LGA55530,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,13,0,0,0,0,0,0,5,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,6,18,20,55,53,21,21,4,5,0,0,0,19,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,3,0,0,0,0,0,0,6,0,0,9,6,0,3,0,0,0,0,0,0,16,0,0,8,3,0,0,0,0,0,0,0,0,12,0,0,6,3,0,3,0,0,0,0,0,0,13,0,0,0,0,6,4,0,0,0,0,0,0,14,0,0,0,4,3,0,0,0,0,0,0,0,8,0,3,9,5,0,10,3,0,0,0,0,0,29,0,0,8,0,7,4,3,0,0,0,0,0,21,0,0,8,4,4,11,6,0,0,0,0,3,30,0,0,0,5,4,8,6,0,0,0,0,0,24,0,0,0,0,0,0,5,6,0,0
LGA55670,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,19,22,9,4,0,0,0,0,0,10,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA55740,7,17,21,14,7,23,0,103,9,4,3,0,0,4,0,4,4,4,0,3,32,44,75,78,73,102,174,204,213,94,41,121,30,1255,0,0,5,0,0,4,8,5,0,0,3,0,32,0,0,0,4,0,4,3,0,0,0,0,0,10,5,0,9,4,0,4,4,4,0,0,5,0,33,0,4,25,11,6,14,10,0,0,0,0,0,66,4,7,36,11,5,17,10,9,0,0,0,0,97,0,0,4,7,5,17,23,7,0,0,0,0,71,0,0,4,8,3,12,19,9,0,5,0,6,63,0,0,5,0,7,10,18,20,3,0,0,3,65,0,0,5,0,4,21,19,17,7,6,3,3,89,0,0,0,4,3,21,15,13,4,0,3,0,59,0,0,0,3,0,21,34,35,9,4,13,0,111,0,0,0,0,0,9,21,27,9,8,10,0,89,0,0,0,0,0,0,5,22,5,13
LGA55810,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,4,13,4,27,27,5,5,0,4,0,0,0,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,5,0,0,0,0,0,0,0,0,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,9,6,0,0,0,0,0,0,0,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA56090,8,32,47,24,13,3,9,156,4,8,6,3,0,3,11,5,3,0,0,13,58,38,45,113,115,83,143,361,385,141,28,19,74,1549,0,3,4,0,0,4,0,5,4,0,0,6,31,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,10,4,4,0,5,8,7,0,0,3,47,3,0,20,7,0,8,6,5,0,0,0,0,55,3,0,29,6,6,12,17,15,0,0,0,5,100,3,0,7,7,6,12,20,25,0,0,0,3,90,0,0,9,11,4,14,30,30,0,0,0,3,98,0,0,0,6,7,13,20,37,5,5,6,0,98,0,0,4,5,0,11,29,59,18,0,0,0,140,0,0,0,6,4,0,17,63,14,5,7,0,122,0,0,0,6,7,8,30,77,44,10,7,3,183,0,0,0,3,9,6,22,52,42,8,0,3,145,0,0,0,4,0,6,9,30,28,7
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,21,28,22,9,0,0,4,99,0,3,4,0,6,0,7,3,0,0,0,13,36,17,17,110,118,118,165,244,144,25,9,7,53,1029,0,0,0,0,0,3,6,3,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,9,5,3,11,14,8,0,0,3,0,49,0,0,4,10,8,8,7,8,0,0,0,0,53,4,0,14,21,17,20,20,10,0,0,0,0,113,3,0,4,10,4,14,30,23,0,0,0,0,92,0,0,0,10,9,11,37,24,7,0,0,3,111,4,0,0,3,7,16,31,29,3,0,0,0,98,0,0,5,10,5,9,28,29,3,0,3,4,102,3,0,0,3,0,7,31,37,10,0,0,0,90,0,0,0,3,0,7,34,42,3,4,0,6,107,0,0,0,3,0,4,29,43,3,3,0,4,102,0,0,0,0,0,0,9,17,9,0
LGA56300,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,33,28,17,4,0,0,0,0,8,8,114,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,6,3,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,6,3,0,0,0,0,0,13,0,0,0,5,0,0,4,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA56370,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,30,15,0,0,0,0,0,0,0,10,76,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,0,0,4,9,0,0,4,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA56460,6,3,0,0,0,0,0,38,0,0,3,4,3,0,0,0,0,0,0,5,17,11,56,110,127,62,73,41,15,5,3,3,37,555,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,5,4,0,0,5,3,5,0,0,0,0,0,0,0,19,0,0,10,0,5,4,3,0,0,0,0,0,25,0,4,13,12,7,10,3,0,0,0,0,5,47,0,0,0,5,7,11,3,0,0,0,0,0,30,0,0,3,14,14,10,5,0,0,0,0,10,60,0,0,4,5,9,13,8,0,0,0,0,4,40,0,0,4,0,14,17,7,3,0,0,0,5,50,0,0,3,8,8,13,13,4,0,0,0,0,44,0,0,0,8,11,16,22,5,0,0,0,0,63,0,0,0,4,10,10,10,7,4,0,0,0,49,0,0,0,3,5,3,7,3,0,0
LGA56580,7,11,29,22,15,72,8,201,0,0,0,0,0,0,4,5,3,0,3,10,34,39,51,64,67,72,80,115,251,213,127,474,68,1621,0,4,0,0,0,0,4,10,18,8,8,0,51,0,0,0,0,0,0,0,5,3,0,5,4,14,4,3,5,0,0,0,0,3,0,3,5,0,30,4,7,20,6,0,0,4,8,0,0,4,3,54,0,10,24,7,0,0,0,5,5,9,0,5,67,0,6,5,3,0,0,0,16,4,5,8,0,53,0,5,5,5,0,3,3,12,9,9,10,0,49,0,0,0,0,0,8,3,6,14,12,10,0,51,0,0,0,6,0,9,6,6,18,6,21,3,78,0,0,0,6,0,7,7,19,16,9,11,7,75,0,0,0,0,0,3,3,33,27,18,26,6,119,0,0,6,0,6,5,4,22,25,22,30,3,119,0,0,0,0,5,6,10,3,23,8
LGA56620,0,0,0,0,0,0,5,12,12,0,5,0,0,0,0,0,0,0,0,0,14,209,7,5,0,0,0,0,0,0,0,0,28,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,3,20,11,0,0,0,0,0,0,0,0,0,0,4,13,23,0,0,0,0,0,0,0,0,0,0,3,24,18,3,0,0,0,0,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,0,0,0,5,18,14,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,0,10,22,13,0,0,0,0,0,0,0,0,0,0,9,18,3,0,0,0,0,0,0,0,0,0
LGA56730,17,7,11,5,0,0,3,80,5,8,5,3,0,5,0,0,0,0,0,9,36,43,89,153,159,110,147,97,43,9,0,3,34,896,0,0,4,3,0,0,0,0,0,0,0,0,13,0,0,9,0,0,0,0,0,0,0,0,0,10,4,4,8,8,5,0,0,0,0,0,0,0,42,0,8,21,12,4,7,5,0,0,0,0,0,65,4,0,29,18,9,12,12,4,0,0,0,0,84,0,0,12,10,15,10,16,0,0,0,0,0,70,0,0,15,15,9,16,12,4,0,0,0,5,79,0,0,5,8,5,18,20,7,0,0,0,0,63,0,0,8,11,11,21,24,17,5,4,0,5,88,0,0,3,6,3,18,24,12,0,0,0,0,73,0,0,3,11,12,23,23,17,5,3,0,8,104,0,0,3,4,12,14,28,17,5,0,0,0,85,0,0,6,0,6,3,16,4,0,0
LGA56790,5,10,0,0,0,0,0,29,0,0,0,0,3,0,4,0,0,0,0,3,15,7,18,59,79,44,40,43,15,9,5,8,23,356,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,4,4,7,0,5,6,0,0,0,0,0,0,26,0,0,0,7,7,6,0,0,0,0,0,0,29,0,0,0,8,3,10,0,0,0,0,0,4,33,0,0,4,8,13,9,8,3,0,0,4,0,46,0,0,0,8,4,0,3,0,5,0,0,0,20,0,0,0,9,3,10,4,0,0,0,0,3,23,0,4,5,5,4,4,6,4,0,0,6,5,37,4,0,3,5,0,6,7,0,0,0,0,7,30,0,0,0,3,0,3,11,0,0,0,8,0,28,0,0,0,5,0,0,0,0,0,0
LGA56860,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,5,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,3,4,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,9,16,11,7,13,5,32,6,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,4,0,14,0,0,0,0,0,0,3,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,3,0,0,0,0,0,0,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA57080,18,38,89,88,41,52,18,357,4,10,0,0,3,8,30,40,57,41,60,48,307,93,141,123,129,113,374,592,1167,1246,674,685,231,5577,0,0,7,7,0,14,53,88,49,40,30,8,305,0,0,4,7,4,6,11,18,18,4,0,6,87,17,13,24,16,7,14,8,26,27,7,4,3,177,4,6,68,23,5,11,24,28,21,5,6,8,217,3,3,76,33,7,27,30,30,21,15,4,4,251,0,0,15,16,7,25,47,44,23,8,13,6,211,0,3,13,12,15,26,58,68,38,11,11,6,256,0,0,12,10,7,36,69,103,57,25,8,9,329,0,0,9,5,7,25,68,143,79,26,34,18,422,3,0,0,10,7,24,73,139,81,26,39,11,405,0,3,4,14,8,22,93,295,203,74,58,22,798,0,0,4,3,4,18,55,263,249,117,108,19,845,0,0,6,0,0,4,11,87,132,48
