LGA_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
LGA56090,31,23,32,57,73,40,18,0,0,272,1033,715,357,1019,1443,1371,961,493,181,7568,0,0,0,0,0,0,0,0,0,0,161,97,58,105,102,91,59,38,10,719,34,33,20,11,14,6,8,0,0,125,1316,1010,553,933,1173,978,539,268,97,6866,47,35,13,27,35,33,21,10,8,220,28,17,7,29,26,34,5,3,0,158,44,29,32,38,37,46,28,22,4,281,39,19,14,14,16,14,12,3,0,125,19,12,3,23,38,38,37,10,4,198,0,0,0,0,0,0,0,0,0,0,13,10,6,14,25,9,0,4,0,81,59,44,20,31,38,29,27,5,5,256,51,38,23,67,119,170,123,60,18,683,3,11,5,16,8,29,18,5,0,93,39,25,7,17,19,18,14,11,7,157,125,100,47,116,216,233,187,75,25,1122,286,215,94,169,198,191,119,25,15,1302,13,8,6,3,13,17,12,7,0,80
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,8,3,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA56230,13,7,19,21,27,18,4,0,0,113,500,269,221,446,572,714,690,374,83,3875,0,0,0,0,0,0,0,0,0,0,82,21,21,37,37,34,19,22,5,276,0,0,3,4,0,0,3,0,0,10,579,278,281,364,391,370,307,127,22,2711,0,0,0,3,6,9,5,5,0,29,0,0,0,0,7,7,0,0,0,22,58,14,32,27,24,21,14,5,0,196,0,4,3,3,4,6,0,0,0,21,0,9,3,3,17,13,11,5,5,62,0,0,0,0,0,0,0,0,0,0,13,3,0,4,10,7,3,4,3,56,34,14,11,9,15,9,13,0,0,106,28,15,15,33,48,79,71,42,6,335,3,5,0,3,8,10,5,5,0,41,0,0,0,4,3,3,0,4,0,20,36,32,24,41,86,114,123,64,18,538,71,43,34,43,38,47,28,8,0,315,3,0,5,0,4,3,0,0,0,20
LGA56300,0,0,0,5,7,6,0,0,0,17,27,21,8,31,49,95,60,26,4,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,31,18,9,31,25,38,31,4,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,9,5,0,0,19,0,0,0,0,4,3,0,0,0,6,0,0,0,3,0,0,3,3,0,5,8,9,0,4,7,10,13,7,0,59,3,5,0,4,5,10,3,0,0,32,0,0,0,0,0,0,0,0,0,0
LGA56370,0,0,0,0,0,0,0,0,0,4,19,6,17,27,55,43,40,25,16,244,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,21,19,24,19,14,11,14,0,153,3,5,3,4,7,8,5,4,0,33,0,0,0,5,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,6,3,0,22,4,0,5,0,7,11,0,3,0,36,10,0,7,9,9,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
LGA56460,4,8,4,8,0,0,0,0,0,27,193,90,74,160,173,178,120,68,25,1078,0,0,0,0,0,0,0,0,0,0,73,29,30,36,24,21,9,7,5,233,0,0,0,0,0,0,0,0,0,6,257,140,107,135,142,137,77,50,28,1076,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,5,0,0,13,7,12,9,14,8,10,9,5,0,69,12,3,0,0,3,8,3,3,0,36,9,5,7,5,13,13,8,4,0,59,0,0,0,0,0,0,0,0,0,0,7,0,0,4,7,5,0,0,0,14,15,8,5,11,9,0,0,0,0,47,8,0,4,8,16,17,10,10,7,81,4,3,5,3,7,9,6,0,0,48,5,0,0,3,0,0,0,0,0,13,64,35,30,34,68,54,40,38,19,381,37,20,17,12,14,17,10,0,0,128,0,0,0,0,3,0,0,0,0,0
LGA56580,48,78,40,72,73,65,50,11,0,428,862,531,262,553,730,779,575,366,217,4863,0,0,0,0,0,0,0,0,0,0,28,37,25,22,28,45,15,8,4,209,0,0,0,0,0,4,0,3,0,3,1097,737,343,550,750,495,341,145,85,4540,10,11,5,8,7,10,14,7,0,77,58,35,13,36,38,37,18,18,3,257,9,0,4,3,4,6,6,0,0,22,7,3,0,9,5,0,0,0,3,25,17,12,7,13,21,22,9,6,0,106,5,0,0,0,0,0,0,0,0,11,7,11,9,8,9,6,6,0,5,54,16,27,6,16,15,22,7,0,0,106,53,38,29,58,79,76,56,46,37,468,0,0,0,0,0,0,0,16,8,21,3,4,4,0,5,4,5,0,0,20,189,162,60,108,202,185,120,81,38,1133,95,73,38,53,63,40,21,19,6,406,3,0,5,0,7,0,5,0,0,15
LGA56620,0,0,0,0,0,0,0,0,0,4,7,0,0,4,9,3,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,10,0,0,0,25,139,71,82,52,54,34,9,3,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,12,3,7,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,26,18,11,9,8,4,0,0,0,69,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,51,27,32,33,11,21,9,0,0,192,43,27,32,24,9,16,12,9,3,179,0,0,0,0,0,0,0,0,0,0
LGA56730,7,5,5,14,8,16,5,0,0,63,368,170,169,291,414,473,308,179,64,2429,0,0,0,0,0,0,0,0,0,0,35,12,19,12,25,17,19,11,0,155,27,11,15,11,4,5,0,3,0,75,531,249,234,280,333,307,192,106,61,2288,21,3,12,12,10,19,8,11,3,100,3,6,4,7,4,3,0,4,0,45,23,15,13,20,21,17,12,5,0,128,5,0,0,0,0,12,0,0,0,22,5,0,3,10,7,14,11,7,3,56,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,11,12,4,3,8,6,4,0,3,0,47,13,10,0,19,31,52,30,16,0,168,14,8,6,9,11,14,14,3,0,84,0,0,10,0,0,5,8,5,0,32,45,41,20,43,74,72,71,44,10,421,79,61,50,42,51,38,25,3,0,346,4,3,0,6,8,0,0,0,0,26
LGA56790,0,0,0,0,5,7,0,0,0,9,108,47,43,114,167,196,146,66,22,911,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,7,0,0,25,0,0,0,0,0,0,0,0,0,0,171,53,89,95,103,111,72,37,12,745,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,4,4,0,0,0,0,3,0,0,13,0,0,0,0,3,10,7,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,3,0,0,0,0,11,0,0,3,5,12,15,15,12,0,64,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,5,0,0,0,6,18,6,9,21,26,45,39,12,4,175,16,3,0,10,8,15,10,6,0,69,0,0,0,0,0,0,0,0,0,0
LGA56860,0,0,0,0,0,0,0,0,0,3,6,4,3,5,22,12,9,7,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,6,6,3,0,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,4,11,8,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA56930,0,3,0,0,9,6,0,0,0,12,108,72,16,44,83,70,53,49,21,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,80,22,29,56,36,20,12,7,328,0,3,0,0,0,0,0,0,0,9,5,4,0,0,7,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,11,0,0,11,15,11,9,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,0,10,12,6,3,3,60,0,4,0,0,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0
LGA57000,0,0,0,0,3,0,0,0,0,10,30,18,26,43,64,45,21,7,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,17,44,37,32,17,6,3,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,16,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,10,0,0,4,8,5,6,0,0,0,27,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA57080,56,211,334,176,85,80,33,15,0,992,45,260,368,223,283,358,251,96,73,1971,0,0,0,0,0,0,0,0,0,0,8,64,63,27,29,36,12,5,4,253,0,3,0,0,0,0,0,0,0,5,212,734,1248,463,405,420,241,104,38,3867,0,8,6,11,7,5,7,0,0,44,27,32,71,38,43,33,21,17,3,292,0,0,0,3,4,8,3,0,0,20,0,7,3,4,5,5,0,0,0,21,6,17,29,16,15,11,13,6,0,120,0,0,14,0,0,0,0,0,0,23,5,21,23,11,11,3,4,0,0,84,4,34,46,16,7,10,8,4,0,126,11,73,88,31,59,71,29,20,0,392,0,0,5,5,0,3,0,3,6,19,0,6,4,3,0,0,0,0,0,20,22,75,107,43,57,75,50,24,9,468,15,107,130,48,42,38,13,6,3,411,0,5,3,3,8,6,4,4,0,27
LGA57140,0,0,0,0,3,0,0,0,0,5,34,10,21,34,43,54,45,24,12,281,0,0,0,0,0,0,0,0,0,0,15,11,7,9,10,18,6,6,0,75,0,0,0,0,0,0,0,0,0,0,39,13,17,28,22,28,24,7,4,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,8,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,4,0,0,0,0,17,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,7,7,6,4,8,17,14,11,10,8,81,6,7,5,6,7,3,9,0,0,32,0,0,0,0,0,0,0,0,0,0
LGA57210,3,0,9,3,3,5,0,0,0,28,147,70,76,131,203,227,184,94,37,1168,0,0,0,0,0,0,0,0,0,0,47,31,19,22,29,31,17,6,9,197,0,0,0,0,0,0,0,0,0,3,111,38,34,80,96,82,57,23,14,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,9,4,6,12,4,0,40,6,3,0,0,6,0,0,0,0,15,0,0,4,4,3,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,8,4,3,0,3,5,0,0,0,32,8,10,0,6,12,7,0,0,0,36,8,3,6,8,23,30,20,11,3,111,0,0,0,0,3,0,0,3,0,9,10,0,3,0,0,8,0,7,0,40,19,8,9,29,36,59,40,16,5,219,51,26,26,27,26,30,11,3,0,187,0,0,0,0,0,0,0,0,5,3
LGA57280,32,28,44,46,33,15,0,0,0,189,283,166,333,359,387,234,56,14,0,1830,0,0,0,0,0,0,0,0,0,0,52,8,33,35,14,21,3,0,0,177,0,0,0,0,0,0,0,0,0,0,697,464,733,550,462,227,58,21,8,3213,10,9,14,10,14,16,3,0,0,69,15,12,13,10,10,13,4,0,0,79,12,5,0,5,12,0,0,0,0,37,21,5,7,12,8,0,0,0,0,59,12,16,20,10,17,5,3,0,0,91,0,0,0,0,0,0,0,0,0,3,3,3,4,3,5,0,0,0,3,23,27,18,14,17,28,21,0,0,0,130,23,16,23,45,66,54,10,0,0,233,0,0,11,0,0,4,4,0,0,16,10,7,9,10,5,4,0,0,0,42,66,40,70,69,91,63,13,0,0,414,83,41,69,75,38,17,3,0,0,330,4,5,3,6,7,5,0,0,0,32
LGA57350,0,0,0,0,0,0,0,0,0,3,48,8,12,43,70,53,46,29,14,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,43,12,14,18,32,35,23,12,3,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,3,0,0,0,0,21,0,0,0,0,0,5,7,0,0,22,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,5,10,14,27,26,14,11,4,126,0,0,0,0,4,0,6,0,0,7,5,0,0,3,0,0,0,0,0,8
LGA57420,4,0,7,0,0,0,0,0,0,23,83,14,46,76,89,82,58,30,3,485,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,8,0,0,29,0,0,0,0,0,0,0,0,0,0,67,21,65,50,52,38,32,6,0,347,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,13,0,5,11,9,11,8,5,0,66,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,8,15,16,26,31,19,9,4,140,23,0,13,16,8,4,0,4,0,58,0,0,0,5,0,0,0,0,0,5
LGA57490,141,127,163,210,169,98,25,7,4,945,3921,2587,2077,3868,4175,3315,2694,1738,501,24866,0,0,0,0,0,0,0,0,0,0,449,274,186,286,243,182,117,81,29,1843,6,0,0,0,4,0,0,0,0,9,4476,2783,2665,3067,2737,1922,1357,682,167,19861,127,50,47,75,61,81,82,47,11,570,131,94,118,112,115,92,33,20,10,716,155,103,93,100,107,92,56,32,8,752,163,87,75,65,45,34,21,11,7,499,292,169,89,143,114,86,92,47,16,1042,7,0,7,6,0,0,0,0,0,22,40,43,30,39,74,31,16,9,5,283,243,123,147,128,125,93,41,28,6,934,375,253,212,344,483,451,350,212,78,2749,41,36,24,35,47,43,44,27,5,304,48,11,21,24,16,21,11,0,0,158,527,334,267,437,511,445,366,231,95,3218,821,502,473,457,373,236,137,57,14,3076,45,27,29,43,24,22,5,7,0,206
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,37,23,37,39,23,18,3,0,0,183,762,481,340,715,769,724,438,182,31,4435,0,0,0,0,0,0,0,0,0,0,101,41,35,67,44,47,31,11,12,395,0,3,4,0,0,4,0,4,0,6,664,349,345,535,436,347,188,65,16,2940,10,8,0,5,11,5,3,6,0,61,5,14,5,12,4,4,0,0,0,43,24,3,20,4,8,5,8,3,0,80,13,5,4,3,12,10,9,0,0,54,21,3,9,19,20,16,8,5,0,108,0,0,0,6,0,0,0,0,0,6,5,4,0,10,9,10,0,3,0,38,40,22,7,17,20,13,0,3,0,122,230,156,70,110,117,106,46,22,8,863,7,6,8,5,10,16,4,0,0,39,14,11,9,3,5,0,5,0,0,52,78,61,26,64,108,82,53,26,8,506,183,121,55,79,63,36,15,5,0,552,3,0,5,0,0,3,0,0,0,12
LGA57770,0,3,0,3,0,0,0,0,0,6,23,6,14,30,26,55,34,21,3,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,29,13,40,33,23,34,17,10,6,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,21,3,0,0,0,7,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0
LGA57840,135,272,297,231,170,138,53,19,15,1337,660,633,629,792,1020,1121,745,533,386,6519,0,0,0,0,0,0,0,0,0,0,84,113,72,74,99,61,23,44,34,607,12,12,11,0,8,6,0,0,4,61,1699,1727,1461,1332,1346,1273,681,398,186,10108,18,33,29,12,34,26,13,21,10,192,67,50,62,80,64,68,40,22,14,464,10,8,18,12,19,32,12,13,9,127,7,9,12,6,9,14,9,4,5,79,26,20,31,36,48,35,29,14,8,244,10,9,9,3,0,4,0,0,0,41,13,19,21,11,9,10,9,10,8,99,58,69,77,64,55,53,20,8,0,401,78,58,122,100,141,170,107,68,51,889,4,5,0,9,5,11,5,9,3,52,8,12,16,6,0,7,0,7,0,58,249,293,178,190,303,316,166,143,97,1946,167,219,188,130,140,101,52,28,18,1044,20,16,16,15,3,9,11,5,5,88
LGA57910,790,787,1159,978,895,702,249,137,31,5730,3473,2319,2927,4029,4003,4141,3459,2441,1160,27946,0,0,0,0,3,0,0,0,0,5,662,411,528,434,333,272,230,134,54,3053,13,3,4,3,8,7,3,8,4,56,10463,6968,7998,7981,7084,5857,4453,3260,1201,55262,117,64,71,100,91,114,122,79,45,820,1222,909,948,1126,1123,993,691,583,183,7787,91,99,151,115,118,131,98,62,29,898,81,56,73,53,39,54,37,28,3,421,109,93,127,148,157,127,131,84,40,1001,64,34,53,40,33,13,4,0,0,251,95,70,102,90,70,60,34,19,20,570,370,307,357,255,266,256,115,74,17,2006,218,206,342,344,509,536,441,355,168,3119,48,30,27,48,39,61,62,44,17,372,73,52,60,59,41,29,16,17,0,356,504,432,508,643,752,852,795,592,266,5345,737,636,918,564,493,453,228,109,46,4176,67,40,50,53,56,33,25,13,4,345
LGA57980,43,36,74,61,51,51,26,4,0,353,339,223,289,363,401,460,382,216,86,2749,0,0,0,0,0,0,0,0,0,0,22,14,28,12,14,11,12,4,0,115,0,0,0,0,0,0,0,0,0,0,485,361,564,445,457,369,265,144,59,3152,7,5,9,9,16,11,9,4,0,79,28,19,26,31,25,30,21,27,9,206,6,0,3,4,7,7,10,0,0,38,0,0,0,0,0,4,0,0,0,8,19,15,17,9,24,11,13,7,5,112,0,0,3,0,0,0,0,0,0,6,0,0,7,8,7,0,3,4,0,34,11,0,3,5,5,5,7,0,0,40,21,12,29,44,43,49,41,23,7,273,0,0,0,3,0,0,0,0,0,9,0,4,3,0,0,4,3,0,0,14,63,39,50,65,68,111,72,42,34,546,53,38,63,38,49,27,16,3,0,283,0,0,4,0,0,7,3,5,0,20
