LGA_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
LGA56090,191,3,0,0,4,0,4,17,12,3,5,13,7,69,0,0,0,0,0,0,5,0,11,8,13,17,58,3,0,3,11,19,41,58,46,24,7,13,34,261,0,0,0,0,0,0,0,0,0,3,0,513,521,10,5,7,25,32,136,538,538,537,900,1124,806,4669,0,0,0,8,6,56,144,100,40,56,41,72,523,0,0,16,42,31,74,73,29,19,11,3,23,322,0,0,0,5,4,10,11,5,4,0,0,13,59,3,0,12,15,7,9,3,4,0,0,0,0,55,21,4,21,67,43,103,79,33,13,10,9,50,451,0,0,0,0,0,3,0,0,0,0,0,9,13,27,0,50,132,88,250,315,172,75,81,59,166,1421,94,32,125,359,577,1105,1695,1206,983,1502,1640,1378,10682
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,3,7,0,3,0,0,7,29
LGA56230,88,0,0,0,0,0,5,13,11,0,5,11,9,57,0,0,0,0,0,0,0,0,4,0,3,9,19,0,0,3,10,16,32,26,13,7,7,3,24,145,0,0,0,0,0,0,0,0,0,0,0,280,287,4,0,5,17,26,87,247,227,213,303,303,418,1860,0,0,0,6,5,32,70,26,19,18,12,15,206,0,0,8,30,35,55,22,10,3,7,4,19,181,0,0,0,5,6,7,0,5,0,5,0,0,24,0,0,5,11,5,3,0,0,3,0,0,5,43,16,5,15,64,33,77,58,9,6,0,4,26,308,0,0,0,0,0,0,0,0,0,0,0,8,11,13,8,29,117,78,182,146,53,30,24,19,79,775,66,28,67,260,481,651,788,499,401,490,469,760,4965
LGA56300,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,15,27,20,13,15,5,18,112,0,0,0,0,6,3,4,0,0,0,0,0,11,0,0,0,0,3,5,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5,9,0,0,0,5,6,37,6,5,12,22,53,61,83,45,23,21,24,46,403
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,20,11,4,12,5,14,73,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,17,3,5,0,6,12,21,47,25,12,22,11,30,194
LGA56460,18,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,8,5,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,4,4,28,80,68,51,54,45,72,404,0,0,0,0,3,16,23,12,3,8,6,5,62,0,0,0,6,8,12,11,0,0,0,0,7,44,0,0,0,5,3,0,0,0,0,0,0,0,6,0,0,3,6,3,3,0,0,0,0,0,0,18,5,0,6,18,7,15,7,4,0,0,5,4,66,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,13,33,21,41,44,16,7,8,4,17,210,15,3,15,54,69,167,222,152,93,121,84,144,1134
LGA56580,118,0,0,0,0,0,0,4,0,5,0,11,0,19,0,0,0,0,0,0,0,0,0,0,6,5,20,9,0,6,6,0,9,11,20,13,16,38,11,144,0,0,0,0,0,0,0,0,0,0,3,164,165,13,5,0,6,4,43,125,166,138,322,2015,312,3157,0,0,0,0,3,10,38,35,17,30,78,22,229,0,0,7,10,11,26,25,17,3,7,23,14,145,0,0,0,0,0,5,6,3,0,0,0,7,18,3,0,0,7,0,5,0,0,0,0,0,0,22,11,3,13,15,0,29,33,17,8,8,12,8,167,0,0,0,0,0,0,0,0,0,0,0,3,0,15,10,15,34,14,79,103,72,28,46,113,52,587,76,21,39,90,103,329,576,433,320,597,2806,499,5892
LGA56620,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,30,11,0,0,0,0,14,81,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,22,12,29,19,5,0,0,0,18,121,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,10,7,6,24,14,0,0,0,0,13,73,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,10,20,14,19,18,0,0,6,0,21,107,0,0,12,62,35,61,46,6,4,6,9,60,312
LGA56730,45,0,0,0,0,3,0,0,6,0,0,5,3,16,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,3,10,5,20,20,4,5,3,4,14,96,0,0,0,4,0,0,0,0,0,0,0,110,112,3,0,5,20,22,67,184,131,113,154,124,185,1004,0,0,0,5,0,24,38,22,11,8,0,11,125,0,0,4,17,16,39,24,9,6,0,0,9,125,0,0,0,3,0,7,0,0,0,6,0,0,15,0,0,3,16,0,7,4,0,0,0,0,3,29,7,0,8,47,23,54,32,13,3,4,3,19,219,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,18,80,46,133,99,36,20,20,6,56,526,26,17,44,162,262,405,507,304,233,270,205,375,2805
LGA56790,16,0,0,0,0,0,4,0,3,0,4,4,0,9,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,6,3,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,5,10,16,45,36,20,33,21,52,237,0,0,0,0,0,5,5,4,3,0,0,4,21,0,0,0,4,0,7,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,7,3,11,3,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,6,21,8,8,0,0,0,12,78,13,5,13,58,90,117,143,88,66,57,48,108,804
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,0,0,0,12,21,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,8,0,0,0,5,4,14,12,4,6,4,4,14,60
LGA56930,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,4,4,6,147,26,197,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,6,0,4,0,3,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,5,3,0,7,10,0,39,9,3,6,7,5,3,30,25,12,32,235,47,406
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,9,4,3,0,3,5,38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,5,4,0,3,12,18,16,13,10,12,8,95
LGA57080,86,0,0,0,0,0,0,3,3,0,3,10,0,24,0,0,0,0,0,0,0,0,0,0,7,0,5,9,0,8,8,5,14,12,15,3,4,4,3,85,0,0,0,0,0,0,0,0,0,0,0,80,88,6,0,11,22,24,73,192,185,103,174,392,116,1313,0,0,0,4,0,29,51,44,10,29,33,16,223,0,0,6,14,16,26,19,12,0,8,5,3,105,0,0,0,0,0,5,0,0,3,0,0,0,12,0,0,3,3,0,4,0,0,0,0,0,0,16,19,4,11,21,12,28,30,12,3,6,8,16,164,0,0,0,0,0,0,0,0,0,0,0,6,8,24,3,22,40,37,88,104,70,19,36,47,44,527,105,27,62,130,153,439,892,782,509,797,1320,479,5697
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,13,6,8,20,12,20,83,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,9,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,8,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,5,0,0,0,0,6,40,9,0,6,14,37,46,50,24,12,28,13,37,276
LGA57210,41,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,5,0,9,8,10,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,57,59,0,0,0,17,20,39,110,67,54,52,47,94,500,0,0,0,3,0,5,12,3,3,3,0,10,35,0,0,0,15,6,10,9,0,0,3,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,6,14,11,15,9,0,0,0,0,8,71,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,39,19,34,30,6,4,3,0,22,174,18,4,18,103,146,210,276,144,118,98,96,195,1425
LGA57280,38,0,0,0,0,0,0,8,7,7,5,9,0,44,0,0,0,0,0,0,0,0,0,6,15,0,26,3,5,0,16,9,11,16,0,3,0,0,6,60,0,0,0,0,0,3,0,0,0,0,0,156,163,0,5,3,18,7,35,92,161,175,376,641,235,1747,0,0,0,0,0,16,78,39,15,30,24,18,229,0,0,6,5,0,12,12,11,0,4,4,3,61,0,0,0,0,0,0,11,4,0,9,0,3,23,0,0,9,7,3,0,0,0,0,0,0,0,26,15,3,19,26,14,24,20,7,0,4,3,18,154,0,0,0,0,0,0,6,0,0,0,0,12,15,14,4,31,41,23,54,114,62,17,41,31,56,501,33,8,34,78,59,132,285,325,309,714,1020,447,3445
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,4,17,6,4,7,4,14,59,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,11,6,0,0,0,0,4,24,3,0,3,7,22,35,39,15,14,19,16,29,206
LGA57420,14,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,7,27,26,20,32,33,31,181,0,0,0,0,0,5,6,8,0,0,0,4,24,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,4,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,16,0,9,15,9,5,0,0,8,61,0,4,7,25,38,53,89,68,42,49,61,69,499
LGA57490,653,5,0,0,6,9,28,74,70,34,44,60,40,368,0,0,0,0,0,3,16,30,20,39,31,18,157,24,3,20,65,58,197,239,103,54,54,29,84,927,0,0,0,0,0,0,21,3,0,3,3,2173,2205,35,6,31,119,144,658,2466,2382,2032,3063,2742,2966,16640,0,0,3,25,46,339,708,317,145,152,88,193,2031,7,11,43,214,248,462,310,86,37,24,23,91,1559,9,0,3,22,20,44,55,24,12,15,9,40,254,8,8,40,106,49,57,33,10,11,0,0,23,358,101,17,157,495,240,525,337,94,64,29,16,188,2272,4,0,4,4,0,7,0,0,0,0,0,54,75,125,39,257,873,608,1437,1442,541,269,226,138,596,6551,383,127,419,1532,2139,4005,6308,4504,3411,4724,3833,4975,36362
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,19
LGA57700,148,3,0,0,4,0,0,17,20,6,15,8,5,88,0,0,0,0,0,0,5,8,3,15,10,7,58,13,4,6,14,11,31,35,32,10,6,3,10,168,0,0,0,0,0,0,5,0,0,0,0,538,547,11,6,6,33,33,147,789,714,595,755,702,758,4562,0,0,5,3,6,77,136,61,26,34,12,44,402,3,0,9,39,41,99,47,23,19,3,0,17,306,0,0,0,4,7,11,9,0,6,0,0,3,46,0,0,7,16,5,7,12,0,0,0,0,0,52,12,0,27,72,53,73,49,20,6,9,11,38,369,0,0,0,0,0,0,0,0,0,0,0,3,3,21,0,48,133,110,266,249,110,58,47,26,108,1179,89,33,81,271,382,758,1540,1261,982,1164,1004,1159,8720
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,9,13,7,11,3,18,71,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,3,15,4,0,7,14,18,24,40,29,23,19,9,31,210
LGA57840,197,0,0,0,3,0,5,6,5,0,3,14,3,37,0,0,0,0,3,0,3,0,4,8,11,5,37,7,0,6,20,7,37,50,24,12,23,36,15,247,0,0,0,0,0,0,0,0,0,0,0,291,295,12,0,16,35,29,122,342,379,334,741,2035,437,4491,0,0,0,5,3,51,125,81,33,54,79,39,473,0,0,9,26,41,67,92,29,10,9,15,25,325,3,0,0,6,0,5,0,5,4,0,3,5,31,4,0,9,14,11,0,8,3,0,0,0,5,54,27,3,34,71,30,83,74,32,14,13,8,38,432,0,0,0,0,0,0,0,0,0,0,0,18,18,41,5,53,118,80,209,303,155,58,72,111,128,1329,132,43,119,316,363,810,1525,1092,882,1468,3214,888,10847
LGA57910,1246,0,0,0,11,10,21,72,27,20,35,44,29,260,0,0,0,0,3,0,21,23,26,22,66,34,197,88,12,64,130,112,299,384,193,106,126,107,133,1759,0,0,0,6,0,7,13,9,3,3,9,1491,1544,109,25,99,278,315,1270,3439,2910,2412,4559,8018,2483,25915,5,0,3,33,55,384,916,579,229,248,286,257,2994,3,10,66,238,241,566,512,198,70,70,56,144,2161,4,0,4,14,20,37,53,24,13,13,3,34,224,20,6,62,106,42,65,36,10,11,4,0,31,392,108,31,180,540,253,729,568,177,97,59,58,209,3015,3,0,0,4,0,3,5,4,0,0,0,66,87,140,47,321,929,615,1786,2094,987,416,388,408,740,8871,685,227,637,2082,2748,5945,9760,6777,5025,7943,11803,5018,58636
LGA57980,76,0,0,0,0,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,0,4,0,8,0,0,0,4,4,10,15,6,5,5,7,0,55,0,0,0,0,0,0,0,0,0,0,0,93,97,0,0,4,9,6,35,103,139,105,258,982,143,1791,0,0,0,0,0,12,60,47,15,19,57,24,236,0,0,5,14,9,28,32,21,4,8,8,10,142,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,5,0,6,3,0,0,0,0,3,26,14,0,7,15,5,18,16,10,4,5,4,12,122,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,11,35,24,66,121,72,25,34,78,53,539,44,16,34,92,114,283,520,406,325,579,1599,326,4340
LGA58050,922,5,0,3,4,7,24,64,48,30,41,41,39,305,0,0,0,0,0,6,17,17,24,37,29,36,163,38,7,34,102,95,217,277,114,59,69,33,119,1158,3,0,3,8,4,9,13,7,4,3,7,1899,1958,55,7,63,186,229,1104,3597,3202,2634,3296,2928,2802,20120,8,0,7,38,64,428,840,458,212,177,95,192,2514,5,7,41,195,219,499,367,144,70,35,22,102,1702,4,0,7,25,18,39,56,26,12,8,4,44,257,12,7,43,100,47,51,38,11,6,11,0,15,343,102,38,157,432,253,533,399,117,55,34,20,174,2313,3,0,3,0,0,7,3,0,0,0,0,45,74,136,49,263,785,597,1559,1703,754,355,271,145,577,7196,484,155,433,1448,2052,4330,7755,5861,4356,5148,4070,4647,40737
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,4,8,3,6,0,0,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,16,0,0,0,9,6,14,18,6,9,4,0,17,85
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,4,6,5,14,57,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,3,0,0,0,0,4,18,9,0,5,13,11,19,25,15,11,12,19,25,145
LGA58330,15,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,10,15,4,0,0,3,6,39,0,0,0,0,0,0,0,0,0,0,0,58,59,0,0,0,4,4,22,72,43,42,50,35,93,374,0,0,0,0,0,6,14,3,0,5,0,5,38,0,0,0,8,6,12,6,0,0,0,0,5,30,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,7,4,0,10,16,3,11,13,0,0,0,0,8,64,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,10,25,15,33,28,5,0,3,0,18,148,16,5,14,71,112,188,218,128,90,125,82,197,1243
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,13,0,0,4,5,10,16,11,7,8,0,0,15,69
LGA58470,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,3,3,9,12,3,0,3,4,8,36
