LGA_CODE_2021,C11_0_14_SEO,C11_0_14_UOL_SE_Vw_w,C11_0_14_UOL_SE_Nw_Na,C11_0_14_UOL_SE_P_E_n,C11_0_14_UOL_SE_Tot,C11_0_14_LPE_NS,C11_0_14_Tot,C11_15_24_SEO,C11_15_24_UOL_SE_Vw_w,C11_15_24_UOL_SE_Nw_Na,C11_15_24_UOL_SE_P_E_n,C11_15_24_UOL_SE_Tot,C11_15_24_LPE_NS,C11_15_24_Tot,C11_25_34_SEO,C11_25_34_UOL_SE_Vw_w,C11_25_34_UOL_SE_Nw_Na,C11_25_34_UOL_SE_P_E_n,C11_25_34_UOL_SE_Tot,C11_25_34_LPE_NS,C11_25_34_Tot,C11_35_44_SEO,C11_35_44_UOL_SE_Vw_w,C11_35_44_UOL_SE_Nw_Na,C11_35_44_UOL_SE_P_E_n,C11_35_44_UOL_SE_Tot,C11_35_44_LPE_NS,C11_35_44_Tot,C11_45_54_SEO,C11_45_54_UOL_SE_Vw_w,C11_45_54_UOL_SE_Nw_Na,C11_45_54_UOL_SE_P_E_n,C11_45_54_UOL_SE_Tot,C11_45_54_LPE_NS,C11_45_54_Tot,C11_55_64_SEO,C11_55_64_UOL_SE_Vw_w,C11_55_64_UOL_SE_Nw_Na,C11_55_64_UOL_SE_P_E_n,C11_55_64_UOL_SE_Tot,C11_55_64_LPE_NS,C11_55_64_Tot,C11_65_74_SEO,C11_65_74_UOL_SE_Vw_w,C11_65_74_UOL_SE_Nw_Na,C11_65_74_UOL_SE_P_E_n,C11_65_74_UOL_SE_Tot,C11_65_74_LPE_NS,C11_65_74_Tot,C11_75_84_SEO,C11_75_84_UOL_SE_Vw_w,C11_75_84_UOL_SE_Nw_Na,C11_75_84_UOL_SE_P_E_n,C11_75_84_UOL_SE_Tot,C11_75_84_LPE_NS,C11_75_84_Tot,C11_85_over_SEO,C11_85_over_UOL_SE_Vw_w,C11_85_over_UOL_SE_Nw_Na,C11_85_over_UOL_SE_P_E_n,C11_85_over_UOL_SE_Tot,C11_85_over_LPE_NS,C11_85_over_Tot,C11_Tot_SEO,C11_Tot_UOL_SE_Vw_w,C11_Tot_UOL_SE_Nw_Na,C11_Tot_UOL_SE_P_E_n,C11_Tot_UOL_SE_Tot,C11_Tot_LPE_NS,C11_Tot_Tot,C16_0_14_SEO,C16_0_14_UOL_SE_Vw_w,C16_0_14_UOL_SE_Nw_Na,C16_0_14_UOL_SE_P_E_n,C16_0_14_UOL_SE_Tot,C16_0_14_LPE_NS,C16_0_14_Tot,C16_15_24_SEO,C16_15_24_UOL_SE_Vw_w,C16_15_24_UOL_SE_Nw_Na,C16_15_24_UOL_SE_P_E_n,C16_15_24_UOL_SE_Tot,C16_15_24_LPE_NS,C16_15_24_Tot,C16_25_34_SEO,C16_25_34_UOL_SE_Vw_w,C16_25_34_UOL_SE_Nw_Na,C16_25_34_UOL_SE_P_E_n,C16_25_34_UOL_SE_Tot,C16_25_34_LPE_NS,C16_25_34_Tot,C16_35_44_SEO,C16_35_44_UOL_SE_Vw_w,C16_35_44_UOL_SE_Nw_Na,C16_35_44_UOL_SE_P_E_n,C16_35_44_UOL_SE_Tot,C16_35_44_LPE_NS,C16_35_44_Tot,C16_45_54_SEO,C16_45_54_UOL_SE_Vw_w,C16_45_54_UOL_SE_Nw_Na,C16_45_54_UOL_SE_P_E_n,C16_45_54_UOL_SE_Tot,C16_45_54_LPE_NS,C16_45_54_Tot,C16_55_64_SEO,C16_55_64_UOL_SE_Vw_w,C16_55_64_UOL_SE_Nw_Na,C16_55_64_UOL_SE_P_E_n,C16_55_64_UOL_SE_Tot,C16_55_64_LPE_NS,C16_55_64_Tot,C16_65_74_SEO,C16_65_74_UOL_SE_Vw_w,C16_65_74_UOL_SE_Nw_Na,C16_65_74_UOL_SE_P_E_n,C16_65_74_UOL_SE_Tot,C16_65_74_LPE_NS,C16_65_74_Tot,C16_75_84_SEO,C16_75_84_UOL_SE_Vw_w,C16_75_84_UOL_SE_Nw_Na,C16_75_84_UOL_SE_P_E_n,C16_75_84_UOL_SE_Tot,C16_75_84_LPE_NS,C16_75_84_Tot,C16_85_over_SEO,C16_85_over_UOL_SE_Vw_w,C16_85_over_UOL_SE_Nw_Na,C16_85_over_UOL_SE_P_E_n,C16_85_over_UOL_SE_Tot,C16_85_over_LPE_NS,C16_85_over_Tot,C16_Tot_SEO,C16_Tot_UOL_SE_Vw_w,C16_Tot_UOL_SE_Nw_Na,C16_Tot_UOL_SE_P_E_n,C16_Tot_UOL_SE_Tot,C16_Tot_LPE_NS,C16_Tot_Tot,C21_0_14_SEO,C21_0_14_UOL_SE_Vw_w,C21_0_14_UOL_SE_Nw_Na,C21_0_14_UOL_SE_P_E_n,C21_0_14_UOL_SE_Tot,C21_0_14_LPE_NS,C21_0_14_Tot,C21_15_24_SEO,C21_15_24_UOL_SE_Vw_w,C21_15_24_UOL_SE_Nw_Na,C21_15_24_UOL_SE_P_E_n,C21_15_24_UOL_SE_Tot,C21_15_24_LPE_NS,C21_15_24_Tot,C21_25_34_SEO,C21_25_34_UOL_SE_Vw_w,C21_25_34_UOL_SE_Nw_Na,C21_25_34_UOL_SE_P_E_n,C21_25_34_UOL_SE_Tot,C21_25_34_LPE_NS,C21_25_34_Tot,C21_35_44_SEO,C21_35_44_UOL_SE_Vw_w,C21_35_44_UOL_SE_Nw_Na,C21_35_44_UOL_SE_P_E_n,C21_35_44_UOL_SE_Tot,C21_35_44_LPE_NS,C21_35_44_Tot,C21_45_54_SEO,C21_45_54_UOL_SE_Vw_w,C21_45_54_UOL_SE_Nw_Na,C21_45_54_UOL_SE_P_E_n,C21_45_54_UOL_SE_Tot,C21_45_54_LPE_NS,C21_45_54_Tot,C21_55_64_SEO,C21_55_64_UOL_SE_Vw_w,C21_55_64_UOL_SE_Nw_Na,C21_55_64_UOL_SE_P_E_n,C21_55_64_UOL_SE_To,C21_55_64_LPE_NS,C21_55_64_T,C21_65_74_SEO,C21_65_74_UOL_SE_Vw_w,C21_65_74_UOL_SE_Nw_Na,C21_65_74_UOL_SE_P_E_n,C21_65_74_UOL_SE_Tot,C21_65_74_LPE_NS,C21_65_74_Tot,C21_75_84_SEO,C21_75_84_UOL_SE_Vw_w,C21_75_84_UOL_SE_Nw_Na,C21_75_84_UOL_SE_P_E_n,C21_75_84_UOL_SE_Tot,C21_75_84_LPE_NS,C21_75_84_Tot,C21_85_over_SEO,C21_85_over_UOL_SE_Vw_w,C21_85_over_UOL_SE_Nw_Na,C21_85_over_UOL_SE_P_E_n
LGA55670,210,7,0,0,7,12,222,118,5,0,0,5,11,133,74,0,0,0,0,4,78,113,3,0,0,3,8,124,113,4,0,0,5,12,133,80,0,0,0,0,0,83,56,0,0,0,0,0,60,41,3,0,0,3,0,44,14,0,0,0,0,0,17,824,25,0,0,25,46,892,148,3,3,0,5,8,158,102,4,0,0,4,3,113,72,5,0,0,5,7,85,68,5,0,0,5,4,81,78,3,0,0,3,12,92,102,0,0,0,0,12,110,45,0,0,0,0,5,54,42,0,0,0,0,6,48,14,0,0,0,0,0,16,663,25,3,0,33,58,746,107,3,0,0,5,38,147,51,0,0,0,0,21,71,52,0,0,0,0,9,62,53,0,0,0,0,10,63,64,0,0,0,0,8,77,71,3,0,0,3,9,83,71,0,0,0,0,26,98,29,0,0,0,0,5,36,12,0,0,0
LGA55740,1265,124,29,0,153,58,1475,1064,157,5,3,165,59,1287,804,237,7,5,252,88,1137,863,174,10,0,186,72,1115,1017,125,4,0,133,47,1193,895,90,6,0,94,56,1046,649,37,7,0,47,34,727,347,18,11,0,30,16,392,184,21,0,0,18,15,222,7080,984,80,13,1074,436,8595,1278,138,28,9,170,58,1505,962,115,12,0,126,42,1124,762,275,10,3,289,129,1179,768,202,12,5,217,72,1057,1058,144,7,3,156,78,1294,836,107,11,0,116,82,1030,752,67,13,0,84,103,929,348,25,6,0,34,68,450,114,8,0,0,14,52,177,6872,1084,108,15,1204,673,8755,1290,176,20,12,209,52,1549,1020,120,4,0,126,40,1185,697,240,10,0,252,66,1009,860,220,12,0,228,55,1139,1073,200,11,5,212,51,1334,959,121,12,0,126,57,1141,848,82,19,0,96,55,995,492,37,15,0,54,49,594,151,10,14,0
LGA55810,126,0,0,0,5,0,125,70,0,0,0,0,9,78,81,8,0,0,8,6,96,82,6,0,0,6,14,112,91,0,0,0,0,15,107,59,0,0,0,0,3,66,48,0,0,0,0,8,50,11,0,0,0,0,0,12,0,0,0,0,0,0,5,571,23,0,0,24,49,643,68,5,0,0,5,20,92,33,0,0,0,0,14,40,37,6,0,0,6,18,60,43,3,0,0,5,13,65,49,4,0,0,3,14,71,56,0,0,0,0,23,78,45,3,0,0,3,19,68,6,0,0,0,0,0,10,0,0,0,0,0,0,0,342,17,0,0,20,120,482,44,4,0,0,4,71,122,15,4,0,0,4,29,55,29,5,0,0,5,37,70,45,9,0,0,5,50,97,41,8,6,0,8,58,104,58,0,0,0,0,40,103,41,0,0,0,0,23,72,16,0,0,0,0,10,23,0,0,0,0
LGA55880,112,4,0,0,4,0,108,31,0,0,0,0,0,29,57,4,0,0,4,0,61,77,0,0,0,0,0,77,80,0,0,0,0,3,85,65,0,0,0,0,0,65,27,0,0,0,0,0,33,21,0,0,0,0,0,21,0,0,0,0,0,0,0,469,6,0,0,6,11,485,101,4,0,0,4,16,114,21,0,0,0,0,0,27,63,0,0,0,0,9,70,72,0,0,0,0,12,80,84,0,0,0,0,8,88,59,6,0,0,6,0,66,47,0,0,0,0,7,52,18,0,0,0,0,0,21,10,0,0,0,0,0,11,479,8,0,0,8,46,526,72,0,0,0,0,9,79,20,0,0,0,0,3,22,39,3,0,0,4,4,42,55,0,0,0,0,9,62,67,0,0,0,0,7,75,84,0,0,0,0,11,100,45,0,0,0,0,0,45,20,0,0,0,0,0,20,16,0,0,0
LGA55950,90,0,0,0,0,0,93,47,0,0,0,5,0,51,50,0,0,0,0,0,45,59,0,0,0,0,0,67,79,0,0,0,0,0,83,67,0,0,0,0,0,69,54,0,0,0,0,0,54,30,0,0,0,0,0,35,0,0,0,0,0,0,0,480,9,0,0,7,8,490,109,0,0,0,0,10,118,29,0,0,0,0,0,31,73,0,0,0,0,4,83,66,0,0,0,0,6,71,59,0,0,0,0,6,64,81,0,0,0,3,3,85,51,0,0,0,0,3,58,32,0,0,0,0,3,39,8,0,0,0,0,4,10,508,12,0,0,7,39,553,104,0,0,0,0,17,121,43,0,0,0,0,3,48,49,4,0,0,4,7,62,56,0,0,0,0,8,60,68,0,0,0,0,13,82,74,4,0,0,4,5,85,62,0,0,0,0,7,68,41,0,0,0,0,6,46,4,0,0,0
LGA56090,6403,191,42,7,240,326,6969,4349,132,0,4,138,474,4955,2553,162,7,0,174,666,3390,4395,288,20,0,310,622,5322,5259,298,11,9,321,384,5965,4494,319,16,0,333,264,5089,2630,167,18,3,190,145,2964,1171,114,29,0,143,83,1400,373,46,13,0,60,44,472,31618,1720,163,24,1910,3002,36533,6032,274,65,13,350,252,6633,4001,176,8,0,187,471,4650,3063,224,24,4,255,861,4177,3762,368,34,13,413,746,4922,5165,348,26,3,377,574,6118,4604,321,16,0,335,350,5295,3484,248,23,5,274,273,4028,1445,139,27,0,167,122,1729,484,52,5,4,60,62,602,32038,2146,223,45,2411,3710,38159,5953,307,55,16,372,211,6535,3846,164,7,0,167,328,4336,3214,197,17,0,212,812,4241,3782,366,16,0,382,770,4932,4757,337,26,0,367,530,5655,5021,297,25,0,316,383,5720,4118,221,26,0,248,182,4548,2126,145,16,0,158,139,2428,576,63,12,0
LGA56160,20,3,0,0,6,7,26,9,0,0,0,0,0,14,10,3,0,0,3,0,12,19,0,0,0,0,3,20,16,0,0,0,0,0,16,7,4,0,0,4,0,16,6,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,88,16,0,0,15,14,117,23,0,0,0,0,0,24,16,4,0,0,4,3,23,10,0,0,0,0,15,23,9,4,0,0,0,3,21,20,0,0,0,0,11,34,12,3,0,0,3,6,21,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,14,0,0,16,45,153,24,3,0,0,3,4,32,4,0,0,0,0,0,3,13,0,0,0,0,0,13,13,3,0,0,3,6,17,13,0,0,0,0,4,17,10,0,0,0,0,0,10,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA56230,2601,30,11,0,38,153,2797,1410,17,0,0,19,99,1528,1205,42,0,0,40,78,1326,1597,52,3,0,56,100,1749,1852,45,9,4,55,104,2013,1879,41,3,0,53,118,2047,1552,40,5,0,43,67,1660,767,29,4,0,36,50,846,153,16,4,0,16,13,180,13015,315,33,11,357,777,14150,2847,71,14,0,91,202,3141,1656,59,3,0,59,119,1830,1430,59,4,0,62,117,1618,1680,82,4,4,88,149,1913,2038,71,4,0,79,174,2289,2038,57,0,0,54,198,2292,1933,41,5,0,46,182,2162,1010,29,0,0,30,111,1147,260,11,5,0,12,21,300,14890,484,36,6,529,1280,16696,2982,70,17,0,91,197,3275,1681,73,0,0,75,133,1887,1563,71,0,0,78,132,1768,1757,78,5,0,80,165,2009,2014,99,8,3,108,163,2285,2256,71,9,0,75,159,2496,2289,57,9,0,62,156,2502,1311,42,4,0,44,77,1433,330,43,4,0
LGA56300,188,3,4,0,12,0,200,88,5,0,0,5,6,91,79,11,5,0,14,8,100,140,4,0,0,4,0,151,184,3,3,0,4,9,202,272,4,0,0,5,6,282,156,3,0,0,3,9,168,43,0,0,0,0,3,51,13,0,0,0,0,0,15,1175,34,8,0,47,41,1260,186,4,0,0,4,15,206,74,5,0,0,5,6,80,75,5,0,0,7,7,85,110,0,0,0,0,9,127,190,5,0,0,5,22,213,243,10,0,0,4,17,269,223,5,0,0,5,23,247,68,4,0,0,4,9,76,15,0,0,0,0,0,13,1177,37,4,0,41,110,1329,165,6,0,0,6,36,208,71,0,0,0,0,6,83,65,14,0,0,14,10,94,144,10,0,0,10,29,178,145,9,0,0,6,27,182,252,7,0,0,7,27,280,304,4,0,0,4,33,336,128,0,0,0,0,21,151,24,0,0,0
LGA56370,137,0,5,0,4,10,151,59,5,0,0,5,5,71,72,7,0,0,7,0,74,98,7,0,0,7,3,104,124,4,0,0,4,8,140,95,0,0,0,0,0,101,75,0,4,0,4,3,79,57,0,0,0,0,6,66,23,0,0,0,0,10,29,744,24,3,0,31,43,809,120,3,0,0,10,10,141,55,5,0,0,5,0,60,111,5,0,0,5,5,118,57,6,3,0,6,4,66,95,0,0,0,0,5,100,121,3,0,0,3,15,140,79,0,0,0,0,15,99,45,0,0,0,3,7,59,23,0,0,0,0,3,27,709,28,7,0,37,65,810,126,13,0,0,13,16,153,35,0,0,0,0,9,47,77,13,0,0,13,15,106,56,5,0,0,5,11,69,81,0,0,0,0,14,98,100,3,0,0,3,20,119,74,6,0,0,6,16,89,56,0,0,0,5,13,68,26,0,0,0
LGA56460,1064,40,10,0,52,43,1153,681,29,0,0,25,24,733,452,28,0,0,29,26,502,580,55,3,0,59,33,675,628,41,0,4,42,20,691,552,25,4,0,25,23,598,349,16,8,0,21,14,381,221,12,4,0,14,17,251,90,11,9,0,17,6,115,4617,255,30,8,290,188,5099,910,51,4,0,53,102,1072,545,37,0,0,36,74,662,451,49,3,0,51,59,558,433,62,0,0,70,46,557,540,46,0,0,54,60,654,615,23,0,0,30,78,719,445,13,0,0,17,57,519,243,9,0,0,9,37,287,104,5,3,0,12,17,132,4291,300,26,3,331,539,5158,647,66,13,3,82,94,827,494,31,4,0,36,58,589,373,103,5,0,105,54,536,376,80,9,0,85,63,524,476,57,3,0,62,56,592,581,23,0,0,27,49,654,509,21,0,0,22,42,567,273,12,0,0,13,40,326,120,3,3,0
LGA56580,3478,390,67,7,468,83,4027,2718,441,21,0,469,98,3284,1263,324,17,0,346,72,1681,1906,368,12,0,384,92,2383,2618,430,17,5,445,99,3158,2287,328,14,5,342,94,2721,1402,184,18,0,196,63,1669,816,85,13,0,101,41,958,450,27,10,0,32,73,556,16932,2572,192,21,2776,719,20432,3511,462,81,7,550,121,4187,2519,414,32,0,446,97,3061,1322,331,23,0,352,102,1774,1809,477,22,0,499,101,2418,2461,449,23,3,476,134,3071,2237,361,18,6,385,138,2755,1764,285,20,4,316,88,2163,878,121,19,0,145,53,1076,462,37,11,0,52,49,562,16964,2948,258,20,3222,874,21061,3490,573,54,26,651,59,4202,2631,351,9,0,359,49,3045,1502,284,9,0,291,66,1863,1776,578,40,0,615,59,2448,2521,514,32,0,549,76,3143,2307,376,25,0,406,71,2774,2059,299,50,3,351,95,2506,1237,161,29,3,196,66,1499,519,55,17,0
LGA56620,36,232,110,5,347,20,405,23,180,17,3,196,10,234,35,200,16,0,219,8,265,32,135,6,0,144,8,190,44,92,14,3,109,7,157,55,64,5,0,72,0,128,11,22,15,0,33,0,47,0,5,9,0,16,0,15,0,0,7,0,3,0,3,236,936,197,14,1143,54,1442,15,224,112,23,362,29,403,18,192,38,24,253,13,284,38,195,29,11,238,30,299,15,138,22,21,191,26,224,21,91,30,16,136,16,177,34,52,24,3,76,10,130,10,28,5,11,43,8,64,0,15,6,0,20,0,20,0,0,0,0,4,0,4,155,938,268,110,1316,136,1606,10,209,56,5,272,8,293,9,220,5,5,228,7,242,35,172,0,6,174,13,230,24,168,6,3,175,8,210,22,142,3,3,149,13,180,32,76,10,0,82,22,135,12,36,3,3,42,4,52,0,14,6,0,14,0,14,0,0,0,0
LGA56730,2041,67,19,5,92,166,2291,1058,45,3,0,48,107,1218,951,50,7,0,58,82,1089,1116,100,15,0,112,99,1327,1327,65,10,0,75,99,1502,1321,65,7,4,75,121,1518,803,41,4,0,48,62,909,425,32,7,0,38,51,520,125,33,8,0,40,14,182,9175,498,72,8,578,804,10559,1819,72,20,0,94,181,2095,1006,46,5,4,53,146,1204,953,62,10,0,70,299,1324,1023,106,7,5,113,232,1376,1186,83,7,0,92,183,1467,1459,46,6,0,55,160,1676,1044,49,9,0,55,113,1221,457,25,3,0,27,72,559,128,12,3,0,18,50,200,9083,516,65,5,586,1448,11115,1716,91,22,4,123,223,2061,1029,70,0,0,70,142,1242,917,89,8,0,97,215,1227,973,89,0,3,93,237,1305,1211,87,7,0,93,185,1488,1431,51,11,4,64,170,1662,1268,44,12,0,55,113,1438,599,25,7,0,30,72,706,182,15,6,0
LGA56790,569,15,7,0,13,13,600,216,5,0,0,6,12,233,236,9,0,0,9,7,255,405,15,0,0,15,10,430,474,9,0,0,9,28,513,521,0,0,0,0,21,545,362,10,0,0,10,18,383,164,9,0,0,9,12,187,39,0,0,0,0,7,44,2986,59,9,0,64,134,3193,470,8,0,0,8,31,509,223,16,0,0,16,26,266,213,13,0,0,13,26,250,301,7,0,0,7,34,344,454,4,0,0,4,49,506,576,15,3,0,15,67,661,461,5,0,0,5,57,525,170,7,0,0,7,23,206,44,0,0,0,3,12,60,2911,79,9,0,83,324,3322,403,13,4,0,13,64,482,165,4,0,0,6,30,205,192,14,0,0,14,35,239,266,14,0,0,14,46,324,343,11,0,0,11,54,408,525,5,3,0,10,69,606,508,10,0,0,11,76,597,236,5,0,0,5,33,282,76,0,0,0
LGA56860,44,0,0,0,0,9,49,22,0,0,0,0,0,22,13,0,0,0,0,0,14,23,0,0,0,0,6,22,44,0,0,0,0,3,43,37,3,0,0,3,7,38,13,0,0,0,0,0,13,17,0,0,0,0,0,14,4,0,0,0,0,0,4,212,4,0,0,4,13,234,49,0,0,0,0,0,50,26,3,0,0,3,3,30,14,3,0,0,3,7,20,21,4,0,0,4,3,28,29,0,0,0,0,5,34,52,0,0,0,0,0,50,16,0,0,0,0,0,20,10,0,0,0,0,0,11,5,0,0,0,0,0,7,223,11,0,0,11,20,251,29,0,0,0,0,3,33,26,0,0,0,0,5,33,11,0,0,0,0,3,17,12,4,0,0,4,3,20,27,0,0,0,0,15,37,36,0,0,0,0,5,46,32,0,0,0,0,12,44,9,0,0,0,0,3,14,3,0,0,0
LGA56930,250,23,0,0,23,19,293,249,21,0,0,21,26,297,81,17,0,0,17,14,105,107,11,0,0,11,4,126,203,20,0,0,18,14,232,169,24,0,0,24,18,217,108,9,0,0,9,11,128,78,3,0,0,3,3,84,35,0,0,0,4,3,41,1278,124,0,0,127,121,1530,271,20,3,4,31,14,310,295,22,0,0,21,14,331,93,14,0,0,15,21,130,97,25,0,0,25,8,125,194,20,3,0,25,20,236,188,26,0,0,27,12,227,130,9,3,0,14,13,152,88,0,0,0,0,5,91,33,0,0,0,0,0,42,1388,132,15,4,150,100,1637,231,22,0,0,28,6,264,281,29,0,0,29,10,322,97,16,0,0,16,0,112,92,18,0,0,22,3,119,187,17,0,0,25,3,215,185,29,0,0,29,5,220,158,14,0,0,13,6,183,99,4,4,0,5,8,114,40,0,0,0
LGA57000,122,0,0,0,0,0,124,66,3,0,0,3,3,75,166,13,0,0,13,21,205,137,7,0,0,7,14,162,145,9,4,0,7,9,161,98,7,0,0,7,15,119,35,0,0,0,0,0,39,18,0,0,0,0,0,17,5,0,0,0,0,0,5,797,42,4,0,42,61,904,78,3,0,0,3,5,83,43,0,0,0,0,3,44,97,8,0,0,10,13,118,67,3,6,0,3,11,85,97,5,4,0,11,15,112,86,3,0,0,0,12,101,44,0,0,0,0,7,42,8,0,0,0,0,0,8,7,0,0,0,0,0,5,524,19,5,0,31,59,616,63,0,0,0,0,25,84,39,0,0,0,0,24,58,43,5,0,0,10,24,76,51,4,0,0,5,40,95,64,4,0,0,9,27,102,80,3,0,0,3,35,117,37,0,0,0,0,13,55,19,0,0,0,0,3,26,11,0,0,0
LGA57080,404,271,190,15,479,231,1110,1976,1318,116,14,1440,478,3897,2925,2298,181,17,2491,1039,6456,1197,816,95,9,924,383,2499,1218,402,65,5,470,283,1977,1363,307,44,0,356,259,1973,787,138,40,0,181,117,1084,304,59,42,0,103,38,449,144,18,11,0,33,25,197,10318,5633,786,56,6475,2854,19645,502,435,259,22,720,209,1429,2042,2006,246,10,2265,550,4858,3418,3488,382,22,3886,1315,8620,1498,1258,138,3,1405,531,3435,1271,499,79,0,584,359,2220,1337,345,77,0,426,308,2077,1031,233,60,8,296,201,1533,430,85,46,3,134,99,670,129,22,16,0,35,30,197,11665,8370,1310,70,9748,3615,25027,826,687,252,81,1018,155,1999,2610,1695,111,4,1806,449,4868,3817,3731,209,4,3942,785,8545,2148,2046,150,0,2193,474,4824,1593,694,94,0,788,298,2682,1734,408,95,0,510,241,2481,1348,298,104,3,404,159,1901,670,102,57,0,158,77,901,198,23,32,0
LGA57140,237,3,4,0,4,15,258,86,3,0,0,3,3,98,102,0,0,0,0,0,105,127,6,0,0,6,3,138,154,6,0,0,6,12,171,165,5,0,0,5,3,174,133,5,0,0,5,4,135,61,8,0,0,8,0,68,23,4,0,0,4,0,27,1084,37,4,0,36,45,1163,177,0,0,0,0,21,197,76,0,0,0,3,15,92,86,0,0,0,0,13,102,89,0,0,0,0,9,101,138,5,0,0,5,15,161,189,4,0,0,4,22,216,141,5,0,0,5,16,170,81,4,0,0,4,7,89,21,4,0,0,4,7,27,1001,16,0,0,23,124,1150,152,12,0,0,13,3,169,80,4,0,0,4,3,81,73,12,0,0,12,4,89,82,10,0,0,10,3,94,105,4,0,0,5,17,123,168,4,0,0,4,4,177,160,4,0,0,4,4,172,95,0,0,0,0,9,107,23,0,0,0
LGA57210,870,39,7,5,51,34,954,439,30,8,0,37,40,515,365,29,6,0,35,42,448,532,34,6,0,42,51,627,711,21,4,0,25,40,776,678,21,4,0,24,54,754,462,10,0,0,12,20,493,207,10,0,0,10,10,222,80,5,0,0,4,0,84,4337,204,43,8,244,297,4880,776,32,16,9,52,57,888,419,34,4,0,41,44,506,326,30,8,0,38,49,412,475,39,15,0,60,75,606,658,45,8,0,55,89,800,715,25,3,0,31,67,813,583,15,0,0,18,63,664,257,10,0,0,9,35,298,90,3,0,0,3,8,95,4287,234,62,14,312,482,5078,730,63,19,0,79,92,903,410,27,0,0,34,43,488,346,37,10,0,49,55,455,415,55,11,0,62,100,573,629,35,16,0,51,84,769,779,32,10,0,42,89,910,732,22,0,3,25,75,823,300,11,0,0,11,40,352,83,3,0,0
LGA57280,2276,213,51,4,275,658,3203,1491,165,4,0,179,444,2112,2236,340,11,0,347,645,3236,1790,323,19,6,347,518,2656,1550,214,8,0,227,463,2236,849,111,27,0,138,225,1208,181,39,11,0,53,47,285,40,11,11,0,26,7,75,11,6,10,0,17,0,24,10435,1437,147,16,1606,3008,15040,2550,323,66,12,405,472,3424,1134,199,11,6,214,229,1580,2299,444,31,3,484,491,3280,1604,431,12,8,446,366,2412,1388,304,19,8,330,325,2043,881,133,15,6,152,198,1228,219,66,16,0,82,59,360,66,13,8,0,21,19,104,12,9,4,0,13,11,33,10146,1907,185,48,2149,2174,14465,2955,394,62,24,470,455,3879,1162,233,5,0,241,262,1663,2105,474,17,0,489,476,3066,1852,541,16,6,560,414,2832,1314,345,15,0,367,333,2024,1110,209,21,0,233,263,1608,311,63,23,0,89,70,468,73,15,6,0,20,16,111,21,6,6,0
LGA57350,204,5,0,0,5,3,207,47,0,0,0,0,0,46,85,0,0,0,0,4,85,122,0,0,0,0,0,128,169,0,0,0,0,3,176,170,0,0,0,0,0,174,123,4,0,0,4,0,123,70,6,0,0,6,0,76,22,0,0,0,0,3,28,1008,21,0,0,23,14,1044,152,0,0,0,0,25,172,53,5,0,0,4,11,61,76,4,4,0,5,11,100,65,4,0,0,4,13,81,135,0,0,0,0,18,151,168,6,0,0,6,25,201,123,3,0,0,3,16,144,66,3,0,0,3,18,89,27,0,0,0,0,4,31,868,18,3,0,25,134,1020,106,7,0,0,8,36,149,32,3,0,0,3,9,49,59,8,0,0,8,24,87,55,4,0,0,4,18,81,75,3,0,0,3,46,121,124,3,0,0,3,38,160,139,3,0,0,3,45,190,65,0,0,0,0,15,81,28,0,0,0
LGA57420,438,17,4,0,20,25,477,127,5,0,0,5,5,140,286,18,0,0,19,18,323,272,29,0,0,30,14,323,307,5,0,0,5,17,329,231,8,0,0,8,19,258,162,3,0,0,3,19,188,64,0,0,0,0,15,75,6,0,0,0,0,0,9,1902,82,10,0,93,135,2127,259,5,4,0,11,36,307,82,9,0,0,9,5,99,173,9,0,0,9,28,221,171,24,0,0,22,36,225,202,19,0,0,19,22,242,228,6,0,0,6,34,272,217,7,0,0,7,25,257,78,0,0,0,0,11,96,19,0,0,0,0,0,20,1441,86,5,0,90,205,1732,335,23,5,0,28,22,392,118,5,0,0,6,18,139,244,24,0,0,24,29,297,211,26,0,0,27,21,257,238,22,0,0,22,30,299,266,17,0,0,19,38,323,197,7,0,0,7,20,221,111,0,0,0,0,11,126,29,0,0,0
LGA57490,21406,933,254,49,1227,1054,23694,13515,616,23,13,652,790,14956,11911,938,56,16,1007,716,13631,13733,1072,80,19,1176,847,15751,12539,817,70,12,897,696,14137,8841,542,81,6,632,460,9928,6106,358,48,9,412,289,6806,3521,165,46,6,220,238,3980,1050,53,20,0,78,99,1226,92619,5505,678,124,6305,5189,104105,24446,1527,391,45,1962,1509,27919,14436,971,43,11,1021,1268,16726,15005,1623,88,15,1724,1495,18221,13959,1955,121,17,2091,1143,17199,14675,1273,78,8,1357,1182,17214,10698,769,97,15,881,836,12417,7716,470,68,6,543,589,8853,4156,259,40,8,309,393,4851,1454,71,26,8,105,150,1716,106545,8923,953,123,9998,8566,125112,25865,1883,362,87,2335,1231,29431,14724,1203,27,8,1238,933,16896,15453,1545,70,10,1626,1241,18324,14823,2297,114,7,2420,1139,18382,15208,1602,118,3,1731,952,17886,13749,973,126,4,1105,705,15559,9776,569,111,6,689,441,10901,5468,293,57,9,353,388,6210,1662,84,31,0
