LGA_CODE_2021,C16_2500_2999_R650more,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R1_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650more,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000more_R1_74,C16_4000more_R75_99,C16_4000more_R100_149,C16_4000more_R150_199,C16_4000more_R200_224,C16_4000more_R225_274,C16_4000more_R275_349,C16_4000more_R350_449,C16_4000more_R450_549,C16_4000more_R550_649,C16_4000more_R650more,C16_4000more_R_NS,C16_4000more_R_Tot,C16_PI_S_R1_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650more,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R1_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650more,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R1_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650more,C16_Tot_R_NS,C16_Tot_R_Tot,C21_Neg_Ni_inc_R1_74,C21_Neg_Ni_inc_R75_99,C21_Neg_Ni_inc_R100_149,C21_Neg_Ni_inc_R150_199,C21_Neg_Ni_inc_R200_224,C21_Neg_Ni_inc_R225_274,C21_Neg_Ni_inc_R275_349,C21_Neg_Ni_inc_R350_449,C21_Neg_Ni_inc_R450_549,C21_Neg_Ni_inc_R550_649,C21_Neg_Ni_inc_R650more,C21_Neg_Ni_inc_R_NS,C21_Neg_Ni_inc_R_Tot,C21_1_149_R1_74,C21_1_149_R75_99,C21_1_149_R100_149,C21_1_149_R150_149,C21_1_149_R200_224,C21_1_149_R225_274,C21_1_149_R275_349,C21_1_149_R350_449,C21_1_149_R450_549,C21_1_149_R550_649,C21_1_149_R650more,C21_1_149_R_NS,C21_1_149_R_Tot,C21_150_299_R1_74,C21_150_299_R75_99,C21_150_299_R100_149,C21_150_299_R150_199,C21_150_299_R150_224,C21_150_299_R225_274,C21_150_299_R275_349,C21_150_299_R350_449,C21_150_299_R450_549,C21_150_299_R550_649,C21_150_299_R650more,C21_150_299_R_NS,C21_150_299_R_Tot,C21_300_399_R1_74,C21_300_399_R75_99,C21_300_399_R100_149,C21_300_399_R150_199,C21_300_399_R200_224,C21_300_399_R225_274,C21_300_399_R275_349,C21_300_399_R350_449,C21_300_399_R450_549,C21_300_399_R550_649,C21_300_399_R650more,C21_300_399_R_NS,C21_300_399_R_Tot,C21_400_499_R1_74,C21_400_499_R75_99,C21_400_499_R100_149,C21_400_499_R150_199,C21_400_499_R200_224,C21_400_499_R225_274,C21_400_499_R275_349,C21_400_499_R350_449,C21_400_499_R450_549,C21_400_499_R550_649,C21_400_499_R650more,C21_400_499_R_NS,C21_400_499_R_Tot,C21_500_649_R1_74,C21_500_649_R75_99,C21_500_649_R100_149,C21_500_649_R150_199,C21_500_649_R200_224,C21_500_649_R225_274,C21_500_649_R275_349,C21_500_649_R350_449,C21_500_649_R450_549,C21_500_649_R550_649,C21_500_649_R650more,C21_500_649_R_NS,C21_500_649_R_Tot,C21_650_799_R1_74,C21_650_799_R75_99,C21_650_799_R100_149,C21_650_799_R150_199,C21_650_799_R200_224,C21_650_799_R225_274,C21_650_799_R275_349,C21_650_799_R350_449,C21_650_799_R450_549,C21_650_799_R550_649,C21_650_799_R650more,C21_650_799_R_NS,C21_650_799_R_Tot,C21_800_999_R1_74,C21_800_999_R75_99,C21_800_999_R100_149,C21_800_999_R150_199,C21_800_999_R200_224,C21_800_999_R225_274,C21_800_999_R275_349,C21_800_999_R350_449,C21_800_999_R450_549,C21_800_999_R550_649,C21_800_999_R650more,C21_800_999_R_NS,C21_800_999_R_Tot,C21_1000_1249_R1_74,C21_1000_1249_R75_99,C21_1000_1249_R100_149,C21_1000_1249_R150_199,C21_1000_1249_R200_224,C21_1000_1249_R225_274,C21_1000_1249_R275_349,C21_1000_1249_R350_449,C21_1000_1249_R450_549,C21_1000_1249_R550_649,C21_1000_1249_R650more,C21_1000_1249_R_NS,C21_1000_1249_R_Tot,C21_1250_1499_R1_74,C21_1250_1499_R75_99,C21_1250_1499_R100_149,C21_1250_1499_R150_199,C21_1250_1499_R200_224,C21_1250_1499_R225_274,C21_1250_1499_R275_349,C21_1250_1499_R350_449,C21_1250_1499_R450_549,C21_1250_1499_R550_649,C21_1250_1499_R650more,C21_1250_1499_R_NS,C21_1250_1499_R_Tot,C21_1500_1999_R1_74,C21_1500_1999_R75_99
LGA55110,3,9,282,0,0,0,3,5,9,38,126,45,20,9,10,272,0,0,0,6,0,6,16,64,28,15,13,0,148,0,3,11,18,11,35,191,297,89,19,7,12,694,12,3,19,14,13,18,39,25,7,0,0,29,179,42,72,396,527,383,920,2389,2544,497,102,73,196,8132,0,0,11,12,0,20,33,33,7,0,0,22,145,0,0,3,9,5,12,11,7,0,0,0,7,51,10,8,28,19,17,34,29,15,0,0,5,17,175,7,14,55,83,40,93,84,42,0,0,0,28,450,9,10,128,117,71,115,139,62,9,3,3,25,691,3,8,57,122,92,214,321,140,15,0,10,21,1001,4,0,24,64,65,173,284,141,15,0,0,16,796,0,0,18,46,49,156,287,165,23,9,0,12,756,0,0,17,38,45,137,287,201,34,7,0,11,771,0,0,14,26,28,84,242,218,44,4,10,11,670,0,4
LGA55180,0,0,19,0,0,0,5,3,0,6,0,3,0,6,0,24,0,0,4,0,0,0,0,0,0,0,0,4,11,5,0,9,11,10,10,14,12,0,0,0,4,68,0,4,12,6,4,3,0,0,0,0,0,3,37,18,18,167,179,94,133,148,36,3,0,6,51,880,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,6,3,0,6,0,0,0,0,0,3,33,0,0,20,14,14,0,5,0,0,0,0,0,58,4,0,28,26,7,11,6,5,4,0,0,0,89,6,0,15,28,10,14,7,6,0,0,0,6,77,4,0,0,27,9,11,12,7,3,0,0,0,79,0,0,13,28,13,15,18,7,0,0,3,4,102,3,0,3,8,9,16,28,11,0,0,6,0,79,0,0,3,6,4,9,30,6,0,0,0,6,68,0,0
LGA55250,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,7,12,20,40,21,5,4,4,3,0,0,0,17,120,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,12,5,0,5,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,3,7,3,5,3,3,0,0,0,0,0,0,0,7,14,3,3,7,0,0,0,0,0,0,0,0,0,18,5,0
LGA55320,47,8,505,0,0,7,6,3,9,31,149,180,118,168,17,699,0,0,9,9,0,0,10,51,143,102,222,8,555,0,0,11,21,5,9,40,173,179,103,87,16,660,0,0,41,6,6,8,13,25,16,4,10,35,161,59,73,498,295,193,264,795,2176,1630,738,726,229,7675,3,0,11,14,0,12,20,35,18,9,19,13,147,0,3,4,3,6,4,4,4,6,0,6,9,53,8,3,35,14,0,7,12,10,9,0,5,6,108,5,11,69,21,13,20,37,40,16,0,0,13,250,3,4,157,46,27,28,44,58,24,3,0,18,411,3,4,43,43,19,31,116,80,17,0,12,13,394,4,9,18,48,20,46,83,99,33,11,5,15,389,0,0,20,20,16,48,93,139,55,21,9,7,438,3,4,15,24,20,38,121,201,58,26,11,11,533,3,0,7,16,18,26,113,213,92,35,16,20,560,0,0
LGA55390,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,15,9,0,3,0,0,0,0,0,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,4,5,0,0
LGA55460,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,0,8,10,4,0,0,0,0,37,0,3,0,3,0,0,0,0,0,0,0,0,10,14,21,66,71,32,72,41,23,0,0,3,29,377,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,5,5,0,0,0,0,0,0,0,0,14,0,0,12,8,3,4,0,0,0,0,0,0,31,0,4,4,13,0,5,0,0,0,0,0,0,25,0,0,6,11,9,3,0,0,0,0,0,0,31,0,0,5,9,5,0,7,0,0,0,0,4,26,0,0,0,4,0,7,3,3,0,0,0,5,30,0,0,4,9,3,15,3,0,0,0,0,0,38,0,0
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,4,0,0,0,0,0,0,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
LGA55600,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,5,11,4,11,49,34,25,47,23,7,0,0,0,13,213,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,6,0,0,0,0,0,0,12,0,0,4,4,4,9,0,0,0,0,0,0,20,0,0,4,6,6,5,0,0,0,0,0,0,20,0,0,4,0,3,3,4,0,0,0,0,5,18,0,0,3,0,0,4,0,0,0,0,0,0,12,0,0
LGA55670,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,9,20,6,0,0,0,4,10,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
LGA55740,11,4,51,0,0,0,0,0,4,4,9,22,8,29,0,73,0,0,0,0,0,0,3,6,9,14,59,0,93,4,0,3,0,5,7,9,20,3,13,25,0,99,0,0,3,0,0,0,6,0,0,0,0,0,19,11,13,103,58,42,155,213,192,79,73,171,19,1127,0,0,3,0,4,0,6,6,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,5,0,4,5,10,0,3,0,0,0,35,0,7,10,11,7,15,5,4,0,0,5,6,67,0,3,47,11,12,17,9,0,0,0,5,0,100,0,0,4,5,16,26,17,8,0,0,0,0,86,0,3,3,6,7,12,19,11,8,0,0,4,68,0,0,3,0,13,24,13,17,7,0,3,0,73,0,0,0,3,5,21,32,3,8,0,7,5,85,0,0,0,0,6,15,24,25,15,0,3,4,93,0,0
LGA55810,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,13,13,10,0,0,0,0,0,0,10,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,5,0,0,0,0,0,0,9,0,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,14,0,0,0,0,0,0,3,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
LGA55950,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,9,3,5,0,0,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA56090,7,0,79,0,0,0,6,0,3,9,15,30,10,3,0,73,0,0,0,3,0,0,0,5,12,13,4,4,43,0,0,6,7,4,0,19,46,36,18,3,9,138,0,0,5,0,0,0,3,5,0,0,0,10,40,15,8,101,95,47,89,245,476,249,80,34,59,1490,0,0,0,0,0,0,4,9,3,0,0,7,18,0,0,0,0,0,0,3,0,0,0,0,3,13,3,3,4,4,3,0,9,4,3,0,0,7,36,0,0,16,5,0,5,5,3,0,3,3,0,58,5,4,26,6,14,14,10,8,0,0,0,7,103,0,0,4,13,9,13,29,25,8,0,0,4,102,5,0,8,3,3,5,29,25,4,0,0,11,98,0,0,7,4,0,13,34,33,4,0,0,0,102,0,0,0,12,4,13,33,45,6,0,0,0,102,0,0,0,3,0,3,33,56,3,3,0,8,123,4,0
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
LGA56230,0,3,41,0,0,0,0,0,0,7,22,4,7,0,0,50,0,0,0,0,0,5,9,11,0,3,3,0,31,0,0,0,4,3,10,24,44,14,0,0,0,111,4,0,3,11,3,3,0,5,0,0,0,4,37,19,0,52,101,73,145,320,354,55,25,8,41,1201,0,0,0,0,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,6,0,0,0,0,0,6,20,4,0,3,9,11,12,6,3,0,0,0,3,52,0,0,11,12,18,13,20,8,0,0,0,3,86,0,0,9,23,19,18,39,8,0,0,0,4,119,0,0,6,11,11,28,53,20,0,0,0,8,134,3,0,4,3,10,19,32,26,6,0,0,5,104,0,0,0,0,11,13,36,25,0,0,0,6,94,0,0,0,4,3,21,33,15,3,0,0,3,87,0,0
LGA56300,0,3,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,36,15,14,21,4,0,0,0,9,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,6,0,0,0,3,0,0,5,0,0,0,0,0,6,0,0,0,5,0,0,7,0,0,0,0,0,9,0,0,0,0,5,0,4,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,23,6,9,7,0,0,0,0,0,7,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,0,0,0,11,0,0
LGA56460,0,0,17,0,0,3,0,4,4,3,3,0,0,0,0,17,0,0,0,0,0,5,3,0,0,0,0,0,10,0,0,0,0,4,3,9,3,0,0,0,4,29,0,0,0,6,3,5,0,0,0,0,0,8,19,8,10,48,84,104,130,87,25,7,0,3,35,542,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,14,0,3,10,0,3,3,3,0,0,0,0,0,24,0,0,20,13,0,0,0,0,0,0,0,0,45,0,0,7,3,12,4,6,0,0,0,0,4,39,0,0,4,4,12,7,5,5,0,0,0,3,46,0,0,6,6,8,18,6,5,0,0,0,0,44,0,0,4,5,12,15,9,0,0,0,0,4,51,0,0,0,0,7,14,11,3,0,0,0,3,44,0,0
LGA56580,23,0,78,0,0,0,0,0,8,11,20,27,24,124,5,223,0,0,0,0,4,5,9,5,9,25,187,3,251,0,0,0,0,5,12,7,8,27,23,76,9,163,0,0,4,0,0,0,3,0,0,0,9,3,22,10,24,81,38,19,67,71,182,216,180,547,60,1503,0,0,0,4,0,0,3,3,3,0,8,3,33,0,3,0,0,0,0,0,0,0,0,3,0,17,0,0,6,0,0,0,0,9,0,0,3,5,21,5,0,12,5,0,0,3,6,4,6,3,0,44,0,0,29,11,0,3,5,13,6,6,3,4,81,0,0,13,10,3,3,3,12,0,8,4,0,63,0,0,5,7,0,0,4,12,5,7,6,0,46,0,0,0,0,6,3,9,15,9,7,11,0,57,0,0,4,4,0,4,8,18,7,0,8,8,55,0,0,5,0,0,6,5,15,16,8,10,3,70,0,0
LGA56620,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,9,46,46,0,4,0,0,0,0,0,0,0,0,22,70,199,6,10,0,0,0,0,0,0,0,0,78,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,12,7,0,0,0,0,0,0,0,0,0,0,0,8,18,3,0,0,0,0,0,0,0,0,0,0,22,10,6,0,0,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,0,0,0,0,3,22,13,0,5,0,0,0,0,0,0,0,0,0,24,20,3,0,0,0,0,0,0,0,0,0,4,29,13,0,0,0,0,0,0,0,0,0,0,8,24,28,4
LGA56730,0,0,35,0,0,0,6,6,6,15,9,3,0,0,4,44,0,0,0,0,0,0,3,8,3,0,0,0,20,0,4,4,11,9,12,23,14,9,0,0,3,85,0,4,6,4,0,3,0,3,0,0,0,10,39,16,24,125,120,110,165,222,121,33,5,3,41,987,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,3,0,0,0,0,0,4,19,4,5,12,8,3,8,3,0,0,0,0,0,44,0,0,20,15,10,12,11,3,0,0,0,5,82,0,0,10,18,18,24,7,0,0,0,0,0,76,0,0,5,16,8,17,15,3,0,0,0,3,61,0,0,5,15,14,28,15,5,0,0,0,3,78,0,0,3,6,7,34,27,10,3,0,0,7,101,0,4,4,6,8,17,24,12,4,0,0,0,73,0,0
LGA56790,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,4,5,0,4,9,3,0,0,0,0,27,0,0,5,0,0,0,0,0,0,0,4,6,27,10,6,40,61,44,70,55,19,11,3,24,30,377,0,0,4,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,4,4,7,0,0,0,0,4,28,0,0,0,3,4,12,4,3,0,0,0,3,27,0,0,0,0,0,4,6,0,0,0,0,5,24,0,0,4,3,9,3,4,0,0,0,0,6,34,0,0,3,0,0,0,9,0,0,0,5,9,19,4,0,0,5,0,10,3,0,0,0,3,0,36,0,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,6,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA56930,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,17,12,4,47,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0
LGA57000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,9,5,10,4,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,30,5,324,3,0,0,4,5,7,18,119,224,146,184,20,719,0,0,0,0,6,8,3,45,96,97,136,5,399,4,3,4,0,5,9,20,119,117,87,79,16,464,0,0,12,4,3,11,31,46,28,13,30,45,225,44,33,255,175,99,287,672,1663,1452,769,770,212,6441,3,3,7,8,5,17,40,68,40,17,19,18,258,0,5,0,4,0,5,13,10,7,4,3,6,51,9,11,19,10,8,4,13,27,19,4,3,8,136,11,8,43,32,11,27,44,39,11,0,4,6,241,0,3,90,36,12,25,23,55,23,0,3,5,282,0,3,21,21,15,55,53,58,29,10,13,12,293,0,0,8,19,13,37,62,62,48,13,13,10,280,0,0,15,15,15,44,77,115,42,18,12,9,362,0,0,4,12,18,60,138,189,77,34,22,18,572,0,0,3,9,16,48,130,229,94,22,16,9,575,0,0
