region,date,type,publish status,bytes,link
Western Australia,4/06/2017,listingssummary,archived,410701,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-06-04/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=QKUyN88HNJhraNMxyO9KoFy1UAw%3D&Expires=1702607584
Western Australia,7/05/2017,listings,archived,6992844,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-05-07/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=tAWx4rwkzZNXL%2BMwQBwk8pbWDpk%3D&Expires=1702607585
Western Australia,7/05/2017,calendar,archived,7697526,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-05-07/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=uvyhvv%2FGYs0niZWp%2FP7saX9M%2FtI%3D&Expires=1702607585
Western Australia,7/05/2017,reviews,archived,12326521,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-05-07/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=hJcFLlzt3U2uLyoHwJgFDwZrO9M%3D&Expires=1702607585
Western Australia,7/05/2017,listingssummary,archived,419059,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-05-07/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=YEKQzLUczrva1CHboWk5vf4fenM%3D&Expires=1702607585
Western Australia,7/04/2017,listings,archived,7191497,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-04-07/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=sZmZxKt%2BgGsIjqmOZJDNCLorM6s%3D&Expires=1702607586
Western Australia,7/04/2017,calendar,archived,7938779,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-04-07/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=imIAr94echZDJVN2qLMYOr5UUXc%3D&Expires=1702607586
Western Australia,7/04/2017,reviews,archived,11847679,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-04-07/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=fhj6G%2BPpB6274IVGv%2Br4Z0FIxh8%3D&Expires=1702607586
Western Australia,7/04/2017,listingssummary,archived,434485,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-04-07/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=x1v3fNxCiF7h5A108CRus1c02A0%3D&Expires=1702607586
Western Australia,5/03/2017,listings,archived,7582074,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-03-05/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Pts%2B%2Fw0FIe6%2B%2BUvTV2GySuGK6nc%3D&Expires=1702607587
Western Australia,5/03/2017,calendar,archived,8170020,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-03-05/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=cKeaPNnKopfVxHl%2F9%2BnIycH33fs%3D&Expires=1702607588
Western Australia,5/03/2017,reviews,archived,11233811,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-03-05/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=p6No8oKrHt9bQUEBXEfMwh07s9I%3D&Expires=1702607588
Western Australia,5/03/2017,listingssummary,archived,445065,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-03-05/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=yPRsgOi7%2B0OnNBeunnhdwp8QmSw%3D&Expires=1702607588
Western Australia,9/02/2017,listings,archived,7412723,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-02-09/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=ouS122tOkqC9Qeo0w3Lllt5HELc%3D&Expires=1702607589
Western Australia,9/02/2017,calendar,archived,8075962,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-02-09/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=n8EKfLW5YwoT49BNObPSeG1ijCY%3D&Expires=1702607589
Western Australia,9/02/2017,reviews,archived,10853446,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-02-09/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=PIWv4sQxbTZqK55zeAG%2BqfDBlxs%3D&Expires=1702607589
Western Australia,9/02/2017,listingssummary,archived,438843,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-02-09/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=HScG6k5UDDAji1TtgXOlMFswJQY%3D&Expires=1702607589
Western Australia,4/01/2017,listings,archived,7255437,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-01-04/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=p3laBH%2FX53kzkVGCEaq90M2zFR0%3D&Expires=1702607589
Western Australia,4/01/2017,calendar,archived,7840897,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-01-04/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=oFgotAZ7K5z1f3RHi83E3Fe9IHk%3D&Expires=1702607590
Western Australia,4/01/2017,reviews,archived,10259806,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-01-04/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=YP8J7YYN6f13dAQ0E1bB7my1QWs%3D&Expires=1702607590
Western Australia,4/01/2017,listingssummary,archived,433429,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-01-04/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=vqlKDke74T1pBVv5QabYju3CHk4%3D&Expires=1702607590
Western Australia,7/12/2016,listings,archived,6979245,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-12-07/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=%2FC%2F3Ru%2F4bAFlcQjjExowLJvj3xM%3D&Expires=1702607590
Western Australia,7/12/2016,calendar,archived,7635845,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-12-07/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Ns7WUG8%2F30AsXhUejT9u%2BdwEDUg%3D&Expires=1702607591
Western Australia,7/12/2016,reviews,archived,9780281,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-12-07/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=27tMT4Yw7TmA47on1wqadL22lgs%3D&Expires=1702607591
Western Australia,7/12/2016,listingssummary,archived,417952,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-12-07/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=82vRHPV%2F2J7agulxga186JT6g0A%3D&Expires=1702607591
Western Australia,6/11/2016,listings,archived,6560573,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-11-06/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=xOheo1Vg2xIMoD4Hi4zJYAqhBS8%3D&Expires=1702607592
Western Australia,6/11/2016,calendar,archived,7182295,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-11-06/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=XcnR7sHwY51GPQkk707v7aolCuU%3D&Expires=1702607592
Western Australia,6/11/2016,reviews,archived,9114176,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-11-06/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=HqM5KzZEgXY95GNIDMeZV0Ot%2BnY%3D&Expires=1702607593
Western Australia,6/11/2016,listingssummary,archived,392980,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-11-06/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=dTMd8pBL6dDspLWTiWpALWVFbGE%3D&Expires=1702607593
Western Australia,3/10/2016,listings,archived,6172586,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-10-03/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=IPVsgbB8Lgms%2BJZHrUOknQMmJYw%3D&Expires=1702607593
Western Australia,3/10/2016,calendar,archived,6631037,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-10-03/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=415YIC2ktmwRYOTMIj3TpCgMW%2BQ%3D&Expires=1702607594
Western Australia,3/10/2016,reviews,archived,8366703,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-10-03/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=FtykguaUsK8ONbeSqw72TMEdnRc%3D&Expires=1702607594
Western Australia,3/10/2016,listingssummary,archived,368255,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-10-03/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=vFE%2Bcrxuxu4ezM6ruFfd8guRZio%3D&Expires=1702607594
Western Australia,12/09/2016,listings,archived,5987641,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-09-12/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=o0%2BsyFbZWI0jIASHc3kPuAuA0L8%3D&Expires=1702607594
Western Australia,12/09/2016,calendar,archived,6507258,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-09-12/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=ZcZRG5N3kp0Pvg5zewMCX3coL7s%3D&Expires=1702607594
Western Australia,12/09/2016,reviews,archived,7981195,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-09-12/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=MUQCcntqx5ZHWIXqk0JKjLKFcB8%3D&Expires=1702607595
Western Australia,12/09/2016,listingssummary,archived,356398,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-09-12/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=tOCBoNFKA9gthS0V8shDuXadssY%3D&Expires=1702607595
Western Australia,8/08/2016,listings,archived,5738699,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-08-08/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=KfaGBQxrgSoki839JWWXxDbs%2BfU%3D&Expires=1702607595
Western Australia,8/08/2016,calendar,archived,6227400,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-08-08/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=FGBKb3LyqyIifwwNGOyT6MWQJY8%3D&Expires=1702607596
Western Australia,8/08/2016,reviews,archived,7534915,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-08-08/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=ajM9f1puWe0w%2BI9YcmQaWII%2Bo9M%3D&Expires=1702607596
Western Australia,8/08/2016,listingssummary,archived,338467,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-08-08/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Lh2e2C8%2BpayVmIVEV%2Fp21yxDsJ8%3D&Expires=1702607596
Western Australia,10/07/2016,listings,archived,5565006,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-07-10/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Eu1%2B4qVFoW7BH3Re8PenPPGVbso%3D&Expires=1702607596
Western Australia,10/07/2016,calendar,archived,6050514,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-07-10/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=6albApqwLB9vprCMhY7f3CD8ALo%3D&Expires=1702607596
Western Australia,10/07/2016,reviews,archived,7068405,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-07-10/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=W%2BDlbZ4Bd1W5jlQ2%2FINcG0ZRomg%3D&Expires=1702607597
Western Australia,10/07/2016,listingssummary,archived,327361,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-07-10/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=6%2FqyHsxE48aFR5qGjelWiDgaYI8%3D&Expires=1702607597
Western Australia,6/06/2016,listings,archived,5361668,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-06-06/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=KrpQy0QAO6EjDA1CYYmvedaTun8%3D&Expires=1702607597
Western Australia,6/06/2016,calendar,archived,5700078,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-06-06/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=RH0p%2FXWf0%2F%2F5Z8WTyAuYKPgvSGk%3D&Expires=1702607598
Western Australia,6/06/2016,reviews,archived,6613630,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-06-06/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=jOWxBI0TGi1CrRLgFheR70DHHy8%3D&Expires=1702607598
Western Australia,6/06/2016,listingssummary,archived,311014,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-06-06/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=GaMyGvnBPqg71cr6212BOujHeW4%3D&Expires=1702607598
Western Australia,9/05/2016,listings,archived,4617977,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-05-09/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=I3V5X%2FXi1KW0AWNwS6Jvz69vRJY%3D&Expires=1702607599
Western Australia,9/05/2016,calendar,archived,5322919,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-05-09/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=ZpN1tw4ToTy3mzsk1FpGSDpdYeI%3D&Expires=1702607599
Western Australia,9/05/2016,reviews,archived,6249950,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-05-09/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=GxAXjgnkWtY1e7BYrnGWagOqZ68%3D&Expires=1702607599
Western Australia,9/05/2016,listingssummary,archived,289844,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2016-05-09/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=aiDyHbq0YEyzrJHEYDwUY40vw3k%3D&Expires=1702607599
Tasmania,6/11/2023,listings,public,4790291,http://data.insideairbnb.com/australia/tas/tasmania/2023-11-06/data/listings.csv.gz
Tasmania,6/11/2023,calendar,public,5077405,http://data.insideairbnb.com/australia/tas/tasmania/2023-11-06/data/calendar.csv.gz
Tasmania,6/11/2023,reviews,public,46424324,http://data.insideairbnb.com/australia/tas/tasmania/2023-11-06/data/reviews.csv.gz
Tasmania,6/11/2023,listingssummary,public,314775,http://data.insideairbnb.com/australia/tas/tasmania/2023-11-06/visualisations/listings.csv.gz
Tasmania,3/10/2023,listings,public,4706893,http://data.insideairbnb.com/australia/tas/tasmania/2023-10-03/data/listings.csv.gz
Tasmania,3/10/2023,calendar,public,6404919,http://data.insideairbnb.com/australia/tas/tasmania/2023-10-03/data/calendar.csv.gz
Tasmania,3/10/2023,reviews,public,45664696,http://data.insideairbnb.com/australia/tas/tasmania/2023-10-03/data/reviews.csv.gz
Tasmania,3/10/2023,listingssummary,public,307527,http://data.insideairbnb.com/australia/tas/tasmania/2023-10-03/visualisations/listings.csv.gz
Tasmania,3/09/2023,listings,public,4640417,http://data.insideairbnb.com/australia/tas/tasmania/2023-09-03/data/listings.csv.gz
Tasmania,3/09/2023,calendar,public,6314599,http://data.insideairbnb.com/australia/tas/tasmania/2023-09-03/data/calendar.csv.gz
Tasmania,3/09/2023,reviews,public,45239618,http://data.insideairbnb.com/australia/tas/tasmania/2023-09-03/data/reviews.csv.gz
Tasmania,3/09/2023,listingssummary,public,303899,http://data.insideairbnb.com/australia/tas/tasmania/2023-09-03/visualisations/listings.csv.gz
Tasmania,9/08/2023,listings,public,4616579,http://data.insideairbnb.com/australia/tas/tasmania/2023-08-09/data/listings.csv.gz
Tasmania,9/08/2023,calendar,public,6208215,http://data.insideairbnb.com/australia/tas/tasmania/2023-08-09/data/calendar.csv.gz
Tasmania,9/08/2023,reviews,public,45195466,http://data.insideairbnb.com/australia/tas/tasmania/2023-08-09/data/reviews.csv.gz
Tasmania,9/08/2023,listingssummary,public,301966,http://data.insideairbnb.com/australia/tas/tasmania/2023-08-09/visualisations/listings.csv.gz
Tasmania,5/07/2023,listings,public,4577808,http://data.insideairbnb.com/australia/tas/tasmania/2023-07-05/data/listings.csv.gz
Tasmania,5/07/2023,calendar,public,5947720,http://data.insideairbnb.com/australia/tas/tasmania/2023-07-05/data/calendar.csv.gz
Tasmania,5/07/2023,reviews,public,44460441,http://data.insideairbnb.com/australia/tas/tasmania/2023-07-05/data/reviews.csv.gz
Tasmania,5/07/2023,listingssummary,public,297266,http://data.insideairbnb.com/australia/tas/tasmania/2023-07-05/visualisations/listings.csv.gz
Tasmania,5/06/2023,listings,public,4601543,http://data.insideairbnb.com/australia/tas/tasmania/2023-06-05/data/listings.csv.gz
Tasmania,5/06/2023,calendar,public,5927278,http://data.insideairbnb.com/australia/tas/tasmania/2023-06-05/data/calendar.csv.gz
Tasmania,5/06/2023,reviews,public,44368166,http://data.insideairbnb.com/australia/tas/tasmania/2023-06-05/data/reviews.csv.gz
Tasmania,5/06/2023,listingssummary,public,297913,http://data.insideairbnb.com/australia/tas/tasmania/2023-06-05/visualisations/listings.csv.gz
Tasmania,10/05/2023,listings,public,4501496,http://data.insideairbnb.com/australia/tas/tasmania/2023-05-10/data/listings.csv.gz
Tasmania,10/05/2023,calendar,public,5821249,http://data.insideairbnb.com/australia/tas/tasmania/2023-05-10/data/calendar.csv.gz
Tasmania,10/05/2023,reviews,public,43931214,http://data.insideairbnb.com/australia/tas/tasmania/2023-05-10/data/reviews.csv.gz
Tasmania,10/05/2023,listingssummary,public,293287,http://data.insideairbnb.com/australia/tas/tasmania/2023-05-10/visualisations/listings.csv.gz
Tasmania,8/04/2023,listings,public,4467189,http://data.insideairbnb.com/australia/tas/tasmania/2023-04-08/data/listings.csv.gz
Tasmania,8/04/2023,calendar,public,5758646,http://data.insideairbnb.com/australia/tas/tasmania/2023-04-08/data/calendar.csv.gz
Tasmania,8/04/2023,reviews,public,43200138,http://data.insideairbnb.com/australia/tas/tasmania/2023-04-08/data/reviews.csv.gz
Tasmania,8/04/2023,listingssummary,public,327585,http://data.insideairbnb.com/australia/tas/tasmania/2023-04-08/visualisations/listings.csv.gz
Tasmania,9/03/2023,listings,public,4388594,http://data.insideairbnb.com/australia/tas/tasmania/2023-03-09/data/listings.csv.gz
Tasmania,9/03/2023,calendar,public,5712314,http://data.insideairbnb.com/australia/tas/tasmania/2023-03-09/data/calendar.csv.gz
Tasmania,9/03/2023,reviews,public,41834508,http://data.insideairbnb.com/australia/tas/tasmania/2023-03-09/data/reviews.csv.gz
Tasmania,9/03/2023,listingssummary,public,322431,http://data.insideairbnb.com/australia/tas/tasmania/2023-03-09/visualisations/listings.csv.gz
Tasmania,7/02/2023,listings,public,4336794,http://data.insideairbnb.com/australia/tas/tasmania/2023-02-07/data/listings.csv.gz
Tasmania,7/02/2023,calendar,public,5644627,http://data.insideairbnb.com/australia/tas/tasmania/2023-02-07/data/calendar.csv.gz
Tasmania,7/02/2023,reviews,public,41284425,http://data.insideairbnb.com/australia/tas/tasmania/2023-02-07/data/reviews.csv.gz
Tasmania,7/02/2023,listingssummary,public,316253,http://data.insideairbnb.com/australia/tas/tasmania/2023-02-07/visualisations/listings.csv.gz
Tasmania,6/01/2023,listings,public,4284972,http://data.insideairbnb.com/australia/tas/tasmania/2023-01-06/data/listings.csv.gz
Tasmania,6/01/2023,calendar,public,5623952,http://data.insideairbnb.com/australia/tas/tasmania/2023-01-06/data/calendar.csv.gz
Tasmania,6/01/2023,reviews,public,39639624,http://data.insideairbnb.com/australia/tas/tasmania/2023-01-06/data/reviews.csv.gz
Tasmania,6/01/2023,listingssummary,public,312272,http://data.insideairbnb.com/australia/tas/tasmania/2023-01-06/visualisations/listings.csv.gz
Tasmania,5/12/2022,listings,public,4148746,http://data.insideairbnb.com/australia/tas/tasmania/2022-12-05/data/listings.csv.gz
Tasmania,5/12/2022,calendar,public,5544954,http://data.insideairbnb.com/australia/tas/tasmania/2022-12-05/data/calendar.csv.gz
Tasmania,5/12/2022,reviews,public,38636987,http://data.insideairbnb.com/australia/tas/tasmania/2022-12-05/data/reviews.csv.gz
Tasmania,5/12/2022,listingssummary,public,302150,http://data.insideairbnb.com/australia/tas/tasmania/2022-12-05/visualisations/listings.csv.gz
Tasmania,2/11/2022,listings,archived,4007973,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-11-02/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=ZmdlFAQWPVc0iv0HQ9zhjHS%2FBok%3D&Expires=1702607612
Tasmania,2/11/2022,calendar,archived,5379563,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-11-02/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=rQWAhWHUQqOdSXwblvNMWLxwo54%3D&Expires=1702607613
Tasmania,2/11/2022,reviews,archived,37717899,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-11-02/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=X2f38MmIPeC%2F87Y%2Bl3aVKBT0aKI%3D&Expires=1702607613
Tasmania,2/11/2022,listingssummary,archived,292454,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-11-02/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=td%2B7%2BWLxzMAMb8KBQICqGH0KFms%3D&Expires=1702607613
Tasmania,7/10/2022,listings,archived,3940806,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-10-07/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=febyuPpZJu3prel5iC5AM5BnFco%3D&Expires=1702607614
Tasmania,7/10/2022,calendar,archived,5265145,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-10-07/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=5pFub6u%2B%2BszvXztsTS%2ByVzmoRgs%3D&Expires=1702607614
Tasmania,7/10/2022,reviews,archived,36728346,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-10-07/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=iJdb19%2Bu0w6KaSi8frYUgdFu13w%3D&Expires=1702607614
Tasmania,7/10/2022,listingssummary,archived,288249,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-10-07/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=gazqIc9t7c%2BnXXMQcM7RMAcWCQQ%3D&Expires=1702607614
Tasmania,7/09/2022,listings,archived,3990268,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-09-07/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=aWwwDchQxqOkEnWG8ox8UeT3BhU%3D&Expires=1702607615
Tasmania,7/09/2022,calendar,archived,5345650,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-09-07/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=%2FPXGbBrWuRNjiVaTvOPTz6TSsAs%3D&Expires=1702607615
Tasmania,7/09/2022,reviews,archived,37712297,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-09-07/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=PqNghyP6%2FUY0Ezpu1%2BQpa15RdLY%3D&Expires=1702607615
Tasmania,7/09/2022,listingssummary,archived,293504,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-09-07/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=%2BDbhzJ2B913y3dhuJkYE%2FO%2F%2FaX8%3D&Expires=1702607615
Tasmania,3/08/2022,listings,archived,3939019,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-08-03/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=GlsI0JBDYPamY4VgxaoJFJSbOLM%3D&Expires=1702607616
Tasmania,3/08/2022,calendar,archived,5234939,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-08-03/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=wACv8%2FPFAEbxbHy%2BcYuuyFtdoRI%3D&Expires=1702607616
Tasmania,3/08/2022,reviews,archived,37059498,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/tas/tasmania/2022-08-03/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=OnME9fKohiFKQfnq6ZHyaUvEiPE%3D&Expires=1702607616
