LGA_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
LGA58890,0,9,3,15,0,18,0,23,0,19,0,24,5,27,12,46,0,44,3,55,11,61,8,85,8,47,3,59,0,23,5,30,0,9,3,13,29,274,42,343,0,13,0,18,0,8,0,8,0,23,9,33,0,28,8,38,16,41,7,60,13,46,5,59,7,40,6,55,3,13,4,19,0,6,0,8,37,221,37,300,0,26,5,29,0,27,0,32,0,45,8,58,3,56,21,85,20,89,10,123,22,106,14,149,14,86,3,105,3,39,8,46,0,18,4,24,67,491,82,636
LGA59030,0,0,0,0,0,0,0,0,0,7,3,11,0,19,0,19,3,9,0,10,4,22,0,22,0,19,0,24,4,5,0,13,0,4,0,3,7,83,12,102,0,3,0,0,0,4,0,4,0,11,3,18,0,7,3,11,4,3,0,8,7,15,0,24,0,7,0,13,3,5,0,10,0,6,0,4,19,72,12,102,0,6,0,4,0,9,0,9,3,19,11,32,0,23,5,30,6,17,0,24,9,38,0,46,0,32,3,38,3,13,5,19,0,8,3,6,28,157,22,203
LGA59100,0,7,0,9,0,14,5,20,4,31,5,37,3,24,4,30,7,36,6,43,10,49,13,69,7,33,11,53,0,24,5,23,0,6,0,4,37,212,45,294,0,6,0,14,0,9,3,13,4,27,3,34,9,28,7,38,5,27,8,37,14,39,15,61,6,24,0,25,4,21,7,29,0,9,4,10,38,185,42,263,3,12,4,23,0,23,10,31,10,56,8,75,11,49,11,67,15,59,15,86,17,83,25,123,11,55,12,81,4,47,6,57,0,13,3,18,72,391,91,552
LGA59170,0,18,0,17,0,17,6,22,4,39,6,53,6,66,11,85,5,50,9,63,10,52,3,72,3,42,8,54,0,28,3,38,0,4,0,13,34,330,50,408,0,11,0,13,0,10,3,12,8,46,5,56,9,57,4,64,9,45,5,58,12,59,11,84,9,33,9,54,3,28,5,33,0,10,0,9,43,299,50,389,0,28,3,37,0,28,9,34,7,87,11,106,12,120,19,152,13,97,12,121,19,118,11,154,18,78,19,111,3,55,12,65,0,11,3,17,77,630,99,803
LGA59250,0,12,7,16,3,23,15,35,7,40,33,73,0,33,29,59,6,29,22,57,0,17,7,30,0,12,7,22,0,0,0,8,0,0,0,0,14,176,112,303,0,3,5,5,0,8,0,11,0,19,10,31,4,13,9,34,3,17,8,31,0,14,0,12,0,10,6,16,0,0,0,6,0,0,0,0,11,91,37,140,0,17,11,24,3,32,12,46,6,62,39,108,9,47,43,95,4,53,27,88,0,30,15,42,0,25,9,39,6,4,0,13,0,0,0,0,23,271,155,452
LGA59310,0,16,4,22,0,27,6,35,0,72,11,86,12,65,9,79,11,67,10,82,11,87,11,106,13,85,6,104,5,35,5,45,0,5,0,11,45,467,56,569,0,17,0,18,0,24,5,26,0,59,4,64,10,67,7,82,10,53,5,64,18,66,8,92,15,63,7,91,6,21,0,33,0,9,0,9,62,390,35,486,0,37,4,39,0,52,6,58,0,134,14,149,23,132,16,166,20,120,17,149,24,157,19,201,30,149,18,191,8,63,7,75,0,19,0,20,105,855,91,1058
LGA59320,0,7,0,10,0,10,0,8,3,15,4,27,6,12,5,20,7,23,0,29,7,40,5,51,0,28,3,34,0,9,0,15,0,0,0,4,20,141,22,187,0,4,0,8,0,4,0,4,0,18,0,17,7,19,4,27,4,18,0,25,7,20,0,35,0,20,3,32,0,4,5,13,0,5,0,5,25,127,21,167,0,11,0,15,0,14,0,17,5,34,6,43,10,38,9,49,9,39,3,52,15,58,4,84,4,52,6,61,0,16,9,22,0,6,0,3,49,268,40,357
LGA59330,0,5,0,4,0,8,0,7,0,17,0,16,4,17,0,26,4,28,0,36,8,33,0,40,3,30,0,45,5,24,4,35,0,3,0,3,25,165,21,216,0,7,0,5,0,8,3,9,0,20,4,28,0,19,0,23,3,13,4,24,6,17,3,34,5,26,5,43,0,25,0,31,0,0,3,6,25,142,27,194,0,12,0,14,0,12,3,15,5,39,5,47,4,32,4,45,10,42,3,58,15,56,4,78,7,60,14,82,7,52,8,65,0,4,4,9,53,309,49,409
LGA59340,10,143,39,197,13,159,49,217,29,463,112,600,34,404,100,536,26,370,113,507,19,343,84,452,21,178,55,256,0,56,17,80,0,4,0,7,151,2125,563,2836,15,153,42,204,28,171,45,241,50,523,129,706,50,424,94,568,62,358,92,523,49,320,70,440,13,120,33,166,5,40,15,62,0,9,5,17,270,2115,529,2921,24,298,79,397,44,327,91,464,77,983,240,1302,88,822,193,1102,94,737,204,1030,68,663,159,889,36,297,89,418,9,98,33,136,0,15,12,25,430,4239,1090,5761
LGA59350,0,0,0,0,0,12,13,30,0,39,44,85,0,14,20,34,4,16,19,32,0,12,11,19,0,9,6,16,0,6,0,4,0,0,0,0,7,97,121,224,0,0,0,6,0,4,5,6,0,11,6,17,0,5,9,8,0,14,7,19,4,6,4,14,0,8,0,5,0,6,0,4,0,0,0,4,5,50,28,86,0,0,0,9,0,14,18,31,3,48,52,106,0,17,28,46,3,24,21,52,4,13,15,33,0,11,7,25,0,7,4,7,0,0,0,4,13,147,147,313
LGA59360,0,12,0,9,4,21,11,33,0,83,33,117,8,75,36,111,9,89,35,137,10,105,29,143,5,60,12,77,4,19,6,29,0,6,0,9,39,470,168,671,0,0,0,0,0,14,0,18,5,50,12,66,0,46,11,55,10,67,14,93,6,57,3,73,7,37,7,52,0,15,0,21,0,8,3,9,36,294,51,388,0,15,0,18,0,33,11,46,8,130,52,187,6,120,38,169,20,160,44,222,20,161,35,215,16,97,22,127,8,39,9,50,3,14,7,21,73,772,217,1055
LGA59370,7,56,10,74,0,40,5,43,7,104,18,125,24,113,16,153,26,135,27,186,48,232,33,314,30,289,30,355,15,152,18,188,0,38,13,52,155,1165,171,1487,4,49,0,54,7,34,8,45,12,96,17,121,28,137,13,176,50,132,16,197,74,218,22,311,59,256,15,331,14,133,33,179,4,49,4,54,242,1107,132,1476,11,106,13,129,4,79,13,88,19,200,27,249,50,250,25,327,71,273,42,385,120,448,55,624,87,545,46,680,28,292,57,369,7,83,18,108,393,2269,298,2964
LGA59499,12,65,44,118,14,157,133,295,27,402,391,822,38,359,531,926,36,297,514,842,29,303,331,667,25,269,152,444,3,64,48,118,0,7,9,14,175,1922,2149,4247,12,74,60,147,12,141,103,256,21,404,266,692,55,277,284,613,38,213,219,468,43,278,160,477,24,197,95,316,0,23,14,38,0,5,12,16,205,1613,1215,3030,22,137,104,261,24,297,237,562,51,803,659,1512,88,637,809,1543,67,508,737,1313,70,578,493,1144,50,467,243,758,5,92,61,155,0,12,23,30,380,3536,3360,7285
LGA59799,0,3,7,7,0,9,13,25,0,54,44,99,6,82,71,157,0,54,46,103,0,30,20,55,0,6,4,14,0,0,0,0,0,0,0,0,15,243,202,455,0,0,0,3,0,5,5,11,0,8,3,14,0,9,3,11,0,5,8,9,0,5,0,3,0,5,0,4,0,0,0,0,0,0,0,0,0,39,19,61,0,5,3,6,0,15,15,31,0,67,46,116,6,90,80,170,0,61,48,109,0,35,21,62,0,9,3,18,0,0,0,0,0,0,0,0,15,280,222,516
