LGA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
LGA55740,0,6,0,0,0,0,0,0,0,7,12,79,7,0,0,0,0,0,0,99,105,162,6,8,17,5,4,5,7,308,5,4,0,0,0,0,0,0,0,9,25,37,0,0,7,5,4,0,0,69,3,10,0,0,0,0,0,0,0,13,210,404,31,39,41,41,13,32,19,840,0,0,0,0,0,0,0,0,0,0,27,28,7,6,8,9,0,0,0,87,23,18,26,4,8,11,9,8,0,99,47,12,87,15,9,14,13,26,3,233,0,0,3,0,0,3,0,0,0,17,6,5,3,0,0,4,0,0,0,17,3,12,0,0,0,0,0,0,0,21,3,6,0,0,5,4,0,4,9,24,457,786,169,85,85,95,51,81,36,1842,0,7,0,0,0,0,0,0,0,6,6,61,0,0,0,0,0,0,0,71,57,176,3,13,25,11,0,6,0,296,3,11,0,3,0,0,0,0,0,17
LGA55810,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,3,5,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,16,3,3,0,7,9,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,9,0,0,0,0,3,0,31,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,28,0,16,5,0,0,0,8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,14,0,25,0,0,0,4,9,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,3,29,0,0,0,9,5,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,4,5,0,0,0,0,0,0,0,10,13,69,0,0,0,0,0,0,0,89,85,168,7,7,12,11,3,0,0,292,0,4,0,3,0,0,0,0,0,10,36,89,4,8,5,0,3,0,4,143,17,23,3,11,9,0,0,0,0,61,273,670,75,75,71,25,31,26,10,1247,0,0,6,0,0,0,0,0,0,4,92,113,81,33,28,18,21,17,4,406,127,92,132,45,31,31,36,22,7,525,364,180,1704,150,126,84,341,217,66,3234,9,7,30,19,8,10,22,34,0,150,19,17,28,15,5,9,35,15,0,142,10,11,10,6,8,4,6,5,0,59,17,11,22,13,3,5,18,13,30,133,1076,1455,2104,378,310,196,508,354,124,6503,6,19,4,0,0,0,0,0,0,32,14,70,5,4,4,0,0,0,0,93,72,227,4,18,15,3,0,0,7,350,0,17,0,0,3,0,0,0,0,25
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,9,19,4,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,41,80,15,4,0,9,6,16,0,180,0,0,0,0,0,0,0,0,0,0,36,19,17,11,6,0,12,6,0,99,42,28,42,16,3,11,10,13,0,161,119,63,812,54,34,29,244,129,35,1516,3,0,15,13,4,5,16,22,3,82,10,7,13,4,0,3,14,12,0,60,3,4,3,0,0,0,3,3,4,19,4,3,20,0,0,3,21,11,10,77,271,236,940,116,58,60,337,206,52,2271,0,8,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,10,16,21,0,7,4,0,0,0,0,44,0,5,0,0,0,0,0,0,0,9
LGA56300,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,11,0,0,5,0,0,5,0,33,0,0,0,0,0,0,0,0,0,0,4,5,5,0,3,0,0,0,0,16,6,0,0,0,0,0,0,0,0,16,20,3,42,6,0,0,10,13,0,94,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,13,47,23,51,13,7,0,19,29,4,187,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,17,0,10,0,0,3,4,7,0,40,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,7,17,0,0,3,5,12,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,3,31,59,8,11,3,4,5,13,0,126,0,0,0,0,0,0,0,0,0,0,12,3,6,3,0,3,0,4,0,32,17,4,7,4,0,0,0,4,0,41,54,7,161,21,16,15,46,33,5,350,0,0,9,0,0,0,7,0,0,23,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,7,0,4,4,0,0,0,12,3,35,120,96,190,40,21,22,62,71,15,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,16,0,0,3,0,0,0,0,20,0,5,0,0,0,0,0,0,0,5
LGA56580,0,11,0,0,0,0,0,0,0,16,56,357,8,4,0,0,0,0,6,430,266,474,7,10,46,14,5,5,10,840,10,34,0,0,3,3,0,0,0,49,48,89,5,5,10,0,0,0,0,164,11,9,0,0,0,0,0,0,0,22,566,1329,60,75,119,74,27,27,41,2315,0,0,0,0,0,0,0,0,0,0,54,72,20,9,9,16,7,7,0,194,52,29,24,16,17,17,7,9,0,174,75,30,135,45,24,20,16,22,3,371,3,0,4,12,3,0,0,8,0,31,8,3,3,4,6,4,0,0,0,31,15,25,3,0,0,0,0,6,0,46,11,17,7,5,0,3,0,0,10,57,1176,2483,280,183,225,154,59,88,71,4717,3,13,0,0,0,0,0,0,0,17,28,245,5,3,8,0,0,0,4,294,154,420,9,16,66,8,0,4,10,680,12,23,0,0,3,0,0,0,0,40
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,4,0,4,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA56730,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,12,14,17,3,4,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,23,4,3,0,3,0,0,0,0,0,11,22,84,9,10,3,0,3,6,0,152,0,0,0,0,0,0,0,0,0,0,16,5,6,11,0,0,8,0,0,49,17,12,14,10,6,0,10,5,0,79,88,31,373,42,23,29,116,81,9,790,3,0,10,3,3,3,8,13,0,45,5,0,4,6,0,5,11,12,0,51,4,0,0,3,0,0,0,3,0,10,8,0,5,6,0,4,11,4,13,51,184,184,426,94,40,53,161,132,25,1300,0,0,0,0,0,0,0,0,0,3,0,13,0,3,0,0,0,0,0,14,6,43,0,3,6,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,22,18,5,0,0,0,3,0,0,52,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,0,20,6,0,3,0,0,0,0,3,0,17,42,12,73,14,0,3,36,41,11,233,3,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,8,3,4,0,0,0,8,9,6,28,93,39,89,15,5,6,53,61,12,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,5,0,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,24,21,24,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,55,90,5,5,3,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,17,8,5,3,4,0,5,0,0,0,17,15,3,7,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,10,107,151,15,13,15,12,3,8,6,312,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,14,17,0,3,5,0,0,0,0,37,0,0,0,0,0,0,0,0,0,4
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,15,0,13,0,0,0,9,3,4,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,9,17,0,0,0,14,12,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA57080,5,10,0,0,0,0,0,5,0,17,20,283,3,4,7,0,3,3,3,333,254,778,57,44,89,19,20,48,7,1328,5,18,0,0,3,0,0,0,0,35,35,100,10,7,15,4,9,6,0,173,9,20,0,3,3,0,0,0,0,46,473,1706,201,185,218,111,88,137,45,3167,0,0,5,0,0,0,0,0,0,14,78,83,56,24,22,14,10,19,6,317,93,91,125,79,32,26,42,52,6,543,125,86,434,89,51,51,81,90,15,1033,10,5,6,18,6,11,16,22,0,93,13,9,10,5,4,8,9,9,0,69,16,35,3,3,9,5,0,11,4,88,17,20,14,10,7,0,7,16,25,109,1148,3251,931,476,475,255,288,415,110,7351,0,19,0,0,0,0,0,0,0,24,12,191,4,0,9,0,0,0,4,215,135,629,29,75,118,40,10,29,8,1075,0,28,0,3,9,0,0,0,0,40
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,13,0,26,3,0,0,7,6,5,67,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,5,29,5,3,6,12,12,4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,10,12,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,38,42,4,4,6,5,0,11,3,115,0,0,0,0,0,0,0,0,0,0,14,5,5,3,3,0,4,3,3,34,15,8,11,9,0,0,4,3,0,48,79,13,134,19,11,12,46,57,6,375,0,4,4,0,4,0,3,13,0,25,5,0,3,5,0,3,9,9,0,30,0,0,0,0,0,0,0,5,0,4,4,0,3,3,0,0,0,5,5,27,167,79,170,45,23,22,74,100,20,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
LGA57280,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,11,24,40,14,0,7,0,5,0,0,90,0,0,0,0,0,0,0,0,0,5,8,14,0,0,3,0,3,0,0,31,7,4,3,0,0,0,0,0,0,11,43,143,61,13,17,6,17,18,4,313,0,0,5,0,0,0,0,0,0,4,33,32,35,14,7,3,11,12,0,144,36,25,75,18,14,3,26,12,6,212,128,74,1191,26,46,25,268,117,62,1947,7,0,18,5,6,5,12,5,0,59,8,7,16,0,8,0,18,10,0,64,0,0,16,0,0,0,4,7,0,29,4,0,13,0,0,3,21,11,20,79,305,344,1447,82,108,46,380,203,86,2999,0,4,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,4,17,59,3,8,4,3,0,0,0,94,0,3,0,0,0,0,0,0,0,9
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,15,0,19,0,0,0,6,6,0,54,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,18,8,0,0,7,6,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,3,4,0,0,7,3,0,48,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,4,3,4,0,0,0,3,0,3,22,24,7,94,4,0,0,40,16,6,188,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,21,74,32,110,8,7,3,62,22,14,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA57490,4,7,0,0,0,0,0,0,0,20,15,80,0,7,3,0,0,0,0,106,195,274,39,24,42,16,25,14,3,621,3,14,0,3,0,0,3,0,0,29,44,121,14,26,16,0,4,6,0,231,26,43,12,15,8,0,0,0,0,109,483,1231,271,232,150,84,127,96,26,2693,3,0,5,0,0,3,0,3,0,23,262,235,301,126,81,40,91,62,23,1214,415,344,524,262,129,85,180,107,25,2070,1066,487,6634,760,429,295,1527,1101,250,12552,44,16,130,76,23,59,137,171,4,655,65,33,111,46,21,31,111,74,4,501,38,41,50,18,17,3,33,23,5,227,42,39,114,48,28,21,88,77,72,521,2700,2975,8202,1626,939,647,2324,1739,420,21571,4,45,0,4,8,0,0,0,0,60,6,66,0,4,3,4,0,0,0,84,105,436,24,61,61,10,4,15,11,716,0,36,0,3,5,0,0,4,0,53
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
