"Table_Number","Year","Measure","Indigenous_Status","Remoteness","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Social and Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.8","..","3.1","..","6.2","11.1","..","na","","2.0"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","96.8","..","86.8","..","81.7","85.5","..","na","","89.7"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.4","..","7.3","..","10.0","18.7","..","na","","3.9"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Social connection","","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.3","..","4.3","..","6.2","11.1","..","na","","2.2"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing","","","","AIHW (unpublished) National Social Housing Survey","%","97.3","..","94.4","..","97.7","95.0","..","na","","96.3"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","1.4","..","2.0","..","1.8","5.5","..","na","","1.0"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing","","","RSE","AIHW (unpublished) National Social Housing Survey","%","0.7","..","1.1","..","0.9","3.0","..","na","","0.5"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","97.0","..","95.6","..","96.0","94.7","..","na","","96.3"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","1.5","..","1.8","..","2.4","5.8","..","na","","1.0"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Social connection","","","RSE","AIHW (unpublished) National Social Housing Survey","%","0.8","..","0.9","..","1.3","3.1","..","na","","0.5"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","97.5","..","97.7","..","95.7","98.4","..","na","","97.3"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","1.4","..","1.3","..","2.7","3.1","..","na","","0.9"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","0.7","..","0.7","..","1.4","1.6","..","na","","0.5"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","95.6","..","93.1","..","85.2","89.0","..","na","","93.1"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","1.8","..","2.2","..","4.3","7.7","..","na","","1.3"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","0.9","..","1.2","..","2.6","4.4","..","na","","0.7"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Social and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","95.3","..","94.1","..","86.0","87.1","..","na","","93.4"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Social and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","1.8","..","2.0","..","4.2","8.4","..","na","","1.3"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Social and Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.0","..","1.1","..","2.5","4.9","..","na","","0.7"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","95.7","..","90.8","..","86.1","82.4","..","na","","92.3"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","1.7","..","2.5","..","4.1","9.4","..","na","","1.4"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Social connection","","","RSE","AIHW (unpublished) National Social Housing Survey","%","0.9","..","1.4","..","2.4","5.8","..","na","","0.8"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Wellbeing","Enjoy better health","","","AIHW (unpublished) National Social Housing Survey","%","89.0","..","81.8","..","88.8","79.4","..","na","","86.3"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Wellbeing","Enjoy better health","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.7","..","3.5","..","4.1","12.0","..","na","","1.9"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Wellbeing","Enjoy better health","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.6","..","2.2","..","2.4","7.7","..","na","","1.1"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Wellbeing","Feel more settled","","","AIHW (unpublished) National Social Housing Survey","%","96.4","..","91.5","..","96.6","94.9","..","na","","94.7"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Wellbeing","Feel more settled","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","1.6","..","2.4","..","2.2","5.6","..","na","","1.2"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Wellbeing","Feel more settled","","RSE","AIHW (unpublished) National Social Housing Survey","%","0.9","..","1.4","..","1.2","3.0","..","na","","0.7"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Wellbeing","Feel more able to cope with life events","","","AIHW (unpublished) National Social Housing Survey","%","94.2","..","88.2","..","93.6","83.7","..","na","","91.8"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Wellbeing","Feel more able to cope with life events","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.0","..","2.8","..","3.2","10.3","..","na","","1.5"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Wellbeing","Feel more able to cope with life events","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.1","..","1.6","..","1.7","6.3","..","na","","0.8"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Social connection","Feel part of the local community","","","AIHW (unpublished) National Social Housing Survey","%","90.3","..","85.3","..","88.8","84.9","..","na","","88.3"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Social connection","Feel part of the local community","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.5","..","3.1","..","4.1","10.3","..","na","","1.8"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Social connection","Feel part of the local community","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.4","..","1.8","..","2.4","6.2","..","na","","1.0"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Social connection","Able to continue living in this area","","","AIHW (unpublished) National Social Housing Survey","%","93.1","..","92.7","..","94.5","92.7","..","na","","93.1"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Social connection","Able to continue living in this area","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.2","..","2.3","..","2.8","6.9","..","na","","1.4"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Social connection","Able to continue living in this area","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.2","..","1.2","..","1.5","3.8","..","na","","0.8"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Able to manage rent/money better","","","AIHW (unpublished) National Social Housing Survey","%","93.6","..","95.2","..","93.6","98.3","..","na","","94.3"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Able to manage rent/money better","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.1","..","1.9","..","3.2","3.4","..","na","","1.3"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Able to manage rent/money better","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.1","..","1.0","..","1.7","1.7","..","na","","0.7"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Feel more able to improve job situation","","","AIHW (unpublished) National Social Housing Survey","%","80.4","..","74.2","..","73.6","77.0","..","na","","77.3"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Feel more able to improve job situation","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.3","..","4.9","..","7.3","17.7","..","na","","3.0"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Feel more able to improve job situation","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.8","..","3.3","..","5.1","11.7","..","na","","1.9"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Feel more able to start or continue education/training","","","AIHW (unpublished) National Social Housing Survey","%","87.4","..","84.7","..","75.7","69.3","..","na","","84.8"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Feel more able to start or continue education/training","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.6","..","3.9","..","7.2","19.0","..","na","","2.5"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Feel more able to start or continue education/training","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.1","..","2.4","..","4.9","13.9","..","na","","1.5"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Have better access to services","","","AIHW (unpublished) National Social Housing Survey","%","91.1","..","80.6","..","89.4","90.7","..","na","","87.3"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Have better access to services","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.5","..","3.5","..","4.2","7.8","..","na","","1.9"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Have better access to services","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.4","..","2.2","..","2.4","4.4","..","na","","1.1"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Have better access to public transport","","","AIHW (unpublished) National Social Housing Survey","%","87.0","..","53.0","..","90.2","96.2","..","na","","75.7"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Have better access to public transport","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.0","..","4.7","..","4.2","5.2","..","na","","2.5"
"18A.53","2018","Self-reported benefits of living in social housing - SOMIH","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","All households","Economic participation","Have better access to public transport","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.8","..","4.5","..","2.4","2.8","..","na","","1.7"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing","","","","AIHW (unpublished) National Social Housing Survey","%","90.5","97.9","92.6","88.3","90.4","95.4","98.4","na","","92.1"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","6.5","4.1","4.9","11.6","5.0","5.1","3.0","na","","3.5"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing","","","RSE","AIHW (unpublished) National Social Housing Survey","%","3.7","2.1","2.7","6.7","2.8","2.7","1.6","na","","1.9"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","95.3","94.2","88.1","84.1","87.9","90.5","96.8","na","","92.6"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.2","6.6","6.1","13.4","5.6","7.3","4.4","na","","2.7"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Social connection","","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.2","3.6","3.5","8.1","3.3","4.1","2.3","na","","1.5"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","95.7","94.4","92.0","94.3","91.0","92.9","93.5","na","","94.3"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.1","6.2","5.0","7.5","4.8","6.1","6.1","na","","2.5"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.2","3.3","2.8","4.0","2.7","3.4","3.3","na","","1.3"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","84.7","92.3","81.8","80.2","81.6","82.9","89.2","na","","84.8"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","7.7","7.3","7.1","13.1","6.4","8.7","7.6","na","","4.2"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","4.6","4.0","4.4","8.3","4.0","5.3","4.3","na","","2.5"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Social and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","84.8","80.2","78.8","79.6","74.9","77.5","79.1","na","","81.5"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Social and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","7.1","10.7","7.5","13.3","7.2","9.9","9.8","na","","4.2"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Social and Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","4.3","6.8","4.8","8.5","4.9","6.5","6.3","na","","2.6"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","80.7","85.8","82.2","74.4","78.7","78.5","87.9","na","","81.0"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","8.4","9.3","7.0","15.0","6.9","9.5","7.9","na","","4.7"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Social connection","","","RSE","AIHW (unpublished) National Social Housing Survey","%","5.3","5.5","4.3","10.3","4.4","6.2","4.6","na","","3.0"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing","","","","AIHW (unpublished) National Social Housing Survey","%","94.2","97.4","92.9","95.1","95.9","96.1","91.1","na","","95.0"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.7","2.2","2.5","3.0","1.6","2.2","4.2","na","","1.4"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing","","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.4","1.1","1.4","1.6","0.9","1.2","2.3","na","","0.7"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","93.0","94.7","91.6","93.8","94.5","92.1","90.9","na","","93.3"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.8","3.1","2.7","3.5","1.9","3.2","4.3","na","","1.5"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Social connection","","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.5","1.6","1.5","1.9","1.0","1.8","2.4","na","","0.8"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","95.4","95.5","96.8","96.0","96.0","96.0","91.6","na","","95.7"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.2","2.7","1.7","2.6","1.6","2.2","4.1","na","","1.2"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.2","1.5","0.9","1.4","0.8","1.2","2.3","na","","0.6"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","82.7","91.5","85.1","83.2","85.3","87.2","82.6","na","","85.0"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.1","3.6","3.3","4.9","2.8","3.7","5.5","na","","2.1"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.5","2.0","2.0","3.0","1.7","2.2","3.4","na","","1.3"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Social and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","83.3","88.4","85.1","86.7","83.9","82.2","79.0","na","","84.5"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Social and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.9","4.1","3.3","4.4","3.0","4.4","5.9","na","","2.0"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Social and Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.4","2.4","2.0","2.6","1.8","2.7","3.8","na","","1.2"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","81.4","89.3","84.4","81.1","83.8","81.4","79.1","na","","83.2"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.2","4.0","3.4","5.2","3.0","4.4","5.8","na","","2.2"
"18A.54","2021","Self-reported benefits of living in social housing - Community housing","All people","All areas","Community housing","","Community housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing and Social connection","","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.6","2.3","2.1","3.2","1.8","2.7","3.8","na","","1.3"
