Table_Number,Year,Measure,Age,Indigenous_Status,Remoteness,Service_Type,Client_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
19A.29,2020-21,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,No income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,8.0,13.2,4.5,3.9,5.1,4.3,9.7,7.5,6.6
19A.29,2020-21,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Awaiting benefit,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.4,1.8,3.6,2.5,2.1,4.3,0.0,1.3,2.6
19A.29,2020-21,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Government pension/allowance,,AIHW (unpublished) Specialist Homelessness Services Collection,%,83.6,78.4,89.4,90.7,89.8,82.6,74.2,86.0,86.1
19A.29,2020-21,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Employee/business income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.8,6.6,2.5,2.5,3.0,8.7,16.1,5.3,4.6
19A.29,2020-21,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Other,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2
19A.29,2020-21,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Total with an income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,92.0,86.8,95.5,96.1,94.9,95.7,90.3,92.5,93.4
19A.29,2020-21,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,1016.0,206.0,580.0,422.0,248.0,23.0,33.0,245.0,2704.0
19A.29,2019-20,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,No income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,13.8,9.7,7.9,11.3,17.5,20.4,14.6,8.7,11.7
19A.29,2019-20,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Awaiting benefit,,AIHW (unpublished) Specialist Homelessness Services Collection,%,8.6,10.1,5.0,3.0,3.6,7.4,7.3,5.9,6.1
19A.29,2019-20,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Government pension/allowance,,AIHW (unpublished) Specialist Homelessness Services Collection,%,72.3,74.0,83.5,82.8,75.8,64.8,70.7,80.1,77.6
19A.29,2019-20,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Employee/business income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.2,6.2,3.3,2.0,2.7,7.4,7.3,5.2,4.2
19A.29,2019-20,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Other,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.2,0.0,0.3,0.9,0.4,0.0,0.0,0.0,0.3
19A.29,2019-20,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Total with an income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,86.2,90.3,92.1,88.7,82.5,79.6,85.4,91.3,88.3
19A.29,2019-20,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,No income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,8.7,6.2,4.5,5.3,11.7,9.3,7.3,5.6,6.9
19A.29,2019-20,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Awaiting benefit,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.0,4.0,3.4,2.5,0.4,7.4,2.4,3.5,3.3
19A.29,2019-20,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Government pension/allowance,,AIHW (unpublished) Specialist Homelessness Services Collection,%,81.3,81.5,87.3,89.0,84.3,77.8,68.3,83.3,84.2
19A.29,2019-20,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Employee/business income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.8,7.9,4.5,2.7,3.6,5.6,22.0,7.7,5.3
19A.29,2019-20,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Other,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.2,0.4,0.3,0.5,0.0,0.0,0.0,0.0,0.3
19A.29,2019-20,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Total with an income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,91.3,93.8,95.5,94.7,88.3,90.7,92.7,94.4,93.1
19A.29,2019-20,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,1230.0,276.0,788.0,580.0,235.0,55.0,46.0,307.0,3402.0
19A.29,2018-19,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,No income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,13.4,12.5,6.6,9.1,5.0,12.5,30.8,12.0,10.6
19A.29,2018-19,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Awaiting benefit,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.7,5.4,6.8,4.5,5.7,6.3,2.6,4.5,6.4
19A.29,2018-19,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Government pension/allowance,,AIHW (unpublished) Specialist Homelessness Services Collection,%,72.7,75.9,83.0,84.3,89.3,81.3,64.1,77.7,78.6
19A.29,2018-19,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Employee/business income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,6.0,6.2,3.6,2.0,0.0,0.0,2.6,5.5,4.3
19A.29,2018-19,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Other,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.3,0.0,0.1,0.2,0.0,0.0,0.0,0.3,0.2
19A.29,2018-19,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Total with an income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,86.6,87.5,93.4,90.9,95.0,87.5,69.2,88.0,89.4
19A.29,2018-19,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,No income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.6,7.4,4.9,3.8,5.7,4.7,17.9,7.9,6.4
19A.29,2018-19,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Awaiting benefit,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.8,2.7,3.6,2.3,0.0,4.7,7.7,2.1,3.5
19A.29,2018-19,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Government pension/allowance,,AIHW (unpublished) Specialist Homelessness Services Collection,%,79.2,83.3,86.8,92.2,93.1,90.6,66.7,85.6,84.7
19A.29,2018-19,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Employee/business income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,8.1,6.6,4.7,1.3,1.3,0.0,7.7,4.5,5.2
19A.29,2018-19,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Other,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2
19A.29,2018-19,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Total with an income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,92.4,92.6,95.1,96.2,94.3,95.3,82.1,92.1,93.6
19A.29,2018-19,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,1205.0,290.0,898.0,623.0,169.0,66.0,39.0,312.0,3489.0
19A.29,2017-18,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,No income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,16.5,9.1,6.1,8.2,8.6,5.7,12.8,12.1,10.9
19A.29,2017-18,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Awaiting benefit,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.3,7.1,3.5,4.4,3.0,9.4,7.7,5.0,5.5
19A.29,2017-18,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Government pension/allowance,,AIHW (unpublished) Specialist Homelessness Services Collection,%,72.0,74.6,88.3,84.7,83.8,75.5,76.9,79.3,79.8
19A.29,2017-18,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Employee/business income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.0,7.9,1.9,2.4,4.1,7.5,2.6,2.5,3.5
19A.29,2017-18,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Other,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.2,1.2,0.2,0.4,0.5,1.9,0.0,1.1,0.4
19A.29,2017-18,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Total with an income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,83.5,90.9,93.9,91.8,91.4,94.3,87.2,87.9,89.1
19A.29,2017-18,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,No income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,9.2,5.6,3.1,6.6,7.1,1.9,12.8,8.6,6.7
19A.29,2017-18,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Awaiting benefit,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.4,2.4,1.9,1.4,0.0,3.8,2.6,3.2,2.8
19A.29,2017-18,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Government pension/allowance,,AIHW (unpublished) Specialist Homelessness Services Collection,%,81.2,82.9,91.4,89.5,88.3,86.8,74.4,82.1,85.7
19A.29,2017-18,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Employee/business income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.2,8.7,3.5,2.4,4.1,5.7,10.3,6.1,4.7
19A.29,2017-18,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Other,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.0,0.4,0.1,0.2,0.5,1.9,0.0,0.0,0.2
19A.29,2017-18,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Total with an income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,90.8,94.4,96.9,93.4,92.9,98.1,87.2,91.4,93.3
19A.29,2017-18,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,1155.0,295.0,935.0,530.0,206.0,54.0,40.0,316.0,3388.0
19A.29,2016-17,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,No income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,14.3,11.6,5.6,7.9,10.5,11.5,8.3,11.7,10.0
19A.29,2016-17,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Awaiting benefit,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.5,7.9,3.8,4.8,3.4,11.5,6.3,5.0,5.7
19A.29,2016-17,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Government pension/allowance,,AIHW (unpublished) Specialist Homelessness Services Collection,%,74.8,76.0,88.6,86.3,85.0,73.8,76.8,79.1,81.5
19A.29,2016-17,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Employee/business income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.3,3.8,1.8,0.6,1.1,3.3,8.7,4.3,2.5
19A.29,2016-17,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Other,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.2,0.8,0.2,0.4,0.0,0.0,0.0,0.0,0.2
19A.29,2016-17,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income before support,Total with an income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,85.7,88.4,94.4,92.1,89.5,88.5,91.7,88.3,90.0
19A.29,2016-17,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,No income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,8.7,5.3,3.7,5.8,6.0,6.6,8.9,5.9,6.2
19A.29,2016-17,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Awaiting benefit,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.5,4.9,2.4,3.1,0.0,6.6,0.0,1.8,3.0
19A.29,2016-17,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Government pension/allowance,,AIHW (unpublished) Specialist Homelessness Services Collection,%,83.1,84.2,91.6,89.9,91.7,85.2,74.3,86.2,87.1
19A.29,2016-17,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Employee/business income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.6,4.9,2.1,1.1,1.7,1.6,16.8,6.0,3.5
19A.29,2016-17,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Other,,AIHW (unpublished) Specialist Homelessness Services Collection,%,0.2,0.8,0.1,0.0,0.5,0.0,0.0,0.0,0.2
19A.29,2016-17,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Source of income after support,Total with an income,,AIHW (unpublished) Specialist Homelessness Services Collection,%,91.3,94.7,96.3,94.2,94.0,93.4,91.1,94.1,93.8
19A.29,2016-17,Achievement of income on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Income assistance,Aboriginal and Torres Strait Islander people,,Clients who needed income assistance,15+ years old,Aboriginal and Torres Strait Islander clients,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,1164.0,306.0,1089.0,557.0,203.0,61.0,56.0,291.0,3540.0
19A.30,2020-21,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,50605.0,80647.0,29924.0,19519.0,14577.0,4360.0,2345.0,7195.0,207463.0
19A.30,2020-21,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,50.7,58.3,44.0,57.7,48.2,40.1,43.2,61.3,52.9
19A.30,2020-21,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,64.5,65.0,58.2,63.8,67.9,56.4,55.8,62.9,63.7
19A.30,2020-21,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,15597.0,8398.0,11277.0,10572.0,4121.0,666.0,371.0,6302.0,58070.0
19A.30,2020-21,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,46.4,54.1,40.5,59.4,41.0,33.1,35.6,63.0,50.0
19A.30,2020-21,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,60.9,60.7,52.9,65.0,64.6,48.9,45.7,64.0,60.5
19A.30,2020-21,Achievement of independent housing on exit,All ages,All people,All areas,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,All clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,32738.0,39718.0,17872.0,5796.0,5826.0,3567.0,1482.0,1603.0,107261.0
19A.30,2020-21,Achievement of independent housing on exit,All ages,All people,All areas,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,All clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,49.7,52.9,46.8,42.6,41.2,42.2,46.0,55.6,49.5
19A.30,2020-21,Achievement of independent housing on exit,All ages,All people,All areas,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,All clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,65.9,62.0,62.3,52.7,68.0,56.1,58.9,60.0,63.0
19A.30,2020-21,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,Aboriginal and Torres Strait Islander clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,10721.0,4044.0,6239.0,2252.0,1632.0,517.0,238.0,1355.0,26487.0
19A.30,2020-21,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,Aboriginal and Torres Strait Islander clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,47.1,48.1,42.0,34.1,35.6,31.8,38.0,57.7,44.6
19A.30,2020-21,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,Housing/accommodation assistance,Aboriginal and Torres Strait Islander people,,Clients who needed assistance to obtain or maintain independent housing; with independent housing,Aboriginal and Torres Strait Islander clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,63.2,57.6,56.8,46.3,65.3,46.6,49.2,61.4,59.3
19A.30,2019-20,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,51359.0,91157.0,33161.0,20740.0,13661.0,4557.0,2438.0,7618.0,222647.0
19A.30,2019-20,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,51.2,59.6,44.7,57.2,49.6,39.1,42.8,61.6,53.9
19A.30,2019-20,Achievement of independent housing on exit,All ages,All people,All areas,,,,Clients with independent housing,All clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,65.9,65.9,59.6,63.5,70.4,59.0,63.3,63.2,64.8
19A.30,2019-20,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,15528.0,8480.0,11984.0,10654.0,3666.0,720.0,359.0,6594.0,59050.0
19A.30,2019-20,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,Before support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,49.2,51.6,44.9,59.4,41.1,33.1,35.6,62.7,51.4
19A.30,2019-20,Achievement of independent housing on exit,All ages,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Clients with independent housing,Aboriginal and Torres Strait Islander clients,After support,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,63.6,60.5,57.9,63.3,65.5,56.2,55.9,64.3,62.2
