UCL_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL521047,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,9,0,0,9,10,0,3,0,13,0,0,0,13,4,0,16,9,0,0,0,9,0,0,0,9,0,0,9,0,0,7,0,7,0,0,0,7,0,0,7,20,8,3,0,37,0,0,0,37,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,3,0,37,0,0,0,37,4,0,33,15,3,0,0,10,3,0,3,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,32,11,3,0,46,3,0,3,49,4,0,54
UCL521048,0,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0,13,0,0,13,9,0,0,0,16,0,0,0,16,0,0,16,4,0,0,0,4,0,0,0,4,3,0,8,3,0,0,0,3,0,0,0,3,0,0,3,23,0,0,0,29,0,0,0,29,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,29,0,0,0,29,0,0,0,29,3,0,30,11,0,4,0,15,3,0,3,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,39,0,4,0,46,3,0,3,52,3,0,56
UCL521049,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,5,5,0,0,0,11,6,0,6,10,0,0,12,3,4,0,0,3,3,0,6,12,50,0,56,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,9,9,0,6,24,51,0,67
UCL521050,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,20,28,6,0,0,36,0,0,0,36,0,0,36,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,50,6,0,0,60,0,0,0,60,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,4,0,4,4,0,0,4,50,6,0,0,60,4,0,4,58,0,0,63,7,3,0,3,18,0,0,0,18,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,56,12,0,3,70,4,0,4,75,6,0,79
UCL521051,0,0,0,0,0,0,0,3,33,4,0,0,36,0,0,0,36,3,0,40,13,5,0,0,15,0,0,0,15,4,0,16,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,4,4,0,57,0,0,0,57,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,51,4,4,0,55,0,0,0,55,5,0,68,22,3,0,0,26,0,0,0,34,23,0,53,0,0,0,0,0,0,0,0,0,0,0,0,78,8,4,0,88,0,0,0,91,24,0,120
UCL521052,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,5,0,20,15,6,0,0,24,0,0,0,24,0,0,27,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,36,6,0,3,49,0,0,0,49,7,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6,36,6,0,3,49,0,0,0,49,9,0,54,9,3,0,0,8,0,0,0,8,27,0,35,0,0,0,0,0,0,0,0,0,0,8,8,42,7,0,3,52,0,0,0,52,32,8,94
UCL522001,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,5,0,0,5,0,0,0,0,4,4,0,4,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,12,5,0,17,0,0,0,0,0,15,0,15,15,0,0,15,4,3,0,0,7,0,0,0,7,0,0,6,4,3,0,0,7,15,0,15,21,0,0,23,10,4,0,0,17,19,0,19,32,10,0,43,0,5,0,0,5,10,0,10,15,35,0,49,0,0,0,0,0,0,0,0,0,0,3,3,10,9,0,0,26,27,0,27,51,41,3,94
UCL522002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,14,0,0,0,14,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,14,0,0,0,14,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,14,0,0,0,14,4,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,16,0,0,0,16,4,0,24
UCL522003,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,9,3,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,10,3,0,0,15,0,0,0,15,9,0,23,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,21,3,0,0,22,0,0,0,22,9,0,30,9,4,0,0,11,5,0,5,17,21,0,36,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,38,5,0,5,40,24,0,68
UCL522004,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,6,0,0,0,9,0,0,0,9,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,10,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,10,4,0,15,0,0,0,0,4,0,0,0,4,30,0,35,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,17,0,0,0,14,32,0,52
UCL522005,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,9,0,13,5,4,0,0,9,0,0,0,9,0,0,11,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,12,0,0,0,12,13,0,24,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,0,0,9,10,4,4,0,12,3,0,9,24,13,0,33,7,6,0,3,14,5,0,5,19,13,0,28,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,3,30,8,0,12,38,29,0,64
UCL522006,0,0,0,0,0,0,0,0,19,0,3,0,26,0,0,0,26,0,0,26,49,0,0,0,48,0,0,0,48,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,3,0,72,0,0,0,72,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,3,0,78,0,0,0,78,3,0,76,8,9,0,0,15,0,0,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,0,89,0,0,0,89,0,0,94
UCL522007,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,9,0,0,7,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,0,0,0,15,0,0,16
UCL522009,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,21,0,0,21,12,0,0,0,12,4,0,4,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,4,39,4,0,4,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,4,39,4,0,4,38,0,0,38,5,7,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,42,7,0,4,49,4,0,4,51,0,0,51
UCL522010,0,0,0,0,0,0,0,0,12,0,0,0,17,0,0,0,17,3,0,17,40,0,0,0,40,0,0,0,40,0,0,40,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,54,0,0,0,54,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,54,0,0,0,54,3,0,59,16,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,69,0,3,0,75,0,0,0,75,3,0,81
UCL522011,0,0,0,0,0,0,0,0,6,0,3,0,6,0,0,0,6,0,0,6,8,3,0,0,12,0,0,0,12,0,0,12,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,21,0,0,0,21,0,0,21,5,0,0,0,5,0,0,0,5,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,0,29,0,0,0,29,4,0,35
UCL522012,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,21,7,3,0,26,0,0,0,26,0,0,26,0,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,27,7,5,0,37,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,4,0,0,0,4,4,0,0,0,4,0,0,4,27,7,5,4,38,0,0,0,38,0,0,38,3,4,0,0,6,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,29,7,5,7,50,0,0,0,50,0,0,48
UCL522013,0,0,0,0,0,0,0,0,17,0,0,0,16,0,0,0,16,0,0,16,17,0,4,0,24,5,0,5,26,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,4,0,49,5,0,5,47,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,4,0,49,5,0,5,47,0,0,52,6,0,0,0,7,0,0,0,7,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,46,3,5,0,56,5,0,5,62,5,0,64
UCL522014,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,14,0,0,0,14,0,0,14,6,0,4,0,12,0,0,0,12,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,28,0,0,0,28,4,0,30
UCL522015,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,11,0,0,0,11,0,0,0,11,0,0,11,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,15
UCL522016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7,0,0,0,7,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,12,6,0,21,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,13,0,0,0,13,0,0,0,13,6,0,17,0,0,0,3,3,6,0,6,8,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,15,6,0,6,20,10,0,33
UCL522017,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,6,0,10,18,0,0,0,21,0,0,0,21,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,22,0,0,3,24,0,0,0,24,10,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,24,0,0,0,24,10,0,39,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,28,0,0,0,28,17,0,45
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16
UCL522020,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,7,0,0,7,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,0,13,0,0,13,4,0,0,0,4,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,0,10,0,8,0,0,17,0,0,0,19,0,0,21,4,0,0,0,3,0,0,0,3,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,21,0,0,0,23,18,0,38
UCL522021,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,21,0,0,0,22,5,0,5,29,0,0,29,0,0,3,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31,3,3,0,32,5,0,5,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,3,0,36,5,0,5,39,0,0,39,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,3,3,0,40,5,0,5,44,0,0,44
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,4,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,6,0,0,0,0,0,6,0,6,6,0,0,6,7,3,0,0,9,6,0,6,17,0,0,17,5,0,0,0,5,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,17,6,0,6,19,0,0,24
UCL522023,0,0,0,0,0,0,0,0,8,4,0,0,13,0,0,0,13,4,0,17,9,0,4,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,0,20,0,0,0,20,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,0,20,0,0,0,20,4,0,29,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4,0,25,0,0,0,25,7,0,33
UCL522024,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,11,0,0,11,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,12,0,0,12
UCL522025,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,10,0,0,10,25,0,0,0,25,0,0,0,25,0,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,0,0,36,0,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,0,0,43,0,0,0,43,0,0,43,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,5,5,41,8,0,0,48,0,0,0,48,0,5,53
UCL522026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,9,0,0,9
UCL522027,0,0,0,0,0,0,0,0,12,0,0,0,12,6,0,6,17,0,0,17,10,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,19,6,0,6,27,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,19,6,0,6,27,3,0,28,13,0,3,0,17,0,0,0,17,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,39,6,0,6,41,6,0,49
UCL522028,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10
UCL522029,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,34,0,0,0,36,0,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,44,0,0,0,46,0,0,0,46,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,46,0,0,0,46,4,0,50,20,4,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,62,4,0,0,65,0,0,0,65,4,0,71
UCL522030,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,5,12,5,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,20,0,0,0,20,0,0,20,17,0,0,0,17,4,0,4,22,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,31,7,0,0,36,4,0,4,39,0,3,46
