LGA_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
LGA56300,11,11,32,64,65,91,34,7,0,309,14,0,14,18,6,50,96,56,11,265,5,0,7,21,8,20,14,12,6,83,24,10,54,97,83,162,146,65,18,662,9,9,39,74,73,77,25,8,0,305,12,5,20,47,45,77,46,9,0,257,0,0,6,11,0,7,7,0,0,34,0,0,0,3,3,3,4,3,0,11,24,14,63,132,123,161,81,16,0,610,0,0,0,4,0,11,0,0,0,15,0,0,0,0,3,5,6,0,0,14,0,3,7,6,5,14,0,0,0,27,25,19,63,136,127,176,84,16,0,642,31,0,22,29,25,82,211,105,22,528,3,0,14,25,24,33,28,25,3,170,59,21,102,189,177,288,329,144,26,1347
LGA56370,5,4,37,29,36,40,9,7,0,163,4,0,4,4,10,6,19,23,14,87,0,0,8,3,11,6,3,4,6,39,7,9,46,39,47,51,36,37,23,289,9,19,59,43,51,51,18,9,0,253,0,0,21,18,16,26,13,0,0,92,0,0,0,0,0,3,0,0,0,9,0,0,0,0,7,0,0,0,0,7,5,15,77,58,74,82,29,7,0,359,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,9,5,19,77,60,78,83,29,7,0,375,4,0,9,6,9,9,40,41,23,149,4,5,14,12,22,13,15,12,11,97,17,24,105,81,109,105,82,62,39,617
LGA56460,68,88,191,223,217,220,67,8,0,1085,104,24,45,37,47,96,156,134,67,707,14,19,29,30,24,16,24,25,34,211,179,131,270,295,281,335,245,172,99,2004,44,113,258,231,306,275,80,12,0,1310,61,51,108,139,123,131,72,13,5,703,8,5,12,15,13,19,13,5,0,84,10,3,10,8,11,0,0,0,0,43,128,174,385,388,443,427,159,25,5,2136,11,12,15,18,18,8,0,0,0,78,11,0,6,4,3,9,3,0,0,42,23,14,20,26,18,14,3,0,0,121,151,190,409,412,459,443,161,25,5,2251,204,37,71,53,83,148,327,244,106,1282,36,33,54,55,55,47,48,45,46,417,387,265,534,526,596,640,537,319,162,3961
LGA56580,349,525,713,1042,1328,935,317,54,7,5273,394,117,135,265,300,473,929,701,366,3681,19,5,25,35,44,32,44,44,51,295,768,649,874,1334,1675,1433,1293,804,426,9254,34,294,977,1292,1769,1199,348,40,3,5958,601,712,400,620,751,677,468,116,9,4355,30,30,77,65,44,52,29,7,0,343,4,6,14,26,20,11,6,3,4,104,666,1038,1478,2004,2595,1943,853,173,19,10762,8,26,31,29,54,25,4,0,0,176,87,38,24,26,25,26,6,0,0,232,96,62,57,53,79,48,7,3,0,410,763,1105,1529,2061,2668,1989,860,175,19,11174,848,257,235,338,398,682,1533,1285,609,6183,28,20,62,71,71,49,86,80,85,543,1639,1382,1826,2464,3139,2722,2478,1540,708,17904
LGA56620,8,15,33,35,45,37,12,0,0,181,53,35,79,59,56,36,20,11,0,344,0,6,13,11,11,15,0,0,0,58,64,59,128,105,111,80,31,10,0,588,0,10,34,34,47,36,17,0,0,176,0,3,16,18,21,8,10,3,0,79,0,4,0,5,0,8,0,0,0,9,0,0,0,3,0,6,0,0,0,13,4,21,47,53,63,58,19,4,0,276,14,10,16,17,7,3,0,0,0,62,0,3,3,6,0,0,0,0,0,14,15,11,17,22,7,3,0,0,0,80,18,33,68,79,70,65,19,4,0,352,106,70,138,121,106,61,33,16,3,654,7,16,35,21,30,32,5,3,0,141,131,118,239,218,206,155,58,21,3,1151
LGA56730,168,183,348,429,556,501,144,15,0,2343,129,41,166,120,150,281,499,297,123,1794,23,28,38,67,67,56,45,49,24,409,320,259,554,619,779,833,693,359,139,4550,96,229,466,501,635,598,165,11,3,2700,169,102,191,235,301,324,133,23,0,1484,11,18,35,45,43,36,22,0,0,198,11,12,13,18,13,5,3,0,0,79,287,358,709,791,985,965,328,33,3,4463,23,14,35,35,31,26,4,0,0,178,27,10,15,11,21,10,7,0,0,107,47,26,54,49,56,37,9,0,0,288,340,382,764,840,1040,1007,335,31,3,4749,274,113,343,283,283,469,955,582,197,3490,57,57,100,127,136,118,106,88,34,838,669,556,1201,1259,1455,1596,1403,707,232,9077
LGA56790,18,41,98,148,164,223,75,10,0,781,16,10,34,44,32,157,335,145,44,818,7,16,19,28,23,62,49,23,5,237,45,66,152,218,223,448,456,174,49,1837,19,49,118,150,176,203,57,14,0,779,31,19,53,90,92,175,79,17,0,549,6,13,36,53,59,84,36,3,0,294,4,0,9,12,13,7,0,0,0,45,54,82,207,299,342,462,179,27,0,1658,8,3,5,0,10,12,0,0,0,39,0,0,6,0,3,0,0,0,0,20,4,7,15,8,17,18,5,0,0,65,61,83,221,299,357,478,182,31,9,1722,42,21,48,51,67,264,675,309,79,1566,23,27,43,52,66,113,119,50,13,499,118,131,310,412,493,856,981,387,93,3785
LGA56860,3,8,7,9,13,18,5,0,0,52,0,0,0,0,5,4,9,4,0,31,0,0,0,0,9,0,10,0,0,27,3,10,7,8,22,24,22,11,0,103,0,9,3,9,13,21,0,0,0,63,4,0,7,0,4,8,5,0,0,23,0,0,4,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,13,12,9,19,28,10,0,0,99,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,6,6,13,9,9,24,31,10,0,0,102,7,3,0,3,5,6,26,10,0,60,4,5,0,4,14,10,11,3,0,57,10,23,14,20,42,43,52,10,4,217
LGA56930,66,37,39,43,76,59,32,3,0,361,103,7,14,20,37,57,55,47,23,364,3,0,0,5,3,5,6,3,0,17,173,52,53,68,119,115,95,56,26,745,0,19,55,58,110,96,41,7,0,380,60,58,23,29,53,44,39,16,7,309,12,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,5,0,6,69,78,87,84,161,143,81,19,7,717,0,0,6,0,0,0,3,0,0,6,24,5,0,0,5,9,0,0,0,31,24,5,6,0,3,6,3,0,0,41,92,79,88,83,167,147,87,19,7,754,134,14,21,21,40,64,85,75,38,496,4,0,0,6,4,4,5,0,3,31,226,97,109,110,212,219,174,98,45,1287
LGA57000,3,18,24,23,28,25,10,0,0,139,0,0,0,0,4,9,16,4,3,46,3,12,9,15,15,14,13,0,0,81,16,24,40,44,45,47,41,9,3,271,10,31,92,81,87,82,21,7,0,408,0,3,16,18,15,21,5,3,0,81,0,0,10,13,13,0,3,0,0,40,0,0,4,0,0,0,0,0,0,3,10,36,117,124,114,110,26,13,0,539,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,10,36,119,121,113,110,26,13,0,542,5,3,7,4,12,12,32,8,5,81,13,16,73,94,67,71,30,3,3,374,26,51,196,221,198,190,81,31,11,1000
LGA57080,471,1297,3236,1606,968,729,216,32,0,8561,279,467,653,422,274,401,680,381,162,3719,92,213,444,309,210,172,178,101,51,1767,834,1973,4339,2338,1445,1305,1078,513,214,14045,69,779,4512,2812,1607,1212,293,29,0,11311,502,1244,1639,739,415,417,267,74,7,5298,45,103,230,181,136,113,25,8,0,847,10,37,119,61,23,17,7,3,0,276,623,2168,6498,3788,2181,1755,596,117,4,17733,5,70,220,141,91,77,20,3,0,632,141,155,120,50,30,29,15,3,0,547,152,222,337,194,125,105,37,8,0,1170,772,2391,6837,3979,2305,1861,633,121,4,18906,544,979,1126,640,457,675,1261,776,279,6746,161,430,1094,815,634,526,388,216,97,4360,1476,3806,9062,5431,3397,3057,2280,1111,382,30011
LGA57140,9,10,32,31,40,48,19,5,0,191,0,4,18,12,14,37,60,44,16,195,0,5,4,0,7,4,3,3,0,24,14,13,48,42,61,88,77,50,15,410,8,19,33,41,40,59,20,3,0,218,12,5,15,15,24,34,13,7,0,134,0,0,3,0,4,4,6,0,0,20,0,0,0,0,0,0,0,0,0,6,21,27,46,58,69,96,39,10,0,375,3,0,3,6,4,3,0,0,0,20,0,0,3,0,3,0,0,0,0,10,3,0,9,3,5,8,0,0,0,34,20,32,60,61,78,101,42,10,0,404,7,5,25,26,23,65,112,75,25,367,0,9,5,3,14,13,3,8,5,56,34,46,87,96,116,179,157,97,26,831
LGA57210,51,56,152,195,264,249,94,9,0,1077,59,24,62,53,76,154,255,117,44,835,14,8,25,26,33,35,28,22,24,218,128,86,236,277,371,436,378,149,67,2130,55,83,189,230,317,258,106,17,0,1250,56,45,96,122,158,181,104,25,4,786,11,6,16,19,35,35,12,3,0,134,3,4,10,5,8,20,8,3,0,57,125,131,315,375,519,491,233,42,0,2235,3,6,3,8,19,14,3,0,0,53,7,4,3,6,4,11,3,0,0,39,13,11,10,14,21,19,4,0,0,85,136,139,322,386,537,518,237,42,0,2325,128,28,102,110,132,267,492,238,75,1569,32,17,34,58,69,74,60,41,37,426,289,189,459,556,736,855,788,325,116,4320
LGA57280,193,284,1129,960,629,424,76,0,0,3700,119,75,248,191,159,221,218,66,21,1328,56,92,296,217,189,136,68,21,0,1073,370,451,1679,1364,976,791,359,89,20,6102,144,396,1838,1802,1392,953,158,4,0,6681,208,99,386,389,212,178,48,0,0,1519,5,31,155,132,107,88,25,0,0,555,8,28,72,63,16,21,0,0,0,212,375,551,2450,2381,1727,1237,235,7,0,8971,28,43,48,33,29,28,5,0,0,219,26,8,21,23,7,12,4,0,0,103,53,57,69,56,44,39,3,5,0,314,423,605,2521,2434,1771,1278,242,8,0,9289,263,126,340,265,249,366,427,154,32,2215,133,211,806,754,672,524,191,45,5,3340,817,940,3672,3460,2688,2164,857,206,35,14833
LGA57350,4,0,26,22,28,36,9,0,0,133,9,0,14,6,9,26,49,31,18,167,0,5,19,11,19,23,18,9,4,107,11,6,55,41,66,85,79,42,22,404,8,3,34,37,45,43,18,5,0,187,7,4,14,9,14,24,13,9,0,85,0,0,8,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,4,7,6,49,47,59,76,30,9,0,290,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,49,46,62,81,31,9,0,296,12,0,12,15,14,39,92,57,29,273,8,9,25,20,45,38,47,13,6,212,23,18,93,76,120,152,171,87,40,779
LGA57420,13,39,114,88,89,88,21,4,0,462,10,13,29,20,24,45,70,57,19,278,4,4,16,11,12,11,9,5,0,77,22,51,165,118,128,152,96,61,19,814,22,76,248,177,242,192,41,4,0,1001,12,13,64,52,43,60,23,12,3,283,0,7,25,23,15,17,3,0,0,92,0,3,12,7,4,6,5,0,0,35,31,100,341,263,306,279,69,13,9,1411,0,3,5,3,6,7,0,0,0,25,0,0,0,0,0,5,0,0,0,10,0,3,6,3,5,10,4,0,0,30,36,102,347,265,309,290,74,13,9,1443,16,14,41,31,44,68,146,95,25,483,3,25,64,43,65,50,21,6,0,279,53,140,455,343,419,414,234,119,30,2206
LGA57490,2637,2986,6546,7067,6979,4580,813,49,5,31659,1421,648,2191,1960,1673,2764,4496,2891,980,19026,177,203,475,372,306,198,232,269,228,2463,4232,3836,9217,9403,8958,7547,5547,3205,1213,53148,949,3110,8170,8751,8967,5841,787,28,0,36603,3059,2200,3524,3867,3519,2854,896,95,0,20015,108,225,887,577,546,580,135,6,3,3069,77,128,309,217,170,111,18,7,8,1038,4186,5660,12888,13421,13203,9385,1838,134,11,60725,274,354,515,423,410,296,36,0,0,2301,761,210,299,279,212,185,63,8,0,2031,1041,569,818,701,629,480,98,12,3,4337,5231,6228,13705,14116,13832,9863,1939,145,18,65062,3133,1073,2810,2528,2463,4350,8051,5438,1676,31528,351,499,1033,830,635,451,435,462,367,5065,8717,7800,17549,17475,16928,14660,10422,6039,2055,101657
LGA57630,0,0,0,3,6,12,4,0,0,18,0,0,0,0,0,16,15,5,0,33,0,0,3,4,7,5,3,0,0,30,0,0,9,5,12,31,21,5,0,75,0,3,6,3,8,17,5,0,0,45,0,0,0,3,0,6,0,0,0,16,0,0,0,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,5,11,10,25,4,0,0,69,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,11,10,26,10,0,0,69,0,0,0,0,0,20,33,16,0,71,0,14,41,23,28,25,9,4,0,138,6,20,46,29,40,73,47,22,0,274
LGA57700,662,679,1913,1797,1572,1038,221,18,3,7895,313,135,561,447,342,537,785,405,129,3653,22,34,84,83,62,59,37,22,13,406,997,844,2561,2320,1974,1636,1035,444,142,11949,287,767,2333,2420,2109,1365,222,10,5,9518,693,461,984,993,796,663,259,36,0,4897,32,44,248,160,117,110,38,3,0,762,27,30,69,56,42,39,13,4,6,294,1041,1304,3636,3634,3070,2179,533,61,3,15470,63,56,62,64,59,37,3,0,0,349,109,31,64,44,32,34,9,0,0,319,169,84,125,107,89,78,15,0,0,661,1208,1390,3761,3743,3165,2254,548,61,3,16136,677,219,739,658,562,851,1445,825,227,6193,62,64,146,147,131,104,71,45,17,779,1941,1669,4653,4552,3853,3208,2066,929,254,23115
LGA57770,11,39,139,89,88,148,22,5,0,548,10,3,34,25,21,126,215,57,7,504,3,12,22,20,22,52,48,21,3,214,23,51,195,141,136,326,286,88,7,1258,7,32,141,103,115,137,26,5,0,571,10,16,50,52,44,58,23,0,0,255,4,8,51,42,52,116,26,3,0,293,4,0,7,3,8,9,3,0,0,34,27,60,254,207,218,322,69,13,0,1160,0,0,3,0,3,6,0,0,0,16,0,0,0,0,0,6,0,0,0,6,0,0,8,5,3,12,0,0,0,26,27,62,257,206,227,337,69,13,0,1186,12,7,38,39,37,185,475,162,9,965,6,22,39,53,60,105,114,48,9,444,43,86,333,298,316,625,659,216,14,2602
LGA57840,621,1396,2729,2326,2184,1776,591,65,7,11690,455,247,365,464,451,844,1710,1184,624,6343,37,66,123,104,81,90,114,124,164,901,1107,1713,3219,2892,2714,2710,2418,1377,790,18936,124,1010,3645,3117,2947,2177,516,50,8,13594,908,1483,1330,1290,1117,1086,737,141,8,8098,55,78,204,188,96,121,53,0,0,788,12,38,76,56,21,27,10,4,3,253,1099,2607,5260,4650,4180,3415,1315,198,12,22738,16,62,134,90,108,94,29,0,0,529,147,123,78,59,41,69,39,7,0,559,168,185,211,152,150,158,63,9,0,1093,1268,2791,5474,4802,4331,3574,1379,200,12,23832,1173,513,613,619,639,1267,3020,2058,985,10898,54,128,277,206,172,171,195,210,240,1649,2495,3437,6368,5628,5142,5007,4595,2467,1234,36376
LGA57910,3116,5644,15614,13881,11307,8046,2265,205,11,60089,2190,867,2462,2814,2348,3835,7962,6394,3292,32172,196,289,853,700,439,352,415,391,283,3918,5501,6799,18930,17393,14099,12227,10636,6988,3594,96174,592,4244,19682,18128,14861,9575,1927,145,5,69163,4170,5411,8315,8105,6315,5467,2679,415,29,40912,172,276,1229,1005,510,604,201,33,0,4045,63,232,580,350,248,142,60,26,7,1708,5004,10160,29807,27592,21939,15791,4867,621,45,115822,150,311,638,603,593,444,69,3,0,2813,849,377,460,410,300,323,105,16,0,2834,998,688,1104,1015,893,758,169,18,0,5642,6000,10852,30906,28601,22829,16550,5039,634,46,121464,4826,1734,3524,3883,3661,6230,13771,11102,5279,54011,370,600,1715,1451,986,724,727,675,460,7699,11202,13177,36149,33938,27481,23505,19530,12409,5785,183170
LGA57980,202,477,1188,978,914,713,270,41,4,4790,159,65,131,229,160,276,642,543,232,2437,11,24,68,75,48,35,40,45,47,384,373,561,1383,1283,1116,1025,950,631,278,7609,22,294,1607,1324,1210,789,232,22,0,5500,331,450,471,527,477,500,328,74,3,3154,14,27,81,65,30,37,21,0,0,272,5,11,21,14,13,11,6,3,0,79,367,778,2180,1925,1721,1347,579,102,5,9004,6,20,36,43,48,47,3,0,0,211,40,29,39,28,20,21,10,0,0,184,42,47,73,75,68,74,15,0,0,392,409,825,2252,2001,1790,1416,595,106,5,9398,364,141,213,284,237,456,1171,943,350,4163,26,41,118,128,98,74,106,99,74,768,802,1007,2585,2408,2124,1949,1874,1152,432,14333
LGA58050,2672,3685,8871,8716,7722,5304,1073,86,10,38142,1728,775,2612,2286,1880,2792,4167,2462,928,19626,199,210,517,453,365,273,238,200,145,2591,4598,4669,12000,11459,9974,8362,5477,2750,1076,60364,899,3589,11214,11705,10279,6885,1231,65,8,45875,3281,2947,4719,4956,3923,3239,1217,168,10,24458,133,203,934,641,507,479,129,11,0,3042,79,209,409,272,194,116,39,10,6,1339,4397,6943,17278,17575,14906,10719,2611,257,22,74710,220,429,569,426,423,311,50,0,0,2426,699,257,301,275,186,177,45,5,0,1944,915,684,867,703,609,490,97,6,0,4371,5315,7633,18142,18282,15510,11211,2708,260,22,79085,3908,1401,3411,3061,2760,4368,7514,4575,1522,32528,380,401,1040,948,806,578,463,358,228,5204,9603,9444,22598,22291,19078,16158,10685,5194,1763,116811
LGA58190,0,3,9,12,20,11,3,0,0,62,5,0,3,7,0,5,14,9,0,45,0,4,0,0,5,4,0,4,0,24,7,4,15,26,27,22,18,15,0,136,0,7,18,15,24,23,4,0,0,95,0,0,7,14,9,13,3,4,0,53,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,6,33,20,34,41,8,4,0,153,0,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,14,3,7,33,24,37,45,8,4,0,165,9,0,7,7,8,19,22,19,3,93,0,4,3,0,12,12,3,4,4,45,17,13,42,36,61,70,34,27,9,308
LGA58260,0,4,20,30,29,23,5,0,0,111,4,3,3,3,14,6,24,14,3,79,0,3,10,5,9,10,0,0,0,44,9,12,32,38,43,40,34,19,3,231,0,8,29,46,35,44,12,0,0,184,0,3,8,13,11,14,4,4,0,56,0,0,0,0,5,0,0,0,0,7,0,0,0,5,0,0,0,0,0,10,4,12,38,66,58,59,14,8,0,257,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13,42,68,58,57,14,8,0,261,11,5,8,4,15,12,57,36,6,153,0,5,16,22,12,20,8,4,0,89,17,19,67,92,79,90,75,45,6,497
LGA58330,49,36,96,141,247,254,78,3,0,907,36,13,54,50,63,150,257,127,28,781,5,0,22,25,34,48,28,19,5,187,97,53,170,210,334,456,361,154,29,1871,31,64,126,161,273,297,64,7,0,1035,56,17,52,89,115,175,94,6,0,602,4,3,14,15,24,31,11,0,0,107,0,7,5,3,8,5,3,0,0,33,89,90,196,277,421,511,173,22,3,1781,3,9,8,9,23,10,4,0,0,69,7,0,0,3,14,9,9,0,0,40,8,9,6,18,36,17,10,0,0,110,101,102,207,288,460,533,179,18,3,1893,84,28,71,68,95,249,538,276,60,1463,18,13,45,42,69,98,72,43,8,407,201,142,324,401,618,882,789,346,69,3760
LGA58400,0,3,12,4,11,7,6,0,0,51,7,0,6,3,4,10,12,10,0,50,0,0,4,0,0,0,0,0,0,15,10,6,20,10,22,25,23,11,0,118,8,3,19,5,16,20,14,0,0,80,0,0,8,6,12,6,0,3,0,31,0,0,4,0,0,0,3,0,0,11,0,0,3,0,0,0,0,0,0,3,3,10,27,8,26,32,18,7,0,128,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,27,7,31,32,18,7,0,132,9,0,3,3,6,18,28,14,0,98,0,0,9,0,0,7,4,3,0,29,13,8,36,17,38,55,53,23,0,252
LGA58470,0,0,3,11,13,21,4,0,0,60,3,4,5,5,4,5,20,3,0,49,0,0,0,4,0,4,3,6,0,13,6,4,14,21,20,25,29,9,0,123,0,0,4,13,16,15,8,0,0,64,0,0,3,9,4,9,4,0,0,28,0,0,0,5,8,8,3,0,0,23,0,0,0,0,0,0,0,0,0,6,0,4,9,25,26,41,14,0,0,117,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,9,0,4,11,26,30,41,14,0,0,128,11,8,8,6,11,16,45,5,0,109,0,0,3,3,0,4,7,5,0,22,11,7,23,37,41,62,68,14,0,263
LGA58510,486,1223,3089,2289,1688,1149,322,18,5,10268,268,230,468,442,341,570,1020,760,455,4549,38,91,220,158,142,108,95,161,226,1247,798,1544,3773,2892,2178,1828,1434,941,685,16069,111,924,4097,3183,2339,1515,292,12,0,12480,625,1169,1717,1306,875,705,365,43,6,6806,35,61,217,202,110,90,32,5,0,758,5,46,76,48,30,24,7,3,3,245,784,2202,6111,4741,3356,2338,695,55,11,20285,23,69,159,106,99,84,13,0,0,558,99,103,101,82,42,54,20,0,0,500,120,169,262,188,140,136,31,0,0,1053,901,2372,6371,4926,3501,2472,730,59,11,21342,564,454,722,612,563,1019,1908,1333,691,7861,81,210,461,375,304,247,212,270,330,2500,1543,3030,7558,5915,4366,3737,2849,1659,1039,31704
LGA58540,6,8,20,30,34,51,13,5,0,170,4,0,10,8,3,13,23,17,3,88,3,0,0,9,10,6,12,5,0,43,10,9,34,48,48,68,54,26,3,300,3,15,41,50,46,70,17,8,0,248,10,10,11,17,23,23,16,6,0,119,0,0,0,0,9,6,0,0,0,8,0,0,0,0,0,9,0,0,0,11,15,21,50,74,77,107,37,13,0,385,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,5,15,21,50,74,77,109,36,13,0,397,6,0,13,16,7,30,50,30,9,157,0,3,7,11,18,16,20,9,0,85,22,25,68,100,107,149,109,48,12,637
LGA58570,402,1119,3526,2491,1871,1237,312,25,3,10979,215,171,328,347,281,521,871,568,387,3694,21,60,221,114,70,63,62,41,33,683,634,1348,4078,2956,2220,1821,1244,639,421,15349,76,787,4733,3568,2626,1577,288,19,0,13677,531,1002,1604,1338,1000,806,400,60,3,6741,34,58,231,205,80,73,28,0,0,710,10,50,99,46,19,22,9,6,0,251,656,1895,6662,5148,3729,2479,719,82,3,21381,14,49,124,97,97,99,8,0,0,486,88,67,82,60,41,44,15,3,0,409,102,122,206,159,137,150,19,10,0,897,752,2016,6868,5312,3866,2630,741,87,3,22276,496,333,553,498,494,915,1578,1002,579,6450,36,127,466,283,182,165,115,99,56,1531,1293,2483,7885,6091,4546,3708,2425,1187,637,30258
LGA58610,21,23,54,64,78,72,32,3,0,349,16,4,18,11,16,47,85,55,27,278,8,0,10,12,13,8,9,13,0,71,45,26,80,87,99,130,129,71,31,700,13,22,69,83,79,84,26,4,0,382,21,11,38,40,45,57,37,6,0,244,4,0,9,3,5,17,4,0,0,42,0,0,0,3,0,0,0,0,0,17,36,37,118,131,136,153,67,8,0,684,0,7,0,4,3,6,0,0,0,19,6,3,3,3,0,3,0,0,0,20,3,7,3,7,8,8,0,0,0,36,41,45,119,141,144,161,70,8,0,721,23,11,21,25,32,71,169,120,42,516,17,6,24,16,13,14,21,18,0,136,79,59,160,180,193,251,261,148,46,1374
