LGA_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
LGA57980,23,89,61,52,63,81,187,139,69,769,22,128,117,75,66,92,169,160,60,891,6,96,127,107,81,68,125,88,28,715,3,75,148,117,105,103,160,79,27,818,0,84,259,126,118,123,136,91,24,961,0,71,250,134,104,118,115,50,14,858,0,48,325,168,137,160,109,50,9,1005,0,12,225,143,118,130,63,32,3,735,0,15,470,425,354,274,139,38,13,1736,0,0,108,149,133,93,51,10,0,551,0,0,140,490,503,316,115,48,12,1625,39,47,132,128,104,91,118,116,89,867,5,3,9,3,17,10,7,0,0,50,803,1010,2595,2413,2140,1953,1883,1153,432,14387
LGA58050,392,673,910,848,786,893,1691,1149,450,7792,448,920,1409,1225,1048,1017,1095,595,198,7951,283,1095,1581,1470,1128,1011,741,347,99,7751,203,1194,2491,2042,1796,1291,614,172,49,9861,108,1110,3223,2628,2235,1834,594,114,29,11871,46,607,2524,2402,1840,1383,366,64,11,9247,12,308,1939,1972,1667,1259,322,54,16,7560,10,136,1312,1551,1296,855,185,20,0,5373,4,158,1698,2581,2264,1470,261,39,9,8480,0,24,348,569,485,278,76,12,0,1796,4,24,230,553,672,346,106,33,7,1973,523,556,1277,1145,977,722,578,504,375,6661,5,56,44,21,22,73,54,19,4,305,9612,9499,22640,22316,19101,16229,10740,5206,1767,117117
LGA58190,0,0,0,3,5,9,9,9,4,34,0,0,3,7,0,4,3,3,0,26,0,0,0,3,0,7,0,0,0,13,0,0,8,9,5,3,5,0,0,27,0,0,5,5,7,9,0,0,0,27,0,5,10,0,0,0,0,0,0,13,0,0,0,0,7,3,0,0,0,16,0,0,5,0,5,0,0,0,0,13,0,0,3,4,3,0,0,0,0,15,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,4,3,0,12,14,3,3,0,47,0,0,0,0,0,0,0,0,0,0,17,13,42,36,61,70,34,27,9,308
LGA58260,0,6,0,0,3,0,19,11,4,38,0,0,8,4,8,9,8,0,4,30,0,0,6,0,0,4,3,0,0,17,0,3,4,3,8,4,0,5,0,31,0,0,9,7,6,11,3,3,0,31,0,0,9,6,7,3,0,0,0,27,0,3,4,12,0,5,4,0,0,21,0,0,0,14,4,3,0,0,0,20,0,4,3,11,11,10,0,0,0,42,0,0,3,3,0,4,0,0,0,12,0,0,0,4,0,4,0,0,0,16,0,5,16,25,12,16,7,4,0,89,0,0,0,0,0,0,0,0,0,0,17,19,74,92,79,90,75,45,6,499
LGA58330,8,9,20,29,28,63,167,61,13,393,5,16,32,17,55,53,73,33,6,293,11,16,18,27,31,37,45,22,3,211,8,20,26,34,53,48,33,10,4,241,3,13,40,43,52,80,35,11,4,280,0,8,21,30,36,62,20,5,0,188,0,10,20,29,50,52,25,3,0,184,0,6,11,25,34,40,18,3,0,133,0,3,23,34,76,79,16,0,0,229,0,0,14,9,12,11,4,0,0,50,0,0,5,16,9,21,7,0,0,57,19,14,47,43,78,103,82,50,6,438,0,0,0,0,0,0,0,0,0,0,201,142,324,401,618,882,789,346,69,3762
LGA58400,0,0,0,0,5,12,17,3,0,39,0,0,5,0,0,7,0,4,0,20,0,3,0,0,4,4,4,0,0,14,0,0,6,0,5,6,3,0,0,19,0,0,5,0,0,7,3,0,0,18,0,0,0,3,0,0,0,0,0,11,0,0,4,0,0,5,0,0,0,15,0,0,0,0,3,4,0,0,0,9,0,0,3,0,0,5,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,10,8,4,3,0,33,0,0,0,0,0,0,0,0,0,0,13,8,36,17,38,55,55,23,0,257
LGA58470,0,0,0,3,4,7,8,0,0,24,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,17,0,0,3,4,7,4,11,0,0,30,0,4,0,9,0,8,5,0,0,24,0,0,0,0,3,7,0,0,0,15,0,0,0,4,3,3,4,0,0,20,0,0,0,0,4,0,0,0,0,7,0,0,0,0,5,8,4,0,0,13,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,10,0,0,3,3,0,6,7,5,0,24,0,0,0,0,0,0,0,0,0,0,11,7,23,37,41,62,68,14,0,263
LGA58510,86,228,269,153,136,216,438,319,164,2015,76,350,471,216,188,223,348,240,117,2235,48,326,478,267,191,192,207,104,63,1888,31,358,651,361,270,239,190,70,36,2188,25,312,982,538,361,333,164,45,17,2774,5,177,816,460,343,268,119,29,8,2222,7,93,755,535,339,290,91,13,9,2130,0,41,529,435,283,218,69,9,4,1575,0,59,895,1087,754,443,91,10,0,3334,0,6,161,303,210,121,29,3,0,840,0,3,150,450,376,197,51,6,3,1246,93,223,529,415,340,267,250,346,435,2901,4,15,23,16,9,14,14,8,0,96,1544,3045,7579,5931,4378,3754,2859,1666,1039,31797
LGA58540,0,0,0,3,9,4,9,9,0,48,0,0,3,3,0,8,3,3,0,33,0,3,0,0,10,11,5,4,0,36,0,0,10,3,4,14,7,0,0,46,0,4,6,8,13,16,6,5,0,49,0,6,8,13,10,16,4,0,0,49,0,3,6,7,14,14,3,4,0,43,0,0,5,4,0,11,0,4,0,24,0,0,6,14,20,12,4,0,0,56,0,0,0,0,0,7,0,0,0,16,0,0,3,9,8,7,0,0,0,27,5,3,7,15,16,18,31,9,0,99,0,0,0,0,0,0,0,0,0,0,22,25,75,100,103,149,109,48,12,643
LGA58570,53,211,220,122,153,231,330,259,191,1769,47,296,391,181,177,212,272,144,76,1796,21,266,494,226,175,183,208,79,32,1689,34,250,651,320,233,229,151,71,31,1956,10,270,876,538,311,247,190,61,20,2527,8,178,870,432,282,237,129,28,4,2156,0,87,863,479,326,274,102,21,11,2152,0,40,650,458,333,225,69,12,3,1783,0,48,1151,1156,869,547,130,20,11,3930,0,6,263,389,272,177,39,3,7,1151,0,3,262,901,709,349,72,10,0,2317,47,152,512,297,197,193,125,98,63,1685,11,14,54,21,17,16,8,0,0,135,1301,2491,7941,6113,4562,3720,2436,1189,638,30393
LGA58610,3,0,8,8,8,29,34,29,9,132,4,13,9,7,20,8,31,16,5,114,0,8,10,10,15,15,19,7,4,95,0,5,19,20,21,24,15,7,0,107,3,6,20,26,21,28,12,4,0,121,0,6,16,11,13,20,7,0,0,75,0,4,21,10,4,18,3,4,0,66,0,0,7,9,14,13,7,5,0,58,0,0,10,22,16,12,13,0,0,66,0,0,0,6,0,3,0,0,0,16,0,0,0,0,3,6,5,0,0,13,15,6,24,21,15,19,33,25,4,163,0,0,0,0,0,0,0,0,0,3,79,59,163,180,193,255,261,148,46,1378
LGA58680,0,4,0,3,9,3,8,11,0,29,0,7,3,5,0,4,5,0,0,24,0,0,0,3,5,3,6,0,0,26,0,0,0,0,9,8,7,0,0,18,0,0,7,0,3,8,0,0,0,25,0,4,3,7,5,8,0,0,0,26,0,0,4,7,7,5,0,0,0,23,0,3,3,3,13,5,0,3,0,26,0,4,6,4,14,9,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,10,5,7,15,13,21,19,13,0,98,0,0,0,0,0,0,0,0,0,0,23,20,36,55,95,82,75,44,9,446
LGA58760,571,985,1216,1105,1077,1132,2390,1736,610,10822,598,1404,1822,1648,1507,1345,1622,962,296,11204,396,1515,2044,2025,1728,1382,1068,600,226,10990,274,1727,3120,2573,2513,1734,762,279,89,13063,127,1392,3823,3292,3166,2310,765,188,39,15100,42,731,3079,3053,2611,1741,470,91,22,11840,22,391,2562,2750,2473,1523,354,58,31,10162,3,165,1665,2184,1989,1136,208,16,7,7383,3,184,2206,3865,3537,1901,268,35,10,12006,3,26,387,814,814,413,75,18,0,2549,0,5,321,929,1046,507,97,24,14,2945,656,654,1241,1214,1079,791,638,631,587,7493,10,25,81,50,24,63,55,18,3,334,13813,13085,28081,29942,27442,20832,14382,7620,2580,157786
LGA58820,16,11,15,19,36,55,93,52,21,315,17,19,17,32,27,40,63,32,10,261,14,19,21,32,39,31,40,19,9,221,5,25,18,24,34,39,26,14,4,192,4,15,37,44,44,33,25,5,0,215,0,4,18,34,34,37,12,0,0,144,0,8,29,31,37,34,10,5,0,158,0,4,20,29,38,36,16,5,0,141,0,5,37,66,81,64,17,5,0,270,0,0,4,17,23,13,4,0,0,65,0,3,11,17,22,22,0,0,0,83,24,17,36,44,64,50,39,40,27,336,0,0,0,0,0,0,0,0,0,5,240,168,351,475,582,638,565,293,98,3415
LGA58890,0,0,5,3,3,9,11,11,6,51,3,4,3,0,9,12,6,3,3,40,0,3,4,4,9,5,12,0,0,35,0,3,4,11,6,12,9,6,0,50,0,3,10,4,18,20,3,0,0,62,0,0,3,3,5,8,7,0,0,35,0,0,5,3,16,7,5,0,0,42,0,0,0,5,4,3,0,0,0,18,0,0,5,5,15,7,7,0,0,39,0,0,0,3,3,0,7,0,0,10,0,0,0,0,6,3,3,0,0,15,0,5,13,18,10,23,14,8,5,87,0,0,0,0,0,0,0,0,0,0,18,33,58,77,120,142,103,47,24,618
LGA59030,0,0,0,0,0,3,8,4,3,16,0,0,0,0,0,0,7,0,0,14,0,6,0,0,0,5,4,0,0,12,0,0,0,3,0,6,0,0,0,16,0,0,0,5,4,4,3,4,0,22,0,3,4,0,5,3,0,0,0,14,0,3,6,0,6,5,0,0,0,20,0,0,3,10,0,10,0,0,0,27,0,0,8,9,7,18,0,0,0,46,0,0,6,3,6,4,0,0,0,24,0,0,0,6,11,0,0,0,0,17,0,4,20,20,23,19,7,0,0,86,0,0,5,0,0,0,0,0,0,4,5,17,52,65,69,79,38,18,8,351
LGA59100,0,5,0,4,9,10,14,19,6,63,3,0,4,9,3,3,6,3,0,31,0,6,3,10,0,12,5,10,6,41,0,3,8,4,12,12,5,0,0,37,0,6,6,4,7,17,5,0,0,43,0,0,3,3,0,10,0,0,0,29,0,0,7,5,4,0,0,0,0,24,0,0,0,4,3,10,0,3,0,23,0,0,3,4,5,4,5,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,7,0,7,17,9,16,32,18,13,4,113,0,0,0,0,0,0,0,0,0,0,20,26,70,63,75,124,76,51,11,532
LGA59170,5,0,6,11,9,8,12,12,0,55,0,6,0,3,3,7,10,5,0,37,0,4,11,9,7,14,6,3,0,56,3,9,6,5,7,18,14,4,3,73,0,6,10,18,14,16,9,0,0,73,0,4,14,18,7,14,8,4,0,59,3,0,9,15,4,11,10,0,0,51,0,0,8,9,13,10,0,7,0,54,0,3,5,18,17,14,9,0,0,59,0,0,0,9,4,9,0,0,0,17,0,0,3,4,5,3,4,3,0,26,3,9,13,23,9,15,16,10,4,92,0,0,0,0,0,0,0,0,0,0,28,35,111,151,111,153,106,68,17,776
LGA59250,0,4,0,4,6,0,5,0,0,12,0,5,0,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,7,0,3,4,4,7,8,0,0,0,31,0,4,8,4,10,7,0,0,0,35,0,3,14,8,8,10,3,0,0,38,0,8,24,9,12,0,0,0,0,54,0,11,25,15,18,11,0,0,0,83,0,11,75,56,46,25,3,0,0,207,0,0,24,17,11,9,0,0,0,68,0,0,6,20,27,18,0,0,0,77,11,41,151,108,100,51,22,0,0,479,0,0,0,0,0,5,0,0,0,5,23,103,342,259,257,151,66,9,0,1216
LGA59310,0,3,5,5,3,14,34,20,3,92,11,7,18,10,6,11,23,11,3,100,3,11,8,15,8,5,15,5,5,73,0,6,11,20,8,21,8,3,0,85,0,7,18,23,14,23,7,0,0,91,0,3,14,6,21,17,8,0,0,70,0,0,10,12,15,11,0,0,0,57,0,4,9,13,10,9,7,0,0,56,0,0,10,17,19,11,3,0,0,64,0,0,3,0,5,4,0,0,0,11,0,0,3,9,0,10,0,3,0,26,7,8,12,12,13,11,11,10,0,90,0,0,0,0,0,0,0,0,0,4,47,61,141,167,153,189,184,78,20,1041
LGA59320,0,0,3,0,3,3,7,3,4,27,6,5,0,3,3,7,9,5,0,24,0,5,4,6,3,3,0,0,0,20,0,5,4,4,3,4,3,0,0,24,0,0,8,6,8,8,3,0,0,31,0,4,8,5,0,8,0,0,0,25,0,0,0,4,7,8,4,0,0,22,0,0,6,0,0,4,3,0,0,15,0,0,3,0,3,9,0,0,0,18,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,5,7,3,0,38,0,0,0,0,0,0,0,0,0,0,11,22,42,49,50,81,58,16,0,335
LGA59330,0,0,3,0,3,7,9,12,0,42,3,5,0,5,4,5,4,8,0,37,0,0,3,0,7,3,5,0,0,15,0,0,0,3,8,8,3,0,0,22,0,0,6,4,7,6,4,0,0,25,0,3,3,6,4,7,3,3,0,30,0,0,9,3,0,0,5,0,0,18,0,0,0,0,0,3,0,0,0,17,0,0,9,6,11,6,4,0,0,35,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,11,6,8,47,0,0,0,0,0,0,0,0,0,0,14,26,49,45,55,72,74,57,8,397
LGA59340,7,18,51,40,38,80,111,40,0,399,25,23,71,61,60,74,127,22,4,472,16,30,55,56,50,72,104,14,0,407,9,63,134,71,91,103,82,21,0,569,15,71,170,120,102,162,103,13,0,761,3,53,168,115,110,125,62,9,0,647,4,22,157,124,112,114,53,4,0,591,6,16,123,116,102,104,28,0,0,487,0,11,190,215,195,147,53,8,0,823,0,0,36,59,48,57,12,0,0,220,0,3,47,124,115,82,21,8,0,401,90,107,315,269,277,247,152,46,15,1517,0,26,65,24,3,8,4,0,0,121,403,597,1812,1584,1500,1704,1245,237,33,9111
LGA59350,0,0,3,0,6,0,4,0,0,17,0,0,0,0,0,3,4,8,0,17,0,0,0,0,5,0,4,3,4,16,0,4,0,0,0,3,4,0,0,20,0,0,7,4,3,8,5,0,0,30,0,3,8,0,4,0,3,0,0,21,0,6,12,7,5,4,3,0,0,45,0,4,8,8,6,7,0,0,0,38,0,6,43,21,17,19,3,0,0,122,0,0,20,6,9,10,0,0,0,45,0,0,10,16,18,13,0,0,0,50,5,43,172,109,124,85,25,10,0,577,0,0,3,0,0,0,0,0,0,3,6,68,302,181,212,165,70,21,4,1036
LGA59360,0,0,9,4,9,5,17,22,3,78,0,5,10,3,8,14,22,4,0,67,0,0,0,8,11,9,18,4,0,49,0,5,6,7,19,11,6,4,0,58,0,4,15,9,16,23,8,0,0,80,0,7,16,26,9,25,4,0,0,88,0,4,29,22,27,23,7,0,0,110,0,5,24,20,26,24,5,0,0,104,0,18,77,64,81,67,18,0,0,328,0,5,25,31,22,18,0,0,0,99,0,4,12,22,17,24,3,0,0,79,0,30,107,106,108,100,25,7,0,478,0,0,0,0,0,0,0,0,0,0,17,98,352,333,375,365,167,52,20,1771
LGA59370,10,9,10,13,22,47,110,88,26,336,7,4,25,23,25,45,57,39,13,245,4,9,14,30,16,39,46,26,9,191,0,10,19,36,36,61,35,19,3,214,3,12,29,35,33,51,27,13,0,213,0,6,30,26,25,41,19,7,0,145,4,6,27,28,40,22,18,6,0,148,0,3,13,12,24,29,8,0,0,92,0,0,26,36,43,56,20,3,0,179,0,0,4,3,9,8,0,4,0,30,0,0,3,10,3,5,6,3,0,32,9,7,30,23,37,67,51,51,21,296,0,0,0,0,0,0,0,0,0,0,127,88,253,338,374,620,652,372,106,2933
LGA59799,0,5,4,3,4,3,6,0,0,20,0,0,3,0,7,3,7,5,0,28,0,0,7,4,3,5,5,0,0,31,0,3,11,9,4,8,16,4,0,44,4,13,22,15,16,17,8,3,0,92,0,10,22,13,18,12,16,0,0,99,0,12,27,21,25,16,16,0,0,119,3,10,19,25,29,16,3,0,0,105,0,17,78,141,116,79,9,0,0,449,0,0,26,84,65,33,6,0,0,211,0,0,76,185,196,102,13,0,0,578,8,45,221,433,403,220,56,8,0,1394,0,0,33,37,61,29,0,0,4,164,19,121,549,999,951,560,178,32,3,3410
