ILOC_CODE_2021,M_0_4_Has_need_for_assist,M_0_4_Does_not_need_assist,M_0_4_Need_for_assistance_ns,M_0_4_Tot,M_5_14_Has_need_for_assist,M_5_14_Does_not_need_assist,M_5_14_Need_for_assistance_ns,M_5_14_Tot,M_15_19_Has_need_for_assist,M_15_19_Does_not_need_assist,M_15_19_Need_for_assist_ns,M_15_19_Tot,M_20_24_Has_need_for_assist,M_20_24_Does_not_need_assist,M_20_24_Need_for_assist_ns,M_20_24_Tot,M_25_34_Has_need_for_assist,M_25_34_Does_not_need_assist,M_25_34_Need_for_assist_ns,M_25_34_Tot,M_35_44_Has_need_for_assist,M_35_44_Does_not_need_assist,M_35_44_Need_for_assist_ns,M_35_44_Tot,M_45_54_Has_need_for_assist,M_45_54_Does_not_need_assist,M_45_54_Need_for_assist_ns,M_45_54_Tot,M_55_64_Has_need_for_assist,M_55_64_Does_not_need_assist,M_55_64_Need_for_assist_ns,M_55_64_Tot,M_65_over_Has_need_for_assist,M_65ov_Does_not_need_assist,M_65_over_Need_for_assist_ns,M_65_over_Tot,M_Tot_Has_need_for_assist,M_Tot_Does_not_need_assist,M_Tot_Need_for_assist_ns,M_Tot_Tot,F_0_4_Has_need_for_assist,F_0_4_Does_not_need_assist,F_0_4_Need_for_assistance_ns,F_0_4_Tot,F_5_14_Has_need_for_assist,F_5_14_Does_not_need_assist,F_5_14_Need_for_assistance_ns,F_5_14_Tot,F_15_19_Has_need_for_assist,F_15_19_Does_not_need_assist,F_15_19_Need_for_assist_ns,F_15_19_Tot,F_20_24_Has_need_for_assist,F_20_24_Does_not_need_assist,F_20_24_Need_for_assist_ns,F_20_24_Tot,F_25_34_Has_need_for_assist,F_25_34_Does_not_need_assist,F_25_34_Need_for_assist_ns,F_25_34_Tot,F_35_44_Has_need_for_assist,F_35_44_Does_not_need_assist,F_35_44_Need_for_assist_ns,F_35_44_Tot,F_45_54_Has_need_for_assist,F_45_54_Does_not_need_assist,F_45_54_Need_for_assist_ns,F_45_54_Tot,F_55_64_Has_need_for_assist,F_55_64_Does_not_need_assist,F_55_64_Need_for_assist_ns,F_55_64_Tot,F_65ov_Has_need_for_assist,F_65ov_Does_not_need_assist,F_65_over_Need_for_assist_ns,F_65_over_Tot,F_Tot_Has_need_for_assist,F_Tot_Does_not_need_assist,F_Tot_Need_for_assist_ns,F_Tot_Tot,P_0_4_Has_need_for_assist,P_0_4_Does_not_need_assist,P_0_4_Need_for_assistance_ns,P_0_4_Tot,P_5_14_Has_need_for_assist,P_5_14_Does_not_need_assist,P_5_14_Need_for_assistance_ns,P_5_14_Tot,P_15_19_Has_need_for_assist,P_15_19_Does_not_need_assist,P_15_19_Need_for_assist_ns,P_15_19_Tot,P_20_24_Has_need_for_assist,P_20_24_Does_not_need_assist,P_20_24_Need_for_assist_ns,P_20_24_Tot,P_25_34_Has_need_for_assist,P_25_34_Does_not_need_assist,P_25_34_Need_for_assist_ns,P_25_34_Tot,P_35_44_Has_need_for_assist,P_35_44_Does_not_need_assist,P_35_44_Need_for_assist_ns,P_35_44_Tot,P_45_54_Has_need_for_assist,P_45_54_Does_not_need_assist,P_45_54_Need_for_assist_ns,P_45_54_Tot,P_55_64_Has_need_for_assist,P_55_64_Does_not_need_assist,P_55_64_Need_for_assist_ns,P_55_64_Tot,P_65_over_Has_need_for_assist,P_65_ov_Does_not_need_assist,P_65_over_Need_for_assist_ns,P_65_over_Tot,P_Tot_Has_need_for_assist,P_Tot_Does_not_need_assist,P_Tot_Need_for_assist_ns,P_Tot_Tot
ILOC50600110,0,5,0,5,0,9,0,5,0,0,0,3,0,4,0,4,0,3,0,3,0,3,4,7,0,0,0,3,0,3,0,3,0,0,0,0,0,27,4,33,0,7,0,7,0,3,0,3,0,5,0,5,0,10,0,10,0,5,0,5,0,6,0,6,0,3,0,7,0,0,0,0,0,0,0,4,0,39,0,47,0,11,0,11,0,5,0,9,0,13,0,15,0,17,0,17,0,6,0,10,0,10,3,15,0,4,0,10,0,3,0,3,0,0,0,7,0,69,3,97
ILOC50600111,0,0,0,0,0,10,0,10,0,4,0,4,0,4,0,4,0,42,0,46,0,31,5,34,0,29,0,29,0,15,0,18,4,0,0,6,4,135,5,151,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,5,0,5,0,15,0,19,0,8,0,9,4,5,0,7,4,0,0,0,8,40,0,47,0,0,0,0,0,6,0,6,0,6,0,7,0,14,0,14,0,45,0,50,3,45,5,49,0,36,0,39,3,21,0,21,8,4,0,8,14,177,5,194
ILOC50600112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600201,0,16,0,16,0,25,0,27,0,10,5,15,0,18,0,18,0,28,0,32,0,31,5,37,0,35,0,33,4,20,3,19,0,6,0,5,4,189,13,202,0,15,0,15,0,21,0,22,0,9,0,9,0,16,0,15,0,19,0,27,0,12,0,17,0,12,0,8,0,6,0,9,4,7,0,8,4,117,0,130,0,36,0,36,0,49,0,49,0,23,5,28,0,30,0,34,0,49,4,54,0,41,4,54,0,39,0,44,5,24,0,30,4,17,6,19,9,308,19,348
ILOC50600202,0,6,0,6,0,5,0,6,0,0,0,0,0,0,0,4,0,10,0,10,0,3,0,3,0,8,0,5,0,5,0,5,0,5,0,5,0,42,0,44,0,0,0,0,0,13,0,13,0,3,0,6,0,0,0,0,0,15,0,15,0,7,0,8,0,14,0,14,0,6,0,12,10,4,0,8,10,62,0,76,0,8,0,8,0,20,0,20,0,5,0,5,0,0,0,4,0,22,0,22,0,13,0,15,0,23,0,20,0,12,0,18,10,4,0,14,10,107,0,126
ILOC50600203,0,5,0,5,0,12,0,9,0,5,0,5,0,9,0,9,0,9,0,9,0,13,0,13,0,9,0,9,0,6,0,6,0,0,0,0,0,68,0,65,0,7,0,7,0,9,0,9,0,9,0,9,0,3,0,3,0,4,0,4,0,6,0,6,0,4,0,4,0,0,0,0,0,3,0,3,0,45,0,45,0,10,0,10,0,22,0,20,0,11,0,11,0,16,0,16,0,17,0,17,0,19,0,19,0,15,0,15,0,10,0,10,0,3,0,6,0,123,0,124
ILOC50600204,0,25,0,25,0,36,0,36,0,4,0,8,0,4,0,4,0,16,0,20,0,30,0,30,0,10,0,10,0,6,0,7,0,0,0,3,0,131,0,143,0,9,0,9,0,43,0,47,0,12,0,12,0,12,0,12,0,17,0,17,0,20,0,20,0,14,0,17,0,11,0,5,0,5,0,0,0,143,0,139,0,38,0,38,0,84,4,90,0,19,0,14,0,19,0,19,0,36,0,36,0,53,0,53,0,20,0,25,5,17,0,15,3,0,0,4,8,286,4,294
ILOC50600301,0,89,0,89,9,177,3,189,5,68,0,77,3,63,0,63,6,115,3,119,0,96,0,101,0,59,0,64,0,35,0,40,0,14,0,12,23,716,6,754,0,87,0,89,5,168,7,182,0,65,3,70,0,49,0,53,0,138,0,141,7,97,0,98,4,76,0,83,0,35,0,43,3,13,0,24,19,728,10,783,5,173,0,177,15,345,15,368,5,139,3,143,3,109,3,119,5,249,7,256,6,190,0,199,0,140,0,144,4,68,0,76,9,25,0,34,52,1438,28,1516
ILOC50600401,0,0,0,0,0,5,0,5,0,3,0,3,0,0,0,0,0,9,0,9,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,21,0,21,0,4,0,4,0,7,0,7,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,23,0,23,0,4,0,4,0,10,0,10,0,5,0,5,0,0,0,0,0,15,0,15,0,3,0,3,0,13,0,13,0,0,0,3,0,3,0,3,0,53,0,56
ILOC50600402,0,6,0,6,0,9,0,9,0,3,0,3,0,5,0,5,0,10,0,12,0,4,0,4,0,9,0,9,0,5,0,5,0,5,0,5,0,56,0,58,0,4,0,4,0,16,0,16,0,0,0,0,0,0,0,0,0,8,0,8,0,5,0,5,0,7,0,7,0,6,0,6,3,0,0,4,3,46,0,50,0,11,0,11,0,17,0,17,0,3,0,3,0,6,0,6,0,18,0,19,0,4,0,4,0,14,0,14,0,10,0,10,3,4,0,5,3,87,0,89
ILOC50600403,0,10,0,10,3,26,0,36,0,17,0,17,0,9,0,9,0,23,0,26,0,23,3,21,0,14,0,16,0,16,0,16,6,10,0,12,9,148,3,163,0,14,0,14,0,26,0,28,0,9,0,11,0,12,0,12,0,25,0,25,0,13,6,21,0,15,0,14,3,16,3,20,0,4,0,9,3,134,9,154,0,26,0,26,3,51,3,59,0,23,0,28,0,21,0,21,0,49,0,52,0,32,7,39,4,26,0,31,3,35,4,39,4,15,0,14,14,278,14,309
ILOC50600404,4,140,15,157,17,234,13,257,3,113,12,128,0,82,0,87,0,180,4,187,3,133,9,145,12,95,0,111,5,66,0,74,14,24,0,41,58,1067,53,1187,0,117,9,126,7,250,13,268,0,108,0,112,0,89,6,98,3,175,13,192,3,132,8,142,12,125,6,144,11,91,4,111,27,52,3,75,63,1139,62,1268,4,254,25,277,20,488,19,523,7,222,7,239,0,177,9,185,3,359,19,379,6,268,16,289,22,227,9,257,19,158,8,183,40,74,4,120,121,2227,116,2452
ILOC50600405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600501,0,0,0,0,0,4,0,4,0,7,8,16,0,5,26,31,0,0,60,63,0,10,43,56,0,6,16,16,0,0,5,12,0,0,0,8,0,32,158,206,0,0,0,0,0,6,0,6,0,0,0,5,0,0,0,0,0,10,4,13,0,4,0,10,0,6,0,9,0,3,0,3,0,5,0,5,0,34,4,51,0,0,0,0,0,14,0,14,0,4,11,19,0,5,26,31,0,11,65,79,0,14,45,61,0,10,12,28,0,6,5,14,0,6,0,8,0,70,164,254
ILOC50600502,0,0,0,4,0,3,3,9,0,0,0,0,0,0,0,0,0,9,0,6,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,27,3,34,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,7,0,7,0,0,0,0,0,28,0,28,0,4,0,6,0,11,3,15,0,0,0,0,0,0,0,0,0,8,0,12,0,5,0,5,0,14,0,14,0,8,0,8,0,0,0,0,0,50,3,60
ILOC50600503,0,7,0,7,0,11,0,11,0,5,0,5,0,0,0,0,0,13,0,13,0,3,0,3,0,7,0,7,0,0,0,0,0,3,0,3,0,49,0,49,0,5,0,5,0,6,0,6,0,4,0,4,0,5,0,5,0,13,0,13,0,3,0,7,0,7,0,7,0,3,0,3,0,5,0,5,0,51,0,55,0,12,0,12,0,15,0,15,0,10,0,10,0,10,0,10,0,25,0,25,0,10,0,11,0,14,0,14,0,3,0,3,0,7,0,10,0,106,0,110
ILOC50600504,0,10,0,10,0,31,0,32,0,16,0,16,0,17,0,17,0,19,0,25,0,17,0,19,0,30,0,34,5,18,0,25,8,8,0,14,13,166,0,192,0,17,0,17,0,18,5,21,0,16,0,16,0,21,0,20,0,20,0,19,0,24,0,25,0,27,0,33,0,17,0,19,3,21,0,26,3,181,5,196,0,24,0,24,0,51,0,56,0,30,0,30,0,33,0,36,0,36,0,45,4,41,0,39,4,57,0,64,3,36,0,42,13,27,0,37,24,335,0,373
ILOC50600505,0,21,0,22,0,34,0,35,0,18,0,18,3,18,0,13,5,16,0,18,3,20,0,26,0,22,0,21,0,14,0,14,0,3,0,3,11,166,0,170,0,18,0,18,0,27,4,30,0,7,0,11,0,12,0,12,0,15,0,15,0,16,0,13,3,16,0,15,0,8,0,8,0,4,0,4,3,123,4,126,0,38,0,41,0,59,9,66,0,25,0,29,3,29,0,26,5,29,0,30,3,32,0,35,3,30,0,34,0,17,0,17,0,12,0,12,14,271,9,290
ILOC50700101,0,34,3,36,6,57,7,75,4,41,4,48,0,29,0,30,0,53,3,58,0,32,0,36,3,26,0,32,3,21,0,26,3,11,0,21,19,304,17,362,0,38,0,38,0,70,5,74,0,37,0,38,0,17,0,20,0,31,0,37,5,27,0,32,3,40,3,49,5,31,0,40,10,28,3,38,23,319,11,366,3,64,3,75,8,128,17,151,4,78,4,86,0,43,0,49,0,85,6,94,5,61,0,62,10,67,4,77,8,48,7,71,19,34,5,60,57,608,46,725
ILOC50700102,0,32,0,36,4,62,0,73,4,28,6,29,5,27,12,45,3,41,62,105,0,29,41,74,0,32,14,40,6,29,10,37,5,9,3,17,27,289,148,456,0,37,4,36,0,68,3,72,4,21,3,30,0,18,0,17,3,33,0,36,0,26,0,28,4,30,6,42,0,16,0,21,5,14,0,17,16,263,16,299,0,61,0,70,5,130,0,145,5,53,4,58,4,44,14,63,9,69,65,141,0,60,45,101,4,56,18,86,3,46,11,62,6,23,3,31,36,542,160,757
ILOC50700201,4,21,0,25,0,74,9,87,0,50,0,50,0,20,0,24,0,31,0,33,0,31,0,35,0,15,0,20,0,56,4,55,9,23,0,27,13,321,13,356,0,25,0,30,4,70,0,76,0,17,0,17,0,17,0,18,0,30,3,37,5,25,0,31,0,33,0,36,11,39,0,52,8,26,0,33,28,282,3,330,4,50,0,57,9,146,9,163,0,64,0,62,0,41,0,41,3,67,3,70,6,57,0,66,0,54,3,58,12,94,4,105,11,47,0,58,45,620,19,680
ILOC50700202,0,0,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,4,0,5,0,6,0,11,8,24,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,6,0,0,0,4,0,11,0,18,0,0,5,5,0,3,3,6,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,9,0,9,4,0,0,7,3,10,0,11,7,28,8,44
ILOC50700203,0,4,0,4,0,3,0,7,0,5,0,7,0,3,0,3,0,4,0,4,0,6,0,7,0,3,0,7,0,4,0,4,4,4,0,10,4,36,0,53,0,0,0,0,0,3,0,4,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,3,5,8,0,12,5,0,0,4,0,4,0,5,10,25,0,34,0,7,0,7,0,9,0,9,0,6,0,7,0,3,0,3,0,4,0,4,0,7,0,12,0,9,0,14,5,7,0,12,3,9,0,16,8,61,0,84
ILOC50700204,0,4,0,4,0,4,0,4,0,7,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,4,0,26,0,25,0,3,0,3,0,5,0,5,0,6,0,6,0,3,0,3,0,5,0,5,0,4,0,4,0,0,0,5,0,4,0,4,0,4,0,4,0,34,0,39,0,8,0,8,0,14,0,14,0,5,0,5,0,3,0,3,0,4,0,4,0,5,0,5,0,0,0,5,0,7,0,7,0,4,0,4,0,50,0,55
ILOC50700205,0,4,0,4,0,9,0,9,0,6,0,6,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,4,0,35,0,42,0,6,0,6,0,12,0,18,0,7,0,7,0,6,0,6,0,10,0,10,0,12,0,12,0,0,0,0,0,7,0,7,0,6,0,7,0,66,0,73,0,7,0,7,0,28,0,29,0,6,0,6,0,7,0,7,0,16,0,19,0,13,0,13,0,4,0,4,0,12,0,13,3,8,0,7,3,101,0,105
ILOC50700301,0,14,0,14,5,43,0,47,0,16,0,16,0,12,0,14,0,30,0,31,0,13,0,12,0,12,0,15,0,10,0,15,0,11,0,20,5,161,0,184,0,24,0,24,3,26,0,29,0,21,3,19,0,21,0,27,0,30,0,29,0,26,0,26,0,22,0,23,4,12,0,22,6,13,0,18,13,195,3,217,0,35,0,38,4,68,0,74,0,37,3,38,5,34,0,38,3,54,0,59,0,33,0,35,6,37,0,40,7,24,0,35,7,23,0,36,32,345,3,393
ILOC50700302,0,12,0,12,0,23,0,24,0,7,0,7,0,8,0,8,0,11,0,10,0,5,0,3,0,5,0,5,0,4,0,4,0,3,0,3,0,78,0,76,0,10,0,12,0,25,0,25,0,16,0,16,0,7,0,7,0,15,6,13,0,7,0,9,0,17,0,16,0,0,0,0,0,3,0,9,0,100,6,107,0,22,0,17,0,53,0,53,0,16,0,16,0,17,0,17,0,24,6,24,0,8,0,15,0,19,0,22,0,3,0,7,0,9,0,6,0,171,6,177
ILOC50700303,0,9,0,11,0,6,0,6,0,3,0,11,0,3,8,14,0,13,44,56,0,12,30,39,0,9,13,23,0,3,6,8,0,0,0,3,0,58,101,171,0,8,0,8,0,17,0,21,0,10,0,9,0,10,0,10,0,11,0,11,0,4,0,7,0,12,0,14,0,8,0,9,0,4,0,4,0,84,0,93,0,15,0,16,0,29,0,29,3,14,0,17,0,13,8,24,0,24,44,68,0,13,30,44,0,21,13,35,0,15,6,21,0,5,0,10,3,149,101,264
ILOC50700304,0,28,0,28,9,33,0,35,0,10,0,10,0,13,0,17,0,24,0,24,0,14,0,16,4,6,0,9,0,15,0,14,0,5,0,10,13,148,0,163,0,14,0,14,0,25,0,26,0,20,3,23,0,13,0,12,0,14,0,14,0,21,0,18,0,18,0,17,0,10,0,12,4,8,0,12,4,143,3,148,0,38,0,38,9,57,0,65,0,32,3,34,0,26,0,29,0,40,0,38,0,29,0,34,5,21,0,26,0,21,0,22,5,14,0,21,19,278,3,307
ILOC50700305,0,18,0,19,8,18,0,19,0,7,0,10,0,13,0,13,0,15,0,15,0,3,0,3,0,12,0,12,0,11,3,10,0,4,0,4,8,101,3,105,0,18,0,18,0,18,0,16,0,17,0,17,0,15,0,13,0,14,0,19,5,7,0,14,3,8,0,16,3,5,0,12,3,9,0,8,14,111,0,133,0,39,0,38,3,34,0,37,0,24,0,31,0,28,0,28,0,32,0,30,5,13,0,13,3,21,0,27,3,13,3,16,3,13,0,12,17,217,3,232
ILOC50700401,0,65,0,67,11,99,0,112,3,40,0,41,0,30,0,37,6,48,0,48,0,32,3,35,4,27,0,36,3,22,6,27,3,15,0,17,30,378,9,420,0,31,0,31,4,99,0,104,0,40,0,39,0,23,0,26,0,42,0,44,0,35,0,39,4,43,0,42,0,18,0,21,8,26,0,29,16,357,0,375,0,98,0,99,14,202,0,214,6,79,0,86,3,53,0,62,3,87,0,93,4,72,3,77,8,71,0,79,4,42,6,48,5,37,0,43,47,741,9,801
ILOC50700501,0,10,3,10,3,17,0,25,0,17,0,16,0,10,0,10,0,13,0,11,0,5,0,8,4,9,0,13,0,14,0,17,0,8,0,8,7,103,3,118,0,7,0,10,3,31,0,38,0,3,0,7,0,11,0,12,0,10,0,10,0,8,4,11,5,7,0,12,0,6,0,13,3,3,0,3,11,86,4,116,0,17,5,20,3,51,5,62,0,21,0,21,0,22,0,20,0,26,0,25,3,11,4,18,6,22,0,25,0,18,0,26,3,14,0,15,15,202,14,232
ILOC50700502,0,7,0,6,0,3,0,9,0,6,0,4,0,5,0,5,0,6,0,4,0,6,0,6,0,0,0,0,0,10,0,15,0,0,3,0,0,43,3,49,0,0,0,0,0,4,0,5,0,5,0,5,0,4,0,4,0,5,0,5,0,3,0,3,0,3,0,5,0,3,0,10,0,3,0,7,0,30,0,44,0,5,0,11,4,11,0,10,0,11,0,13,0,6,0,6,0,10,0,14,0,6,0,6,0,8,0,6,7,15,0,27,0,7,3,11,11,79,3,104
ILOC50700601,0,39,3,41,10,107,0,115,0,51,3,50,3,31,0,32,4,59,0,57,3,33,0,36,0,27,4,31,6,21,0,30,3,5,0,14,29,373,10,406,0,52,0,52,4,89,0,92,0,42,0,45,0,29,0,34,0,43,0,39,4,53,0,56,4,36,0,38,7,30,0,32,3,13,9,19,22,387,9,407,0,93,3,91,14,194,0,208,6,93,5,94,5,59,0,62,3,97,4,100,8,88,0,90,3,61,4,72,8,53,0,62,6,20,8,29,53,758,24,808
ILOC50700701,0,6,3,3,3,10,0,11,0,3,5,3,0,7,0,7,0,4,0,4,0,5,0,5,0,7,0,10,0,10,0,10,5,4,0,7,8,56,8,60,0,5,0,5,0,10,0,13,0,8,0,8,0,4,0,11,0,3,0,3,0,10,0,10,0,8,0,6,0,7,0,5,9,4,0,12,9,59,0,73,0,8,3,11,3,23,0,25,0,12,5,12,0,8,0,12,0,7,0,7,0,15,0,15,0,12,4,15,0,16,0,18,10,8,0,15,13,109,12,130
ILOC50700702,0,5,0,5,0,25,0,25,0,7,0,7,0,8,0,3,0,4,0,4,0,8,0,8,0,13,0,13,0,9,0,9,3,3,0,5,3,82,0,79,0,10,0,10,0,20,0,20,0,3,0,3,0,5,0,5,0,15,0,15,0,10,0,10,3,9,0,11,0,3,0,7,0,4,0,9,3,79,0,90,0,12,0,12,0,47,0,47,0,7,0,7,0,9,0,9,0,17,0,17,0,20,0,20,3,21,0,27,0,15,0,14,8,6,0,13,11,154,0,166
ILOC50700703,0,3,0,3,0,12,0,12,0,4,0,4,0,3,0,3,0,6,0,6,0,3,0,3,0,8,0,8,0,7,0,7,0,3,0,4,0,49,0,50,0,5,0,5,0,12,0,12,0,0,0,0,0,0,0,0,0,13,0,13,0,3,0,3,0,3,0,3,0,9,0,9,4,0,0,6,4,45,0,51,0,9,0,9,0,23,0,23,0,7,0,7,0,3,0,3,0,15,0,15,0,8,0,8,0,4,0,9,0,12,0,19,3,5,0,10,3,86,0,103
ILOC50700801,0,3,0,11,0,17,0,17,0,3,0,3,0,3,0,3,3,5,0,9,0,11,0,11,3,8,0,9,0,4,0,7,0,3,0,3,6,57,0,73,0,6,0,6,0,16,0,16,0,5,0,5,0,5,0,5,0,9,0,12,0,5,0,10,0,8,0,8,0,4,0,3,0,5,0,5,0,63,0,70,0,10,0,10,0,32,0,32,0,10,0,10,0,5,0,5,3,13,0,17,0,15,0,19,3,12,0,14,4,10,0,10,0,12,0,10,10,119,0,127
ILOC50700802,0,13,0,13,0,20,6,27,0,10,7,16,0,12,0,14,0,11,0,11,0,12,0,11,0,13,0,10,0,14,0,13,0,3,0,3,0,108,13,118,0,8,3,8,0,33,7,41,0,12,5,16,0,5,0,5,0,13,4,16,0,14,4,20,4,15,0,16,4,8,3,16,4,3,0,6,12,111,26,144,0,16,4,20,0,56,9,65,0,22,8,26,0,14,0,19,0,21,4,25,0,26,0,29,5,25,0,29,4,21,4,32,4,4,0,7,13,205,29,252
ILOC50700901,8,154,7,169,39,307,7,357,13,128,3,146,9,94,0,105,14,158,0,178,8,113,0,124,15,86,0,99,14,77,4,97,15,45,0,68,135,1162,21,1343,0,173,0,175,21,344,6,371,4,141,3,149,8,115,0,119,12,180,3,187,10,124,3,137,18,111,0,125,14,75,6,96,13,54,5,75,100,1317,26,1434,8,323,11,342,59,657,10,730,21,267,12,297,22,210,0,228,25,340,4,370,22,234,0,261,28,194,3,223,31,159,4,192,29,103,8,141,245,2487,52,2784
ILOC50701001,0,12,0,12,3,29,0,27,0,17,0,16,0,4,0,4,0,11,0,11,0,8,5,12,0,12,0,9,3,12,0,15,0,13,0,11,6,118,5,117,0,16,0,16,0,26,3,32,0,18,0,22,0,4,0,4,0,10,0,8,4,15,0,19,3,18,0,22,0,14,0,13,0,10,0,14,7,131,3,150,0,19,0,22,4,49,3,56,0,33,0,40,0,7,0,7,0,19,0,17,4,25,4,27,3,22,0,29,3,20,0,31,4,19,0,24,18,213,7,253
ILOC50701002,0,14,0,14,8,30,0,38,0,12,6,19,0,24,0,24,0,12,0,8,0,10,0,10,0,12,0,14,0,9,0,13,0,0,0,3,8,123,6,143,0,11,0,13,0,36,0,44,0,19,0,19,0,10,0,9,0,12,0,12,0,12,0,12,0,11,0,17,3,17,0,17,3,3,0,11,6,131,0,154,0,24,0,28,10,69,0,83,0,36,6,39,0,31,0,33,0,19,0,21,0,27,0,27,0,25,0,34,5,25,3,33,8,7,0,10,23,263,9,308
ILOC50701101,0,8,4,15,4,57,0,57,0,36,0,36,0,10,0,15,0,20,0,25,3,13,0,22,0,16,0,22,5,14,0,20,3,16,0,20,15,190,4,232,0,19,4,22,8,49,0,60,0,27,0,29,0,7,0,6,0,16,0,16,0,18,0,20,0,16,0,16,4,27,0,26,5,12,0,13,17,191,4,208,0,27,5,34,6,108,0,120,0,58,4,62,0,16,0,20,0,41,0,41,0,34,0,37,4,37,0,40,5,40,0,46,7,33,0,36,22,394,9,436
ILOC50701102,0,12,5,16,0,32,0,33,0,14,0,14,0,13,0,13,0,9,0,13,0,12,0,10,0,13,0,14,0,20,0,20,0,9,0,10,0,134,5,143,0,10,3,15,0,39,5,36,0,13,0,13,0,13,0,13,0,17,0,17,0,11,3,14,6,19,0,21,3,7,0,10,0,11,0,15,9,140,11,154,0,24,7,26,0,65,3,66,0,27,0,28,0,26,0,28,0,34,0,35,0,17,0,22,4,24,5,31,3,29,0,30,3,21,0,24,10,267,15,290
ILOC50701201,0,4,0,4,0,7,0,7,0,9,0,9,0,3,0,3,0,3,0,3,0,5,0,5,0,3,0,4,0,4,0,4,0,0,0,0,0,38,0,39,0,3,0,3,0,6,0,6,0,0,0,0,0,3,0,3,0,10,0,10,0,7,0,7,0,3,0,3,0,8,0,10,0,0,0,0,0,40,0,42,0,9,0,9,0,14,0,14,0,8,0,8,0,5,0,5,0,18,0,18,0,13,0,13,0,6,0,4,0,15,0,15,4,0,0,4,4,88,0,90
ILOC50701202,5,15,0,21,3,32,0,36,3,24,0,31,0,13,0,13,0,16,0,16,0,23,0,25,0,6,0,9,4,11,0,11,0,4,0,8,15,144,0,170,0,19,0,19,4,29,0,34,0,27,0,29,0,8,0,8,0,13,0,9,0,19,0,19,7,12,0,11,0,13,0,13,5,12,0,17,16,152,0,159,5,35,0,37,7,63,0,70,3,50,0,55,0,16,0,16,0,26,0,27,0,43,0,41,6,17,0,25,4,21,0,24,7,21,0,25,32,292,0,320
ILOC50701203,0,12,0,12,0,19,0,19,0,13,0,13,0,6,0,6,0,7,0,7,0,6,0,6,0,12,0,12,0,8,0,10,0,4,0,4,0,87,0,89,0,7,0,7,0,14,0,14,0,10,0,10,0,8,0,8,0,12,0,12,0,10,0,10,0,7,0,7,0,7,0,10,0,0,0,6,0,75,0,84,0,12,0,12,0,32,0,32,0,19,0,19,0,12,0,12,0,18,0,18,0,18,0,18,0,22,0,22,3,10,0,16,0,5,0,4,3,148,0,153
ILOC50701301,0,20,0,24,0,28,3,35,0,18,0,18,0,15,0,15,0,21,0,21,0,15,0,15,0,14,0,20,0,18,0,18,4,12,0,13,4,161,3,179,0,14,0,14,0,32,0,31,0,26,0,25,0,10,0,14,0,31,0,31,0,11,0,10,0,21,0,25,0,15,0,12,6,11,0,21,6,171,0,183,0,39,0,44,0,66,3,69,4,47,0,49,0,28,0,29,0,50,0,51,0,29,0,30,0,41,0,41,0,30,0,30,10,23,0,33,14,353,3,376
ILOC50701302,0,13,0,13,7,41,3,47,0,12,0,9,0,15,0,16,0,11,0,11,0,19,0,22,0,16,0,23,5,10,3,10,5,18,0,25,17,155,6,176,0,13,7,21,3,34,4,39,0,24,0,24,0,13,0,13,0,17,0,17,0,15,0,19,4,20,0,22,0,12,0,19,0,8,0,11,7,156,11,185,0,24,7,28,9,72,9,90,0,34,0,35,0,31,0,32,0,34,0,29,0,39,0,36,5,38,3,44,6,24,3,28,10,24,0,35,30,320,22,357
