DATE,MONTH,SEX,CLIENT GROUP,MEASURE,VALUE
2023-04-30,Apr23,Female,Number of clients with problematic drug or alcohol issues,proportion of national population,0.10681144112450876
2023-04-30,Apr23,Female,Number of clients with a current mental health issue,proportion of national population,0.10681144112450876
2023-04-30,Apr23,Female,Number of clients who have experienced family and domestic violence,proportion of national population,0.10681144112450876
2023-04-30,Apr23,Male,Number of clients with a current mental health issue,proportion of national population,0.10893982734322974
2023-04-30,Apr23,Female,Number of nights in short-term/emergency accommodation,proportion of national population,0.10681144112450876
2023-04-30,Apr23,Male,Number of clients with problematic drug or alcohol issues,proportion of national population,0.10893982734322974
2023-04-30,Apr23,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national population,0.10681144112450876
2023-04-30,Apr23,Male,Number of nights in short-term/emergency accommodation,proportion of national population,0.10893982734322974
2023-04-30,Apr23,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national population,0.10893982734322974
2023-04-30,Apr23,Male,Number of clients who are at risk of homelessness,proportion of national population,0.10893982734322974
2023-04-30,Apr23,Male,Number of clients who are homeless,proportion of national population,0.10893982734322974
2023-04-30,Apr23,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national population,0.10893982734322974
2023-05-31,May23,Male,Number of clients who have experienced family and domestic violence,proportion of national population,0.10893982734322974
2023-05-31,May23,Male,Number of indigenous clients,proportion of national population,0.10893982734322974
2023-05-31,May23,Female,Number of clients who are at risk of homelessness,proportion of national population,0.10681144112450876
2023-05-31,May23,Female,Number of clients who are homeless,proportion of national population,0.10681144112450876
2023-05-31,May23,Female,Number of clients with problematic drug or alcohol issues,proportion of national population,0.10681144112450876
2023-05-31,May23,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national population,0.10681144112450876
2023-05-31,May23,Female,Number of clients with a current mental health issue,proportion of national population,0.10681144112450876
2023-05-31,May23,Female,Number of clients who have experienced family and domestic violence,proportion of national population,0.10681144112450876
2023-05-31,May23,Female,Number of indigenous clients,proportion of national population,0.10681144112450876
2023-05-31,May23,Male,Number of clients with a current mental health issue,proportion of national population,0.10893982734322974
2023-05-31,May23,Female,Number of nights in short-term/emergency accommodation,proportion of national population,0.10681144112450876
2023-05-31,May23,Male,Number of clients with problematic drug or alcohol issues,proportion of national population,0.10893982734322974
2023-05-31,May23,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national population,0.10681144112450876
2023-05-31,May23,Male,Number of nights in short-term/emergency accommodation,proportion of national population,0.10893982734322974
2023-05-31,May23,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national population,0.10893982734322974
2023-05-31,May23,Male,Number of clients who are at risk of homelessness,proportion of national population,0.10893982734322974
2023-05-31,May23,Male,Number of clients who are homeless,proportion of national population,0.10893982734322974
2023-05-31,May23,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national population,0.10893982734322974
2023-06-30,Jun23,Male,Number of clients who have experienced family and domestic violence,proportion of national population,
2023-06-30,Jun23,Male,Number of indigenous clients,proportion of national population,
2023-06-30,Jun23,Female,Number of clients who are at risk of homelessness,proportion of national population,
2023-06-30,Jun23,Female,Number of clients who are homeless,proportion of national population,
2023-06-30,Jun23,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national population,
2023-06-30,Jun23,Female,Number of nights in short-term/emergency accommodation,proportion of national population,
2023-06-30,Jun23,Female,Number of clients with problematic drug or alcohol issues,proportion of national population,
2023-06-30,Jun23,Female,Number of clients with a current mental health issue,proportion of national population,
2023-06-30,Jun23,Female,Number of clients who have experienced family and domestic violence,proportion of national population,
2023-06-30,Jun23,Male,Number of clients with a current mental health issue,proportion of national population,
2023-06-30,Jun23,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national population,
2023-06-30,Jun23,Male,Number of clients with problematic drug or alcohol issues,proportion of national population,
2023-06-30,Jun23,Male,Number of nights in short-term/emergency accommodation,proportion of national population,
2023-06-30,Jun23,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national population,
2023-06-30,Jun23,Male,Number of clients who are homeless,proportion of national population,
2023-06-30,Jun23,Male,Number of clients who are at risk of homelessness,proportion of national population,
2023-06-30,Jun23,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national population,
2023-06-30,Jun23,Female,Number of indigenous clients,proportion of national population,
2017-07-31,Jul17,Female,Number of indigenous clients,proportion of national compared to prop pop,1.1017318153496478
2017-07-31,Jul17,Female,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.847396126879371
2017-07-31,Jul17,Female,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.647158983357194
2017-07-31,Jul17,Female,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,1.0707763816327165
2017-07-31,Jul17,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.4377723027196445
2017-07-31,Jul17,Female,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.6914928056581815
2017-07-31,Jul17,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,1.187866877936489
2017-07-31,Jul17,Female,Number of clients who are homeless,proportion of national compared to prop pop,0.6147353182660796
2017-07-31,Jul17,Female,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.8588893380834316
2017-07-31,Jul17,Male,Number of indigenous clients,proportion of national compared to prop pop,0.9498468261783594
2017-07-31,Jul17,Male,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.758459218788629
2017-07-31,Jul17,Male,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.5721000132671336
2017-07-31,Jul17,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.17634930373669913
2017-07-31,Jul17,Male,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,0.7665878662560964
2017-07-31,Jul17,Male,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.6383112404938385
2017-07-31,Jul17,Male,Number of clients who are homeless,proportion of national compared to prop pop,0.5833313395274318
2017-07-31,Jul17,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,0.9694795612770455
2017-07-31,Jul17,Male,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.639250535295695
2017-08-31,Aug17,Male,Number of indigenous clients,proportion of national compared to prop pop,0.8899799514427696
2017-08-31,Aug17,Female,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.8505914861783346
2017-08-31,Aug17,Female,Number of clients who are homeless,proportion of national compared to prop pop,0.6340328867621894
2017-08-31,Aug17,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,1.231264568372559
2017-08-31,Aug17,Female,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.7800228462873015
2017-08-31,Aug17,Female,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.663554035656354
2017-08-31,Aug17,Female,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,1.098382095793389
2017-08-31,Aug17,Female,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.8485525166834561
2017-08-31,Aug17,Female,Number of indigenous clients,proportion of national compared to prop pop,1.1515146094798794
2017-08-31,Aug17,Male,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.7572297029037157
2017-08-31,Aug17,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.5071816065101439
2017-08-31,Aug17,Male,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.5849566082543987
2017-08-31,Aug17,Male,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,0.8220307236156296
2017-08-31,Aug17,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.21849310486171075
2017-08-31,Aug17,Male,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.5917555315015707
2017-08-31,Aug17,Male,Number of clients who are homeless,proportion of national compared to prop pop,0.5864265991329565
2017-08-31,Aug17,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,0.8451421923586199
2017-08-31,Aug17,Male,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.6526844480943647
2017-09-30,Sep17,Female,Number of clients who are homeless,proportion of national compared to prop pop,0.6033108209202822
2017-09-30,Sep17,Male,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.7017802612735553
2017-09-30,Sep17,Male,Number of indigenous clients,proportion of national compared to prop pop,0.8981009921870869
2017-09-30,Sep17,Female,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.8181081729272728
2017-09-30,Sep17,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,1.1879081274679566
2017-09-30,Sep17,Male,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.5645272131389613
2017-09-30,Sep17,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.27643247495215884
2017-09-30,Sep17,Female,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,1.0770776357037457
2017-09-30,Sep17,Female,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.6268310507332797
2017-09-30,Sep17,Female,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.804938574920914
2017-09-30,Sep17,Female,Number of indigenous clients,proportion of national compared to prop pop,1.0921998679273461
2017-09-30,Sep17,Female,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.7669367921270016
2017-09-30,Sep17,Male,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,0.8213716695704946
2017-09-30,Sep17,Male,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.6426894889533297
2017-09-30,Sep17,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.10592690354078194
2017-09-30,Sep17,Male,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.5954627672125092
2017-09-30,Sep17,Male,Number of clients who are homeless,proportion of national compared to prop pop,0.5773832069401612
2017-09-30,Sep17,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,0.8778060659053293
2017-10-31,Oct17,Female,Number of clients who are homeless,proportion of national compared to prop pop,0.6425101625348315
2017-10-31,Oct17,Male,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.7907391227830121
2017-10-31,Oct17,Male,Number of indigenous clients,proportion of national compared to prop pop,0.9313122732450377
2017-10-31,Oct17,Female,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.8314793650576856
2017-10-31,Oct17,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,1.2106968345062095
2017-10-31,Oct17,Male,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.5387445683719819
2017-10-31,Oct17,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.33864694727062655
2017-10-31,Oct17,Female,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,1.1271618558720904
2017-10-31,Oct17,Female,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.6486960248436282
2017-10-31,Oct17,Female,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.844537166304328
2017-10-31,Oct17,Female,Number of indigenous clients,proportion of national compared to prop pop,1.1536987356495705
2017-10-31,Oct17,Female,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.7783234229825692
2017-10-31,Oct17,Male,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,0.787806274023705
2017-10-31,Oct17,Male,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.6955386261699604
2017-10-31,Oct17,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.16329378317199064
2017-10-31,Oct17,Male,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.6178338641261806
2017-10-31,Oct17,Male,Number of clients who are homeless,proportion of national compared to prop pop,0.5893980954869065
2017-10-31,Oct17,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,0.9253037878420011
2017-11-30,Nov17,Male,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.7397129257792279
2017-11-30,Nov17,Male,Number of indigenous clients,proportion of national compared to prop pop,0.8747289147158316
2017-11-30,Nov17,Female,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.8245873387439385
2017-11-30,Nov17,Female,Number of clients who are homeless,proportion of national compared to prop pop,0.6236165714772813
2017-11-30,Nov17,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,1.2305835236948115
2017-11-30,Nov17,Female,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,0.9867172347504684
2017-11-30,Nov17,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.3961311699193169
2017-11-30,Nov17,Female,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.6358017763152636
2017-11-30,Nov17,Female,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.8316880825988284
2017-11-30,Nov17,Male,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.5271468583722653
2017-11-30,Nov17,Female,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.7762092782072036
2017-11-30,Nov17,Female,Number of indigenous clients,proportion of national compared to prop pop,1.1512540984685085
2017-11-30,Nov17,Male,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,0.7990180361580853
2017-11-30,Nov17,Male,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.6772532914061616
2017-11-30,Nov17,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.09843091616724632
2017-11-30,Nov17,Male,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.5970510813044783
2017-11-30,Nov17,Male,Number of clients who are homeless,proportion of national compared to prop pop,0.5752874486592179
2017-11-30,Nov17,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,0.8946046855356586
2017-12-31,Dec17,Female,Number of clients who are homeless,proportion of national compared to prop pop,0.6042685770421264
2017-12-31,Dec17,Male,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.8078084224040526
2017-12-31,Dec17,Male,Number of indigenous clients,proportion of national compared to prop pop,0.9312917088302607
2017-12-31,Dec17,Female,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.8734012424896708
2017-12-31,Dec17,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,1.3149941675435284
2017-12-31,Dec17,Male,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.5272412620679492
2017-12-31,Dec17,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.47030428078354664
2017-12-31,Dec17,Female,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,1.004030411397353
2017-12-31,Dec17,Female,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.6395535901105995
2017-12-31,Dec17,Female,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.865072060582283
2017-12-31,Dec17,Female,Number of indigenous clients,proportion of national compared to prop pop,1.1833965525857049
2017-12-31,Dec17,Female,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.8198826332608607
2017-12-31,Dec17,Male,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,0.7162556815414131
2017-12-31,Dec17,Male,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.6897304666097375
2017-12-31,Dec17,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.16327397354171366
2017-12-31,Dec17,Male,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.6429165799061779
2017-12-31,Dec17,Male,Number of clients who are homeless,proportion of national compared to prop pop,0.5621507455936928
2017-12-31,Dec17,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,0.9689706580643513
2018-01-31,Jan18,Male,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.7778924602690973
2018-01-31,Jan18,Female,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.8092360866501903
2018-01-31,Jan18,Female,Number of clients who are homeless,proportion of national compared to prop pop,0.6729272653790126
2018-01-31,Jan18,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,1.3397105982639537
2018-01-31,Jan18,Female,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,1.0150749111770847
2018-01-31,Jan18,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.4434812565681778
2018-01-31,Jan18,Male,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.5551172954497493
2018-01-31,Jan18,Female,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.6470589796149869
2018-01-31,Jan18,Female,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.845839652914379
2018-01-31,Jan18,Female,Number of indigenous clients,proportion of national compared to prop pop,1.198994773982142
2018-01-31,Jan18,Female,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.8677167847187213
2018-01-31,Jan18,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.13174408314701572
2018-01-31,Jan18,Male,Number of indigenous clients,proportion of national compared to prop pop,0.8895873558723286
2018-01-31,Jan18,Male,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,0.7336446564781641
2018-01-31,Jan18,Male,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.7303399670387382
2018-01-31,Jan18,Male,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.6064461874406507
2018-01-31,Jan18,Male,Number of clients who are homeless,proportion of national compared to prop pop,0.586865396320468
2018-01-31,Jan18,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,0.931636166596904
2018-02-28,Feb18,Female,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.7960253118618489
2018-02-28,Feb18,Male,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.5747783421616661
2018-02-28,Feb18,Male,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.764214831969677
2018-02-28,Feb18,Male,Number of indigenous clients,proportion of national compared to prop pop,0.8633897122823749
2018-02-28,Feb18,Female,Number of clients who are homeless,proportion of national compared to prop pop,0.6347395013277612
2018-02-28,Feb18,Male,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,0.8157648505141203
2018-02-28,Feb18,Female,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.8215163439486353
2018-02-28,Feb18,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.3720506826515236
2018-02-28,Feb18,Female,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,1.0267018015420935
2018-02-28,Feb18,Female,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.6766736562779364
2018-02-28,Feb18,Female,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.8443282082653717
2018-02-28,Feb18,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,1.1830766537443222
2018-02-28,Feb18,Female,Number of indigenous clients,proportion of national compared to prop pop,1.1197344063735475
2018-02-28,Feb18,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.11047896001609767
2018-02-28,Feb18,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,0.901259856681539
2018-02-28,Feb18,Male,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.7299974580629535
2018-02-28,Feb18,Male,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.6049743925276022
2018-02-28,Feb18,Male,Number of clients who are homeless,proportion of national compared to prop pop,0.5729834347663021
2018-03-31,Mar18,Male,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.5408801242957386
2018-03-31,Mar18,Male,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.7740367055107713
2018-03-31,Mar18,Male,Number of indigenous clients,proportion of national compared to prop pop,0.9246494747945566
2018-03-31,Mar18,Female,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.8060205663910234
2018-03-31,Mar18,Female,Number of clients who are homeless,proportion of national compared to prop pop,0.6198214667708608
2018-03-31,Mar18,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.41753319189105986
2018-03-31,Mar18,Female,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.8215459700388547
2018-03-31,Mar18,Female,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,1.069061756832505
2018-03-31,Mar18,Female,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.6507774343982193
2018-03-31,Mar18,Female,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.8100271303161842
2018-03-31,Mar18,Male,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,0.7460170440593427
2018-03-31,Mar18,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,1.2125778552749429
2018-03-31,Mar18,Female,Number of indigenous clients,proportion of national compared to prop pop,1.164700329188467
2018-03-31,Mar18,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.1421226181568798
2018-03-31,Mar18,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,0.9212889043718774
2018-03-31,Mar18,Male,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.713150674816524
2018-03-31,Mar18,Male,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.6094799581790608
2018-03-31,Mar18,Male,Number of clients who are homeless,proportion of national compared to prop pop,0.5682610390684637
2018-04-30,Apr18,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,1.1519916646796393
2018-04-30,Apr18,Male,Number of indigenous clients,proportion of national compared to prop pop,0.9211951763369677
2018-04-30,Apr18,Female,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.7748287975589191
2018-04-30,Apr18,Female,Number of clients who are homeless,proportion of national compared to prop pop,0.5943671350703897
2018-04-30,Apr18,Female,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.7657897606624499
2018-04-30,Apr18,Male,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.7391332266931931
2018-04-30,Apr18,Female,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,1.0911397074508038
2018-04-30,Apr18,Female,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.61149986497269
2018-04-30,Apr18,Female,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.7749666913723069
2018-04-30,Apr18,Female,Number of indigenous clients,proportion of national compared to prop pop,1.1428191214796004
2018-04-30,Apr18,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.3779934761471338
2018-04-30,Apr18,Male,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.5465121641999109
2018-04-30,Apr18,Male,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,0.7924156103936827
2018-04-30,Apr18,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.16245654783836874
2018-04-30,Apr18,Male,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.5803050272314618
2018-04-30,Apr18,Male,Number of clients who are homeless,proportion of national compared to prop pop,0.5593752407749569
2018-04-30,Apr18,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,0.8358868736809765
2018-04-30,Apr18,Male,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.705837305245377
2018-05-31,May18,Male,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.6922462968061232
2018-05-31,May18,Male,Number of indigenous clients,proportion of national compared to prop pop,0.8580406366939283
2018-05-31,May18,Female,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.7383946463002913
2018-05-31,May18,Female,Number of clients who are homeless,proportion of national compared to prop pop,0.5954239928765901
2018-05-31,May18,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,1.0753692435493254
2018-05-31,May18,Female,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,1.0285922584222706
2018-05-31,May18,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.37173826495793766
2018-05-31,May18,Female,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.6039651524880106
2018-05-31,May18,Female,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.7592928240273125
2018-05-31,May18,Female,Number of indigenous clients,proportion of national compared to prop pop,1.0850853735282981
2018-05-31,May18,Male,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.5637463685901455
2018-05-31,May18,Female,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.774649266244402
2018-05-31,May18,Male,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,0.7735988597712982
2018-05-31,May18,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.12428536648536856
2018-05-31,May18,Male,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.6942815051437775
2018-05-31,May18,Male,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.572742590989601
2018-05-31,May18,Male,Number of clients who are homeless,proportion of national compared to prop pop,0.5416881922803161
2018-05-31,May18,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,0.8278640647102324
2018-06-30,Jun18,Male,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.7477812793387133
2018-06-30,Jun18,Male,Number of indigenous clients,proportion of national compared to prop pop,0.848214220760812
2018-06-30,Jun18,Female,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.7649166761781889
2018-06-30,Jun18,Female,Number of clients who are homeless,proportion of national compared to prop pop,0.6044150559492137
2018-06-30,Jun18,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,1.1442116402051588
2018-06-30,Jun18,Female,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,1.027193382156847
2018-06-30,Jun18,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.3748696680454191
2018-06-30,Jun18,Female,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.6350904715526561
2018-06-30,Jun18,Female,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.80471792436802
2018-06-30,Jun18,Female,Number of indigenous clients,proportion of national compared to prop pop,1.110807120385352
2018-06-30,Jun18,Male,Number of clients with a current mental health issue,proportion of national compared to prop pop,0.5516219148610075
2018-06-30,Jun18,Female,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.787934959460873
2018-06-30,Jun18,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national compared to prop pop,0.15988043531040053
2018-06-30,Jun18,Male,Number of nights in short-term/emergency accommodation,proportion of national compared to prop pop,0.6795519410992811
2018-06-30,Jun18,Male,Number of clients with problematic drug or alcohol issues,proportion of national compared to prop pop,0.8133317545230395
2018-06-30,Jun18,Male,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.579922911929524
2018-06-30,Jun18,Male,Number of clients who are homeless,proportion of national compared to prop pop,0.5670985377443817
2018-06-30,Jun18,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national compared to prop pop,0.832798160908136
2018-07-31,Jul18,Female,Number of clients who are homeless,proportion of national compared to prop pop,0.6069950052398658
2018-07-31,Jul18,Male,Number of clients who have experienced family and domestic violence,proportion of national compared to prop pop,0.753162525996242
2018-07-31,Jul18,Male,Number of indigenous clients,proportion of national compared to prop pop,0.8854830533846274
2018-07-31,Jul18,Female,Number of clients who are at risk of homelessness,proportion of national compared to prop pop,0.7945035165616302
