DATE,STATE,MONTH,CLIENT GROUP,MEASURE,VALUE
2019-02-28,SA,Feb19,Number of clients with a current mental health issue,proportion of national per 10k,0.970832096222221
2019-02-28,SA,Feb19,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9975368387642264
2019-02-28,SA,Feb19,Number of indigenous clients,proportion of national per 10k,1.1074613038821541
2019-02-28,SA,Feb19,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.7915190929711697
2020-02-29,SA,Feb20,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5241657770856628
2020-02-29,SA,Feb20,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.4608429569472807
2020-02-29,SA,Feb20,Number of clients who are at risk of homelessness,proportion of national per 10k,1.0610532359653109
2020-02-29,SA,Feb20,Number of clients who are homeless,proportion of national per 10k,0.9089769659997867
2020-02-29,SA,Feb20,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7810120666300886
2020-02-29,SA,Feb20,Number of clients with a current mental health issue,proportion of national per 10k,0.969672399963971
2020-02-29,SA,Feb20,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.0225996022452821
2020-02-29,SA,Feb20,Number of indigenous clients,proportion of national per 10k,1.0152244497809915
2020-02-29,SA,Feb20,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.5192337467414095
2021-02-28,SA,Feb21,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5073406134310543
2021-02-28,SA,Feb21,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3073835338341777
2021-02-28,SA,Feb21,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1819659475213609
2021-02-28,SA,Feb21,Number of clients who are homeless,proportion of national per 10k,0.8762876948397589
2021-02-28,SA,Feb21,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.709798967510385
2021-02-28,SA,Feb21,Number of clients with a current mental health issue,proportion of national per 10k,0.9581405245181442
2021-02-28,SA,Feb21,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.0833451345902654
2021-02-28,SA,Feb21,Number of indigenous clients,proportion of national per 10k,1.050206433083734
2021-02-28,SA,Feb21,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.4921607499083868
2022-02-28,SA,Feb22,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.4398487995466353
2022-02-28,SA,Feb22,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.24909052193005743
2022-02-28,SA,Feb22,Number of clients who are at risk of homelessness,proportion of national per 10k,1.0768197268866788
2022-02-28,SA,Feb22,Number of clients who are homeless,proportion of national per 10k,0.9887113362105959
2022-02-28,SA,Feb22,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.6683379159038548
2022-02-28,SA,Feb22,Number of clients with a current mental health issue,proportion of national per 10k,0.9609656588683498
2022-02-28,SA,Feb22,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9519920748743392
2022-02-28,SA,Feb22,Number of indigenous clients,proportion of national per 10k,1.0031834359818943
2022-02-28,SA,Feb22,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.449259089094208
2023-02-28,SA,Feb23,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.4618349240942354
2023-02-28,SA,Feb23,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.4437583388846049
2023-02-28,SA,Feb23,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1363628084592012
2023-02-28,SA,Feb23,Number of clients who are homeless,proportion of national per 10k,1.0567735195959969
2023-02-28,SA,Feb23,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7231224803865204
2023-02-28,SA,Feb23,Number of clients with a current mental health issue,proportion of national per 10k,0.984580536540982
2023-02-28,SA,Feb23,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.8799848446586844
2023-02-28,SA,Feb23,Number of indigenous clients,proportion of national per 10k,0.9510811738339353
2023-02-28,SA,Feb23,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.42396111545812515
2018-01-31,SA,Jan18,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.7405512195611043
2018-01-31,SA,Jan18,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.5606881734103447
2018-01-31,SA,Jan18,Number of clients who are at risk of homelessness,proportion of national per 10k,1.2282558119843645
2018-01-31,SA,Jan18,Number of clients who are homeless,proportion of national per 10k,0.9685864908150307
2018-01-31,SA,Jan18,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.9100197264626904
2018-01-31,SA,Jan18,Number of clients with a current mental health issue,proportion of national per 10k,0.9957306224401798
2018-01-31,SA,Jan18,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9664915391583311
2018-01-31,SA,Jan18,Number of indigenous clients,proportion of national per 10k,1.140422853751311
2018-01-31,SA,Jan18,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8235669519052752
2019-01-31,SA,Jan19,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.6780969035098152
2019-01-31,SA,Jan19,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.5861294297574565
2019-01-31,SA,Jan19,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1162392291958525
2019-01-31,SA,Jan19,Number of clients who are homeless,proportion of national per 10k,0.9711102260568379
2019-01-31,SA,Jan19,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8214052558287721
2019-01-31,SA,Jan19,Number of clients with a current mental health issue,proportion of national per 10k,0.9802715778936856
2019-01-31,SA,Jan19,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.0213047091368816
2019-01-31,SA,Jan19,Number of indigenous clients,proportion of national per 10k,1.0839184391259704
2019-01-31,SA,Jan19,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.7752668506363745
2020-01-31,SA,Jan20,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5411614311220727
2020-01-31,SA,Jan20,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.4554279809534659
2020-01-31,SA,Jan20,Number of clients who are at risk of homelessness,proportion of national per 10k,1.068854939562462
2020-01-31,SA,Jan20,Number of clients who are homeless,proportion of national per 10k,0.8990747967068442
2020-01-31,SA,Jan20,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7528782166730054
2020-01-31,SA,Jan20,Number of clients with a current mental health issue,proportion of national per 10k,0.9529656472695237
2020-01-31,SA,Jan20,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9969965072885147
2020-01-31,SA,Jan20,Number of indigenous clients,proportion of national per 10k,1.058548472149916
2020-01-31,SA,Jan20,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.5528524363253642
2021-01-31,SA,Jan21,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.49081121435744834
2021-01-31,SA,Jan21,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.34437681119481445
2021-01-31,SA,Jan21,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1547934651480594
2021-01-31,SA,Jan21,Number of clients who are homeless,proportion of national per 10k,0.8492742882241895
2021-01-31,SA,Jan21,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.6774488169101595
2021-01-31,SA,Jan21,Number of clients with a current mental health issue,proportion of national per 10k,0.916046073151441
2021-01-31,SA,Jan21,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.1069035096629294
2021-01-31,SA,Jan21,Number of indigenous clients,proportion of national per 10k,1.0112737264085665
2021-01-31,SA,Jan21,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.5034477640189834
2022-01-31,SA,Jan22,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.42662183708947854
2022-01-31,SA,Jan22,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.39523699201717377
2022-01-31,SA,Jan22,Number of clients who are at risk of homelessness,proportion of national per 10k,1.0731058867141445
2022-01-31,SA,Jan22,Number of clients who are homeless,proportion of national per 10k,0.9957342657217937
2022-01-31,SA,Jan22,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.6390498404651649
2022-01-31,SA,Jan22,Number of clients with a current mental health issue,proportion of national per 10k,0.9832023768321759
2022-01-31,SA,Jan22,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9859250997702711
2022-01-31,SA,Jan22,Number of indigenous clients,proportion of national per 10k,1.002603527854565
2022-01-31,SA,Jan22,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.4180273453129819
2023-01-31,SA,Jan23,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.42802719054609745
2023-01-31,SA,Jan23,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3871415006694824
2023-01-31,SA,Jan23,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1655842941224095
2023-01-31,SA,Jan23,Number of clients who are homeless,proportion of national per 10k,1.0365204844836997
2023-01-31,SA,Jan23,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7215764718910903
2023-01-31,SA,Jan23,Number of clients with a current mental health issue,proportion of national per 10k,0.9748567544417607
2023-01-31,SA,Jan23,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9044789652353418
2023-01-31,SA,Jan23,Number of indigenous clients,proportion of national per 10k,0.9791290982653468
2023-01-31,SA,Jan23,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.41002046469922515
2017-07-31,SA,Jul17,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.7984794419521973
2017-07-31,SA,Jul17,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.46679984806264685
2017-07-31,SA,Jul17,Number of clients who are at risk of homelessness,proportion of national per 10k,1.2426167903903202
2017-07-31,SA,Jul17,Number of clients who are homeless,proportion of national per 10k,1.0196351471398173
2017-07-31,SA,Jul17,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.9388719926482992
2017-07-31,SA,Jul17,Number of clients with a current mental health issue,proportion of national per 10k,0.9484187389209334
2017-07-31,SA,Jul17,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.0387007817084197
2017-07-31,SA,Jul17,Number of indigenous clients,proportion of national per 10k,1.1337407961586339
2017-07-31,SA,Jul17,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.9202805993144053
2018-07-31,SA,Jul18,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.7029703216350256
2018-07-31,SA,Jul18,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.41822647613048164
2018-07-31,SA,Jul18,Number of clients who are at risk of homelessness,proportion of national per 10k,1.132463283223987
2018-07-31,SA,Jul18,Number of clients who are homeless,proportion of national per 10k,0.9814072854555866
2018-07-31,SA,Jul18,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8842213811131612
2018-07-31,SA,Jul18,Number of clients with a current mental health issue,proportion of national per 10k,0.9561093145235708
2018-07-31,SA,Jul18,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.01451443914123
2018-07-31,SA,Jul18,Number of indigenous clients,proportion of national per 10k,1.1029684796884995
2018-07-31,SA,Jul18,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8115915123103186
2019-07-31,SA,Jul19,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5582303502627555
2019-07-31,SA,Jul19,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3403266363442215
2019-07-31,SA,Jul19,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1230741750913158
2019-07-31,SA,Jul19,Number of clients who are homeless,proportion of national per 10k,0.9262812421367315
2019-07-31,SA,Jul19,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8188134395371834
2019-07-31,SA,Jul19,Number of clients with a current mental health issue,proportion of national per 10k,0.9249342860907
2019-07-31,SA,Jul19,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9520422436740341
2019-07-31,SA,Jul19,Number of indigenous clients,proportion of national per 10k,1.0171661689836322
2019-07-31,SA,Jul19,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.5408490227081284
2020-07-31,SA,Jul20,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5757049150411748
2020-07-31,SA,Jul20,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.28362155977091164
2020-07-31,SA,Jul20,Number of clients who are at risk of homelessness,proportion of national per 10k,1.2496739277384696
2020-07-31,SA,Jul20,Number of clients who are homeless,proportion of national per 10k,0.9467540729494597
2020-07-31,SA,Jul20,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7961281231148012
2020-07-31,SA,Jul20,Number of clients with a current mental health issue,proportion of national per 10k,1.0159779615293507
2020-07-31,SA,Jul20,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.1233631684445067
2020-07-31,SA,Jul20,Number of indigenous clients,proportion of national per 10k,1.2138548177601451
2020-07-31,SA,Jul20,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.552564103842673
2021-07-31,SA,Jul21,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.4053849822457355
2021-07-31,SA,Jul21,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3588164824915571
2021-07-31,SA,Jul21,Number of clients who are at risk of homelessness,proportion of national per 10k,0.7461106005369444
2021-07-31,SA,Jul21,Number of clients who are homeless,proportion of national per 10k,0.9245914299366397
2021-07-31,SA,Jul21,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.4856303087008754
2021-07-31,SA,Jul21,Number of clients with a current mental health issue,proportion of national per 10k,0.7335635521720262
2021-07-31,SA,Jul21,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.8509594979591143
2021-07-31,SA,Jul21,Number of indigenous clients,proportion of national per 10k,0.8834373207058783
2021-07-31,SA,Jul21,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.3502588336032627
2022-07-31,SA,Jul22,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.4361719048715176
2022-07-31,SA,Jul22,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.29909853498268274
2022-07-31,SA,Jul22,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1808509525128386
2022-07-31,SA,Jul22,Number of clients who are homeless,proportion of national per 10k,1.0561534931548744
2022-07-31,SA,Jul22,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.6317118519740419
2022-07-31,SA,Jul22,Number of clients with a current mental health issue,proportion of national per 10k,1.0072001400989148
2022-07-31,SA,Jul22,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9270912371529678
2022-07-31,SA,Jul22,Number of indigenous clients,proportion of national per 10k,1.020225900955738
2022-07-31,SA,Jul22,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.4286635902796069
2018-06-30,SA,Jun18,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.695921327577159
2018-06-30,SA,Jun18,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.39677437966111334
2018-06-30,SA,Jun18,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1617672361336697
2018-06-30,SA,Jun18,Number of clients who are homeless,proportion of national per 10k,0.9835029983466591
2018-06-30,SA,Jun18,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8612214980219571
2018-06-30,SA,Jun18,Number of clients with a current mental health issue,proportion of national per 10k,0.9561429000497474
2018-06-30,SA,Jun18,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9976386120424633
2018-06-30,SA,Jun18,Number of indigenous clients,proportion of national per 10k,1.1064616498537838
2018-06-30,SA,Jun18,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8063118329339786
2019-06-30,SA,Jun19,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.578384561771307
2019-06-30,SA,Jun19,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.41530027626857663
2019-06-30,SA,Jun19,Number of clients who are at risk of homelessness,proportion of national per 10k,1.089046800949738
2019-06-30,SA,Jun19,Number of clients who are homeless,proportion of national per 10k,0.9170132604041134
2019-06-30,SA,Jun19,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8294429384727451
2019-06-30,SA,Jun19,Number of clients with a current mental health issue,proportion of national per 10k,0.891010721037547
2019-06-30,SA,Jun19,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9264289488289935
2019-06-30,SA,Jun19,Number of indigenous clients,proportion of national per 10k,0.9930363899626155
2019-06-30,SA,Jun19,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.5612663439030553
2020-06-30,SA,Jun20,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5482123963445155
2020-06-30,SA,Jun20,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3073137945400576
2020-06-30,SA,Jun20,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1936924008864558
2020-06-30,SA,Jun20,Number of clients who are homeless,proportion of national per 10k,0.9877403337433157
2020-06-30,SA,Jun20,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7848441663835963
2020-06-30,SA,Jun20,Number of clients with a current mental health issue,proportion of national per 10k,1.0266870518232627
2020-06-30,SA,Jun20,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.1291959644878968
2020-06-30,SA,Jun20,Number of indigenous clients,proportion of national per 10k,1.176802523330418
2020-06-30,SA,Jun20,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.556139354728003
2021-06-30,SA,Jun21,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5167018270189099
2021-06-30,SA,Jun21,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.2488612371623337
2021-06-30,SA,Jun21,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1114949760305213
2021-06-30,SA,Jun21,Number of clients who are homeless,proportion of national per 10k,0.839368079123114
2021-06-30,SA,Jun21,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.705731940843908
2021-06-30,SA,Jun21,Number of clients with a current mental health issue,proportion of national per 10k,0.9097170327032514
2021-06-30,SA,Jun21,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9577105776928926
2021-06-30,SA,Jun21,Number of indigenous clients,proportion of national per 10k,0.977190771855508
2021-06-30,SA,Jun21,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.5099243325843176
2022-06-30,SA,Jun22,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.46412047482030566
2022-06-30,SA,Jun22,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3139936344277024
2022-06-30,SA,Jun22,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1074051046684574
2022-06-30,SA,Jun22,Number of clients who are homeless,proportion of national per 10k,1.0805493522298757
2022-06-30,SA,Jun22,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.6438958005545355
2022-06-30,SA,Jun22,Number of clients with a current mental health issue,proportion of national per 10k,1.0181806013337573
2022-06-30,SA,Jun22,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9764047824005845
2022-06-30,SA,Jun22,Number of indigenous clients,proportion of national per 10k,1.0163506140012333
2022-06-30,SA,Jun22,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.4211331485248565
2023-06-30,SA,Jun23,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,
2023-06-30,SA,Jun23,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,
2023-06-30,SA,Jun23,Number of clients who are at risk of homelessness,proportion of national per 10k,
2023-06-30,SA,Jun23,Number of clients who are homeless,proportion of national per 10k,
2023-06-30,SA,Jun23,Number of clients who have experienced family and domestic violence,proportion of national per 10k,
2023-06-30,SA,Jun23,Number of clients with a current mental health issue,proportion of national per 10k,
2023-06-30,SA,Jun23,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,
2023-06-30,SA,Jun23,Number of indigenous clients,proportion of national per 10k,
2023-06-30,SA,Jun23,Number of nights in short-term/emergency accommodation,proportion of national per 10k,
2018-03-31,SA,Mar18,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.6919364466783334
2018-03-31,SA,Mar18,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.4606886644218315
2018-03-31,SA,Mar18,Number of clients who are at risk of homelessness,proportion of national per 10k,1.2182494433003355
2018-03-31,SA,Mar18,Number of clients who are homeless,proportion of national per 10k,1.0043544282522818
2018-03-31,SA,Mar18,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8870685406224029
2018-03-31,SA,Mar18,Number of clients with a current mental health issue,proportion of national per 10k,0.9625865128072294
2018-03-31,SA,Mar18,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.016003938706184
2018-03-31,SA,Mar18,Number of indigenous clients,proportion of national per 10k,1.1736758107206722
2018-03-31,SA,Mar18,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8252077615679329
2019-03-31,SA,Mar19,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.6991774010636622
2019-03-31,SA,Mar19,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.45153351588100304
2019-03-31,SA,Mar19,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1297948451342177
2019-03-31,SA,Mar19,Number of clients who are homeless,proportion of national per 10k,0.9531213977662536
2019-03-31,SA,Mar19,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.882730870926571
2019-03-31,SA,Mar19,Number of clients with a current mental health issue,proportion of national per 10k,0.975029865148456
2019-03-31,SA,Mar19,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9523665031608602
2019-03-31,SA,Mar19,Number of indigenous clients,proportion of national per 10k,1.0803133511804868
2019-03-31,SA,Mar19,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.7090240603211002
2020-03-31,SA,Mar20,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.4619129510676429
2020-03-31,SA,Mar20,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.5001066452696027
2020-03-31,SA,Mar20,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1349018452528208
2020-03-31,SA,Mar20,Number of clients who are homeless,proportion of national per 10k,0.9405888828327921
2020-03-31,SA,Mar20,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7649993717327043
2020-03-31,SA,Mar20,Number of clients with a current mental health issue,proportion of national per 10k,1.0123354518190517
2020-03-31,SA,Mar20,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.113435129864285
2020-03-31,SA,Mar20,Number of indigenous clients,proportion of national per 10k,1.074719874246733
2020-03-31,SA,Mar20,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.4813165140441273
2021-03-31,SA,Mar21,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5149016613659406
2021-03-31,SA,Mar21,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3362019596648956
2021-03-31,SA,Mar21,Number of clients who are at risk of homelessness,proportion of national per 10k,1.198913759705234
2021-03-31,SA,Mar21,Number of clients who are homeless,proportion of national per 10k,0.9068133437989074
2021-03-31,SA,Mar21,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7540149550649332
2021-03-31,SA,Mar21,Number of clients with a current mental health issue,proportion of national per 10k,0.9585697220805504
2021-03-31,SA,Mar21,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.0625840924481786
2021-03-31,SA,Mar21,Number of indigenous clients,proportion of national per 10k,1.0789894406817264
2021-03-31,SA,Mar21,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.49823737300101445
2022-03-31,SA,Mar22,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.47146032147584666
2022-03-31,SA,Mar22,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3587913820072898
2022-03-31,SA,Mar22,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1110732823560086
2022-03-31,SA,Mar22,Number of clients who are homeless,proportion of national per 10k,1.004991980016541
2022-03-31,SA,Mar22,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.6798403789616408
2022-03-31,SA,Mar22,Number of clients with a current mental health issue,proportion of national per 10k,0.9516997283594232
2022-03-31,SA,Mar22,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9263213455190314
2022-03-31,SA,Mar22,Number of indigenous clients,proportion of national per 10k,1.0264604094086291
2022-03-31,SA,Mar22,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.46583426003755285
2023-03-31,SA,Mar23,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5448237820361657
2023-03-31,SA,Mar23,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3801445949093651
2023-03-31,SA,Mar23,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1445174219926322
2023-03-31,SA,Mar23,Number of clients who are homeless,proportion of national per 10k,1.022693975063245
2023-03-31,SA,Mar23,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7001673198992951
2023-03-31,SA,Mar23,Number of clients with a current mental health issue,proportion of national per 10k,0.9540266708979706
2023-03-31,SA,Mar23,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.844095345448471
2023-03-31,SA,Mar23,Number of indigenous clients,proportion of national per 10k,0.9334414381981685
2023-03-31,SA,Mar23,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.46102196160304226
2018-05-31,SA,May18,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.7445561906535957
2018-05-31,SA,May18,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.48639800310109665
2018-05-31,SA,May18,Number of clients who are at risk of homelessness,proportion of national per 10k,1.195176691102879
2018-05-31,SA,May18,Number of clients who are homeless,proportion of national per 10k,0.9918561244429863
2018-05-31,SA,May18,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8755421707170206
2018-05-31,SA,May18,Number of clients with a current mental health issue,proportion of national per 10k,0.9597680508788154
2018-05-31,SA,May18,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9599957538564855
2018-05-31,SA,May18,Number of indigenous clients,proportion of national per 10k,1.1115347836815332
2018-05-31,SA,May18,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8386850556783089
2019-05-31,SA,May19,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5974619017403296
2019-05-31,SA,May19,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3930865806030928
2019-05-31,SA,May19,Number of clients who are at risk of homelessness,proportion of national per 10k,1.1264698133617144
2019-05-31,SA,May19,Number of clients who are homeless,proportion of national per 10k,0.9367372102165187
2019-05-31,SA,May19,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8623079925514278
2019-05-31,SA,May19,Number of clients with a current mental health issue,proportion of national per 10k,0.9400472328857689
2019-05-31,SA,May19,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9371332878876422
2019-05-31,SA,May19,Number of indigenous clients,proportion of national per 10k,1.0746363526036191
2019-05-31,SA,May19,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.6238432769091184
2020-05-31,SA,May20,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.5499334412382878
2020-05-31,SA,May20,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3004769376883423
