SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL50880,14,12,13,9,12,10,9,3,0,92,144,97,113,125,116,118,79,37,20,851
SAL50881,48,38,33,34,39,27,20,9,5,251,807,515,517,494,588,621,493,222,75,4343
SAL50882,0,0,0,0,0,0,0,0,0,10,0,0,5,0,8,14,7,0,0,40
SAL50883,0,0,0,3,0,7,0,3,0,7,8,0,0,4,3,11,5,7,0,45
SAL50884,0,0,4,0,0,0,0,0,0,5,0,0,9,5,3,0,4,0,0,22
SAL50885,0,0,0,0,0,0,0,0,0,6,9,4,0,10,6,7,9,0,0,37
SAL50886,0,0,0,0,0,0,0,0,0,0,11,0,5,6,4,3,3,0,0,30
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,5,0,3,0,0,0,3,8,0,0,5,0,6,4,0,0,19
SAL50889,0,3,0,3,0,0,0,0,0,9,19,10,43,12,8,15,13,6,0,130
SAL50890,146,144,141,147,167,140,100,120,95,1199,1021,925,991,873,1088,1249,1307,783,357,8596
SAL50891,79,47,26,40,62,35,27,26,9,344,787,483,490,457,509,565,463,297,114,4151
SAL50892,0,6,0,0,0,0,0,0,0,8,0,0,0,4,12,5,11,6,0,39
SAL50893,50,32,30,30,24,26,19,3,0,219,810,565,476,598,566,456,408,178,76,4125
SAL50894,7,0,5,0,0,0,0,0,0,6,37,21,29,15,10,4,8,0,0,125
SAL50895,4,0,4,3,0,0,0,0,0,11,22,19,30,20,11,16,17,6,0,141
SAL50896,160,92,91,87,95,90,63,26,6,717,1895,1316,1330,1317,1331,1298,1000,564,248,10297
SAL50897,0,0,0,0,3,0,0,0,0,5,7,3,3,4,11,13,13,3,0,57
SAL50898,7,0,3,0,6,6,0,0,0,36,122,41,55,66,76,60,40,8,3,465
SAL50899,9,43,206,194,199,121,25,0,0,798,82,161,476,489,466,375,158,32,6,2252
SAL50900,0,0,0,0,3,0,0,0,0,10,3,0,0,5,3,3,7,4,0,41
SAL50901,0,0,0,0,6,3,0,0,0,14,77,63,29,39,95,61,43,13,7,437
SAL50902,12,84,328,345,321,228,34,0,0,1354,16,128,552,597,561,376,79,4,0,2315
SAL50903,201,80,114,125,130,110,67,12,17,853,1902,754,1080,1419,1288,1062,814,304,121,8744
SAL50904,14,16,9,10,10,12,12,0,0,71,146,121,70,105,94,135,128,42,5,840
SAL50905,26,12,5,15,21,11,13,3,0,117,472,247,134,299,327,319,314,139,38,2298
SAL50906,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8
SAL50907,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,4,0,0,12
SAL50908,0,0,0,0,0,0,0,0,0,0,18,0,8,9,12,8,9,6,4,61
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SAL50911,19,14,15,11,14,10,16,25,53,173,349,179,230,238,192,224,178,116,94,1809
SAL50912,0,12,36,32,29,31,0,0,0,160,0,32,83,83,75,74,9,4,0,364
SAL50913,10,0,4,6,3,9,6,9,0,50,59,18,28,38,48,55,50,27,5,330
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,13
SAL50916,0,0,3,0,0,7,0,0,0,12,32,13,9,16,28,28,17,16,0,160
SAL50917,133,97,198,162,120,76,68,20,3,883,1720,1306,3059,2378,1518,1207,1033,440,120,12783
SAL50918,5,0,0,3,0,0,0,0,0,3,16,6,4,10,11,12,11,5,0,72
SAL50919,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8,4,0,28
SAL50920,68,38,25,31,36,33,13,7,9,259,957,507,520,523,464,365,295,159,37,3829
SAL50921,0,0,6,5,8,15,3,0,0,25,0,9,5,7,19,30,15,0,0,83
SAL50922,159,77,77,69,74,57,38,25,17,592,2017,969,1104,1128,979,875,748,582,368,8776
SAL50923,3,4,3,3,0,0,3,0,0,19,50,23,18,25,21,31,40,6,5,224
SAL50924,0,0,0,0,0,0,0,0,0,5,3,6,10,3,5,14,23,0,0,73
SAL50925,50,27,24,36,40,26,18,11,4,234,351,262,298,312,320,322,213,109,41,2219
SAL50926,32,37,82,66,66,60,27,4,0,372,144,164,311,230,232,236,112,33,0,1455
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10
SAL50928,0,0,0,0,0,0,0,3,0,15,28,14,11,15,18,31,29,12,3,168
SAL50929,0,0,0,0,0,0,4,0,0,7,0,3,0,0,10,3,3,0,0,29
SAL50930,0,0,0,0,0,0,0,0,0,11,27,11,8,13,34,24,27,13,0,156
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,68,40,35,31,50,51,23,12,15,322,1187,759,594,755,933,752,504,321,237,6049
SAL50933,10,11,19,11,7,13,24,41,19,159,335,278,147,202,285,311,308,427,352,2645
SAL50934,0,0,4,6,0,8,20,6,0,41,14,19,15,22,23,36,39,9,0,167
SAL50935,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,13
SAL50936,0,0,0,0,0,6,0,0,0,16,14,7,3,6,6,24,11,10,0,88
SAL50937,0,0,0,0,0,0,0,0,0,4,9,11,4,3,8,4,4,3,0,56
SAL50938,62,49,47,50,38,48,35,15,6,354,496,314,342,313,337,366,291,124,56,2641
SAL50939,127,68,52,56,51,23,25,37,43,484,1099,656,635,672,589,450,429,489,390,5412
SAL50940,0,30,73,52,26,12,0,0,0,193,4,29,75,56,28,13,0,5,0,221
SAL50941,20,5,3,6,12,0,8,0,0,63,76,30,34,45,55,42,46,14,3,341
SAL50942,6,0,0,0,0,0,0,0,0,0,12,0,4,0,0,7,0,3,0,35
SAL50943,3,0,3,0,0,0,0,0,0,4,3,0,4,0,3,0,0,0,0,12
SAL50944,58,25,45,79,62,50,40,16,0,371,513,342,403,402,389,407,291,162,45,2954
SAL50945,0,0,0,0,3,4,7,0,0,19,33,15,17,20,28,45,37,9,5,216
SAL50946,4,7,0,7,10,11,8,6,0,68,97,75,68,82,103,153,123,63,49,817
SAL50947,134,135,176,188,174,128,108,100,126,1266,861,867,1211,951,862,730,594,425,327,6824
SAL50948,40,28,29,22,27,19,13,10,3,198,438,323,362,313,290,205,176,85,39,2231
SAL50949,9,0,3,0,3,0,4,0,0,18,22,3,15,9,26,16,14,7,0,115
SAL50950,83,34,62,59,35,28,14,3,0,330,559,212,423,414,221,180,70,23,0,2099
SAL50951,32,9,21,19,12,16,3,0,0,116,725,254,465,444,261,227,132,47,8,2579
SAL50952,7,0,5,4,8,4,0,5,0,23,64,24,27,27,39,41,34,15,3,269
SAL50953,0,7,0,7,12,0,9,5,0,37,73,58,35,48,88,73,77,33,0,477
SAL50954,4,0,0,3,0,0,0,0,0,12,7,0,0,8,6,11,0,0,0,36
SAL50955,0,0,0,0,0,0,0,0,0,6,3,18,14,10,7,12,22,6,0,97
SAL50956,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,4,0,0,16
SAL50957,17,3,9,9,3,10,6,4,4,73,180,88,78,91,109,147,123,75,21,896
SAL50958,0,0,0,0,0,0,0,0,0,0,5,0,4,4,3,0,0,0,0,11
SAL50959,0,0,0,0,0,0,0,0,0,5,11,5,4,3,8,12,4,0,0,48
SAL50960,67,71,35,33,69,61,22,15,16,390,1247,1235,543,732,1440,1174,625,427,161,7588
SAL50961,0,0,0,0,0,0,0,0,0,6,5,0,3,4,3,10,0,4,0,33
SAL50962,0,0,0,0,0,0,0,0,0,0,6,0,5,8,3,4,3,0,0,28
SAL50963,3,0,3,10,17,25,28,14,3,104,41,17,17,35,39,80,75,40,4,355
SAL50964,0,0,0,0,0,0,0,0,0,3,19,6,4,8,13,7,13,7,0,76
SAL50965,0,0,0,0,0,0,0,0,0,4,4,5,3,0,9,19,27,0,0,82
SAL50966,0,0,0,0,0,0,0,4,0,0,11,0,3,6,9,0,4,3,0,38
SAL50967,0,0,0,0,0,0,0,0,0,0,12,0,13,0,5,9,3,0,0,38
SAL50968,3,0,6,0,3,6,8,0,0,22,31,21,42,35,48,55,56,18,0,313
SAL50969,23,26,15,16,20,21,11,9,3,138,285,211,200,194,219,260,197,168,48,1779
SAL50970,188,80,91,95,79,60,41,15,3,657,1692,1168,982,992,941,1026,729,294,118,7939
SAL50971,0,4,16,24,25,7,0,0,0,84,25,24,98,122,105,43,6,0,0,432
SAL50972,3,0,0,0,4,0,0,0,0,12,4,0,9,0,3,13,0,0,4,39
SAL50973,3,0,0,0,0,4,0,0,0,11,27,5,13,13,14,14,6,4,0,92
SAL50974,0,0,0,8,0,0,3,0,0,12,9,4,3,11,9,10,9,6,0,59
SAL50975,0,4,0,3,6,0,0,0,0,13,27,28,13,15,40,35,34,15,4,201
SAL50976,0,0,0,0,4,0,0,0,0,17,9,4,3,4,14,7,19,7,0,59
SAL50977,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,5,0,0,0,19
SAL50978,0,0,0,0,0,3,4,0,0,8,3,3,3,9,5,55,39,16,3,141
SAL50979,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,3,0,0,16
SAL50980,16,6,3,8,9,10,10,0,0,55,83,41,31,44,65,63,37,13,0,380
SAL50981,3,0,0,0,6,0,0,0,0,9,18,4,3,8,4,11,6,7,0,65
SAL50982,3,0,0,0,0,0,0,0,0,8,21,4,10,12,9,7,6,0,0,67
SAL50983,0,9,7,4,4,9,6,3,0,42,29,18,21,16,29,47,36,24,3,219
SAL50984,0,0,0,0,0,0,3,0,0,9,0,0,0,4,0,0,11,5,0,29
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,0,0,0,0,0,0,9,0,6,4,0,7,0,0,0,28
SAL50987,18,9,4,7,8,8,9,5,0,71,63,33,15,35,42,34,36,6,3,268
SAL50988,46,34,40,28,28,46,35,14,4,276,337,204,207,182,214,265,218,112,40,1778
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,3,0,0,0,5,3,5,0,0,0,7,0,0,0,14
SAL50991,0,0,0,0,0,0,0,0,0,3,13,0,4,6,4,18,5,0,0,57
SAL50992,9,0,0,3,5,8,6,3,0,35,98,57,52,62,129,144,100,38,8,681
SAL50993,40,26,13,17,15,19,45,16,3,194,98,52,40,47,47,83,107,33,20,529
SAL50994,0,0,0,0,0,0,0,0,0,0,7,0,6,0,7,8,0,0,0,35
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
SAL50996,24,9,6,14,12,6,4,3,0,70,205,89,83,89,146,132,92,42,7,894
SAL50997,41,22,27,22,18,15,11,9,0,156,150,86,121,92,108,99,60,27,17,765
SAL50998,239,164,209,202,161,158,86,70,25,1322,3624,2507,3522,3145,2656,2481,2189,1431,504,22064
SAL50999,0,0,6,0,0,3,0,0,0,4,0,10,8,0,8,3,10,4,0,33
SAL51000,88,91,70,72,83,80,51,43,33,611,1539,1177,968,1110,1305,1078,929,566,218,8894
SAL51001,0,0,0,0,0,0,0,0,0,0,8,0,4,6,0,6,5,0,0,27
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,8
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL51004,74,40,31,45,38,58,42,21,12,354,494,275,252,284,359,429,388,174,95,2747
SAL51005,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,5,0,0,0,12
SAL51006,0,9,16,10,30,19,0,0,0,91,28,27,42,17,41,26,0,4,0,182
SAL51007,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,0,15
SAL51008,47,28,27,29,30,21,35,42,54,307,922,685,347,515,747,634,551,359,183,4934
SAL51009,9,8,9,4,8,7,10,3,0,50,140,90,60,72,91,114,82,54,14,715
SAL51010,0,4,0,0,0,0,0,0,0,12,5,12,12,12,13,13,11,5,0,89
SAL51011,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,12
SAL51012,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,0,4,0,0,24
SAL51013,0,0,0,0,0,6,0,0,0,5,16,12,6,20,12,39,21,7,6,136
SAL51014,27,5,5,4,0,9,4,0,0,53,161,101,92,63,54,45,30,9,0,557
SAL51015,96,57,50,60,53,38,19,14,3,393,1845,828,965,1356,1283,903,497,226,99,7995
SAL51016,41,33,30,33,20,27,24,12,0,225,671,365,341,419,438,473,330,150,30,3221
SAL51017,0,0,0,0,0,0,4,0,0,4,0,4,3,3,9,6,11,0,0,44
SAL51018,0,0,0,0,3,0,0,0,0,4,0,0,5,0,3,0,0,4,0,13
SAL51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,13
SAL51020,0,3,24,27,14,14,4,0,0,89,0,15,74,85,62,50,11,0,0,299
SAL51021,93,84,112,89,93,72,70,87,95,788,1531,1442,2006,1637,1399,1281,1040,525,322,11181
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,0,3,0,0,0,0,4,4,5,0,5,4,0,3,0,0,22
SAL51024,71,43,101,98,101,82,35,7,0,541,122,62,154,150,174,174,117,25,3,981
SAL51025,3,7,12,5,8,20,10,10,0,76,136,80,124,112,146,160,143,59,15,967
SAL51026,35,23,34,39,30,35,29,25,38,297,484,332,319,377,365,473,384,245,86,3067
SAL51027,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,51,47,28,50,52,49,48,15,4,339,1243,845,713,1040,960,998,892,454,183,7325
SAL51031,21,17,9,8,16,23,19,15,3,132,302,194,206,201,252,318,284,198,58,2021
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,5,82,349,293,299,177,30,0,0,1240,25,239,927,776,774,476,82,3,0,3304
SAL51034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,7,0,22
SAL51035,3,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,0,0,13
SAL51036,62,39,30,42,42,29,8,12,0,267,669,397,379,378,418,372,314,161,52,3143
SAL51037,3,0,0,0,0,0,0,0,0,14,21,0,9,9,11,15,6,0,0,65
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,11,7,16,4,16,13,8,0,0,71,148,99,90,97,151,154,105,47,13,907
SAL51041,9,0,0,3,0,0,0,0,5,19,31,22,33,29,21,39,23,11,0,207
SAL51042,34,19,6,18,4,12,5,0,0,89,110,69,69,63,42,56,27,10,0,457
SAL51043,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,6,0,0,0,16
SAL51044,9,4,7,4,5,7,3,9,4,52,63,32,34,39,37,57,50,36,11,352
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,5,0,0,23
SAL51047,73,39,29,52,52,42,34,7,0,334,1211,749,538,837,912,806,622,245,68,5984
SAL51048,3,0,0,0,3,6,0,0,0,10,20,6,16,17,18,32,21,17,0,138
SAL51049,31,14,16,16,12,20,22,0,0,128,79,25,38,53,54,80,105,24,3,455
SAL51050,4,4,3,4,5,6,0,4,0,30,64,38,59,33,36,36,18,14,0,303
SAL51051,0,5,0,4,0,6,5,0,0,24,34,34,24,33,23,36,21,8,0,221
SAL51052,0,0,0,0,0,0,0,3,0,6,21,10,4,12,20,19,10,7,0,98
SAL51053,0,0,0,0,0,0,0,0,0,0,16,4,3,11,11,13,6,3,0,57
SAL51054,6,0,0,0,4,0,4,0,0,15,13,4,13,5,15,5,6,0,0,44
SAL51055,34,24,17,20,32,26,25,16,11,199,494,306,237,305,437,456,419,290,136,3077
SAL51056,19,8,15,16,14,10,12,5,0,103,254,161,134,133,167,147,128,49,14,1190
SAL51057,0,0,0,3,0,5,0,0,0,8,0,4,0,0,0,4,8,0,0,18
SAL51058,0,0,0,0,0,0,0,0,0,0,0,8,4,3,9,10,6,0,0,45
SAL51059,5,0,4,3,5,7,0,0,0,16,26,6,28,13,17,27,8,8,0,141
SAL51060,0,0,5,0,0,0,0,0,0,12,29,18,15,24,37,20,27,16,4,195
SAL51061,3,0,0,0,0,0,0,0,0,3,7,0,3,8,3,4,4,0,0,36
SAL51062,0,0,0,0,0,3,0,0,0,4,18,4,0,9,10,11,15,15,0,90
SAL51063,3,0,0,3,0,0,5,0,0,8,9,0,5,8,14,16,27,0,0,77
SAL51064,86,112,135,102,106,103,163,181,197,1184,371,784,458,359,340,413,534,513,397,4171
SAL51065,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,22
SAL51066,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,14
SAL51067,8,6,0,0,7,9,0,5,0,27,32,26,42,36,43,63,63,21,0,331
SAL51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51069,22,7,6,10,15,6,3,13,10,96,387,236,190,279,268,171,152,181,199,2060
SAL51070,18,12,0,7,22,9,15,9,0,105,90,44,28,46,99,76,79,43,3,507
SAL51071,0,0,0,0,0,0,0,0,0,5,17,8,10,13,18,28,13,8,0,115
SAL51072,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,6,0,8
SAL51073,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAL51074,0,0,0,0,0,0,0,0,0,0,12,0,10,12,6,0,0,0,0,34
SAL51075,0,0,0,0,0,5,0,0,0,5,5,6,0,3,11,14,0,0,0,35
SAL51076,20,6,3,12,9,5,0,0,0,59,89,37,36,56,51,55,29,13,0,358
SAL51077,0,0,0,0,0,0,6,0,0,0,3,0,3,4,0,3,8,3,0,27
SAL51078,0,0,0,0,0,4,0,0,0,7,3,5,0,0,5,12,5,0,4,37
SAL51079,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,18,7,3,49
SAL51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SAL51081,0,0,5,0,4,0,0,4,0,15,19,3,11,4,9,14,14,3,0,77
SAL51082,0,0,0,0,0,0,0,0,0,3,7,0,4,4,5,0,7,0,0,28
SAL51083,22,4,14,14,11,17,20,21,6,129,117,63,60,110,109,183,202,102,24,949
SAL51084,0,0,0,4,11,4,5,0,0,22,13,6,9,8,17,14,17,3,0,84
SAL51085,5,0,5,6,3,13,9,3,0,40,20,8,21,17,32,64,80,26,0,264
SAL51086,6,0,0,0,0,6,4,0,0,11,54,17,14,27,28,48,33,13,6,248
SAL51087,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,6,5,0,0,13
SAL51088,5,4,5,9,16,13,15,7,12,79,70,20,40,41,61,61,52,44,33,428
SAL51089,0,0,0,0,0,0,3,0,0,3,5,0,5,6,7,12,16,0,0,52
SAL51090,5,3,0,9,5,3,0,0,0,27,26,8,0,17,14,14,9,4,0,95
SAL51091,0,0,0,0,0,0,0,0,0,3,10,3,0,6,4,7,5,0,0,34
SAL51092,10,10,9,3,7,10,5,4,0,66,78,50,52,46,65,88,80,24,8,492
SAL51093,117,82,82,68,56,53,48,27,10,529,700,497,480,432,488,506,436,266,154,3946
SAL51094,0,0,0,4,0,0,0,0,0,3,12,13,7,9,15,16,9,4,0,90
SAL51095,0,0,8,8,9,11,5,0,0,40,31,10,34,31,18,51,31,5,0,220
SAL51096,0,0,0,4,0,5,0,0,0,6,0,3,0,4,0,7,0,5,0,25
SAL51097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51098,187,99,126,129,99,127,126,121,62,1075,2159,1595,1149,1358,1503,1326,1272,881,442,11682
SAL51099,0,3,0,0,0,0,0,0,0,6,24,5,10,17,8,13,8,0,0,90
SAL51100,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,16
SAL51101,5,5,5,0,8,3,0,7,0,32,23,18,12,9,29,7,12,7,0,107
SAL51102,0,0,10,8,5,4,5,6,0,39,33,32,48,39,43,28,40,33,0,291
SAL51103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
SAL51104,0,0,0,0,0,0,5,0,0,5,19,5,10,14,9,10,5,0,0,76
SAL51105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3
SAL51106,0,0,0,0,0,0,0,0,0,5,7,0,0,4,5,8,0,0,0,26
SAL51107,0,0,0,0,0,9,15,7,0,34,7,5,6,4,5,25,21,10,0,84
SAL51108,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,8,3,3,0,18
SAL51109,4,5,0,0,9,8,0,0,0,21,25,7,18,29,27,31,24,3,0,158
SAL51110,0,0,0,0,0,3,0,0,0,6,16,7,10,14,13,22,13,11,0,105
SAL51111,171,282,1075,1039,909,613,109,14,0,4203,1209,998,3220,3026,2689,1755,361,42,6,13305
SAL51112,0,0,6,11,12,8,0,0,0,51,0,7,6,12,27,17,5,0,0,78
SAL51113,243,93,132,162,112,60,33,3,0,845,1432,463,830,953,676,344,143,46,3,4883
SAL51114,3,0,0,0,3,0,6,4,0,15,19,26,12,30,43,36,33,26,11,237
SAL51115,0,0,0,0,0,0,0,0,0,0,9,0,8,11,8,10,9,8,0,54
SAL51116,0,0,3,0,4,0,8,0,0,14,28,5,20,17,33,26,52,7,0,184
SAL51117,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,3,0,0,0,19
SAL51118,0,0,0,0,0,0,0,0,0,5,11,14,7,6,12,13,15,0,0,74
SAL51119,0,4,0,0,3,0,0,0,0,8,19,7,7,8,19,14,17,0,0,82
SAL51120,5,0,0,0,6,0,0,0,0,9,8,7,5,0,12,8,5,5,0,46
SAL51121,0,0,0,0,0,0,0,0,0,0,6,0,4,6,4,4,0,0,0,24
SAL51122,213,114,215,188,103,89,64,38,17,1050,2167,1343,2909,2279,1252,1112,816,420,198,12503
SAL51123,0,0,3,4,0,0,0,0,0,10,17,4,7,10,3,3,0,0,0,46
SAL51124,63,63,33,46,47,50,46,27,8,383,1257,928,855,874,979,1067,1102,601,210,7881
SAL51125,0,0,0,0,0,0,0,3,0,3,9,3,7,12,15,23,17,10,0,92
SAL51126,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,8,3,0,0,29
SAL51127,21,14,14,6,24,17,9,6,0,114,69,49,74,41,93,117,102,43,10,592
SAL51128,0,3,4,0,4,3,3,0,0,16,3,9,4,3,4,17,8,0,0,48
SAL51129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51130,34,19,23,33,34,21,15,18,8,197,604,357,376,485,504,473,458,246,69,3590
SAL51131,0,0,4,0,0,0,0,0,0,4,0,0,4,6,3,5,0,0,0,10
SAL51132,4,4,0,4,3,8,0,0,0,21,45,37,31,30,41,72,41,14,5,304
SAL51133,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,4,0,0,0,21
SAL51134,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,4,0,6,0,18
SAL51135,24,30,35,33,38,41,16,4,6,228,474,334,495,492,531,628,444,162,91,3642
SAL51136,10,12,7,5,12,9,7,0,0,67,197,79,92,112,125,109,73,31,7,822
SAL51137,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,5
SAL51138,33,29,29,34,30,31,28,14,0,240,458,365,463,490,447,601,513,300,111,3745
SAL51139,5,6,6,5,14,15,0,0,0,42,17,16,31,36,49,64,15,6,0,241
SAL51140,0,4,0,0,0,3,0,0,0,11,9,10,4,9,8,19,7,6,0,70
SAL51141,0,0,0,0,0,0,0,0,0,0,8,0,5,7,4,5,0,0,0,30
SAL51142,4,0,9,7,15,12,3,0,0,52,14,0,12,15,21,15,11,3,0,101
SAL51143,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,6,7,0,0,20
SAL51144,14,5,0,16,11,10,7,3,0,75,213,191,130,174,173,206,132,57,13,1284
SAL51145,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,5,3,0,0,20
SAL51146,0,0,0,0,0,0,0,0,0,6,9,3,5,5,8,3,0,0,0,26
SAL51147,77,56,92,88,64,60,49,21,16,506,1476,990,1652,1508,1232,1118,723,400,247,9349
SAL51148,17,5,23,14,29,3,15,10,0,103,48,24,66,41,86,47,50,18,0,384
SAL51149,0,0,0,0,0,0,0,0,0,0,7,3,4,0,4,3,4,0,0,27
SAL51150,3,0,3,0,10,4,5,0,0,20,19,13,11,11,31,23,11,9,5,125
SAL51151,3,0,0,0,0,0,0,0,0,9,12,0,8,4,0,5,0,0,0,24
SAL51152,0,0,0,0,0,0,5,0,0,3,10,12,10,8,22,18,21,12,4,114
SAL51153,10,3,4,9,6,11,13,0,0,60,71,37,50,67,60,103,117,28,5,529
SAL51154,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10
SAL51155,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11
SAL51156,10,6,3,5,3,6,6,6,0,53,118,75,56,70,96,144,116,78,23,772
SAL51157,197,118,97,97,116,88,72,49,30,863,1287,775,718,709,798,903,794,434,188,6610
SAL51158,35,17,11,10,16,15,20,10,6,138,120,53,43,62,94,137,166,86,43,813
SAL51159,4,38,109,38,35,29,13,5,0,270,80,208,609,299,137,109,51,15,0,1513
SAL51160,3,4,3,11,15,15,5,3,0,61,40,23,21,31,40,50,35,18,4,268
SAL51161,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7,0,0,17
SAL51162,0,3,0,0,5,7,4,0,0,20,28,24,15,18,35,45,18,6,0,183
SAL51163,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,4,0,11
SAL51164,0,0,0,0,6,0,0,0,0,7,5,0,3,0,11,4,8,0,0,37
SAL51165,9,64,324,328,253,154,23,3,3,1167,38,172,756,746,589,357,55,9,4,2718
SAL51166,6,0,0,0,0,0,0,0,0,7,9,0,0,0,6,5,3,0,0,25
SAL51167,60,19,20,39,28,14,15,5,0,203,247,153,121,142,140,136,103,55,14,1113
SAL51168,9,8,0,0,7,7,4,5,0,52,22,23,12,10,19,28,34,9,4,166
SAL51169,0,0,0,0,0,0,0,4,0,3,0,0,4,0,5,7,0,4,0,24
SAL51170,3,0,0,0,4,0,6,4,0,14,32,14,8,20,14,31,35,16,0,171
SAL51171,0,3,0,4,0,4,4,0,0,19,57,27,33,39,36,26,28,6,0,253
SAL51172,0,5,0,5,6,4,7,0,0,27,59,48,71,72,49,60,36,27,11,442
SAL51173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51174,41,24,12,18,35,17,16,0,0,164,555,388,220,324,431,445,261,95,21,2745
SAL51175,18,9,4,8,16,9,14,12,3,94,183,87,71,127,132,187,133,80,16,1018
