SAL_CODE_2021,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
SAL51579,0,0,0,0,5,0,0,0,0,7
SAL51580,525,1674,346,385,466,197,110,195,43,3938
SAL51581,29,5,0,4,6,0,3,4,0,56
SAL51582,27,25,44,16,21,19,21,15,3,199
SAL51583,3,0,3,3,0,0,0,0,0,22
SAL51584,32,0,0,0,7,0,3,6,0,44
SAL51585,64,42,41,17,33,26,17,28,8,269
SAL51586,24,39,27,26,33,10,20,21,4,203
SAL51587,25,4,0,5,0,0,0,5,3,39
SAL51588,267,547,539,559,412,289,304,429,66,3410
SAL51589,25,10,35,0,10,4,40,18,0,138
SAL51590,13,0,0,0,0,0,0,0,0,16
SAL51591,0,0,0,0,0,0,0,5,0,6
SAL51592,48,57,106,60,66,31,58,45,13,487
SAL51593,254,629,173,222,155,111,49,86,22,1704
SAL51594,37,42,50,33,30,22,18,22,5,262
SAL51595,0,0,0,0,0,0,0,0,0,3
SAL51596,0,0,0,0,0,0,0,0,0,3
SAL51597,12,3,0,0,4,0,0,0,0,18
SAL51598,0,0,0,0,0,0,0,0,0,4
SAL51599,0,0,0,0,0,0,0,0,0,0
SAL51600,50,19,16,9,15,7,14,21,0,142
SAL51601,83,124,428,81,107,43,190,156,38,1246
SAL51602,0,4,3,0,0,0,0,4,0,15
SAL51603,0,0,0,0,0,0,0,0,0,6
SAL51604,11,3,0,0,0,0,0,0,0,19
SAL51605,5,0,0,0,0,0,0,0,0,9
SAL51606,11,0,0,0,5,0,0,5,0,33
SAL51607,3,4,0,0,0,0,0,0,0,5
SAL51608,4,0,4,3,0,0,0,3,0,15
SAL51609,14,0,0,0,0,0,3,0,0,30
SAL51610,300,722,342,284,296,208,150,200,40,2547
SAL51611,9,5,8,13,5,3,7,15,0,71
SAL51612,972,2970,1026,1034,1115,707,409,672,125,9029
SAL51613,17,21,9,3,0,4,3,3,0,61
SAL51614,185,53,54,27,41,23,55,76,10,510
SAL51615,0,0,19,3,4,9,9,13,0,55
SAL51616,46,46,49,38,52,29,31,40,0,325
SAL51617,306,901,424,461,366,231,217,325,48,3275
SAL51618,58,101,155,24,34,3,156,66,10,597
SAL51619,39,37,11,4,7,5,3,8,0,119
SAL51620,11,9,7,7,9,7,4,11,0,62
SAL51621,0,0,0,4,0,0,0,4,0,10
SAL51622,37,15,15,6,5,4,5,12,0,95
SAL51623,444,1039,255,249,402,269,74,145,42,2923
SAL51624,27,44,44,22,25,33,14,26,0,245
SAL51625,60,107,181,159,83,97,111,218,22,1030
SAL51626,0,0,0,0,0,0,0,0,0,0
SAL51627,8,0,0,0,4,0,0,0,0,12
SAL51628,9,0,7,0,0,0,0,0,0,17
SAL51629,37,27,13,18,13,11,10,23,0,145
SAL51630,15,0,4,0,0,0,0,0,0,25
SAL51631,3,0,4,0,0,0,0,0,0,22
SAL51632,54,53,80,36,48,36,52,60,5,425
SAL51633,11,0,0,3,3,0,0,0,0,19
SAL51634,16,13,13,4,5,5,4,14,0,71
SAL51635,38,81,133,124,58,88,73,107,8,718
SAL51636,8,3,16,7,4,8,8,14,0,73
SAL51637,76,160,65,88,67,53,41,50,7,612
SAL51638,356,752,192,190,256,153,55,105,21,2086
SAL51639,0,0,0,0,0,0,0,0,0,0
SAL51640,21,28,45,22,25,17,26,37,0,219
SAL51641,697,1272,697,593,804,446,202,340,43,5109
SAL51642,28,4,8,3,3,8,4,10,0,76
SAL51643,0,0,0,0,0,0,0,0,0,0
SAL51644,10,0,0,0,0,0,0,3,0,20
SAL51645,15,23,13,13,8,8,7,11,0,96
SAL51646,50,64,68,50,42,32,29,28,7,358
SAL51647,82,97,123,69,100,63,78,31,5,648
SAL51648,10,9,7,4,4,0,4,3,5,40
SAL51649,0,3,4,5,3,0,0,0,4,16
SAL51650,19,0,5,0,0,0,5,4,0,33
SAL51651,47,59,101,60,74,44,75,85,12,562
SAL51652,10,18,38,20,19,12,16,15,6,151
SAL51653,0,0,0,0,0,0,0,0,0,0
SAL51654,29,14,23,7,19,5,17,20,0,136
SAL51655,3,0,0,0,0,0,0,0,0,6
SAL51656,55,76,43,72,30,7,42,39,14,375
SAL51657,3,0,4,0,3,0,0,0,4,12
SAL51658,5,0,0,0,0,0,0,0,0,9
SAL51659,7,12,11,12,3,0,8,10,0,67
SAL51660,119,206,179,204,125,138,89,142,18,1217
SAL51661,0,0,0,0,0,0,0,0,0,0
SAL51662,33,54,93,14,27,0,108,25,0,350
SAL51663,26,0,8,5,4,0,3,12,0,50
SAL51664,152,189,95,70,66,66,24,63,13,732
SAL51665,33,42,24,12,14,3,4,21,7,160
SAL51666,130,217,267,189,162,168,98,181,19,1436
SAL51667,431,573,851,667,577,375,443,521,100,4535
SAL51668,11,0,0,0,0,0,0,3,0,20
SAL51669,0,0,0,0,0,0,0,4,0,3
SAL51670,423,687,744,419,530,297,281,437,63,3882
SAL51671,35,9,9,4,11,5,0,12,0,81
SAL51672,5,0,5,0,4,0,0,11,0,29
SAL51673,5,0,0,0,0,0,3,0,0,13
SAL51674,14,6,0,0,0,0,0,5,3,30
SAL51675,30,12,36,24,11,14,29,36,7,203
SAL51676,11,0,0,0,0,0,0,0,0,18
SAL51677,20,6,0,0,3,0,3,0,0,42
SAL51678,20,4,8,9,3,0,11,7,5,62
SAL51679,0,0,0,0,0,0,0,0,0,0
SAL51680,8,0,6,5,0,5,5,7,0,35
SAL51681,0,0,0,0,0,0,0,0,0,0
SAL51682,0,0,0,0,0,0,0,0,0,0
SAL51683,13,13,4,0,5,0,0,3,0,48
SAL51684,10,3,0,0,0,0,6,5,0,35
SAL51685,5,4,3,0,4,0,0,0,0,18
SAL51686,12,4,0,3,5,0,0,0,0,28
SAL51687,5,3,0,0,0,0,0,0,0,6
SAL51688,834,2006,868,808,937,502,341,529,104,6933
SAL51689,18,7,12,5,0,4,6,3,0,54
SAL51690,97,129,150,122,93,65,92,124,23,891
SAL51691,6,3,5,0,3,0,0,8,0,26
SAL51692,15,3,0,5,0,3,3,7,6,47
SAL51693,9,0,0,3,3,0,0,0,0,15
SAL51694,9,0,3,4,0,0,0,3,0,17
SAL51695,53,22,12,15,14,5,12,22,8,155
SAL51696,4,0,0,0,0,0,0,0,0,3
SAL51697,4,0,0,0,0,0,4,0,0,12
SAL51698,0,0,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0,0,0
SAL59797,96,324,627,58,45,6,172,344,23,1697
