SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL50880,12,5,16,11,13,14,9,0,0,80,148,89,106,118,122,109,73,30,16,806
SAL50881,42,46,36,43,57,37,31,13,5,309,810,523,525,525,636,652,525,230,79,4499
SAL50882,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,12
SAL50883,0,0,0,0,0,7,0,3,0,12,8,0,4,6,4,11,7,7,0,51
SAL50884,0,0,3,0,0,0,0,0,0,9,0,0,10,11,0,0,0,0,0,25
SAL50885,0,0,0,0,0,0,0,0,0,6,9,0,0,10,6,7,9,0,0,39
SAL50886,0,0,0,0,0,0,0,0,0,0,11,0,5,6,0,3,3,0,0,30
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,5,0,3,0,0,0,3,12,0,0,4,0,6,4,0,0,20
SAL50889,0,3,0,3,0,0,0,0,0,9,19,15,49,11,8,15,12,6,0,128
SAL50890,147,144,150,146,157,150,114,128,100,1239,1022,938,1023,890,1074,1289,1376,823,362,8804
SAL50891,75,58,33,43,62,42,30,26,7,377,794,508,502,456,504,588,504,304,115,4279
SAL50892,0,6,0,0,0,0,0,0,0,6,0,6,0,4,12,5,13,3,0,42
SAL50893,51,32,39,28,31,34,26,9,0,253,813,579,487,602,582,475,425,182,81,4219
SAL50894,3,0,5,0,0,0,0,0,0,9,40,22,25,13,8,0,9,0,0,124
SAL50895,4,0,0,0,3,0,0,0,0,8,31,18,25,18,17,23,18,6,0,149
SAL50896,160,98,105,102,104,104,68,29,8,775,1910,1333,1339,1353,1354,1343,1032,565,258,10483
SAL50897,0,0,0,0,5,0,0,0,0,10,7,4,3,4,13,11,11,5,0,60
SAL50898,7,8,3,0,7,10,6,0,0,43,118,42,51,64,83,65,50,11,3,487
SAL50899,3,17,84,72,65,42,9,0,0,294,75,100,218,195,169,129,32,12,3,927
SAL50900,0,0,0,0,3,0,0,0,0,11,3,0,0,5,3,10,10,4,0,45
SAL50901,0,0,0,0,11,5,3,0,0,18,77,63,30,45,106,58,44,18,7,446
SAL50902,11,28,98,104,71,53,8,0,0,368,8,38,165,171,125,82,15,0,0,609
SAL50903,208,80,117,150,154,87,61,12,11,876,1927,766,1097,1519,1352,1019,828,291,125,8918
SAL50904,14,12,9,10,11,17,12,0,0,84,147,122,76,101,103,150,124,44,5,876
SAL50905,27,15,5,20,26,22,18,4,0,146,478,255,141,313,340,345,344,141,35,2390
SAL50906,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,3,0,0,10
SAL50907,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,4,0,0,17
SAL50908,0,0,0,0,0,0,0,0,0,0,18,3,6,8,13,7,9,6,4,58
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SAL50911,18,10,20,15,21,13,20,25,53,195,358,189,253,241,204,223,183,114,92,1854
SAL50912,0,0,3,12,7,5,3,0,0,37,0,7,14,24,32,24,12,5,0,120
SAL50913,12,0,0,3,8,0,6,0,0,27,36,14,18,22,31,32,33,23,5,229
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,5,4,0,0,20
SAL50916,0,0,3,5,0,7,0,0,0,12,32,13,10,23,27,32,20,16,0,174
SAL50917,137,106,261,193,134,94,76,27,7,1036,1728,1323,3215,2464,1572,1256,1073,449,114,13199
SAL50918,5,0,0,3,0,0,0,0,0,3,19,6,4,10,14,11,12,5,0,70
SAL50919,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,8,4,3,0,32
SAL50920,67,43,34,41,42,38,19,7,9,292,963,511,548,555,492,392,312,165,32,3970
SAL50921,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL50922,161,85,94,115,97,77,48,33,19,730,2014,993,1159,1228,1037,937,807,610,369,9160
SAL50923,3,4,3,11,0,0,6,0,0,31,43,25,15,33,22,38,44,12,5,232
SAL50924,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,4,0,0,17
SAL50925,53,23,30,34,48,29,16,12,4,247,351,263,307,317,332,326,218,106,38,2260
SAL50926,25,31,43,22,24,23,10,4,0,182,148,121,172,108,100,121,58,24,0,849
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10
SAL50928,0,3,0,0,0,0,0,3,0,14,33,13,13,11,27,26,28,12,3,174
SAL50929,0,0,0,0,0,0,4,0,0,7,0,3,0,0,10,3,3,0,0,29
SAL50930,0,0,0,0,4,0,0,0,0,12,27,12,8,15,29,24,26,8,7,159
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,72,42,45,45,63,67,25,14,12,379,1194,777,607,784,964,788,520,323,248,6204
SAL50933,16,11,20,17,12,16,21,43,19,176,339,278,151,209,290,321,313,436,365,2691
SAL50934,0,0,0,7,0,0,8,0,0,14,16,15,10,15,16,18,19,3,0,103
SAL50935,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,13
SAL50936,0,6,0,0,0,6,0,0,0,18,14,9,5,10,10,20,7,9,0,87
SAL50937,0,0,0,0,0,0,0,0,0,3,9,11,4,3,13,4,4,3,0,57
SAL50938,64,39,49,51,29,46,36,18,5,331,501,308,328,313,312,361,286,129,61,2604
SAL50939,129,62,59,69,67,33,36,36,46,544,1096,663,654,687,635,468,454,519,401,5587
SAL50940,0,30,73,52,26,12,0,0,0,193,4,29,75,61,28,17,0,5,0,219
SAL50941,13,9,3,3,7,4,9,0,0,39,60,24,16,39,41,34,32,11,3,263
SAL50942,6,0,0,0,0,0,0,0,0,0,13,0,4,0,4,8,0,3,0,35
SAL50943,3,0,3,0,0,0,0,0,0,4,10,0,5,4,3,0,0,0,0,17
SAL50944,56,28,33,44,25,33,18,11,3,259,518,343,394,368,364,382,269,153,50,2852
SAL50945,0,0,0,4,6,0,10,0,0,27,31,16,19,23,29,58,44,9,9,232
SAL50946,7,3,4,8,6,7,9,7,6,58,98,66,57,65,87,126,134,69,58,759
SAL50947,99,101,134,117,110,84,64,59,87,864,789,805,1166,882,802,682,553,365,275,6335
SAL50948,43,26,40,28,35,19,17,14,3,225,449,325,371,328,300,207,182,92,39,2283
SAL50949,3,0,0,0,3,0,4,4,0,16,19,4,5,11,26,15,15,14,0,101
SAL50950,78,35,72,64,35,33,13,0,0,339,570,209,430,416,233,172,61,11,0,2104
SAL50951,32,9,31,29,12,22,5,6,4,161,740,260,499,476,281,253,164,56,13,2736
SAL50952,7,0,5,4,9,6,0,5,0,29,62,21,27,21,41,43,37,16,4,284
SAL50953,0,5,3,4,16,5,3,5,0,42,73,56,37,43,89,75,77,35,3,490
SAL50954,4,0,0,3,0,0,0,0,0,12,7,3,5,8,9,7,0,0,0,39
SAL50955,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5
SAL50956,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,4,0,0,16
SAL50957,23,11,9,9,3,11,13,7,0,87,186,93,78,92,103,149,153,78,23,953
SAL50958,0,0,0,0,0,0,0,0,0,0,5,0,4,4,3,0,0,0,0,11
SAL50959,0,0,0,0,0,0,0,0,0,5,9,3,4,4,10,10,4,0,0,49
SAL50960,62,81,49,46,78,95,33,21,18,490,1244,1260,559,770,1489,1264,654,453,167,7867
SAL50961,0,0,0,0,0,0,0,0,0,6,5,3,3,4,3,10,0,4,0,33
SAL50962,0,0,0,0,0,0,0,0,0,0,6,3,5,8,3,4,3,0,0,32
SAL50963,3,0,3,6,6,21,6,4,3,57,42,11,18,25,28,56,41,26,9,258
SAL50964,0,0,0,0,0,0,0,0,0,3,17,10,4,9,13,7,13,7,0,78
SAL50965,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,3,0,0,0,20
SAL50966,0,0,0,0,0,0,0,4,0,0,11,6,3,6,9,5,4,3,0,40
SAL50967,0,0,0,0,0,0,0,0,0,0,12,0,13,0,5,9,3,0,0,40
SAL50968,0,0,0,0,0,0,0,0,0,11,8,8,14,15,12,13,8,10,0,76
SAL50969,26,25,17,15,29,21,18,14,0,177,292,201,211,205,234,278,233,179,53,1890
SAL50970,182,80,92,103,86,65,40,20,4,667,1692,1172,1012,1004,951,1034,724,302,119,8000
SAL50971,0,4,3,5,3,0,0,0,0,16,9,11,16,18,20,0,0,0,0,87
SAL50972,3,0,0,0,4,0,0,0,0,12,4,4,9,0,3,14,0,5,4,40
SAL50973,3,0,0,0,0,4,0,0,0,11,22,5,13,13,14,14,4,4,0,89
SAL50974,0,0,0,3,0,0,3,0,0,11,9,4,3,10,14,10,9,6,0,58
SAL50975,0,4,0,0,6,0,0,0,0,18,23,25,13,19,43,36,39,16,4,216
SAL50976,0,0,0,0,4,0,0,0,0,17,6,5,3,5,14,7,18,0,6,62
SAL50977,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,3,0,0,0,25
SAL50978,0,0,0,0,0,9,3,0,0,16,3,3,3,9,11,68,49,17,3,163
SAL50979,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,3,0,0,0,21
SAL50980,16,6,3,8,8,9,7,0,0,60,83,34,34,40,64,71,46,13,0,394
SAL50981,3,0,0,0,0,0,0,0,0,7,18,4,3,9,11,12,6,7,0,63
SAL50982,3,0,0,0,0,0,0,0,0,8,21,12,11,12,9,7,6,0,0,63
SAL50983,0,6,4,4,4,9,6,3,0,45,29,18,24,12,31,39,30,21,3,213
SAL50984,0,0,0,0,0,0,3,0,0,9,0,0,4,4,0,0,11,5,0,34
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,0,0,0,0,0,0,9,0,6,4,0,7,0,0,0,25
SAL50987,14,9,10,8,8,8,9,5,0,73,60,36,22,36,47,37,36,6,4,286
SAL50988,46,27,39,24,28,35,30,15,7,251,341,195,202,173,218,249,212,115,51,1755
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,3,0,0,0,5,7,6,0,0,0,7,0,0,0,18
SAL50991,0,0,0,0,0,0,0,0,0,0,11,3,4,9,3,13,8,0,0,61
SAL50992,9,9,7,6,9,18,5,3,0,52,109,69,53,67,129,159,114,40,3,751
SAL50993,42,24,6,12,6,11,28,5,3,140,99,48,38,42,41,60,80,28,18,459
SAL50994,0,0,0,0,4,0,0,0,0,4,7,0,6,0,8,8,0,0,0,36
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,14
SAL50996,24,10,13,10,12,10,3,3,0,86,199,94,97,97,155,145,101,41,7,944
SAL50997,41,22,25,22,17,10,11,11,0,165,151,81,122,95,110,99,58,31,17,774
SAL50998,242,180,250,236,196,184,109,89,41,1529,3626,2527,3639,3212,2736,2564,2247,1462,523,22539
SAL50999,0,0,3,0,0,0,0,0,0,7,0,10,6,5,8,4,11,4,0,42
SAL51000,90,92,91,86,96,92,73,58,40,712,1549,1185,1009,1139,1334,1141,995,594,211,9169
SAL51001,0,0,0,0,0,0,0,0,0,0,8,5,4,6,0,6,5,0,0,34
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,8
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,76,40,28,43,43,58,50,20,9,371,495,292,249,289,367,455,413,192,98,2855
SAL51005,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,5,0,0,0,9
SAL51006,0,0,3,9,12,5,0,0,0,33,28,17,26,12,17,11,0,4,0,116
SAL51007,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,0,0,0,0,12
SAL51008,43,30,38,29,30,23,44,40,46,333,920,678,354,511,761,657,572,365,181,4999
SAL51009,9,0,5,3,11,7,9,7,0,56,144,87,58,69,91,115,87,57,16,728
SAL51010,0,4,0,0,0,0,0,0,0,12,7,6,13,3,14,15,15,11,0,82
SAL51011,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,8
SAL51012,0,0,0,0,0,0,0,0,0,5,3,0,0,0,11,0,4,0,0,24
SAL51013,0,0,0,0,0,5,0,0,0,10,19,14,8,25,15,42,26,6,6,154
SAL51014,29,13,5,4,0,8,3,0,0,53,150,100,89,61,52,25,15,8,0,502
SAL51015,95,59,64,67,68,56,24,14,9,447,1865,838,1007,1384,1313,940,496,233,102,8183
SAL51016,45,33,41,38,39,43,40,15,3,291,668,375,362,425,470,520,361,152,35,3373
SAL51017,0,0,0,0,0,0,0,0,0,6,0,3,0,3,8,6,7,0,0,41
SAL51018,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,4,0,9
SAL51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,13
SAL51020,0,0,11,14,4,11,4,0,0,45,0,4,36,41,15,18,3,0,0,124
SAL51021,95,78,142,96,100,91,67,78,88,837,1520,1448,2064,1676,1420,1327,1058,498,316,11328
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,0,3,0,0,0,0,4,6,5,0,9,4,0,3,0,0,30
SAL51024,71,29,31,46,52,35,23,10,0,298,117,46,56,82,93,96,61,23,9,583
SAL51025,6,4,17,7,7,22,16,7,0,87,145,73,129,112,147,166,160,58,18,1007
SAL51026,38,20,31,42,39,26,22,9,4,227,477,338,319,379,379,463,384,213,54,2997
SAL51027,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,55,53,30,55,64,58,60,19,4,392,1240,851,718,1055,990,1024,937,467,187,7456
SAL51031,23,16,15,11,20,30,28,15,3,155,300,202,213,203,266,334,298,201,58,2067
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,4,32,87,64,50,33,5,0,0,271,15,83,257,183,146,91,19,0,0,794
SAL51034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,3,0,23
SAL51035,3,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,16
SAL51036,67,43,39,43,57,40,18,12,0,319,669,399,390,396,450,401,336,167,52,3257
SAL51037,3,0,4,0,0,4,0,0,0,17,21,0,21,9,11,16,5,0,0,76
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,11,7,10,6,21,14,14,0,0,86,149,99,97,99,164,157,101,47,13,921
SAL51041,6,0,5,3,0,0,0,0,5,22,35,27,38,28,28,37,18,11,0,219
SAL51042,29,19,10,10,7,12,0,0,0,77,92,74,55,55,33,34,13,7,0,366
SAL51043,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,6,0,0,0,18
SAL51044,9,3,11,4,9,5,0,8,4,45,63,32,37,39,38,47,30,36,11,336
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,0,0,0,0,5,0,0,0,0,4,4,4,6,0,8,3,0,0,0,23
SAL51047,69,43,34,73,65,55,42,6,0,383,1225,764,561,871,941,857,653,252,72,6190
SAL51048,3,0,0,0,3,4,0,0,0,12,20,6,16,17,19,36,22,16,0,149
SAL51049,31,14,11,14,15,17,11,0,0,109,76,27,40,34,49,60,45,17,3,356
SAL51050,3,4,0,3,8,6,7,4,0,37,69,36,52,37,41,40,24,15,0,318
SAL51051,0,0,0,0,0,3,5,0,0,18,34,21,20,31,23,37,27,9,0,209
SAL51052,0,0,0,0,0,0,0,3,0,6,21,13,4,11,20,18,12,7,0,100
SAL51053,0,0,0,0,0,0,0,0,0,0,16,4,3,11,7,13,6,3,0,57
SAL51054,3,0,0,0,4,0,0,0,0,7,3,0,0,0,3,3,0,0,0,14
SAL51055,34,19,22,20,41,36,28,23,15,228,490,313,245,320,449,484,457,293,140,3190
SAL51056,19,12,12,16,17,17,12,10,0,123,257,167,140,135,188,161,127,57,14,1246
SAL51057,0,0,0,3,0,5,0,0,0,6,0,4,0,0,3,4,0,0,0,11
SAL51058,0,0,0,0,0,0,0,0,0,0,0,12,4,3,9,13,8,0,0,53
SAL51059,5,0,3,3,6,7,0,0,0,22,28,5,22,17,20,26,0,10,0,140
SAL51060,0,0,5,0,3,6,0,0,0,19,29,22,19,20,38,28,27,16,4,199
SAL51061,0,0,0,0,0,0,0,0,0,5,10,0,4,8,3,4,4,0,0,39
SAL51062,0,0,0,0,0,3,3,0,0,3,18,5,5,9,10,11,18,15,0,97
SAL51063,0,0,0,0,0,0,0,0,0,0,7,0,5,4,8,7,0,0,0,30
SAL51064,20,78,56,31,29,16,47,34,84,397,300,737,393,281,255,316,419,373,286,3352
SAL51065,0,0,0,0,0,0,0,0,0,0,4,4,5,4,3,0,0,0,0,24
SAL51066,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,15
SAL51067,8,6,4,0,9,9,5,5,0,29,37,26,48,36,47,61,67,19,0,344
SAL51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51069,22,4,6,16,22,10,3,13,10,110,393,231,194,285,285,173,160,181,201,2105
SAL51070,18,12,0,7,26,8,15,9,0,104,85,42,29,42,103,77,82,46,7,518
SAL51071,0,0,0,0,0,0,0,0,0,5,18,12,10,11,18,29,13,7,0,118
SAL51072,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,6,6,0,14
SAL51073,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAL51074,0,0,0,0,0,0,0,0,0,0,12,0,3,12,6,0,0,0,0,34
SAL51075,0,0,0,0,0,5,0,0,0,5,5,6,0,3,10,10,0,0,0,35
SAL51076,20,8,3,12,12,5,0,0,0,61,84,41,35,52,60,54,27,10,0,361
SAL51077,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,5,3,0,25
SAL51078,0,0,0,0,0,4,0,0,0,7,3,0,0,0,5,13,3,0,4,38
SAL51079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SAL51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51081,0,0,5,0,4,0,0,4,0,17,19,5,13,4,9,14,14,3,0,75
SAL51082,0,0,0,0,0,0,0,0,0,3,7,0,6,3,5,0,0,0,0,20
SAL51083,20,6,11,19,17,15,20,25,4,132,111,58,47,105,120,180,207,105,21,959
SAL51084,0,0,0,4,4,3,5,0,0,28,13,6,9,12,16,14,17,4,0,84
SAL51085,5,0,3,3,0,0,0,0,0,8,5,3,11,3,4,9,7,0,0,37
SAL51086,6,0,0,0,0,3,4,0,0,18,57,22,20,30,36,52,34,15,6,269
SAL51087,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,4,5,0,0,13
SAL51088,5,4,5,7,11,9,9,7,14,74,71,22,38,38,48,63,58,45,36,423
SAL51089,0,0,0,0,0,0,3,0,0,0,7,0,4,0,5,10,13,0,0,44
SAL51090,5,3,0,9,5,6,0,0,0,24,29,9,0,17,14,21,10,0,0,104
SAL51091,0,0,0,0,0,0,0,0,0,3,10,3,0,6,4,10,5,0,0,36
SAL51092,12,10,11,7,11,21,5,0,0,72,76,51,53,52,82,106,75,24,8,514
SAL51093,117,74,75,62,63,53,51,30,10,533,679,467,479,422,479,506,458,275,148,3927
SAL51094,0,0,0,0,0,0,0,0,0,4,12,18,7,8,16,18,9,11,3,102
SAL51095,0,0,5,0,4,3,0,0,0,14,28,8,12,12,12,16,9,5,0,107
SAL51096,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,6,0,5,0,20
SAL51097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51098,88,77,59,76,68,67,61,37,23,561,1926,1547,1006,1227,1418,1217,1149,720,351,10561
SAL51099,0,3,0,0,0,3,0,0,0,5,29,8,16,15,7,10,8,0,0,99
SAL51100,0,0,0,0,0,0,0,0,0,4,4,4,5,3,4,0,0,0,0,19
SAL51101,5,5,3,0,8,3,0,7,0,30,23,17,8,14,27,14,12,4,0,112
SAL51102,0,0,10,8,5,4,0,6,0,39,34,29,50,35,44,24,29,23,0,268
SAL51103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12
SAL51104,0,0,0,0,0,0,5,0,0,5,24,3,13,14,13,16,11,0,0,92
SAL51105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
SAL51106,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
SAL51107,0,0,0,0,0,3,0,3,0,14,7,5,6,3,3,17,5,9,0,57
SAL51108,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,3,3,0,15
SAL51109,4,0,0,3,5,0,0,0,0,16,25,8,17,28,20,26,22,3,0,159
SAL51110,0,0,0,0,0,3,0,0,0,5,16,8,6,13,18,20,15,11,0,112
SAL51111,186,144,420,342,241,192,30,3,0,1561,1250,630,1517,1298,951,649,138,12,6,6456
SAL51112,0,0,0,0,6,5,0,0,0,16,0,6,0,5,15,8,0,0,0,43
SAL51113,244,100,143,173,110,59,19,3,0,848,1483,478,863,985,686,325,85,34,3,4938
SAL51114,3,0,0,0,4,0,6,4,0,22,23,19,12,30,51,41,33,25,11,248
SAL51115,0,0,0,0,0,0,0,0,0,3,9,4,8,12,10,10,7,8,0,61
SAL51116,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,7
SAL51117,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,3,0,0,0,21
SAL51118,0,8,0,0,0,0,0,0,0,4,11,22,7,6,12,13,12,0,0,80
SAL51119,0,4,0,0,3,3,3,0,0,15,19,4,3,7,22,20,19,0,0,99
SAL51120,5,0,0,0,6,0,0,0,0,9,8,9,5,0,12,8,5,5,0,48
SAL51121,0,0,0,0,0,0,0,0,0,0,5,0,4,6,4,4,0,0,0,22
SAL51122,217,120,239,231,120,98,67,42,17,1162,2177,1345,2997,2385,1284,1142,824,425,201,12779
SAL51123,0,0,3,4,0,0,3,0,0,10,17,3,7,10,3,3,9,4,0,59
SAL51124,64,59,38,51,53,61,50,30,6,420,1252,934,862,896,997,1100,1139,614,216,8002
SAL51125,0,0,0,0,0,0,3,0,0,7,9,3,7,7,10,22,17,8,0,89
SAL51126,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,8,3,0,0,29
SAL51127,23,7,12,5,25,18,12,6,0,124,65,52,70,40,87,113,85,44,3,562
SAL51128,0,3,4,0,4,3,3,0,0,17,3,9,4,4,8,17,8,0,0,49
SAL51129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51130,31,19,29,37,39,28,17,19,8,222,612,362,388,492,514,510,490,259,66,3689
SAL51131,0,0,4,0,0,0,0,0,0,4,5,0,5,6,3,5,0,0,0,17
SAL51132,4,0,0,4,0,3,0,0,0,21,44,42,35,30,47,74,42,16,5,323
SAL51133,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,20
SAL51134,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,4,0,6,0,14
SAL51135,26,35,50,46,44,52,18,5,6,280,466,333,513,512,546,666,462,159,84,3741
SAL51136,10,12,4,16,15,14,9,0,0,85,195,80,93,122,130,122,81,29,7,863
SAL51137,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,5
SAL51138,42,27,40,38,38,36,43,19,0,283,465,353,501,507,471,637,560,338,114,3947
SAL51139,5,0,6,5,9,12,0,0,0,30,18,10,16,27,38,45,18,6,0,174
SAL51140,0,4,0,0,0,0,0,0,0,6,9,8,4,9,7,10,7,6,0,75
SAL51141,0,0,0,0,0,0,0,0,0,0,9,3,8,7,4,5,0,0,0,30
SAL51142,4,3,5,4,3,10,0,0,0,26,19,6,8,10,11,14,5,4,0,84
SAL51143,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,6,7,6,0,24
SAL51144,14,10,0,19,11,11,7,3,0,79,213,191,129,176,170,214,133,58,13,1299
SAL51145,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,9,3,0,0,23
SAL51146,0,0,0,0,0,0,0,0,0,6,10,3,0,5,8,3,0,0,0,29
SAL51147,71,54,117,103,76,69,62,30,16,593,1498,996,1734,1578,1258,1163,755,405,250,9623
SAL51148,17,6,23,16,29,3,15,10,0,102,49,30,65,39,90,48,50,18,0,377
SAL51149,0,0,0,0,0,0,0,0,0,0,10,3,4,0,4,0,4,0,0,26
SAL51150,3,0,3,0,10,6,5,0,0,25,29,13,12,10,32,25,9,4,5,138
SAL51151,3,0,0,0,0,0,0,0,0,11,12,0,8,4,0,6,0,0,0,26
SAL51152,3,0,0,0,0,0,5,0,0,10,12,7,5,6,14,19,21,12,4,108
SAL51153,14,6,0,6,3,5,3,0,0,34,35,18,17,38,23,32,11,7,0,177
SAL51154,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10
SAL51155,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,11
SAL51156,14,8,4,10,10,14,16,5,0,77,115,79,62,80,104,150,145,84,22,840
SAL51157,206,123,98,109,117,101,66,48,32,902,1284,798,731,728,809,926,799,425,182,6679
SAL51158,33,17,9,14,14,19,19,21,6,144,122,50,47,71,93,142,166,96,45,830
SAL51159,4,38,103,24,9,14,8,0,0,201,77,204,609,276,113,88,42,13,0,1420
SAL51160,9,10,3,11,7,17,7,3,0,62,46,23,25,37,39,58,39,20,7,288
SAL51161,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,10
SAL51162,0,6,0,0,5,7,4,0,0,22,28,28,15,19,35,39,17,9,0,189
SAL51163,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,11
SAL51164,0,0,0,0,6,0,0,0,0,7,5,0,3,0,11,8,8,0,0,39
SAL51165,0,33,138,125,106,67,10,3,3,487,29,95,324,289,230,154,22,10,4,1159
SAL51166,6,0,0,0,0,0,0,0,0,8,9,0,0,0,6,3,9,0,0,32
SAL51167,57,19,22,33,26,12,12,3,0,190,252,148,122,136,137,130,92,56,20,1083
SAL51168,4,8,3,0,10,6,8,3,0,44,22,20,13,10,16,28,36,11,4,152
SAL51169,0,0,0,0,0,0,0,4,0,3,0,0,4,0,5,5,0,4,0,22
SAL51170,3,0,0,0,0,5,6,3,0,19,31,14,5,22,15,32,37,17,0,183
SAL51171,0,0,0,4,0,3,0,0,0,18,63,33,23,42,40,25,18,10,0,260
SAL51172,0,5,5,5,3,9,3,0,0,23,60,50,81,72,52,57,43,27,11,460
SAL51173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51174,34,24,14,34,38,22,16,5,0,194,545,392,227,349,444,462,264,104,16,2803
SAL51175,15,8,3,10,19,20,16,7,3,106,181,88,60,114,149,191,141,74,19,1014
