SAL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL51555,15,15,10,23,22,37,10,0,0,127
SAL51556,4,0,4,5,3,12,0,0,3,35
SAL51557,0,11,24,6,14,7,0,0,0,69
SAL51558,3692,1742,2838,2642,1583,934,476,188,34,14127
SAL51559,3,10,0,5,7,8,4,0,0,35
SAL51560,4,0,0,3,0,4,0,0,0,13
SAL51561,37,12,9,19,26,38,19,4,0,151
SAL51562,12,4,12,12,4,15,10,7,0,78
SAL51563,0,0,0,0,7,3,0,0,0,16
SAL51564,2371,1255,1889,2059,1539,1123,928,513,390,12061
SAL51565,1413,907,511,879,1047,767,582,455,181,6743
SAL51566,10,3,9,7,3,8,0,0,0,44
SAL51567,274,152,170,155,217,216,180,103,16,1483
SAL51568,0,0,0,0,7,0,5,3,0,21
SAL51569,1494,895,838,970,1188,1240,1229,739,276,8869
SAL51570,0,0,0,0,0,0,0,0,0,5
SAL51571,6,6,0,0,6,8,0,0,0,29
SAL51572,31,22,11,33,19,32,20,6,6,182
SAL51573,30,51,51,36,56,87,101,92,31,536
SAL51574,0,3,4,3,4,0,0,0,0,20
SAL51575,11,3,8,0,8,0,0,5,0,36
SAL51576,3,0,4,4,7,5,10,0,0,32
SAL51577,343,156,187,261,147,143,97,25,9,1373
SAL51578,657,391,869,712,538,486,414,175,97,4340
SAL51579,0,0,0,0,0,0,0,0,0,0
SAL51580,476,581,1927,1171,599,562,415,263,108,6102
SAL51581,20,8,8,12,13,15,21,9,0,100
SAL51582,115,56,34,72,61,58,36,11,8,448
SAL51583,17,0,8,8,10,4,15,4,0,59
SAL51584,11,5,13,4,13,11,4,0,0,71
SAL51585,78,67,133,132,104,122,93,46,14,786
SAL51586,68,34,44,43,60,127,87,34,5,497
SAL51587,19,7,5,10,13,12,16,10,3,93
SAL51588,1298,744,1547,1239,722,637,448,308,101,7042
SAL51589,9,9,6,8,10,34,27,18,8,129
SAL51590,9,3,4,5,4,8,3,4,0,34
SAL51591,0,0,0,0,4,0,0,0,0,5
SAL51592,293,117,274,123,78,81,25,8,3,1005
SAL51593,585,341,425,480,513,466,285,139,120,3358
SAL51594,157,67,64,73,96,65,46,22,5,587
SAL51595,0,0,0,0,0,4,0,0,0,10
SAL51596,6,0,0,0,3,0,3,0,0,9
SAL51597,13,0,0,10,0,3,7,0,0,45
SAL51598,0,0,0,4,0,0,0,0,0,4
SAL51599,0,0,0,0,0,0,0,0,0,0
SAL51600,87,24,48,35,35,64,41,37,11,380
SAL51601,582,213,369,409,247,155,45,12,0,2022
SAL51602,0,0,0,6,4,6,0,0,0,28
SAL51603,4,4,7,0,0,0,0,0,0,21
SAL51604,0,0,0,0,0,11,5,4,0,21
SAL51605,0,0,0,0,3,3,0,0,0,8
SAL51606,9,20,0,11,8,7,10,5,4,71
SAL51607,5,0,0,0,0,4,3,0,0,18
SAL51608,0,3,0,0,0,0,0,0,0,16
SAL51609,5,5,8,7,0,9,7,0,0,38
SAL51610,1033,638,858,777,736,499,403,307,198,5447
SAL51611,31,21,17,23,12,16,4,0,0,127
SAL51612,4214,2714,1411,2945,2937,2055,1906,846,235,19262
SAL51613,35,14,8,18,19,36,29,7,3,164
SAL51614,218,71,108,150,119,148,109,63,17,996
SAL51615,13,21,5,11,20,30,24,8,0,124
SAL51616,133,68,49,80,95,102,79,20,11,635
SAL51617,999,972,1246,907,656,707,518,378,225,6608
SAL51618,84,70,107,88,79,39,39,13,0,521
SAL51619,32,18,11,24,34,29,26,18,0,193
SAL51620,19,14,7,14,26,22,11,13,0,124
SAL51621,0,0,0,0,0,14,8,0,0,30
SAL51622,36,15,12,21,21,37,27,8,0,176
SAL51623,992,801,540,666,808,877,875,360,103,6020
SAL51624,114,25,53,107,56,69,39,13,0,484
SAL51625,538,366,399,359,385,381,334,182,37,2979
SAL51626,0,0,0,0,0,0,0,0,0,0
SAL51627,3,0,0,3,0,0,0,0,0,16
SAL51628,0,3,0,0,3,0,0,0,0,21
SAL51629,22,65,25,25,32,41,25,13,6,255
SAL51630,6,0,3,5,9,3,0,0,0,32
SAL51631,4,0,4,0,9,4,4,0,0,39
SAL51632,164,83,101,115,94,122,142,58,16,896
SAL51633,3,3,0,8,5,3,0,0,0,29
SAL51634,33,10,17,22,28,28,45,16,3,196
SAL51635,275,212,217,182,212,242,190,121,62,1711
SAL51636,27,21,17,25,18,32,46,11,3,207
SAL51637,161,160,151,153,185,162,135,71,28,1207
SAL51638,852,580,347,545,684,456,394,448,241,4551
SAL51639,0,0,0,0,0,0,0,0,0,0
SAL51640,107,72,53,72,106,78,89,52,11,639
SAL51641,1726,1272,731,1189,1346,1614,1099,421,177,9579
SAL51642,21,10,21,17,11,17,11,0,0,116
SAL51643,0,0,0,0,0,0,0,0,0,0
SAL51644,5,4,0,0,9,0,0,7,0,34
SAL51645,4,0,6,8,3,11,8,0,0,33
SAL51646,120,300,660,635,423,293,129,49,6,2613
SAL51647,249,149,103,139,215,194,154,74,21,1295
SAL51648,6,0,7,8,14,13,11,8,3,65
SAL51649,0,0,5,0,0,14,12,4,0,39
SAL51650,22,5,5,16,6,15,7,0,9,90
SAL51651,243,144,137,133,197,228,170,99,15,1372
SAL51652,89,52,35,48,37,51,41,21,3,370
SAL51653,0,0,0,0,0,0,0,0,0,0
SAL51654,45,23,34,39,39,58,69,53,9,358
SAL51655,3,0,6,0,0,10,0,0,0,19
SAL51656,221,103,115,152,125,124,68,33,0,941
SAL51657,4,6,0,0,5,3,0,0,0,18
SAL51658,0,0,5,0,0,0,0,0,0,14
SAL51659,22,18,11,19,33,27,21,7,0,162
SAL51660,528,305,314,313,365,342,324,315,224,3025
SAL51661,0,0,0,0,0,0,0,0,0,0
SAL51662,25,41,104,39,54,27,25,3,4,313
SAL51663,7,0,5,8,5,20,15,5,7,79
SAL51664,219,86,87,130,214,211,198,45,15,1195
SAL51665,60,21,24,44,45,57,51,17,0,324
SAL51666,699,326,399,420,427,286,257,118,20,2950
SAL51667,2757,1186,1491,1556,1413,1117,852,503,151,11022
SAL51668,6,0,3,4,0,6,6,0,0,30
SAL51669,0,0,0,0,0,0,0,0,0,3
SAL51670,1586,826,1090,1228,1040,956,588,249,71,7631
SAL51671,15,16,10,14,27,23,21,16,6,145
SAL51672,0,3,3,3,0,0,0,0,0,15
SAL51673,6,0,0,3,10,0,0,0,0,23
SAL51674,4,3,0,9,6,16,10,12,0,48
SAL51675,105,59,53,58,64,95,78,22,12,541
SAL51676,4,5,0,6,3,0,7,0,0,29
SAL51677,19,5,9,13,7,7,16,4,0,82
SAL51678,10,5,17,8,16,10,3,7,3,92
SAL51679,0,0,0,0,0,0,0,0,0,0
SAL51680,17,7,7,11,15,12,19,9,7,91
SAL51681,0,0,0,0,0,0,0,0,0,0
SAL51682,0,0,0,0,0,0,0,0,0,0
SAL51683,11,3,10,10,12,15,4,4,0,72
SAL51684,6,3,4,13,8,11,7,4,0,67
SAL51685,0,0,0,0,3,13,3,3,0,27
SAL51686,7,0,7,7,3,14,4,0,0,47
SAL51687,7,0,6,0,0,0,0,0,0,15
SAL51688,1841,1272,2428,2082,1519,1346,1058,712,445,12706
SAL51689,7,7,7,10,5,25,17,3,0,79
SAL51690,318,157,183,201,269,391,499,284,93,2393
SAL51691,13,4,3,5,8,9,5,3,0,49
SAL51692,14,9,6,11,16,16,13,16,0,94
SAL51693,7,4,0,0,6,4,0,0,0,17
SAL51694,9,0,3,3,0,3,7,0,0,33
SAL51695,48,21,35,18,56,68,41,21,4,314
SAL51696,6,0,0,5,0,3,0,0,0,14
SAL51697,10,0,6,6,0,7,8,0,0,43
SAL51698,0,0,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0,0,0
SAL59494,772,820,1512,1543,1313,1144,758,155,30,8055
SAL59797,0,42,116,170,109,62,18,0,0,514
