POW_LGA_CODE_2021,OM_IEs_45_49_HW_0,OM_IEs_45_49_HW_1_19,OM_IEs_45_49_HW_20_29,OM_IEs_45_49_HW_30_34,OM_IEs_45_49_HW_35_39,OM_IEs_45_49_HW_40_44,OM_IEs_45_49_HW_45_49,OM_IEs_45_49_HW_50mor,OM_IEs_45_49_HW_NS,OM_IEs_45_49_Tot,OM_IEs_50_54_HW_0,OM_IEs_50_54_HW_1_19,OM_IEs_50_54_HW_20_29,OM_IEs_50_54_HW_30_34,OM_IEs_50_54_HW_35_39,OM_IEs_50_54_HW_40_44,OM_IEs_50_54_HW_45_49,OM_IEs_50_54_HW_50mor,OM_IEs_50_54_HW_NS,OM_IEs_50_54_Tot,OM_IEs_55_59_HW_0,OM_IEs_55_59_HW_1_19,OM_IEs_55_59_HW_20_29,OM_IEs_55_59_HW_30_34,OM_IEs_55_59_HW_35_39,OM_IEs_55_59_HW_40_44,OM_IEs_55_59_HW_45_49,OM_IEs_55_59_HW_50mor,OM_IEs_55_59_HW_NS,OM_IEs_55_59_Tot,OM_IEs_60_64_HW_0,OM_IEs_60_64_HW_1_19,OM_IEs_60_64_HW_20_29,OM_IEs_60_64_HW_30_34,OM_IEs_60_64_HW_35_39,OM_IEs_60_64_HW_40_44,OM_IEs_60_64_HW_45_49,OM_IEs_60_64_HW_50mor,OM_IEs_60_64_HW_NS,OM_IEs_60_64_Tot,OM_IEs_65_69_HW_0,OM_IEs_65_69_HW_1_19,OM_IEs_65_69_HW_20_29,OM_IEs_65_69_HW_30_34,OM_IEs_65_69_HW_35_39,OM_IEs_65_69_HW_40_44,OM_IEs_65_69_HW_45_49,OM_IEs_65_69_HW_50mor,OM_IEs_65_69_HW_NS,OM_IEs_65_69_Tot,OM_IEs_70_74_HW_0,OM_IEs_70_74_HW_1_19,OM_IEs_70_74_HW_20_29,OM_IEs_70_74_HW_30_34,OM_IEs_70_74_HW_35_39,OM_IEs_70_74_HW_40_44,OM_IEs_70_74_HW_45_49,OM_IEs_70_74_HW_50mor,OM_IEs_70_74_HW_NS,OM_IEs_70_74_Tot,OM_IEs_75ov_HW_0,OM_IEs_75ov_HW_1_19,OM_IEs_75ov_HW_20_29,OM_IEs_75ov_HW_30_34,OM_IEs_75ov_HW_35_39,OM_IEs_75ov_HW_40_44,OM_IEs_75ov_HW_45_49,OM_IEs_75ov_HW_50mor,OM_IEs_75ov_HW_NS,OM_IEs_75ov_Tot,OM_IEs_Tot_HW_0,OM_IEs_Tot_HW_1_19,OM_IEs_Tot_HW_20_29,OM_IEs_Tot_HW_30_34,OM_IEs_Tot_HW_35_39,OM_IEs_Tot_HW_40_44,OM_IEs_Tot_HW_45_49,OM_IEs_Tot_HW_50mor,OM_IEs_Tot_HW_NS,OM_IEs_Tot_Tot,OM_UIE_15_19_HW_0,OM_UIE_15_19_HW_1_19,OM_UIE_15_19_HW_20_29,OM_UIE_15_19_HW_30_34,OM_UIE_15_19_HW_35_39,OM_UIE_15_19_HW_40_44,OM_UIE_15_19_HW_45_49,OM_UIE_15_19_HW_50mor,OM_UIE_15_19_HW_NS,OM_UIE_15_19_Tot,OM_UIE_20_24_HW_0,OM_UIE_20_24_HW_1_19,OM_UIE_20_24_HW_20_29,OM_UIE_20_24_HW_30_34,OM_UIE_20_24_HW_35_39,OM_UIE_20_24_HW_40_44,OM_UIE_20_24_HW_45_49,OM_UIE_20_24_HW_50mor,OM_UIE_20_24_HW_NS,OM_UIE_20_24_Tot,OM_UIE_25_29_HW_0,OM_UIE_25_29_HW_1_19,OM_UIE_25_29_HW_20_29,OM_UIE_25_29_HW_30_34,OM_UIE_25_29_HW_35_39,OM_UIE_25_29_HW_40_44,OM_UIE_25_29_HW_45_49,OM_UIE_25_29_HW_50mor,OM_UIE_25_29_HW_NS,OM_UIE_25_29_Tot,OM_UIE_30_34_HW_0,OM_UIE_30_34_HW_1_19,OM_UIE_30_34_HW_20_29,OM_UIE_30_34_HW_30_34,OM_UIE_30_34_HW_35_39,OM_UIE_30_34_HW_40_44,OM_UIE_30_34_HW_45_49,OM_UIE_30_34_HW_50mor,OM_UIE_30_34_HW_NS,OM_UIE_30_34_Tot,OM_UIE_35_39_HW_0,OM_UIE_35_39_HW_1_19,OM_UIE_35_39_HW_20_29,OM_UIE_35_39_HW_30_34,OM_UIE_35_39_HW_35_39,OM_UIE_35_39_HW_40_44,OM_UIE_35_39_HW_45_49,OM_UIE_35_39_HW_50mor,OM_UIE_35_39_HW_NS,OM_UIE_35_39_Tot,OM_UIE_40_44_HW_0,OM_UIE_40_44_HW_1_19,OM_UIE_40_44_HW_20_29,OM_UIE_40_44_HW_30_34,OM_UIE_40_44_HW_35_39,OM_UIE_40_44_HW_40_44,OM_UIE_40_44_HW_45_49,OM_UIE_40_44_HW_50mor,OM_UIE_40_44_HW_NS,OM_UIE_40_44_Tot,OM_UIE_45_49_HW_0,OM_UIE_45_49_HW_1_19,OM_UIE_45_49_HW_20_29,OM_UIE_45_49_HW_30_34,OM_UIE_45_49_HW_35_39,OM_UIE_45_49_HW_40_44,OM_UIE_45_49_HW_45_49,OM_UIE_45_49_HW_50mor,OM_UIE_45_49_HW_NS,OM_UIE_45_49_Tot,OM_UIE_50_54_HW_0,OM_UIE_50_54_HW_1_19,OM_UIE_50_54_HW_20_29,OM_UIE_50_54_HW_30_34,OM_UIE_50_54_HW_35_39,OM_UIE_50_54_HW_40_44,OM_UIE_50_54_HW_45_49,OM_UIE_50_54_HW_50mor,OM_UIE_50_54_HW_NS,OM_UIE_50_54_Tot,OM_UIE_55_59_HW_0,OM_UIE_55_59_HW_1_19,OM_UIE_55_59_HW_20_29,OM_UIE_55_59_HW_30_34,OM_UIE_55_59_HW_35_39,OM_UIE_55_59_HW_40_44,OM_UIE_55_59_HW_45_49,OM_UIE_55_59_HW_50mor,OM_UIE_55_59_HW_NS,OM_UIE_55_59_Tot,OM_UIE_60_64_HW_0,OM_UIE_60_64_HW_1_19,OM_UIE_60_64_HW_20_29,OM_UIE_60_64_HW_30_34,OM_UIE_60_64_HW_35_39,OM_UIE_60_64_HW_40_44,OM_UIE_60_64_HW_45_49,OM_UIE_60_64_HW_50mor,OM_UIE_60_64_HW_NS,OM_UIE_60_64_Tot,OM_UIE_65_69_HW_0,OM_UIE_65_69_HW_1_19,OM_UIE_65_69_HW_20_29,OM_UIE_65_69_HW_30_34,OM_UIE_65_69_HW_35_39,OM_UIE_65_69_HW_40_44,OM_UIE_65_69_HW_45_49,OM_UIE_65_69_HW_50mor,OM_UIE_65_69_HW_NS,OM_UIE_65_69_Tot,OM_UIE_70_74_HW_0,OM_UIE_70_74_HW_1_19,OM_UIE_70_74_HW_20_29,OM_UIE_70_74_HW_30_34,OM_UIE_70_74_HW_35_39,OM_UIE_70_74_HW_40_44,OM_UIE_70_74_HW_45_49,OM_UIE_70_74_HW_50mor,OM_UIE_70_74_HW_NS,OM_UIE_70_74_Tot
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,20,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,9
LGA56090,0,11,6,9,20,26,10,36,0,117,0,7,13,8,12,21,13,51,3,132,4,15,11,18,21,27,19,34,0,147,0,23,18,8,7,16,3,26,0,108,0,11,15,4,0,5,6,13,0,63,0,12,8,0,0,6,3,0,0,32,4,3,3,0,0,0,0,3,0,15,15,95,92,72,84,149,78,241,7,832,0,12,0,0,0,0,0,0,0,14,0,15,11,3,0,0,0,5,0,31,0,10,12,9,5,5,0,9,0,49,5,16,17,5,7,10,0,12,0,79,6,32,16,14,9,17,3,13,0,102,4,21,24,16,13,13,6,16,0,109,0,30,26,12,12,25,9,27,0,145,0,32,31,16,7,24,10,39,0,157,0,27,31,26,11,28,7,27,0,164,6,38,24,12,9,8,10,18,0,137,6,27,29,12,5,13,3,16,0,100,0,22,17,5,5,7,0,3,0,56
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,3,3,0,9,11,6,18,0,48,0,4,3,0,3,3,3,18,0,44,0,0,3,7,7,10,3,13,0,43,0,7,8,5,4,6,0,7,0,32,0,0,5,0,3,0,0,6,0,17,0,5,0,5,0,0,0,3,0,10,0,0,0,0,0,7,0,0,0,4,4,29,35,28,27,57,17,102,5,304,0,5,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,11,4,5,3,0,5,4,0,0,0,20,0,4,7,3,0,4,0,8,0,31,0,15,10,9,5,9,0,7,0,44,0,5,8,3,6,8,0,9,0,49,0,11,4,6,6,7,7,16,0,54,0,10,7,3,0,5,6,12,0,48,3,13,3,4,4,4,10,16,0,60,0,8,10,4,7,12,0,9,0,42,4,7,7,5,0,3,3,8,0,41,0,6,8,3,0,0,0,0,0,17
LGA56300,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,9,0,5,6,0,0,0,3,15,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,4,0,13,0,4,0,0,0,0,0,6,0,13,0,4,0,5,0,0,0,0,0,7,0,8,0,0,0,0,0,3,0,13,5,3,0,0,0,0,0,0,0,9
LGA56370,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,6,0,7,0,13,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,5,0,8,6,41,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,3,0,0,0,12,0,18,0,0,0,0,0,4,4,13,0,22,5,3,0,0,3,4,0,3,0,21,0,3,4,0,0,3,3,10,0,19,0,0,3,0,0,0,3,3,0,9,0,0,0,6,4,0,0,3,0,11,0,0,0,0,0,0,0,3,0,9,5,14,14,11,11,21,12,65,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,4,4,0,0,0,0,3,0,13,0,3,0,0,3,3,0,4,0,17,0,3,0,0,3,8,0,4,0,19,0,0,3,5,3,9,0,11,0,26,0,5,0,0,0,4,0,5,0,18,4,4,0,0,0,6,3,5,0,26,0,4,8,0,0,4,0,4,0,22,0,3,4,0,0,3,4,0,0,22,4,6,0,0,0,0,0,0,0,11
LGA56580,0,12,13,9,14,28,14,40,0,139,0,3,12,11,12,26,6,61,0,137,0,13,7,9,13,28,15,37,0,132,0,17,15,6,14,32,0,25,0,114,6,19,23,4,3,16,8,15,0,91,0,14,11,3,0,10,4,10,0,59,0,13,9,4,4,0,0,6,0,38,18,109,112,76,86,197,58,281,10,949,3,7,0,0,0,0,0,0,0,10,0,13,10,0,0,3,0,3,0,28,0,3,5,12,0,3,5,3,0,43,0,12,11,5,3,10,4,4,0,45,0,12,19,0,4,4,3,3,0,54,0,21,15,5,7,8,7,14,0,78,3,12,16,15,5,23,5,9,3,92,0,30,15,16,14,20,6,26,0,120,0,26,20,10,15,15,0,30,0,124,0,30,19,12,8,17,3,18,0,96,0,26,17,8,0,3,6,7,0,71,0,17,6,0,0,4,0,6,0,38
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,0,3,3,3,3,0,0,6,0,19,0,3,0,0,0,10,6,20,0,40,0,0,4,0,0,3,3,10,0,16,4,0,0,0,4,8,3,11,0,33,0,6,0,5,0,4,0,5,0,25,0,0,3,0,0,0,0,7,0,13,0,0,0,3,0,0,0,0,0,3,7,21,17,13,15,41,30,85,4,228,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,5,5,0,0,8,0,0,3,0,20,0,8,0,5,4,0,5,6,0,30,0,3,3,0,0,7,0,12,0,30,0,6,9,3,0,4,0,8,0,30,0,6,4,6,7,8,0,14,0,39,0,3,0,6,0,3,0,7,0,35,0,3,7,4,6,11,3,16,0,45,0,3,0,4,4,8,0,8,0,28,0,3,4,0,3,4,0,5,0,17
LGA56790,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,11,0,13,0,3,0,0,3,3,0,10,0,22,0,0,0,5,4,4,4,6,0,18,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,5,10,6,5,8,15,3,56,3,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,3,0,9,0,4,0,19,0,0,4,0,0,3,0,5,0,23,0,0,0,3,4,0,4,4,0,19,3,3,0,0,0,3,0,9,0,18,0,0,5,0,4,7,4,9,0,27,0,7,9,0,0,4,0,8,0,23,0,3,3,0,0,0,0,9,0,18,0,3,0,0,0,0,0,3,0,10
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,5,0,4,0,9,0,0,3,0,0,0,0,4,0,7,0,4,0,0,0,0,5,3,0,11,0,0,5,0,0,0,0,0,0,14,0,5,0,0,0,0,0,3,0,8,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,9,17,3,3,14,8,21,4,82,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,10,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,6,0,0,0,15,0,0,3,0,0,0,0,3,0,7,0,4,3,3,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,22,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,11,0,0,0,4,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0
LGA57080,3,23,22,50,80,188,70,257,11,710,5,29,39,36,65,153,62,236,6,626,8,21,30,30,50,152,56,209,7,561,3,27,31,31,50,98,40,131,5,414,5,37,37,16,29,56,19,83,6,285,3,19,30,7,10,22,4,19,3,121,5,19,17,7,8,9,0,10,0,75,64,255,296,282,474,1168,408,1583,77,4607,3,16,0,3,0,0,0,0,4,25,0,28,13,9,7,11,4,12,3,83,0,27,37,10,29,33,5,23,12,180,12,41,34,25,18,32,14,38,14,213,5,46,48,37,24,70,26,87,9,364,6,36,30,23,19,75,25,112,10,327,0,27,34,24,30,76,33,130,13,374,6,32,40,33,24,65,34,125,7,376,8,39,20,33,25,57,33,100,0,318,10,47,28,29,24,45,30,72,3,283,6,34,32,11,15,41,8,34,5,179,7,27,23,9,9,12,8,14,0,100
LGA57140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,0,0,5,0,7,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,5,3,6,7,0,4,4,21,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA57210,0,0,0,0,0,0,3,10,0,15,0,0,0,0,0,6,0,7,0,21,0,0,0,0,0,0,0,10,0,13,4,8,0,0,0,0,3,12,0,30,0,4,0,0,0,3,0,8,0,16,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,5,3,4,28,11,64,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,10,0,4,3,0,0,0,0,9,0,19,0,0,0,0,0,3,0,5,0,20,6,8,3,4,6,9,0,10,0,40,0,5,8,6,0,5,0,6,0,30,0,5,8,0,7,4,0,19,0,37,0,5,4,0,3,3,4,21,4,50,3,4,3,8,0,5,0,6,3,33,0,7,10,3,0,0,3,17,0,40,0,6,0,0,3,3,0,4,0,25
LGA57280,4,5,0,0,0,0,5,24,0,40,3,0,0,0,3,11,4,22,0,47,4,0,5,0,4,11,7,22,0,50,5,0,0,0,0,0,0,12,0,21,0,4,5,0,0,4,0,9,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,26,19,22,10,22,51,18,156,4,332,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,18,0,11,5,0,8,3,4,7,0,37,8,6,0,5,0,0,0,16,3,45,3,7,0,0,3,7,0,12,0,23,4,4,3,0,9,3,0,15,0,35,3,0,3,6,0,5,0,10,0,26,0,5,0,0,0,0,0,7,0,14,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA57350,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,3,3,0,3,4,18,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,4,0,6,0,5,0,0,0,0,0,6,0,7,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5
LGA57420,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,3,7,39,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,3,0,0,0,6,0,10,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,5,7,0,17,0,0,0,0,0,0,0,6,0,14,0,6,0,0,0,3,0,6,0,22,0,6,0,0,0,3,0,11,0,20,0,0,0,5,3,0,0,5,0,9,0,0,0,3,0,0,0,4,0,10
LGA57490,6,16,20,16,32,46,17,79,0,230,3,11,16,23,24,55,19,87,3,252,4,20,20,17,19,50,12,73,4,222,5,19,14,6,18,36,12,34,4,147,0,6,15,10,8,19,0,13,0,74,0,11,3,0,4,5,0,3,0,29,0,0,4,0,0,3,0,0,0,15,34,141,162,127,175,362,103,485,26,1608,0,14,10,3,0,0,0,0,0,23,0,19,8,10,0,7,3,16,0,71,7,51,26,25,16,25,9,17,0,186,13,70,33,28,25,48,11,39,4,274,7,84,62,32,34,54,7,51,3,342,8,73,49,31,21,64,19,42,0,302,7,68,64,35,37,62,22,69,3,360,7,53,50,36,35,70,23,73,3,357,6,67,41,27,35,42,12,52,9,293,5,51,60,22,22,29,12,37,0,237,6,39,25,15,3,12,9,8,0,119,0,16,14,3,0,7,0,4,0,55
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,4,6,8,6,13,3,25,0,60,6,7,5,3,4,14,8,33,0,83,0,13,11,7,8,9,3,32,4,73,4,6,5,6,5,13,3,19,0,61,0,6,5,5,0,5,7,7,3,32,0,3,8,5,0,5,0,0,0,11,0,0,3,0,0,0,0,4,3,12,13,57,64,44,39,111,40,173,11,550,0,3,0,0,0,0,0,5,0,8,0,11,9,0,4,6,0,3,0,28,0,12,9,8,8,11,0,10,0,63,5,18,20,8,7,26,4,23,3,109,0,30,14,9,6,15,9,19,8,108,4,13,11,6,12,13,3,12,6,74,3,17,14,8,9,17,3,17,0,87,0,15,20,4,6,22,4,32,0,104,7,21,12,11,3,20,0,20,4,102,6,11,13,7,0,10,0,10,3,65,6,13,10,7,0,6,0,14,0,58,0,6,3,0,0,3,0,3,0,20
