POW_LGA_CODE_2021,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
LGA56090,3,0,0,178,145,6,15,0,0,162,142,11,12,0,0,170,174,19,16,0,0,209,188,23,28,7,0,250,215,26,24,3,0,268,194,26,28,0,0,250,117,13,18,3,0,144,35,7,5,0,0,47,4,4,3,0,0,15,0,0,3,0,0,8,1530,134,157,19,3,1852,332,0,6,0,0,341,181,0,10,0,0,196,128,0,16,3,0,149,126,8,30,5,0,167,182,9,38,11,0,238,177,15,39,8,0,240,185,17,47,9,0,255,200,20,48,9,0,283,197,24,52,16,0,288,134,22,45,12,3,220,85,11,26,3,6,124,25,8,15,8,0,54,14,0,12,3,0,27,1970,137,385,73,9,2575,163,10,14,4,0,193,38,3,3,6,8,61,3700,283,568,103,20,4681,127,0,0,0,0,128,303,0,7,0,0,318,431,8,19,0,0,462,411,33,33,0,7,488,436,47,47,10
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,0,0,0
LGA56230,4,0,0,93,83,0,4,0,0,90,96,6,7,0,0,110,105,15,15,0,0,131,122,8,10,4,0,151,146,14,6,4,0,168,98,8,8,0,0,124,47,5,6,0,0,53,21,0,7,3,0,33,3,0,0,3,0,12,0,0,0,0,0,6,911,57,72,22,3,1067,201,0,0,0,0,203,110,0,5,0,0,118,71,4,11,0,0,85,97,5,8,0,0,117,111,6,15,5,0,131,90,5,16,5,0,115,91,5,15,5,0,121,93,9,15,3,0,116,96,7,12,4,3,132,70,11,15,6,4,93,40,3,13,3,0,58,13,0,3,9,0,27,7,0,0,4,0,13,1089,56,125,40,15,1317,109,0,5,6,0,124,28,0,0,4,3,36,2134,111,202,71,21,2546,96,0,0,0,0,99,260,0,0,0,0,263,330,5,4,0,0,347,336,8,12,0,0,359,391,25,24,3
LGA56300,0,0,0,3,3,0,0,0,0,4,8,0,0,0,0,9,11,0,3,0,0,11,7,5,0,0,0,14,7,0,0,0,3,12,5,0,3,0,0,10,8,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,6,5,3,85,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,9,3,0,3,0,0,6,12,0,0,0,0,12,10,0,0,0,0,14,17,0,4,0,0,18,17,0,4,0,0,21,11,0,6,0,0,18,10,0,3,5,0,17,3,0,0,0,0,5,0,0,0,0,0,4,101,9,22,13,0,141,10,0,5,0,0,15,0,0,0,0,0,4,174,13,37,21,4,243,11,0,0,0,0,11,4,0,0,0,0,4,12,0,0,0,0,12,7,3,0,6,0,11,22,3,7,4
LGA56370,0,0,0,7,7,0,0,0,0,9,0,0,4,6,0,7,0,0,0,0,0,0,6,0,0,0,0,4,8,3,0,4,0,13,0,0,0,3,0,7,11,0,0,3,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,50,10,9,13,5,83,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,13,0,0,3,0,12,8,3,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,9,6,0,0,0,0,10,4,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,51,12,0,8,0,69,8,0,0,0,0,8,5,0,0,0,0,4,105,18,12,22,3,162,7,0,0,0,0,7,17,0,0,0,0,14,17,3,3,0,0,25,23,11,9,0,0,42,18,8,3,6
LGA56460,0,0,0,74,42,0,0,0,0,42,34,4,6,0,0,44,56,3,0,0,0,60,59,6,11,0,0,76,63,4,4,0,0,73,53,4,3,0,0,68,62,0,0,0,0,64,20,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,526,30,30,7,0,593,31,0,0,0,0,31,41,0,0,0,0,41,31,0,0,0,0,35,52,0,4,3,0,57,52,4,0,3,3,63,49,0,3,4,0,57,51,3,0,0,0,57,64,0,7,3,0,75,59,6,6,0,0,69,47,7,6,3,0,64,28,0,5,0,0,34,9,0,3,4,0,8,5,0,0,0,0,8,516,17,38,19,8,594,65,0,0,0,0,67,22,0,0,0,0,21,1121,49,72,30,10,1280,46,0,0,0,0,44,119,0,0,0,0,119,122,5,4,0,0,135,91,5,7,0,0,105,94,21,15,0
LGA56580,3,0,0,495,419,10,7,0,3,437,331,11,9,4,0,353,329,18,9,0,0,363,362,32,24,0,4,415,397,26,20,0,0,443,317,32,23,0,0,359,193,15,19,6,3,229,83,9,5,0,0,96,24,9,0,0,0,32,0,4,0,0,0,8,3200,161,111,21,11,3496,228,0,0,0,0,232,397,0,9,0,0,411,285,0,15,0,0,295,317,4,10,6,0,335,358,14,24,9,0,409,346,11,34,0,0,395,299,30,29,8,0,362,296,23,47,11,3,376,272,17,29,4,0,321,222,18,34,4,0,274,161,20,17,4,0,206,52,7,10,9,0,78,22,7,6,4,0,36,3256,150,268,54,10,3738,333,5,8,7,4,359,70,0,4,10,3,90,6861,321,393,90,23,7688,51,0,0,0,0,56,417,0,3,0,0,422,919,16,19,0,0,951,858,33,25,0,0,914,789,54,13,4
LGA56620,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,15,12,0,0,0,0,12,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,25,9,0,0,0,0,9,0,0,0,0,0,0,112,0,0,0,0,112,0,0,0,0,0,0,9,0,0,0,0,9,19,0,0,0,0,19,12,0,0,0,0,12,16,0,0,0
LGA56730,0,0,0,90,99,0,8,0,0,109,100,3,6,0,0,111,104,0,8,0,0,114,131,5,3,0,0,139,152,9,5,0,0,169,138,3,9,9,0,156,108,9,14,0,0,125,31,0,8,3,0,44,7,0,3,0,0,11,0,0,0,5,0,4,1107,35,56,22,4,1225,102,0,0,0,0,106,59,0,0,0,0,60,59,0,3,0,0,58,73,8,3,4,0,88,99,4,10,4,0,113,88,5,8,0,0,98,94,7,13,3,0,112,122,3,6,4,0,143,113,0,7,0,3,127,112,0,5,8,0,126,48,0,5,4,0,59,16,0,0,3,0,21,5,0,0,0,0,8,992,27,64,34,4,1130,118,0,3,0,0,129,27,4,3,3,3,42,2251,64,126,62,16,2518,97,0,0,0,0,98,248,5,0,0,0,253,234,9,7,0,0,250,238,11,10,3,0,271,252,18,18,4
LGA56790,0,0,0,12,14,0,3,0,0,16,10,0,0,0,0,17,14,3,4,0,0,23,19,3,3,4,0,25,17,3,3,0,0,25,16,4,8,0,0,25,17,5,3,5,0,30,5,3,0,0,0,10,0,0,0,4,0,0,0,0,5,6,0,8,137,21,32,21,0,207,11,0,0,0,0,11,11,0,0,0,0,11,5,0,0,0,0,11,16,0,0,0,0,21,12,0,5,3,0,24,17,0,4,0,0,27,23,4,0,0,0,25,28,0,0,0,0,31,31,0,0,8,0,42,30,0,7,0,0,44,17,0,3,3,0,23,0,0,4,7,0,14,0,0,0,0,0,0,204,12,25,29,4,280,32,3,4,4,0,37,3,0,0,3,0,10,382,40,61,55,6,539,15,0,0,0,0,16,22,0,0,0,4,32,25,0,0,0,0,34,33,4,9,0,0,42,27,14,11,0
LGA56860,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,25,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0
LGA56930,0,0,0,49,33,0,0,0,0,34,27,3,0,0,0,31,16,0,3,0,0,18,38,0,0,0,0,43,37,0,3,0,0,46,35,0,4,0,0,38,14,3,0,0,0,18,8,0,0,0,0,7,5,0,0,0,0,3,0,0,0,0,0,0,274,15,13,0,0,306,44,0,0,0,0,44,45,0,0,0,0,53,19,0,0,0,0,15,14,0,3,0,0,22,26,0,4,0,0,31,21,0,0,3,0,19,22,0,3,0,0,27,20,5,3,0,0,36,22,4,4,3,0,35,22,0,3,0,0,24,11,4,0,0,0,17,0,0,0,0,0,7,0,0,0,0,0,0,267,15,27,12,4,323,22,0,0,0,0,24,8,0,0,0,0,9,572,33,45,12,5,663,5,0,0,0,0,5,25,0,0,0,0,21,72,0,0,0,0,72,53,5,3,0,0,60,47,7,3,0
LGA57000,0,0,0,11,10,0,0,0,0,10,4,0,0,0,0,4,8,0,0,0,0,9,9,0,0,0,0,9,10,0,0,3,0,13,13,0,6,0,0,13,4,0,4,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,7,86,4,9,7,0,105,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,3,6,0,0,0,0,6,8,0,5,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3,7,0,40,17,0,0,0,0,18,0,0,0,0,0,3,133,4,16,9,0,166,10,0,0,0,0,10,40,0,0,0,0,40,59,0,0,0,0,59,83,3,0,0,0,88,51,0,3,0
LGA57080,40,0,8,7625,7520,55,33,5,4,7619,6810,108,60,7,14,6995,6075,116,64,10,9,6270,5774,103,68,7,11,5966,5125,97,75,8,6,5304,3928,93,38,4,11,4078,2303,59,40,9,0,2406,798,29,11,0,4,850,146,7,4,0,4,154,24,5,0,0,0,29,49918,694,459,57,63,51186,1029,0,13,4,3,1050,3035,0,27,3,6,3069,2415,11,43,4,0,2481,3420,32,68,13,5,3537,4399,64,84,21,3,4575,3495,46,52,19,0,3602,2634,50,55,11,4,2750,2097,42,60,14,4,2224,1779,36,45,12,4,1876,1517,35,46,18,5,1617,780,22,32,5,0,844,274,13,18,9,4,321,68,6,6,4,0,91,26934,363,544,149,41,28027,5045,31,30,14,31,5142,767,15,31,38,73,928,82669,1105,1061,254,206,85291,465,0,3,0,0,466,6605,16,32,3,6,6666,14403,81,90,3,23,14596,16255,265,99,19,8,16635,17671,525,214,20
LGA57140,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,4,8,0,0,0,0,8,6,0,0,0,0,9,5,0,0,0,0,11,7,0,0,0,0,8,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,42,3,7,10,0,64,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,12,9,0,0,0,0,10,10,5,0,0,0,14,9,0,0,3,0,12,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,79,5,9,13,0,99,9,0,0,0,0,10,0,0,0,0,0,4,128,10,12,17,3,176,0,0,0,0,0,3,10,0,0,0,0,10,11,0,0,0,0,13,7,3,0,0,0,8,10,6,5,0
LGA57210,0,0,0,36,13,0,4,0,0,21,23,0,4,3,0,33,27,7,7,4,0,46,44,8,3,4,0,56,27,4,7,0,0,38,35,4,10,0,0,51,25,4,3,3,0,42,7,3,4,4,0,17,4,0,0,0,0,8,0,0,0,4,0,4,276,28,47,27,0,385,34,0,0,0,0,32,18,0,0,0,0,18,13,0,0,0,0,15,26,0,4,5,0,35,35,0,0,0,0,36,32,0,7,0,0,42,32,0,10,4,0,41,41,0,10,0,0,57,43,0,5,3,0,52,37,4,3,3,0,51,11,0,17,3,0,29,5,4,4,3,3,16,0,0,4,9,0,5,328,15,60,27,3,434,41,0,8,6,3,52,8,0,7,9,0,20,654,45,124,69,12,896,59,0,0,0,0,57,87,0,0,3,3,93,111,4,7,0,0,115,79,5,9,3,0,96,82,9,15,3
LGA57280,6,0,0,364,354,10,12,0,0,369,301,11,10,0,0,323,248,10,3,0,0,262,233,3,7,0,0,246,199,5,5,0,0,211,164,4,0,0,0,171,102,7,0,0,0,108,44,4,0,0,0,43,4,0,0,0,0,9,0,0,0,0,0,0,2237,63,41,9,7,2350,114,0,0,0,0,114,63,0,0,0,0,63,104,0,8,0,0,110,163,0,12,0,0,174,170,8,12,0,0,194,97,0,4,3,3,111,71,0,5,0,0,74,54,0,3,0,0,53,46,3,0,0,0,50,34,0,3,4,0,42,12,3,0,0,0,17,7,0,0,0,0,9,0,0,0,0,0,0,927,19,44,9,5,1012,256,4,6,4,3,276,92,0,7,0,9,99,3513,82,104,20,25,3741,147,0,0,0,0,147,429,4,3,0,3,441,907,0,11,0,0,920,1049,29,22,0,3,1106,1082,37,25,5
LGA57350,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,8,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,8,8,0,0,3,0,9,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,7,0,55,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,12,4,0,0,0,0,6,7,0,0,0,0,7,6,0,0,0,0,7,4,0,3,3,0,10,5,0,0,3,0,14,3,0,6,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,3,12,7,0,77,5,0,0,0,0,5,5,0,0,0,0,6,105,6,17,21,0,140,6,0,0,0,0,6,7,0,0,0,0,7,6,0,0,0,0,12,14,4,0,0,0,21,10,4,3,0
LGA57420,0,0,0,33,28,0,0,0,0,30,22,0,0,0,0,20,21,5,0,0,0,23,17,0,0,0,0,29,31,3,3,0,0,37,23,4,9,0,0,30,10,0,4,0,0,19,7,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,219,13,24,13,0,267,5,0,0,0,0,5,7,0,0,0,0,12,21,0,0,0,0,22,27,0,3,3,0,29,16,0,0,7,0,17,16,0,0,0,0,18,13,0,0,0,0,17,11,0,0,0,0,11,15,0,3,5,0,21,7,0,3,0,0,17,7,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,142,0,17,13,0,185,35,0,0,0,0,38,7,0,0,0,0,14,409,18,46,23,4,506,19,0,0,0,0,26,83,0,0,0,0,82,145,0,4,0,0,145,134,0,8,0,3,149,107,0,10,0
LGA57490,27,0,0,989,775,29,48,0,3,859,813,35,60,9,0,925,811,31,55,5,4,907,873,60,78,10,0,1016,823,54,74,12,3,955,683,49,47,9,0,790,339,24,24,0,0,393,91,13,10,0,0,115,12,0,5,0,0,16,0,0,0,0,0,0,7113,304,430,56,16,7926,1534,3,9,0,0,1549,998,3,22,4,0,1032,758,10,72,11,5,851,873,21,109,19,3,1028,1004,43,126,13,7,1202,959,33,122,16,5,1140,909,34,116,20,3,1080,808,38,82,12,0,946,740,25,79,19,6,869,538,26,54,20,3,643,234,11,32,4,0,281,62,9,18,10,0,100,16,0,4,3,0,30,9431,262,855,166,33,10739,914,15,44,11,10,998,208,12,13,5,15,258,17671,586,1352,237,72,19922,470,0,0,0,0,473,1765,7,30,0,3,1798,2191,38,70,0,10,2308,1915,111,126,3,5,2157,1896,134,144,17
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,15,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,6,0,0,147,123,14,16,5,0,151,107,9,18,3,0,139,112,8,8,0,0,138,122,17,18,0,0,161,85,19,22,5,0,136,81,11,14,0,7,116,43,10,3,0,0,68,3,0,10,0,0,16,0,0,0,0,0,3,0,0,0,0,0,3,995,102,123,26,6,1262,276,0,6,0,0,279,157,0,13,0,0,169,130,6,22,8,3,166,146,14,30,11,3,203,160,8,42,6,0,223,129,14,25,8,0,177,99,15,26,6,0,144,117,11,26,12,0,167,93,7,24,6,0,136,83,7,18,13,0,120,25,0,13,6,0,55,13,4,11,3,0,29,0,3,4,0,0,7,1438,94,246,89,12,1880,132,8,4,5,3,155,35,3,6,8,8,57,2605,205,384,125,25,3347,126,0,0,0,0,128,292,0,10,0,0,307,321,15,27,0,0,374,314,43,67,8,0,427,271,46,51,6
LGA57770,0,0,0,31,18,0,0,0,0,18,3,0,0,0,0,4,3,4,3,0,0,8,12,0,0,0,0,9,13,0,4,0,0,16,10,3,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,14,14,0,0,131,8,0,0,0,0,8,7,0,0,0,0,7,4,0,0,0,0,4,12,0,0,0,0,12,8,0,4,0,0,9,8,0,0,0,0,8,8,0,0,0,0,8,10,0,5,0,0,10,12,0,0,0,0,12,6,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,81,0,6,3,0,87,8,0,0,0,0,8,6,0,0,0,0,7,200,14,14,5,0,238,4,0,0,0,0,4,21,0,0,0,0,21,56,0,0,0,0,56,42,0,0,0,0,42,21,4,0,0
LGA57840,8,0,0,433,440,21,14,0,0,478,311,33,8,4,4,357,295,26,19,4,0,346,345,43,24,4,0,410,348,33,32,3,0,414,299,36,25,0,0,367,195,22,9,4,0,232,73,16,5,0,0,92,7,3,0,0,0,16,3,0,0,0,0,0,2993,231,166,19,9,3417,376,0,3,0,0,379,502,0,10,0,0,506,321,3,17,3,0,339,349,15,20,4,0,388,405,16,31,6,0,459,377,24,51,7,0,456,347,19,41,7,0,413,335,24,42,9,0,409,271,21,49,7,0,352,241,30,42,7,0,326,139,17,33,10,0,201,50,16,10,3,0,86,16,0,10,7,3,34,3727,188,352,65,15,4347,332,5,19,4,5,364,75,4,0,6,8,87,7133,435,535,95,31,8218,58,0,0,0,0,58,429,4,11,0,0,451,747,30,31,3,4,808,814,51,48,4,4,917,724,124,52,12
LGA57910,76,3,3,2550,2075,74,94,3,3,2252,1909,108,100,15,7,2134,1827,140,92,20,12,2091,1987,161,121,14,4,2292,1962,138,121,13,4,2236,1626,113,83,8,3,1834,1040,57,57,6,0,1161,363,34,25,0,0,427,62,13,9,3,0,89,18,5,0,4,0,24,17016,886,802,87,52,18846,2140,0,20,15,3,2180,2337,4,58,0,6,2409,1469,20,101,7,3,1602,1749,61,172,24,8,2013,1999,97,255,45,4,2394,1869,131,231,27,9,2262,1697,129,193,41,11,2066,1623,92,175,37,7,1938,1420,90,153,27,7,1701,1294,84,158,39,7,1583,646,75,98,28,4,858,257,38,48,31,3,381,68,29,15,17,0,125,18561,863,1682,336,71,21520,1640,39,79,15,15,1779,458,21,33,13,42,568,37676,1814,2594,450,179,42714,672,3,0,0,0,674,3376,34,65,0,12,3486,5145,131,177,8,11,5474,5211,373,309,11,14,5920,5067,595,373,34
LGA57980,8,0,0,886,798,39,21,0,0,860,569,34,15,0,0,615,484,36,17,3,0,539,548,35,25,6,3,615,494,50,36,0,0,587,428,38,32,5,0,502,231,29,16,0,0,271,76,19,10,0,0,107,18,0,0,0,0,16,9,0,0,0,0,13,5027,288,190,19,8,5530,358,0,3,0,3,367,547,0,7,0,0,559,370,0,16,0,0,384,503,15,27,3,0,551,593,21,32,5,3,649,521,26,37,8,0,587,462,17,38,13,0,530,392,25,54,7,0,479,346,23,32,0,0,406,285,13,29,10,0,331,137,24,18,0,4,178,61,3,17,10,0,85,25,3,6,8,4,43,4592,175,306,56,17,5146,482,6,7,4,8,506,109,3,9,9,12,136,10211,475,507,83,38,11319,77,0,0,0,0,77,818,6,9,0,0,838,1536,30,27,5,0,1596,1558,102,36,0,5,1707,1281,133,48,0
