POA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA6123,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,12,16,5,106,3,6,0,27,14,4,185,7,0,34,0,0,0,8,5,0,49,3,0,6,0,0,0,4,5,0,21,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,13,4,3,3,3,7,0,3,4,0,28,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,3,0,0,5,5,0,20,34,30,155,22,18,3,55,36,10,367,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8
POA6124,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,13,10,48,6,3,0,13,8,3,91,11,0,10,0,0,0,0,6,0,27,5,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,8,0,8,0,0,0,0,5,0,0,7,4,3,0,0,3,0,0,0,0,14,4,5,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,4,0,5,16,39,32,70,6,9,4,25,12,10,210,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,10
POA6125,0,4,0,0,0,0,0,0,0,12,3,6,0,0,0,0,4,0,0,7,36,25,152,0,8,7,24,11,4,263,5,3,39,0,0,0,12,3,5,70,13,3,0,0,0,0,3,6,4,31,9,14,0,0,0,0,0,0,0,18,7,6,0,0,0,0,0,0,0,11,24,3,5,3,7,10,0,4,0,58,4,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,4,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,5,0,6,0,0,0,0,3,5,26,110,70,227,12,23,21,52,34,17,560,3,12,0,4,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,4,3,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,5,4,0,4,0,0,6,0,21
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,11,0,0,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,12,51,19,5,5,7,15,7,0,123,18,67,26,7,17,8,11,12,0,166,60,170,357,37,31,24,82,78,11,849,8,8,108,5,8,4,23,16,5,193,0,6,16,0,0,0,12,11,0,49,8,48,3,24,4,0,3,6,0,102,6,33,3,4,3,0,4,0,3,66,61,94,43,32,65,22,55,47,12,438,16,45,20,43,13,13,19,19,5,180,4,16,16,3,3,4,9,13,3,77,17,0,75,14,5,9,30,13,0,162,0,0,5,0,0,0,0,0,0,4,0,0,10,3,4,5,15,4,3,44,13,5,22,5,3,5,20,16,18,108,226,554,725,194,164,100,292,243,57,2557,11,54,12,20,10,4,0,6,0,118,5,20,3,5,7,6,8,5,0,57,7,22,11,8,4,0,9,8,0,67,0,11,0,3,4,0,0,0,0,28,0,7,3,0,6,5,0,0,0,20
POA6148,32,115,16,6,7,11,6,7,0,201,33,115,25,4,15,8,10,11,0,225,217,418,339,20,52,20,71,55,6,1195,33,27,106,7,11,4,13,22,0,228,11,15,19,3,3,7,6,8,0,67,19,199,12,23,10,4,5,3,0,278,24,73,6,14,0,0,6,8,0,117,196,218,42,29,88,55,36,35,8,719,28,67,6,51,22,11,10,15,8,215,9,29,8,8,5,0,10,9,0,84,15,6,41,8,7,3,11,16,0,100,0,0,0,0,0,0,0,0,3,3,10,14,12,4,0,3,6,0,3,59,9,7,18,4,0,4,8,12,16,76,635,1313,653,181,208,128,190,202,50,3560,19,94,36,21,28,7,0,5,6,215,13,38,9,9,15,12,4,8,0,95,12,64,11,12,17,6,7,10,3,140,3,16,7,0,9,6,0,0,0,38,8,16,12,7,8,0,6,3,0,51
POA6149,35,124,11,7,4,3,0,7,0,206,44,137,25,9,6,5,4,3,0,243,206,432,351,16,51,26,50,36,12,1180,40,11,93,3,9,8,13,20,9,207,10,18,20,5,0,0,11,10,0,64,18,202,6,27,13,5,4,4,0,281,17,93,7,6,8,0,7,3,4,140,211,267,30,28,119,47,37,27,8,773,34,92,7,40,28,6,15,12,6,244,16,36,16,4,0,9,0,5,3,89,12,4,31,5,3,6,4,9,0,82,0,0,0,0,0,0,0,3,0,5,10,12,11,6,3,5,3,3,0,48,12,8,17,0,3,0,4,13,13,70,649,1441,627,163,254,117,165,149,65,3635,13,86,12,18,25,8,0,0,4,172,4,32,4,6,14,0,0,3,0,70,17,75,11,11,25,4,3,5,0,148,0,18,9,0,8,0,0,0,0,35,0,18,3,4,3,3,0,3,0,42
POA6150,37,82,14,9,6,3,0,8,6,160,37,99,18,7,10,7,7,12,0,191,147,284,185,9,41,24,37,28,6,761,14,12,45,0,5,6,9,8,0,104,9,8,6,0,0,3,0,3,0,40,12,144,9,11,7,9,6,4,4,197,21,51,3,6,0,0,3,0,0,83,158,214,35,16,74,43,23,30,7,589,30,79,10,24,21,3,9,7,4,182,7,25,8,6,3,11,6,7,0,72,8,0,20,4,3,0,6,0,0,45,0,0,0,0,0,0,0,0,0,5,0,5,9,0,0,0,5,0,0,24,0,4,10,4,3,5,0,5,14,55,476,1013,371,104,177,114,92,122,38,2501,17,61,11,11,16,14,0,6,5,128,7,23,9,0,4,0,0,0,0,49,10,53,8,0,9,3,0,0,0,94,5,14,0,3,6,9,0,0,0,34,4,12,3,0,3,0,0,7,0,34
POA6151,51,157,20,7,9,3,6,3,3,255,29,103,18,8,9,7,4,4,8,182,238,403,180,18,50,23,31,33,14,982,63,50,87,3,14,3,6,12,5,246,18,16,20,4,0,3,3,3,0,70,26,270,5,27,11,4,11,0,0,353,22,80,5,4,6,6,0,5,0,131,314,372,37,34,75,77,20,27,17,967,60,169,14,42,32,22,12,15,6,365,15,45,18,14,7,11,11,10,3,126,11,0,39,11,3,3,11,9,0,81,0,0,0,0,0,0,0,0,0,0,12,18,4,3,3,0,3,3,4,46,9,13,9,5,0,0,7,7,11,68,852,1693,447,177,223,171,120,141,70,3887,33,109,12,13,22,13,3,3,0,205,10,33,0,0,9,0,0,0,0,53,21,89,11,10,13,5,6,0,0,153,6,39,5,0,5,0,0,0,0,68,8,27,7,3,6,0,0,0,0,59
POA6152,53,177,19,19,12,14,3,13,0,308,58,150,35,11,8,14,14,20,0,302,271,563,336,30,67,31,87,49,24,1449,72,76,135,6,16,10,17,15,6,362,24,20,22,3,8,5,5,10,0,99,35,314,3,33,7,14,13,6,9,426,29,140,5,8,8,3,3,0,0,206,358,499,52,59,120,104,37,51,16,1298,61,196,19,65,34,14,19,26,5,430,11,67,25,20,15,18,11,13,0,187,15,3,70,12,4,6,5,9,0,128,0,0,0,0,0,0,0,0,0,0,12,19,17,9,6,4,4,6,3,79,11,14,20,8,4,5,0,8,29,108,1007,2237,758,277,313,236,226,238,88,5386,36,170,26,29,31,11,3,4,0,319,10,30,4,7,10,3,0,5,0,69,23,107,13,3,12,5,3,6,5,184,4,45,14,3,10,8,0,0,0,84,6,30,3,7,9,4,0,9,0,68
POA6153,65,130,13,7,12,3,5,10,0,237,49,130,21,0,8,9,4,13,0,233,325,451,246,16,58,33,33,34,14,1213,88,43,87,4,18,5,8,14,3,273,13,14,19,3,8,4,4,4,0,64,30,363,10,21,5,10,0,3,6,444,22,67,3,8,3,4,0,0,0,116,420,389,35,34,109,90,22,11,9,1125,63,159,14,44,18,18,15,15,0,337,17,45,19,5,14,14,3,6,0,112,20,0,42,3,6,0,3,9,0,78,0,0,0,0,0,0,0,0,0,0,14,7,12,0,5,6,5,0,0,53,18,11,13,0,8,4,5,7,19,81,1138,1814,519,158,258,196,101,118,64,4374,30,96,11,15,30,6,0,0,0,193,13,29,5,0,14,4,0,3,0,69,23,96,13,8,14,0,0,0,0,160,10,22,6,3,3,4,0,0,0,50,13,13,4,0,5,0,0,0,0,36
POA6154,20,52,9,5,0,3,5,3,0,103,32,52,14,0,3,3,5,4,0,112,110,203,167,5,31,5,27,16,5,569,34,16,88,4,6,5,5,10,0,161,12,7,3,5,3,0,0,4,0,43,15,103,13,21,4,0,0,4,5,163,19,51,0,8,0,5,0,0,0,86,133,177,14,9,54,52,14,15,3,482,25,63,11,27,11,8,9,9,3,165,8,17,13,14,5,0,0,0,0,64,6,4,18,3,0,3,8,7,0,49,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,6,0,0,30,3,6,8,0,0,4,7,6,11,45,422,754,369,114,122,99,81,74,31,2069,14,56,11,9,12,4,0,0,0,93,5,9,0,6,4,0,0,0,0,23,5,35,3,3,7,3,0,4,0,66,0,10,5,0,3,0,0,0,0,23,5,12,0,0,6,4,0,5,0,30
POA6155,69,222,46,21,33,22,20,13,9,447,110,340,107,19,45,22,39,41,4,727,515,1131,1232,78,160,77,263,165,40,3659,69,71,263,17,35,12,53,58,8,578,21,19,33,8,13,5,19,20,0,138,39,468,28,60,13,8,24,11,0,650,36,169,15,15,4,7,15,9,0,277,503,659,122,94,281,147,148,106,27,2089,74,193,41,135,56,39,47,42,13,644,18,68,35,20,20,24,16,20,0,229,61,10,143,24,23,12,81,48,0,410,0,0,4,0,0,0,3,0,0,11,20,24,25,12,12,3,40,15,8,155,15,28,57,11,15,8,29,25,43,236,1543,3396,2161,535,703,405,793,568,163,10266,51,174,94,54,44,23,5,21,5,460,36,110,20,21,32,20,0,12,0,258,42,169,43,41,54,22,24,20,7,414,12,32,14,8,19,7,4,4,3,108,10,21,22,6,13,0,6,6,0,86
POA6156,49,81,13,0,3,3,3,7,3,164,27,59,12,0,0,0,0,0,0,103,217,293,334,23,36,23,51,47,14,1033,68,27,148,12,13,9,11,24,3,310,27,12,23,0,3,0,6,4,0,76,26,161,9,19,4,3,6,4,4,240,29,91,0,12,4,0,3,6,0,149,293,234,38,28,78,61,38,22,11,797,36,109,12,47,27,8,6,10,5,261,17,37,18,8,4,15,0,11,4,114,26,0,35,5,5,7,10,5,0,90,0,0,0,0,0,0,0,0,0,0,8,7,11,0,4,4,0,6,0,47,13,8,20,0,8,8,3,5,5,64,821,1132,655,161,191,154,143,156,43,3452,24,75,6,10,12,8,0,0,0,139,4,18,0,0,6,0,0,0,0,29,14,34,10,4,3,0,0,0,0,78,3,25,8,0,6,6,0,0,0,53,9,24,8,5,6,4,0,0,0,50
POA6157,35,81,10,7,0,4,0,6,0,149,16,35,10,4,0,4,0,9,0,76,170,199,267,22,28,19,36,43,4,787,58,18,136,10,16,0,9,17,0,264,21,26,8,6,3,0,3,5,0,77,28,161,8,29,7,4,6,5,5,244,29,106,3,13,5,0,0,9,0,162,206,168,32,24,63,47,16,11,6,567,39,83,17,30,19,11,9,11,0,213,12,33,12,11,6,10,5,9,0,88,14,0,30,5,7,0,7,4,0,70,0,0,0,0,0,0,0,0,0,0,10,9,4,9,3,0,3,7,0,46,4,3,21,9,6,0,3,3,5,64,631,921,550,155,166,114,94,146,27,2817,15,63,10,10,13,8,0,0,0,123,4,5,0,0,6,0,0,0,0,17,10,29,6,0,7,7,3,0,0,67,4,31,3,6,7,10,4,0,0,64,8,13,8,0,11,7,0,5,0,46
POA6158,28,58,3,6,7,4,5,0,0,111,11,23,4,3,0,3,4,0,0,41,108,115,101,3,16,6,13,20,6,381,36,19,39,5,0,0,0,6,3,109,11,12,6,0,0,0,0,7,0,43,12,117,5,10,0,0,0,3,0,144,19,49,0,3,3,0,0,0,0,75,130,109,8,11,22,29,8,15,5,332,44,80,0,23,6,3,0,3,0,161,10,23,9,4,0,3,3,9,0,57,15,0,11,4,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,3,5,0,20,3,6,7,0,0,7,0,4,0,26,413,607,205,77,62,58,31,71,16,1540,18,55,9,0,14,5,0,0,0,104,3,5,0,0,5,0,0,0,0,11,8,10,4,3,3,3,0,0,0,39,3,16,8,0,4,0,0,0,0,30,3,13,0,3,5,0,0,0,0,25
POA6159,13,34,0,4,0,0,4,0,0,57,3,13,0,0,0,0,0,0,0,16,45,72,38,0,7,6,7,3,0,181,17,25,19,0,6,0,0,9,0,72,13,11,0,0,6,0,0,0,0,27,6,75,0,4,0,0,0,0,0,91,8,26,0,3,0,0,0,0,0,36,72,64,8,5,8,9,0,0,7,179,28,60,0,6,4,3,0,5,4,111,6,22,5,8,0,3,0,3,0,46,0,0,4,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,3,9,19,222,405,76,38,32,19,12,24,23,846,7,24,3,9,8,4,0,0,0,48,0,8,0,0,0,0,0,0,0,9,4,13,0,0,3,0,0,0,0,22,4,12,4,0,3,0,0,0,0,28,3,6,0,5,0,4,0,0,0,11
POA6160,28,88,4,11,3,0,4,4,6,144,3,29,4,0,0,0,0,5,0,38,75,158,154,14,14,11,9,19,6,463,29,60,58,3,3,0,3,17,0,188,11,27,6,3,3,5,0,5,0,57,21,120,9,6,3,0,0,6,4,164,8,64,4,0,3,0,0,4,0,82,95,96,14,12,25,17,9,13,0,279,42,131,12,38,14,9,4,12,4,271,15,65,16,20,0,5,3,4,0,129,13,0,24,7,0,0,0,3,0,62,0,0,3,0,0,0,0,0,0,6,3,18,3,3,3,5,0,3,0,46,3,11,8,4,4,3,3,10,3,49,351,865,318,128,81,52,50,102,24,1984,7,69,4,8,6,5,0,4,0,112,0,8,0,4,0,0,0,4,0,20,13,23,6,4,4,0,4,4,0,55,6,43,11,4,0,3,0,0,0,63,12,15,3,7,10,0,0,0,0,41
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,13,9,0,0,0,9,0,49,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,28,102,18,7,0,4,5,6,0,173,9,35,13,5,4,4,0,0,0,63,108,193,204,22,22,3,31,30,8,631,52,45,88,6,0,3,3,16,3,228,14,36,17,8,5,5,4,3,0,89,20,134,9,24,4,3,5,5,0,203,19,69,5,4,5,0,5,0,0,110,135,107,10,18,31,12,7,10,4,339,43,130,11,34,7,8,4,9,4,244,14,61,20,11,3,15,4,10,0,149,14,0,31,0,3,9,6,3,0,58,0,0,0,0,0,0,0,0,0,0,3,13,7,4,0,0,0,5,0,47,6,6,13,5,0,0,4,9,8,48,469,933,445,143,91,63,87,113,39,2382,18,64,6,11,15,0,0,0,0,127,0,5,4,0,0,0,0,0,0,15,5,22,4,4,7,3,4,0,0,54,3,28,12,3,8,3,0,0,0,61,14,22,5,0,12,4,0,0,0,54
POA6163,66,253,63,33,16,6,18,18,7,480,56,176,55,10,22,17,24,17,3,375,413,683,1540,67,140,74,237,204,44,3397,140,75,542,23,33,16,67,101,10,1006,40,66,86,7,13,4,25,44,5,285,62,350,30,98,17,12,13,27,9,621,50,258,16,35,9,8,14,15,0,415,396,373,104,91,175,119,79,92,19,1448,101,244,45,184,50,30,34,63,20,767,50,144,88,40,20,23,26,32,4,426,44,4,178,25,8,17,29,32,6,347,0,3,4,0,0,0,8,0,0,16,23,33,34,18,10,3,20,20,11,162,31,22,90,19,7,10,40,37,56,304,1461,2690,2872,648,521,340,633,698,189,10045,57,211,54,42,53,22,0,17,4,468,12,34,0,8,14,12,0,11,0,96,25,92,43,20,18,10,14,24,0,245,5,58,15,9,20,15,0,0,0,126,24,55,41,15,29,12,8,13,0,198
POA6164,69,200,51,22,17,4,24,17,0,400,122,390,122,16,39,29,47,40,10,817,591,1025,2441,98,183,98,417,270,70,5196,132,66,582,21,48,23,105,140,15,1135,39,42,54,11,3,15,15,38,0,215,57,431,33,111,26,11,35,22,5,735,47,259,27,36,18,10,17,9,3,437,551,561,154,95,297,162,165,112,28,2128,94,197,57,226,92,32,72,62,6,839,31,77,50,21,25,29,27,25,5,289,71,18,207,34,22,25,64,50,7,495,0,0,4,4,0,0,0,0,0,13,25,27,66,22,17,4,33,20,3,215,29,29,120,14,17,13,55,41,58,374,1865,3329,3974,736,784,464,1076,837,219,13279,42,224,84,39,69,29,7,8,4,510,29,67,17,22,32,11,4,16,0,198,50,161,74,41,51,19,18,30,6,448,5,42,26,7,26,12,0,3,0,132,15,43,31,20,25,7,0,9,0,144
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,12,24,3,0,0,4,4,0,0,50,8,24,5,0,0,0,0,0,0,43,134,117,447,6,25,15,60,58,14,874,25,7,129,0,13,9,29,21,6,241,14,3,11,0,4,0,4,0,0,41,19,63,5,8,3,0,5,5,0,106,11,44,0,4,0,0,3,3,0,68,113,87,27,12,22,25,23,12,7,328,22,31,4,19,12,4,8,13,0,117,4,18,4,0,5,5,0,4,4,45,11,5,20,3,5,0,9,7,0,65,0,0,0,0,0,0,0,0,0,4,7,4,10,4,3,0,4,3,0,37,7,8,25,4,3,0,3,0,12,62,385,420,713,71,95,67,150,137,42,2087,4,30,9,3,8,3,0,0,0,62,5,7,0,0,0,0,0,0,0,16,5,13,3,4,3,0,4,3,0,49,3,5,6,0,0,0,0,0,0,11,0,4,3,5,3,0,0,3,0,22
POA6167,10,35,21,4,3,4,14,0,0,105,31,96,44,8,16,17,24,11,0,243,110,157,914,29,64,27,201,137,24,1665,24,13,224,6,14,12,54,58,0,406,15,14,28,7,3,3,18,14,7,103,16,68,16,31,9,9,15,5,0,167,10,49,10,11,0,0,9,3,0,102,93,91,46,36,76,39,69,41,3,496,23,43,19,87,21,17,31,29,5,272,13,24,18,5,8,12,8,14,4,108,22,4,91,14,12,13,55,19,0,226,0,0,0,0,0,0,7,5,0,3,5,7,38,8,6,3,24,12,3,111,5,13,46,11,5,10,43,27,26,176,366,617,1507,261,233,163,572,382,68,4171,13,28,22,10,19,3,0,9,0,99,5,16,7,15,9,5,0,14,0,70,10,24,21,6,10,13,10,13,3,104,4,7,3,9,7,0,4,0,0,37,7,16,8,11,14,7,0,10,0,76
POA6168,9,20,7,5,3,0,4,5,0,46,14,28,21,16,5,13,10,9,0,122,147,116,736,64,54,24,160,112,20,1441,26,13,191,19,9,8,40,55,4,364,10,11,24,0,0,3,14,20,0,78,18,50,15,38,7,0,8,5,0,140,13,49,5,8,3,5,7,0,5,100,94,60,37,37,44,20,31,28,6,356,24,28,28,73,13,10,23,20,0,222,7,13,21,10,3,9,12,9,0,87,9,0,83,41,4,4,32,20,4,196,0,0,3,0,0,4,0,0,0,4,6,3,14,10,0,3,17,7,0,64,14,13,44,13,6,6,22,25,17,143,385,408,1221,344,155,109,371,317,64,3376,11,29,26,13,15,5,0,5,0,91,8,8,0,7,0,5,0,4,0,27,5,18,27,13,5,5,4,7,0,82,3,4,0,0,4,3,0,5,3,24,0,8,10,6,5,8,0,12,0,46
