POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA6108,7,65,3,23,9,4,0,0,0,114,8,18,0,0,9,0,0,0,0,33,66,460,47,137,177,52,11,51,13,1019,0,0,0,0,0,0,0,0,0,0,16,60,14,41,50,18,8,11,0,221,40,45,34,148,98,37,8,23,0,431,46,55,108,292,151,75,21,50,8,807,4,7,3,25,26,36,3,14,0,123,7,6,14,36,34,15,0,12,4,125,0,12,3,13,5,6,4,7,0,43,9,9,6,24,13,7,0,9,11,94,227,874,241,768,603,258,59,192,47,3279,0,3,0,0,0,0,0,0,0,5,9,49,0,0,4,0,0,0,0,65,73,221,26,42,52,27,16,25,3,488,6,9,3,4,0,0,0,0,0,25,13,97,7,25,15,4,8,0,0,166,5,31,0,0,9,0,0,0,0,50,172,822,159,202,250,77,87,96,18,1892,0,0,0,0,0,0,0,0,0,4
POA6109,0,14,0,4,3,0,0,0,0,27,0,9,0,0,0,0,0,4,0,14,15,187,22,79,71,28,8,42,3,463,0,0,0,3,0,0,0,0,0,4,3,16,0,22,18,9,5,7,0,78,4,11,15,79,36,11,4,14,0,180,16,20,51,163,66,37,25,46,8,434,4,5,3,14,12,18,4,14,0,72,5,3,0,14,10,3,3,11,0,51,0,4,0,3,7,4,0,8,0,21,4,5,0,14,9,3,0,12,8,56,73,327,99,418,253,127,51,165,27,1541,0,0,0,0,0,0,0,0,0,0,8,23,0,0,0,0,0,0,0,32,26,88,21,33,31,16,3,19,5,234,0,4,4,0,0,0,0,0,0,6,0,25,3,5,3,0,3,3,0,48,0,11,0,0,0,0,0,4,0,19,55,306,89,111,103,46,57,65,17,852,0,0,0,0,0,0,0,0,0,4
POA6110,15,76,0,43,22,8,0,5,0,168,10,35,0,3,5,0,0,0,0,55,138,951,75,249,249,79,24,90,18,1878,0,0,0,5,0,0,0,4,0,10,38,61,32,62,73,18,9,20,3,307,80,100,42,286,203,69,16,36,7,834,110,76,165,606,399,150,51,110,10,1684,11,11,18,40,55,50,15,44,3,248,21,14,11,62,67,30,3,17,8,227,0,9,4,23,19,7,5,8,0,75,12,27,10,39,32,10,6,22,28,179,474,1622,368,1494,1192,454,130,377,83,6197,6,4,0,0,3,0,0,0,0,15,8,99,5,5,0,0,3,4,6,133,135,419,44,91,98,38,43,33,10,914,6,27,0,7,8,0,0,0,0,43,30,118,8,47,23,10,3,9,0,258,14,47,0,8,6,0,0,0,0,83,314,1553,267,350,366,134,141,173,50,3348,5,4,0,4,0,0,4,7,0,26
POA6111,14,97,5,13,7,0,0,0,0,139,8,26,0,5,0,0,0,0,0,43,83,507,40,100,106,32,3,16,3,896,0,0,0,7,0,0,0,0,0,5,29,54,9,52,55,11,6,8,0,225,49,47,26,115,104,40,6,11,6,411,70,70,130,341,234,90,30,62,0,1032,4,0,9,30,32,20,5,21,0,121,6,4,9,31,45,17,0,9,0,116,0,8,0,3,11,4,4,7,0,36,11,7,9,21,18,20,5,6,12,107,297,968,250,725,639,247,71,140,32,3369,0,5,0,0,0,0,0,0,0,5,11,60,3,0,0,0,0,0,4,84,58,182,20,23,27,10,3,10,0,334,5,4,0,0,3,0,3,0,0,10,27,126,5,15,13,3,0,3,0,203,11,37,3,5,0,0,0,0,0,64,198,801,116,132,142,63,36,46,10,1547,0,0,0,7,0,0,0,0,0,5
POA6112,29,181,7,73,30,9,0,5,3,341,12,74,0,8,12,0,0,0,0,103,266,1929,131,464,438,157,47,132,34,3603,3,0,0,8,6,3,0,0,0,21,45,136,30,124,138,33,3,29,4,553,125,204,86,514,339,112,33,97,16,1519,176,149,347,1024,647,223,107,186,31,2883,27,14,18,61,80,73,13,54,3,340,25,10,21,91,97,36,18,31,3,330,10,23,8,27,29,9,7,8,0,120,6,36,14,73,60,25,13,28,48,300,825,3304,701,2598,2034,720,242,600,151,11182,3,21,0,0,6,0,3,0,0,32,19,147,4,3,10,6,3,0,4,196,260,875,102,178,233,78,76,51,15,1868,6,49,4,10,9,0,5,0,0,87,56,278,18,77,43,14,5,10,3,500,22,100,12,13,23,0,0,3,0,175,655,3172,435,630,666,251,269,248,72,6394,7,0,0,13,6,3,3,4,0,29
POA6121,3,9,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,3,16,72,10,10,19,5,0,0,3,124,0,0,0,0,0,0,0,0,0,0,6,11,0,3,7,0,0,0,0,30,6,3,5,23,15,0,0,0,0,62,10,11,22,30,38,13,3,8,0,139,0,0,0,0,9,4,0,0,0,21,3,7,4,3,6,4,0,4,0,31,0,0,0,0,0,0,0,3,0,7,0,5,0,0,0,0,0,0,0,12,55,141,41,76,105,30,9,19,6,486,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,22,0,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,21,6,3,0,0,0,0,0,0,0,8,52,100,17,12,20,4,0,0,3,216,0,0,0,0,0,0,0,0,0,0
POA6122,12,63,4,32,10,3,0,0,0,120,3,32,0,0,4,0,0,0,0,45,50,462,21,106,81,26,13,24,12,785,4,0,0,3,0,0,0,0,0,10,26,42,16,48,54,8,0,0,5,203,68,51,42,188,136,36,6,18,8,557,73,57,158,341,299,108,49,56,9,1147,12,3,9,29,46,21,3,12,0,126,10,3,7,48,35,15,4,14,4,131,3,3,3,8,6,0,5,5,0,28,6,15,8,15,13,0,3,5,20,94,277,811,267,841,707,227,89,137,55,3419,0,3,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,21,45,124,9,32,26,13,10,8,0,275,0,10,0,3,3,0,0,0,0,20,17,78,9,39,10,4,0,3,0,156,10,36,0,0,7,0,0,0,0,53,130,643,69,136,126,41,62,44,15,1264,4,0,0,3,0,5,0,4,0,16
POA6123,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,42,10,10,11,0,0,0,0,76,0,0,0,0,0,0,0,0,0,4,0,4,3,3,6,0,0,4,0,12,10,3,0,25,19,4,0,0,0,64,8,5,12,36,26,9,0,3,0,105,0,0,0,0,4,4,0,0,0,10,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,11,32,64,31,82,68,19,9,12,8,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,9,53,8,13,14,0,6,0,0,104,0,0,0,0,0,0,0,0,0,4
POA6124,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,5,27,0,0,15,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,3,3,0,11,12,0,0,0,0,27,0,4,11,12,15,4,6,3,0,57,0,0,0,0,0,5,0,0,0,9,0,0,0,0,4,5,0,0,0,9,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,23,57,16,34,50,7,8,7,5,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,10,16,45,9,0,15,4,0,0,4,80,0,0,0,0,0,0,0,0,0,0
POA6125,0,14,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,3,12,77,6,12,17,0,0,3,0,130,0,0,0,0,0,0,0,0,0,0,3,6,0,6,11,0,0,0,0,36,3,7,3,22,16,4,0,4,0,60,9,8,33,51,42,8,5,21,8,179,0,0,0,5,4,0,0,0,0,19,3,0,0,4,8,3,0,0,0,15,0,0,0,0,3,0,0,0,0,9,7,0,0,5,7,3,0,0,5,32,41,132,54,103,110,25,10,28,10,510,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,8,16,0,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,6,14,0,3,0,0,0,0,0,23,5,3,0,0,0,0,0,0,0,8,33,100,16,18,18,3,3,3,0,196,0,0,0,0,0,0,0,0,0,0
POA6126,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,13,3,9,4,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
POA6147,11,49,6,11,9,0,0,0,0,85,3,24,0,3,0,0,0,0,0,30,50,422,31,116,122,32,9,42,8,822,0,0,0,0,0,0,0,0,0,0,8,36,9,32,31,11,0,15,0,145,18,18,24,79,46,19,7,15,0,235,41,17,69,168,102,34,17,33,6,490,4,4,4,16,11,11,5,5,0,52,0,8,0,25,15,8,0,12,0,68,0,4,0,6,7,3,0,3,0,28,5,5,3,16,0,3,0,5,7,45,155,722,153,520,388,126,43,136,27,2264,0,10,0,3,0,0,0,0,0,10,5,87,5,5,4,0,4,0,0,97,35,170,17,47,64,17,23,30,3,398,4,9,0,4,0,0,0,0,0,19,16,73,4,11,14,3,0,3,0,128,11,31,0,3,0,4,0,0,0,48,126,713,137,157,192,51,64,108,25,1573,0,0,3,0,0,0,0,0,0,7
POA6148,14,103,3,19,13,3,0,0,0,160,0,26,0,0,7,0,0,0,0,34,128,792,64,148,207,70,11,37,14,1466,0,0,0,0,0,0,0,0,0,3,26,55,10,43,34,19,6,11,5,198,30,33,16,81,74,34,3,15,4,290,26,25,49,156,83,31,16,23,5,408,3,0,4,12,17,9,4,6,0,49,12,9,0,14,19,7,3,4,0,74,0,10,4,6,3,0,0,0,0,23,6,11,0,10,8,4,0,4,13,62,310,1404,177,523,526,188,39,111,43,3325,0,8,0,0,0,0,0,0,0,16,33,227,6,0,8,0,0,0,0,278,171,507,58,42,101,29,14,11,0,932,7,24,0,0,8,0,4,0,0,46,38,154,15,19,26,7,3,6,0,260,3,40,4,0,9,0,0,0,0,56,380,1452,157,196,290,108,47,82,29,2757,0,0,0,0,0,0,0,0,0,3
POA6149,23,120,0,16,15,0,0,0,0,182,12,41,0,0,6,0,0,0,0,55,139,854,44,135,220,50,8,23,14,1487,0,0,0,0,0,0,0,0,0,0,29,81,7,29,68,19,3,10,0,247,31,41,16,67,99,25,5,12,0,292,27,27,36,111,113,36,4,17,7,382,0,0,3,20,16,19,0,3,0,59,9,8,0,22,36,9,0,3,0,80,3,11,3,3,9,0,0,3,0,43,3,13,5,19,15,3,0,3,9,77,337,1529,133,445,652,174,27,78,38,3411,8,10,0,0,3,0,0,0,0,16,28,207,6,5,8,4,3,0,0,255,142,514,20,32,82,16,9,7,10,837,6,20,0,4,3,0,0,0,0,35,54,193,3,22,22,0,0,0,3,300,15,56,6,0,7,0,0,0,0,88,372,1595,136,187,321,95,50,62,30,2850,0,0,0,0,0,0,0,0,0,0
POA6150,17,78,0,11,7,0,0,5,0,121,0,21,0,0,4,0,0,0,0,32,115,580,44,85,157,46,0,11,9,1037,0,0,0,0,0,0,0,0,0,0,11,43,10,22,32,17,0,4,4,137,19,23,7,51,41,20,0,3,0,161,13,13,26,69,68,27,0,12,4,231,0,0,0,12,15,3,0,3,0,32,0,10,8,18,22,8,0,0,0,59,0,18,0,4,0,0,0,0,0,25,0,10,4,5,12,0,0,0,12,51,226,1013,98,287,395,131,10,42,30,2232,0,14,0,0,6,0,0,0,0,13,11,153,7,0,0,0,0,0,3,178,120,335,17,21,60,18,11,15,3,585,0,11,0,0,4,0,0,0,0,20,35,130,7,13,17,0,0,4,0,206,9,26,0,3,8,4,0,0,0,52,346,1117,91,119,234,86,27,51,17,2089,0,0,0,0,0,0,0,0,0,7
POA6151,22,121,5,15,17,5,0,0,3,191,17,29,0,0,7,6,0,0,0,54,218,960,34,153,206,67,11,33,15,1692,0,0,0,0,0,0,0,0,0,6,34,59,19,35,46,16,0,4,0,212,31,34,19,59,66,17,6,3,0,229,25,24,53,95,81,28,8,13,0,328,0,5,0,14,20,5,0,3,0,59,3,5,0,11,25,9,0,5,0,49,5,0,3,6,8,4,0,0,0,29,7,10,0,12,11,3,0,0,7,53,481,1722,150,416,547,152,17,75,39,3600,6,25,0,0,0,0,0,0,0,35,24,260,4,3,9,0,4,0,0,299,265,629,24,28,84,22,13,14,13,1093,8,33,0,0,5,0,0,0,0,52,55,187,9,16,24,7,0,0,6,307,22,45,0,4,10,6,0,0,0,83,564,1877,118,234,316,121,52,74,44,3387,0,0,0,0,0,0,0,0,0,4
POA6152,47,198,9,23,25,6,0,0,0,299,13,43,0,3,8,0,0,0,0,70,257,1472,72,201,311,93,14,48,21,2489,0,0,0,0,0,0,0,3,0,4,27,72,18,43,70,21,4,12,4,262,49,51,21,117,108,41,3,18,3,419,39,32,62,171,162,55,6,32,10,566,7,3,3,23,23,9,0,5,0,67,9,11,6,19,33,11,0,0,0,91,0,18,0,11,20,4,0,3,0,54,9,33,7,14,15,10,4,0,10,101,574,2548,210,660,845,270,37,132,58,5335,5,25,0,0,0,0,0,0,0,36,29,335,4,0,6,4,3,0,0,389,274,848,31,59,108,36,18,34,12,1420,11,33,4,4,3,0,0,0,0,56,97,301,13,30,33,12,0,4,0,495,25,62,6,4,4,0,0,0,0,107,696,2681,212,306,460,179,77,115,48,4769,0,0,0,4,0,0,0,4,0,8
POA6153,31,136,8,12,31,6,0,0,5,226,7,33,0,3,10,3,0,0,0,56,257,1172,56,121,283,91,9,22,15,2016,0,4,0,0,0,0,0,0,0,3,30,69,9,38,74,20,4,10,6,252,27,44,18,72,67,31,0,6,0,267,33,30,45,110,90,30,0,18,5,360,6,5,0,8,11,18,0,3,0,53,0,7,5,16,23,14,0,0,0,79,0,17,0,4,9,3,0,0,0,35,10,18,0,4,18,9,0,4,9,71,534,2013,152,407,694,237,19,71,44,4174,7,26,0,0,0,4,0,0,0,36,51,264,3,0,10,0,0,0,0,329,338,649,29,28,102,23,6,16,13,1203,15,32,0,0,0,0,0,0,0,54,78,213,8,18,44,4,0,0,5,374,18,49,0,3,13,3,0,0,0,84,727,2182,149,175,394,163,47,56,36,3931,0,6,0,0,3,0,0,0,0,8
POA6154,14,66,3,12,7,0,0,0,0,108,10,25,0,0,5,0,0,0,0,41,115,504,24,66,124,39,0,12,9,902,0,0,0,0,0,0,0,0,0,0,8,40,3,22,24,5,0,4,0,113,16,13,10,40,43,12,0,6,0,148,20,23,37,77,60,22,8,3,0,245,3,6,0,3,6,11,0,5,0,33,3,6,0,13,21,8,0,0,0,43,0,4,0,0,3,3,0,0,0,22,3,8,0,3,11,4,4,0,7,31,229,898,94,253,340,105,15,29,26,1985,0,13,0,0,0,0,0,0,0,13,14,103,4,0,0,0,5,0,0,122,103,255,19,12,40,13,4,4,7,452,4,21,0,0,0,0,0,0,0,23,24,111,6,18,19,0,0,4,0,184,10,33,0,0,5,0,0,4,0,51,313,909,73,104,181,76,17,24,20,1719,0,0,0,0,0,0,0,0,0,3
POA6155,43,205,7,52,30,7,0,7,0,351,10,77,0,9,18,0,0,0,0,121,319,2047,147,426,557,192,37,100,26,3861,0,0,0,4,0,0,0,0,0,5,75,150,38,106,121,39,12,28,5,578,73,121,49,243,230,63,11,29,10,824,92,71,157,442,282,123,24,74,10,1280,5,12,12,35,52,45,5,15,6,182,18,22,16,65,77,31,5,16,0,242,10,26,7,22,24,5,0,6,0,112,12,39,7,33,26,19,0,10,28,176,822,3520,503,1562,1612,569,107,317,107,9108,15,35,0,0,6,0,0,5,0,58,49,401,13,8,11,3,4,0,7,498,378,1278,126,164,297,84,55,63,30,2475,18,71,0,9,10,4,0,0,0,115,78,323,26,55,49,13,6,8,7,565,26,95,3,10,25,0,3,0,0,166,901,3815,490,581,828,328,214,221,70,7447,3,0,3,4,0,0,0,3,0,18
POA6156,22,135,0,18,16,4,0,0,0,198,12,41,0,0,11,0,0,0,0,64,208,879,25,110,191,48,9,16,11,1493,0,0,0,0,0,0,0,0,0,0,23,69,15,29,64,20,0,0,0,212,49,50,21,77,91,25,3,12,5,330,36,34,60,133,117,60,6,16,3,470,5,3,3,19,26,13,0,4,0,79,11,11,6,19,54,13,0,4,3,115,0,9,0,4,8,5,0,0,0,24,3,10,3,11,12,11,0,3,9,70,447,1554,143,425,615,197,19,60,45,3507,5,21,0,0,0,3,0,0,0,28,22,112,0,0,4,0,0,0,0,136,171,383,9,15,41,16,11,10,3,656,6,24,0,0,0,0,0,0,0,31,60,203,6,20,21,8,0,4,0,317,21,61,0,5,10,6,0,0,0,96,514,1496,77,157,271,98,38,42,24,2722,0,0,0,0,0,0,0,0,0,5
POA6157,28,132,0,24,16,0,0,4,0,208,7,40,0,4,10,0,0,0,0,56,158,809,34,108,166,46,5,19,10,1363,0,0,0,0,0,0,0,0,0,3,26,72,14,36,52,21,7,0,0,220,38,40,17,60,63,17,0,4,0,244,34,26,48,115,105,35,7,16,3,380,6,3,3,11,12,12,0,6,3,54,7,5,4,14,19,9,4,5,0,76,7,15,0,0,4,3,0,4,0,28,0,17,0,11,19,0,0,0,0,51,366,1419,131,396,497,153,21,55,21,3069,0,12,0,3,3,0,0,0,0,18,16,103,0,5,0,0,0,0,0,131,151,310,7,20,49,6,0,0,6,557,4,11,0,4,0,0,0,0,0,23,49,182,0,26,22,3,0,4,0,290,10,48,0,3,9,3,0,0,3,87,388,1337,88,154,240,72,25,46,15,2384,0,0,0,0,0,0,0,0,0,4
POA6158,14,90,0,11,6,0,0,0,0,119,4,30,0,0,0,0,0,0,0,37,122,444,13,53,81,26,3,6,8,755,0,0,0,0,0,0,0,0,0,0,10,28,5,10,20,6,0,0,0,83,11,23,10,17,32,4,0,3,0,104,22,12,15,37,41,19,0,0,0,152,4,5,0,6,3,0,0,0,0,23,3,4,4,11,8,5,0,0,0,44,0,11,5,0,4,3,0,0,0,15,8,9,0,3,4,3,0,0,7,32,243,834,53,160,223,77,8,14,15,1621,0,12,0,0,0,0,0,0,0,13,19,108,0,0,6,0,0,0,4,140,92,217,8,13,19,4,0,0,3,352,0,7,0,0,3,0,0,0,0,19,42,117,0,12,5,0,0,0,0,193,6,36,0,5,4,0,0,0,0,52,294,773,38,79,109,46,15,17,9,1388,0,0,0,0,0,0,0,0,0,0
POA6159,3,32,0,4,4,0,0,0,0,47,7,7,0,0,3,0,0,0,0,17,52,252,12,27,38,10,0,4,4,395,0,0,0,0,0,0,0,0,0,0,6,18,4,11,4,0,0,3,0,46,10,15,0,21,15,3,0,0,0,58,10,0,16,16,10,3,0,6,0,63,0,0,0,3,0,0,0,0,0,8,3,0,0,3,4,3,0,0,0,19,7,0,0,0,5,0,0,0,0,9,0,3,0,6,0,0,0,0,0,13,130,470,37,91,91,23,0,16,5,858,0,3,0,0,0,0,0,0,0,8,6,70,0,0,0,0,0,0,0,80,71,176,0,3,7,0,0,0,6,266,7,5,0,0,0,0,0,0,0,11,12,53,0,4,4,0,0,0,0,71,7,10,0,0,3,0,0,0,0,22,144,464,28,44,56,17,4,9,7,773,0,0,0,0,0,0,0,0,0,0
