POA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA6262,3,0,0,0,0,0,0,3,3,4,0,0,5,0,0,15,5,0,4,0,0,0,0,16,10,20,14,8,9,0,0,56,0,0,0,0,0,0,0,0,27,26,22,11,13,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,8,0,4,0,0,0,17,27,28,27,12,13,0,0,108
POA6271,13,12,8,3,5,0,4,50,12,8,13,13,6,0,0,52,22,24,8,5,4,0,0,56,86,113,84,52,82,11,0,430,0,7,0,0,0,0,0,9,139,161,112,75,97,12,4,593,0,4,0,0,0,0,0,8,4,7,5,5,0,0,0,25,7,5,3,0,5,0,0,23,14,34,30,28,21,4,0,128,0,3,0,0,0,0,0,7,22,47,43,39,23,8,0,176,161,206,152,106,118,18,4,771
POA6275,4,12,6,5,0,0,0,19,8,3,0,5,0,0,0,24,5,10,3,0,0,0,0,23,22,28,14,16,15,0,0,95,0,0,0,0,0,0,0,0,40,47,28,22,20,0,0,163,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,0,3,4,6,8,0,0,20,0,0,0,0,0,0,0,0,0,10,9,6,9,0,0,33,41,53,34,25,27,4,0,191
POA6280,129,155,114,81,91,12,3,586,115,140,90,51,92,10,3,504,146,172,92,54,71,10,0,555,802,939,626,448,456,54,13,3331,7,12,10,4,0,0,0,37,1205,1426,931,632,711,83,21,5002,4,19,14,10,15,0,0,60,19,29,35,24,21,0,0,134,12,30,31,28,24,4,0,132,153,279,178,162,187,8,0,969,6,10,5,3,3,0,0,25,188,362,269,226,253,18,4,1324,1398,1785,1199,860,963,95,27,6328
POA6281,50,58,37,16,24,3,0,191,64,64,33,15,25,0,0,204,57,96,43,23,13,0,0,238,242,286,209,116,135,4,0,998,0,4,5,0,0,0,0,10,405,516,329,178,194,15,0,1639,0,8,4,5,0,0,0,19,0,15,12,9,9,0,0,42,0,13,12,6,6,0,0,34,7,44,37,26,36,5,0,157,0,0,0,0,0,0,0,5,12,78,61,46,57,4,0,255,422,589,393,218,252,15,0,1899
POA6282,15,5,9,0,5,0,0,32,3,9,11,5,9,0,0,40,7,15,3,0,3,0,0,23,39,60,37,18,25,3,0,188,0,0,0,0,0,0,0,0,60,87,63,29,40,3,0,284,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,7,0,5,0,0,14,0,0,0,0,0,0,0,0,4,0,5,7,3,0,0,22,59,94,68,38,47,3,0,304
POA6284,19,22,16,7,12,0,0,77,17,28,18,7,7,0,0,76,27,28,23,3,8,0,0,86,95,137,74,36,33,3,0,381,0,0,0,0,3,0,0,3,159,214,129,57,68,3,4,635,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,3,3,0,0,0,13,9,15,19,9,5,5,0,61,4,0,0,0,0,0,0,6,16,27,17,10,14,5,0,83,178,239,148,65,79,3,4,715
POA6285,93,88,55,34,44,0,0,305,49,84,56,23,32,0,0,250,94,107,56,43,34,3,0,333,282,309,186,116,123,12,0,1032,3,8,0,0,0,0,0,12,518,595,350,216,233,17,3,1928,0,9,15,0,11,0,0,39,5,21,25,17,10,0,0,73,8,13,22,11,7,0,0,61,40,58,48,34,58,4,0,248,0,3,0,9,0,0,0,12,50,105,107,68,89,4,0,422,566,701,455,285,319,19,3,2353
POA6286,16,8,8,0,4,0,0,39,3,3,0,0,0,0,0,15,3,6,4,0,0,0,0,21,19,23,22,8,4,0,0,77,0,0,0,0,0,0,0,0,49,45,35,10,10,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,50,50,32,10,10,4,0,160
POA6288,0,0,0,0,0,0,0,6,9,5,0,7,0,0,0,13,0,3,0,3,0,0,0,13,8,14,12,10,8,0,0,51,0,0,0,0,0,0,0,4,15,21,17,17,7,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,13,12,29,18,21,15,0,0,97
POA6290,9,3,0,0,7,0,0,15,8,0,0,0,3,0,0,20,0,0,4,3,0,0,0,18,39,26,11,9,8,0,0,93,0,0,0,0,0,0,0,0,54,33,18,15,14,3,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,4,9,13,3,3,0,0,27,0,0,0,0,0,0,0,3,5,12,12,3,4,0,0,38,59,47,31,19,21,3,0,178
POA6302,0,5,0,0,5,0,0,13,9,17,7,4,4,0,0,41,8,3,3,3,0,0,0,28,67,107,75,38,28,0,0,319,0,0,3,0,0,0,0,7,82,135,90,44,41,5,0,396,0,0,0,0,0,0,0,3,0,7,4,3,5,0,0,16,3,4,6,0,3,0,0,20,14,16,23,15,11,0,0,74,0,0,0,0,0,0,0,0,15,28,30,17,13,0,0,111,103,165,125,65,52,5,0,510
POA6304,5,3,0,3,3,0,0,13,3,3,0,0,5,0,0,15,0,3,0,0,0,0,0,15,47,49,14,13,13,0,0,138,0,0,0,0,0,0,0,7,53,64,27,18,17,5,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,6,0,0,0,0,25,0,0,0,0,0,0,0,0,8,10,9,0,0,0,0,27,63,65,29,15,18,3,0,204
POA6306,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,4,5,6,0,0,0,0,0,10,29,40,17,8,7,0,0,102,3,0,0,0,0,0,0,3,44,46,17,10,7,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0,3,0,0,29,0,0,0,0,0,0,0,0,11,12,5,3,3,0,0,31,52,56,24,10,9,0,0,154
POA6308,0,5,0,0,0,0,0,15,0,3,0,0,3,0,0,8,8,9,3,8,4,0,0,29,49,41,24,17,11,0,0,143,0,0,0,0,0,0,0,0,59,57,35,22,13,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,20,10,7,0,0,0,45,0,0,0,0,0,0,0,0,6,20,11,8,8,0,0,48,67,78,40,37,22,0,0,245
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,8,4,0,0,31,0,0,0,0,0,0,0,0,4,14,4,6,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,11,17,4,9,4,0,0,38
POA6311,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,7,3,0,3,0,5,0,0,9,10,8,12,12,0,0,0,55,0,0,0,0,0,0,0,0,19,24,17,14,8,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,21,19,22,24,14,5,0,0,97
POA6312,33,32,16,4,9,0,0,99,3,16,7,3,8,0,0,34,14,11,10,10,10,0,0,54,99,94,78,51,41,3,0,375,4,5,0,7,0,0,0,16,152,158,114,78,69,6,0,573,0,6,5,0,0,0,0,13,4,3,3,0,0,0,0,11,0,4,0,0,7,0,0,11,21,60,39,25,28,0,4,174,4,7,0,3,4,0,0,16,29,76,42,30,41,5,4,225,185,234,155,111,113,10,0,796
POA6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,16,14,0,0,3,0,0,37,0,0,0,0,0,0,0,0,17,15,3,0,8,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,17,16,6,3,8,4,0,53
POA6315,4,5,0,0,4,0,0,14,10,3,4,0,0,0,0,24,5,3,8,0,0,0,0,20,56,63,31,19,17,3,0,187,0,0,0,0,0,0,0,0,81,74,42,24,24,4,0,245,5,0,0,0,0,0,0,3,0,3,6,0,0,0,0,10,0,0,0,0,3,0,0,3,8,9,9,5,4,0,0,39,0,0,0,0,0,0,0,0,12,15,15,12,8,0,0,60,94,92,55,33,31,4,0,302
POA6316,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,12,8,4,0,0,75,0,0,0,0,0,0,0,0,28,23,12,8,8,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,28,26,17,12,10,0,0,83
POA6317,57,45,24,15,24,0,4,163,25,21,17,6,4,0,0,64,16,17,10,0,5,0,0,43,97,91,70,29,48,0,0,330,0,3,0,4,5,0,0,20,196,177,115,51,78,0,4,619,10,9,9,3,0,0,0,31,3,4,4,0,0,0,0,9,0,0,0,0,0,0,0,10,34,40,20,11,21,3,0,130,6,4,4,0,0,0,0,7,51,51,29,15,29,0,0,185,245,227,145,74,107,9,6,808
POA6318,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,24,27,16,0,0,0,0,67,0,0,0,0,0,0,0,0,24,30,19,0,6,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,4,0,0,18,0,0,0,0,0,0,0,0,3,7,3,4,4,0,0,22,26,38,20,4,6,0,0,96
POA6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,14,5,4,0,0,82,0,0,0,0,0,0,0,6,23,29,14,5,4,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,5,4,7,0,0,28,0,0,5,0,0,0,0,5,0,6,11,6,10,0,0,35,28,41,28,11,9,0,0,117
POA6321,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,15,17,17,3,7,3,0,0,46,0,0,0,0,0,0,0,0,19,23,9,11,8,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,8,3,0,0,0,18,0,0,0,0,0,0,0,3,0,8,10,3,6,0,0,23,22,34,16,11,10,0,0,97
POA6322,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,4,12,3,0,0,0,37,0,0,0,0,0,0,0,0,11,7,9,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,7,9,9,3,0,0,43
POA6323,0,9,0,0,3,0,0,10,4,4,3,0,3,0,0,17,4,8,0,0,0,0,0,20,20,26,9,15,9,0,0,78,0,7,3,0,0,0,0,6,35,46,18,20,18,0,0,137,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,7,6,0,4,0,27,0,0,0,0,0,0,0,0,7,11,10,7,4,3,0,41,38,60,29,24,23,3,0,176
POA6324,16,16,17,15,18,0,0,81,8,6,9,10,9,0,0,41,10,17,6,3,8,0,0,47,105,116,54,34,48,5,0,361,0,0,4,0,0,0,0,5,140,156,91,57,81,7,3,540,0,0,0,0,6,0,0,3,0,0,0,0,4,0,0,4,0,3,3,0,0,0,0,6,16,46,16,18,15,3,0,111,0,5,0,3,0,0,0,7,20,53,23,24,19,8,0,139,161,207,102,82,104,15,3,677
POA6326,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,16,4,13,0,0,67,0,0,0,0,0,0,0,0,14,27,13,5,13,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,21,27,13,11,14,3,0,88
POA6327,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,8,9,12,12,3,0,0,0,40,0,0,0,0,0,0,0,0,12,18,12,4,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,19,12,4,3,0,0,53
POA6328,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,3,0,0,4,0,0,0,7,17,26,3,0,0,0,0,49,0,0,0,0,0,0,0,0,26,30,10,6,6,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,14,32,33,6,5,6,0,0,82
POA6330,149,173,132,115,141,28,9,754,105,142,75,53,88,10,0,471,153,142,108,85,70,15,0,567,1083,1109,689,523,570,48,3,4027,6,6,0,4,3,0,0,17,1501,1571,1000,783,867,98,19,5838,10,20,21,12,19,3,0,96,15,33,30,17,29,3,0,132,14,40,32,31,37,0,0,148,223,363,242,190,213,15,4,1258,7,16,8,3,0,0,0,38,271,476,331,258,303,24,7,1672,1766,2048,1326,1045,1173,123,27,7509
POA6333,21,30,11,11,12,0,0,95,26,28,24,6,14,0,0,96,29,38,19,15,19,0,0,112,153,176,115,77,83,7,0,612,4,0,0,0,0,0,0,6,230,275,171,103,131,11,0,921,0,4,0,6,5,0,0,17,7,7,3,0,6,0,0,25,0,3,9,3,3,0,0,23,21,34,24,21,39,0,0,146,5,0,0,3,0,0,0,12,34,54,45,39,48,6,0,223,265,327,210,140,183,12,4,1138
POA6335,7,10,6,0,0,0,0,27,5,4,0,0,0,0,0,7,0,5,6,0,0,0,0,8,38,29,18,7,12,0,0,102,0,0,0,0,0,0,0,0,55,46,28,11,13,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,60,46,29,9,15,0,0,159
POA6336,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,19,14,0,0,0,0,0,36,0,0,0,0,0,0,0,0,29,15,4,0,0,0,0,46,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,15,31,27,3,0,0,0,0,61
POA6337,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,13,26,24,20,8,0,0,0,84,0,0,0,0,0,0,0,0,40,35,20,4,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,14,45,36,27,4,0,0,0,120
POA6338,0,3,0,0,0,0,0,9,0,5,0,0,0,0,0,8,6,0,3,0,0,0,0,8,37,27,25,3,6,0,0,85,0,0,0,0,0,0,0,0,37,33,31,7,3,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,20,43,42,32,3,7,0,0,125
POA6341,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,17,21,11,0,0,0,0,54,0,0,0,0,0,0,0,0,19,21,11,0,8,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,24,11,0,8,0,0,62
POA6343,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,6,17,9,6,0,3,0,0,37,0,0,0,0,0,0,0,0,19,15,6,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,6,0,3,0,0,45
POA6346,0,3,4,0,0,0,0,9,4,3,4,0,0,0,0,9,4,3,0,0,0,0,0,12,35,44,11,8,3,0,0,98,0,0,0,0,0,0,0,0,42,56,18,10,10,0,0,130,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,6,0,0,14,0,0,0,0,0,0,0,0,4,3,5,7,6,0,0,22,47,57,24,12,11,0,0,148
POA6348,10,13,5,0,3,0,0,36,8,7,3,0,0,0,0,23,6,7,0,0,0,0,0,15,40,24,16,8,5,0,0,88,0,0,0,0,0,0,0,0,65,52,22,10,8,0,0,161,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,17,3,0,0,0,0,0,0,3,7,5,7,0,0,0,0,24,75,60,30,11,13,0,0,191
POA6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,3,0,0,0,0,35,0,0,0,0,0,0,0,0,18,16,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,16,3,0,0,0,0,41
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,14
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,4,3,16,4,0,0,0,0,23,0,0,0,0,0,0,0,0,7,16,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,18,10,0,4,0,0,29
POA6353,0,8,0,3,4,0,0,16,3,0,0,0,0,0,0,11,0,5,0,0,0,0,0,10,47,36,20,5,0,0,0,102,0,0,0,0,0,0,0,0,53,44,21,6,5,0,0,132,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,15,55,51,27,6,9,0,0,149
POA6355,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,25,23,16,0,0,0,0,66,0,0,0,0,0,0,0,0,30,34,13,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,12,0,0,0,0,80
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,0,0,16,0,0,0,0,0,0,0,0,6,10,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,0,0,23
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,5,5,3,3,0,0,0,15
POA6359,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,9,14,14,4,0,0,0,0,30,0,0,0,0,0,0,0,0,16,18,8,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,23,25,8,0,0,0,0,54
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,7,3,0,0,0,0,12,0,0,0,0,0,0,0,0,6,7,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,0,0,15
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,14,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,16
POA6365,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,6,3,3,0,0,0,12,23,26,25,8,3,0,0,86,0,0,0,0,0,0,0,0,25,38,29,6,3,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,8,28,35,31,6,4,0,0,108
POA6367,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,6,4,0,0,0,29,0,0,0,0,0,0,0,0,8,14,7,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,11,11,17,10,5,0,0,0,47
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,12,0,0,0,0,0,24
POA6369,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,11,16,25,12,5,0,0,0,67,0,0,0,0,0,0,0,0,24,33,12,11,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,0,12,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,17,33,41,14,11,0,0,0,101
POA6370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,0,0,14,14,23,18,0,3,0,0,58,0,0,0,0,0,0,0,0,19,25,16,0,3,0,0,72,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,14,16,30,22,3,3,0,0,85
